"hh_size","rule_id","rule","n_conditions","role","coefficient","importance","workload_pct","n_flagged","errors_caught","clean_flagged","precision","recall","dollar_recall","lift","base_rate"
"1","rule120","rawunearn < 366 & total_deductions >= 57.8 & months_since_cert_n >= 3.5",3,"INCLUDE",5.067,1.485,9.5,1128,299,829,0.265,0.377,0.407,3.98,0.067
"1","rule5","rawunearn < 499.5 & total_deductions >= 57.8 & months_since_cert_n >= 3.5",3,"INCLUDE",6.998,2.101,10,1192,305,887,0.256,0.385,0.415,3.84,0.067
"1","rule70","rawunearn < 499.5 & total_deductions >= 57.5 & months_since_cert_n >= 3.5",3,"INCLUDE",0.468,0.141,10,1193,305,888,0.256,0.385,0.415,3.83,0.067
"1","rule289","rawunearn < 27.5 & rawben_rel_max >= 0.9622 & rawearn < 0.5 & unc_rawben_rel_max >= 1.218",4,"INCLUDE",1.589,0.441,8.4,1001,219,782,0.219,0.276,0.313,3.28,0.067
"1","rule318","elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n >= 5.5",2,"INCLUDE",6.995,2.171,10.8,1285,249,1036,0.194,0.314,0.338,2.91,0.067
"1","rule244","rawunearn < 27.5 & cat_elig >= 0.5",2,"INCLUDE",8.209,3.849,32.6,3882,564,3318,0.145,0.711,0.754,2.18,0.067
"1","rule358","percent_abawd >= 0.5",1,"INCLUDE",2.332,0.786,13.1,1554,222,1332,0.143,0.28,0.299,2.14,0.067
"1","rule247","rawunearn < 27.5 & cat_elig >= 0.5 & rawben_rel_max >= 0.968 & rawearn < 0.5",4,"INCLUDE",3.492,1.498,24.3,2889,372,2517,0.129,0.469,0.536,1.93,0.067
"1","rule176","elderly_disabled_i %in% c(""FALSE"")",1,"INCLUDE",0.635,0.31,39,4634,576,4058,0.124,0.726,0.76,1.86,0.067
"1","rule149","unc_rawben_rel_max < 1.813 & shelter_expenses < 1884",2,"SKIP",-12.454,3.119,93.3,11095,597,10498,0.054,0.753,0.723,0.81,0.067
"1","rule292","unc_rawben_rel_max < 1.647 & shelter_expenses < 2082",2,"SKIP",-2.409,0.671,91.5,10886,575,10311,0.053,0.725,0.689,0.79,0.067
"1","rule211","rawunearn < 27.5 & rawben_rel_max >= 0.968 & rawearn >= 0.5",3,"SKIP",-10.091,1.935,3.8,455,1,454,0.002,0.001,0,0.03,0.067
"1","rule246","rawunearn < 27.5 & cat_elig >= 0.5 & rawben_rel_max >= 0.968 & rawearn >= 0.5",4,"SKIP",-3.336,0.608,3.4,409,0,409,0,0,0,0,0.067
"2","rule213","rawunearn < 842.5 & months_since_cert_n >= 3.5 & shelter_expenses >= 993 & utilities < 363.5",4,"INCLUDE",8.506,0.807,0.9,71,27,44,0.38,0.052,0.065,5.7,0.067
"2","rule248","rawearn >= 966.5 & shelter_expenses >= 1552 & total_deductions < 997.5",3,"INCLUDE",17.665,2.015,1.3,103,38,65,0.369,0.073,0.081,5.53,0.067
"2","rule7","unc_rawben_rel_max >= 1.42 & utilities < 382",2,"INCLUDE",9.821,1.266,1.7,132,36,96,0.273,0.069,0.096,4.09,0.067
"2","rule87","shelter_expenses < 1539 & unc_rawben_rel_max >= 1.487 & utilities < 611",3,"INCLUDE",7.595,1.194,2.5,198,53,145,0.268,0.102,0.129,4.02,0.067
"2","rule218","rawunearn < 602.5 & shelter_expenses >= 993.5 & utilities < 362",3,"INCLUDE",6.365,0.847,1.8,141,36,105,0.255,0.069,0.086,3.83,0.067
"2","rule154","rawunearn < 599.5 & shelter_expenses >= 1424",2,"INCLUDE",0.743,0.187,6.8,529,107,422,0.202,0.205,0.227,3.03,0.067
"2","rule228","unc_rawben_rel_max >= 1.397 & utilities < 622",2,"INCLUDE",14.364,3.325,5.7,444,87,357,0.196,0.167,0.214,2.94,0.067
"2","rule172","elderly_disabled_i %in% c(""FALSE"") & shelter_expenses >= 1348",2,"INCLUDE",7.902,2.266,9,706,128,578,0.181,0.246,0.266,2.72,0.067
"2","rule211","rawunearn < 842.5 & months_since_cert_n >= 3.5 & shelter_expenses >= 993",3,"INCLUDE",7.207,2.1,9.4,732,131,601,0.179,0.251,0.275,2.68,0.067
"2","rule209","rawunearn < 842.5 & months_since_cert_n >= 3.5",2,"INCLUDE",7.136,3.367,33.5,2615,268,2347,0.102,0.514,0.555,1.54,0.067
"2","rule112","unc_rawben_rel_max < 1.487 & rawgross < 3432",2,"SKIP",-0.525,0.12,94.4,7380,440,6940,0.06,0.845,0.797,0.89,0.067
"2","rule48","unc_rawben_rel_max < 1.42 & shelter_expenses < 2566",2,"SKIP",-1.887,0.52,91.7,7167,408,6759,0.057,0.783,0.724,0.85,0.067
"2","rule43","shelter_expenses < 1552 & unc_rawben_rel_max < 1.487",2,"SKIP",-0.083,0.028,87.1,6803,358,6445,0.053,0.687,0.632,0.79,0.067
"2","rule84","shelter_expenses < 1539 & unc_rawben_rel_max < 1.487",2,"SKIP",-12.242,4.15,86.8,6780,353,6427,0.052,0.678,0.626,0.78,0.067
"2","rule36","unc_rawben_rel_max < 1.421 & shelter_expenses < 2815 & rawearn < 719",3,"SKIP",-5.925,2.718,69.9,5461,183,5278,0.034,0.351,0.349,0.5,0.067
"2","rule2","unc_rawben_rel_max < 1.42 & shelter_expenses < 2815 & rawearn < 400.5",3,"SKIP",-6.705,3.181,65.8,5143,157,4986,0.031,0.301,0.302,0.46,0.067
"2","rule97","shelter_expenses < 2371 & rawunearn >= 609.5",2,"SKIP",-3.049,1.492,39.7,3100,88,3012,0.028,0.169,0.141,0.43,0.067
"3","rule83","unc_rawben_rel_max >= 1.33 & utilities < 303.5 & months_since_cert_n >= 2.5 & months_since_cert_n < 4.5",4,"INCLUDE",149.167,6.971,0.2,15,9,6,0.6,0.02,0.039,9,0.067
"3","rule119","shelter_expenses < 2630 & unc_rawben_rel_max >= 1.34 & utilities < 315.5 & unc_rawben_rel_max < 1.343",4,"INCLUDE",9.455,0.378,0.2,11,6,5,0.545,0.013,0.026,8.18,0.067
"3","rule8","unc_rawben_rel_max >= 1.208 & utilities < 346 & cat_elig >= 1.5 & months_since_cert_n >= 3.5",4,"INCLUDE",83.715,3.912,0.2,15,8,7,0.533,0.018,0.04,8,0.067
"3","rule44","shelter_expenses < 1862 & unc_rawben_rel_max >= 1.194 & total_deductions < 386.5 & utilities >= 372",4,"INCLUDE",106.569,4.068,0.1,10,5,5,0.5,0.011,0.02,7.5,0.067
"3","rule102","unc_rawben_rel_max >= 1.341 & utilities < 315.5 & shelter_expenses < 1278 & shelter_expenses >= 754.5",4,"INCLUDE",33.483,1.143,0.1,8,4,4,0.5,0.009,0.015,7.5,0.067
"3","rule20","unc_rawben_rel_max >= 1.194 & utilities < 320 & unc_rawben_rel_max >= 1.336 & months_since_cert_n >= 2.5",4,"INCLUDE",3.826,0.226,0.4,24,11,13,0.458,0.024,0.044,6.88,0.067
"3","rule16","unc_rawben_rel_max >= 1.194 & utilities < 320 & cat_elig >= 1.5 & months_since_cert_n >= 3.5",4,"INCLUDE",22.326,1.204,0.3,20,9,11,0.45,0.02,0.043,6.75,0.067
"3","rule47","unc_rawben_rel_max >= 1.194 & utilities < 346 & cat_elig >= 1.5 & rawgross < 25",4,"INCLUDE",37.745,2.23,0.4,24,10,14,0.417,0.022,0.047,6.25,0.067
"3","rule70","unc_rawben_rel_max >= 1.194 & utilities < 320 & cat_elig >= 1.5 & shelter_expenses < 896",4,"INCLUDE",46.253,2.495,0.3,20,8,12,0.4,0.018,0.041,6,0.067
"3","rule128","unc_rawben_rel_max >= 1.194 & rawunearn >= 359 & months_since_cert_n >= 3.5",3,"INCLUDE",96.055,5.05,0.3,19,7,12,0.368,0.015,0.027,5.53,0.067
"3","rule132","shelter_expenses >= 2630 & rawearn < 1",2,"INCLUDE",71.817,4.329,0.4,25,9,16,0.36,0.02,0.029,5.4,0.067
"3","rule113","unc_rawben_rel_max >= 1.194 & utilities < 346 & cat_elig >= 1.5 & total_deductions < 673.6",4,"INCLUDE",1.451,0.093,0.4,28,10,18,0.357,0.022,0.047,5.36,0.067
"3","rule108","shelter_expenses < 1586 & unc_rawben_rel_max >= 1.254 & utilities < 327",3,"INCLUDE",14.504,1.678,1.4,93,19,74,0.204,0.042,0.077,3.06,0.067
"3","rule42","shelter_expenses < 1862 & unc_rawben_rel_max >= 1.194 & total_deductions < 386.5",3,"INCLUDE",25.285,2.63,1.1,75,15,60,0.2,0.033,0.052,3,0.067
"3","rule72","unc_rawben_rel_max >= 1.194 & utilities < 315",2,"INCLUDE",-14.326,1.976,1.9,133,23,110,0.173,0.05,0.081,2.59,0.067
"3","rule4","unc_rawben_rel_max >= 1.208 & utilities < 346",2,"INCLUDE",1.351,0.211,2.5,171,28,143,0.164,0.061,0.107,2.46,0.067
"3","rule111","shelter_expenses >= 1586",1,"INCLUDE",0.675,0.217,11.7,801,100,701,0.125,0.219,0.212,1.87,0.067
"3","rule78","unc_rawben_rel_max >= 1.33 & utilities >= 303.5",2,"INCLUDE",2.444,0.603,6.5,447,49,398,0.11,0.107,0.127,1.64,0.067
"3","rule125","unc_rawben_rel_max >= 1.194 & rawunearn < 359",2,"INCLUDE",-0.016,0.006,14.1,965,100,865,0.104,0.219,0.292,1.55,0.067
"3","rule121","unc_rawben_rel_max >= 1.195 & total_deductions >= 386.5",2,"INCLUDE",-3.797,1.299,13.5,928,95,833,0.102,0.208,0.271,1.54,0.067
"3","rule71","unc_rawben_rel_max >= 1.194 & utilities >= 315",2,"INCLUDE",0.658,0.219,12.7,872,87,785,0.1,0.19,0.243,1.5,0.067
"3","rule3","unc_rawben_rel_max >= 1.208 & utilities >= 346",2,"INCLUDE",-3.814,1.203,11.2,768,74,694,0.096,0.162,0.194,1.45,0.067
"3","rule69","unc_rawben_rel_max >= 1.194 & utilities < 320 & cat_elig >= 1.5 & shelter_expenses >= 896",4,"INCLUDE",-5.496,0.22,0.2,11,1,10,0.091,0.002,0.002,1.36,0.067
"3","rule107","shelter_expenses < 1586 & unc_rawben_rel_max >= 1.254 & utilities >= 327",3,"INCLUDE",-0.757,0.198,7.4,508,46,462,0.091,0.101,0.113,1.36,0.067
"3","rule31","unc_rawben_rel_max >= 1.194 & utilities < 346 & cat_elig >= 1.5 & months_since_cert_n < 3.5",4,"INCLUDE",-5.875,0.292,0.2,17,1,16,0.059,0.002,0.004,0.88,0.067
"3","rule105","shelter_expenses < 1586 & unc_rawben_rel_max < 1.254",2,"SKIP",-5.573,2.248,79.5,5453,292,5161,0.054,0.639,0.598,0.8,0.067
"3","rule39","shelter_expenses < 1862 & unc_rawben_rel_max < 1.194",2,"SKIP",-13.104,5.206,80.4,5509,292,5217,0.053,0.639,0.567,0.8,0.067
"3","rule15","unc_rawben_rel_max >= 1.194 & utilities < 320 & cat_elig >= 1.5 & months_since_cert_n < 3.5",4,"SKIP",-8.331,0.333,0.2,11,0,11,0,0,0,0,0.067
"3","rule46","unc_rawben_rel_max >= 1.194 & utilities < 346 & cat_elig >= 1.5 & rawgross >= 25",4,"SKIP",-6.429,0.28,0.2,13,0,13,0,0,0,0,0.067
"4","rule56","rawben_rel_max >= 0.5547 & rawearn >= 1001 & rawgross < 1156 & rawben_rel_max < 0.7934",4,"INCLUDE",216.406,10.291,0.2,12,7,5,0.583,0.02,0.031,8.75,0.067
"4","rule92","unc_rawben_rel_max >= 1.223 & utilities < 565.5 & utilities >= 514 & shelter_expenses >= 1159",4,"INCLUDE",109.332,5.615,0.3,14,8,6,0.571,0.023,0.034,8.57,0.067
"4","rule29","shelter_expenses >= 1166 & rawgross < 1753 & rawgross >= 1102 & rawgross < 1158",4,"INCLUDE",154.257,8.979,0.3,18,8,10,0.444,0.023,0.039,6.67,0.067
"4","rule22","shelter_expenses >= 1132 & rawgross < 206 & rawunearn >= 52.5",3,"INCLUDE",71.974,2.965,0.2,9,4,5,0.444,0.011,0.023,6.67,0.067
"4","rule68","unc_rawben_rel_max >= 1.216 & utilities < 530.5 & utilities >= 514",3,"INCLUDE",113.801,5.412,0.2,12,5,7,0.417,0.014,0.025,6.25,0.067
"4","rule101","rawben_rel_max >= 0.5779 & rawearn >= 1040 & rawearn < 1079",3,"INCLUDE",85.739,5.516,0.4,22,9,13,0.409,0.025,0.034,6.14,0.067
"4","rule96","rawben_rel_max >= 0.5547 & rawearn >= 1001 & rawgross < 1154 & rawgross >= 1128",4,"INCLUDE",316.879,13.759,0.2,10,4,6,0.4,0.011,0.025,6,0.067
"4","rule12","unc_rawben_rel_max >= 1.38",1,"INCLUDE",41.248,2.53,0.4,20,8,12,0.4,0.023,0.028,6,0.067
"4","rule1","unc_rawben_rel_max >= 1.392",1,"INCLUDE",23.634,1.376,0.3,18,7,11,0.389,0.02,0.026,5.83,0.067
"4","rule17","unc_rawben_rel_max >= 1.21 & rawunearn >= 78 & cat_elig >= 1.5",3,"INCLUDE",104.172,5.156,0.2,13,4,9,0.308,0.011,0.026,4.62,0.067
"4","rule49","unc_rawben_rel_max >= 1.241 & unc_rawben_rel_max < 1.247",2,"INCLUDE",82.217,4.069,0.2,13,4,9,0.308,0.011,0.021,4.62,0.067
"4","rule47","rawben_rel_max >= 0.5543 & rawearn >= 1001 & rawgross < 1154 & rawgross >= 1124",4,"INCLUDE",-109.469,5.622,0.3,14,4,10,0.286,0.011,0.025,4.29,0.067
"4","rule40","shelter_expenses >= 1440 & shelter_expenses < 1450",2,"INCLUDE",119.954,5.462,0.2,11,3,8,0.273,0.008,0.017,4.09,0.067
"4","rule46","rawben_rel_max >= 0.5543 & rawearn >= 1001 & rawgross < 1154 & rawgross < 1124",4,"INCLUDE",51.299,5.692,1.2,66,15,51,0.227,0.042,0.05,3.41,0.067
"4","rule95","rawben_rel_max >= 0.5547 & rawearn >= 1001 & rawgross < 1154 & rawgross < 1128",4,"INCLUDE",-8.188,0.935,1.3,70,15,55,0.214,0.042,0.05,3.21,0.067
"4","rule63","unc_rawben_rel_max >= 0.5738 & rawearn >= 1034 & rawgross < 1154 & rawben_rel_max >= 0.794",4,"INCLUDE",-34.543,3.206,0.9,46,9,37,0.196,0.025,0.035,2.93,0.067
"4","rule20","shelter_expenses >= 1132 & rawgross < 206",2,"INCLUDE",22.205,4.13,3.6,190,33,157,0.174,0.093,0.122,2.61,0.067
"4","rule55","rawben_rel_max >= 0.5547 & rawearn >= 1001 & rawgross < 1156 & rawben_rel_max >= 0.7934",4,"INCLUDE",-20.379,2.311,1.3,69,12,57,0.174,0.034,0.044,2.61,0.067
"4","rule77","shelter_expenses >= 1132 & rawgross < 210",2,"INCLUDE",56.219,10.484,3.6,191,33,158,0.173,0.093,0.122,2.59,0.067
"4","rule27","shelter_expenses >= 1166 & rawgross < 1753 & rawgross >= 1102",3,"INCLUDE",1.822,0.414,5.5,289,48,241,0.166,0.136,0.154,2.49,0.067
"4","rule84","shelter_expenses >= 1162 & rawgross < 1800 & rawgross >= 1102",3,"INCLUDE",17.265,4.072,5.9,313,51,262,0.163,0.144,0.162,2.44,0.067
"4","rule9","unc_rawben_rel_max < 1.392 & shelter_expenses >= 1133 & rawgross < 225",3,"INCLUDE",-0.574,0.105,3.5,184,30,154,0.163,0.085,0.105,2.45,0.067
"4","rule88","unc_rawben_rel_max >= 1.223 & utilities < 565.5",2,"INCLUDE",6.244,1.337,4.8,255,40,215,0.157,0.113,0.146,2.35,0.067
"4","rule10","unc_rawben_rel_max < 1.392 & shelter_expenses >= 1133 & rawgross < 225 & rawunearn < 45",4,"INCLUDE",-67.113,11.932,3.3,173,26,147,0.15,0.074,0.082,2.25,0.067
"4","rule89","unc_rawben_rel_max >= 1.223 & utilities < 565.5 & utilities < 514",3,"INCLUDE",29.102,5.858,4.2,224,32,192,0.143,0.091,0.111,2.14,0.067
"4","rule36","shelter_expenses >= 1132 & rawben_rel_max >= 0.7994 & rawgross >= 1102 & rawgross >= 1156",4,"INCLUDE",-3.266,0.748,5.6,294,40,254,0.136,0.113,0.113,2.04,0.067
"4","rule67","unc_rawben_rel_max >= 1.216 & utilities < 530.5 & utilities < 514",3,"INCLUDE",-15.508,3.233,4.6,241,32,209,0.133,0.091,0.111,1.99,0.067
"4","rule60","unc_rawben_rel_max >= 0.5738 & rawearn >= 1034",2,"INCLUDE",15.078,5.936,19.2,1015,127,888,0.125,0.36,0.343,1.88,0.067
"4","rule2","unc_rawben_rel_max >= 1.216",1,"INCLUDE",12.614,3.5,8.4,445,55,390,0.124,0.156,0.192,1.85,0.067
"4","rule13","unc_rawben_rel_max >= 1.21",1,"INCLUDE",-11.408,3.22,8.7,462,55,407,0.119,0.156,0.192,1.79,0.067
"4","rule100","rawben_rel_max >= 0.5779 & rawearn >= 1040 & rawearn >= 1079",3,"INCLUDE",-37.13,14.421,18.5,980,115,865,0.117,0.326,0.301,1.76,0.067
"4","rule61","unc_rawben_rel_max >= 0.5738 & rawearn >= 1034 & rawgross >= 1154",3,"INCLUDE",29.623,11.4,18.1,957,111,846,0.116,0.314,0.277,1.74,0.067
"4","rule14","unc_rawben_rel_max >= 1.21 & rawunearn < 78",2,"INCLUDE",-2.023,0.546,7.9,418,48,370,0.115,0.136,0.16,1.72,0.067
"4","rule5","unc_rawben_rel_max >= 1.187",1,"INCLUDE",5.516,1.68,10.3,548,61,487,0.111,0.173,0.212,1.67,0.067
"4","rule38","shelter_expenses >= 1440",1,"INCLUDE",5.058,2.06,21,1112,120,992,0.108,0.34,0.329,1.62,0.067
"4","rule80","shelter_expenses >= 1162",1,"INCLUDE",3.944,1.872,34.3,1814,181,1633,0.1,0.513,0.493,1.5,0.067
"4","rule23","shelter_expenses >= 1166",1,"INCLUDE",-0.017,0.008,34,1801,180,1621,0.1,0.51,0.489,1.5,0.067
"4","rule18","shelter_expenses >= 1132",1,"INCLUDE",27.05,12.971,35.8,1897,187,1710,0.099,0.53,0.513,1.48,0.067
"4","rule16","unc_rawben_rel_max >= 1.21 & rawunearn >= 78 & cat_elig < 1.5",3,"INCLUDE",-27.21,2.076,0.6,31,3,28,0.097,0.008,0.006,1.45,0.067
"4","rule7","unc_rawben_rel_max < 1.392 & shelter_expenses >= 1133",2,"INCLUDE",-28.841,13.797,35.4,1877,180,1697,0.096,0.51,0.484,1.44,0.067
"4","rule83","shelter_expenses >= 1162 & rawgross < 1800 & rawgross < 1102",3,"INCLUDE",-28.026,7.855,8.6,455,43,412,0.095,0.122,0.142,1.42,0.067
"4","rule65","unc_rawben_rel_max >= 1.216 & utilities >= 530.5",2,"INCLUDE",26.355,4.927,3.6,192,18,174,0.094,0.051,0.056,1.41,0.067
"4","rule34","shelter_expenses >= 1132 & rawben_rel_max >= 0.7994 & rawgross < 1102",3,"INCLUDE",15.694,4.494,9,477,45,432,0.094,0.127,0.155,1.42,0.067
"4","rule87","unc_rawben_rel_max >= 1.223 & utilities >= 565.5",2,"INCLUDE",-37.887,6.564,3.1,164,14,150,0.085,0.04,0.038,1.28,0.067
"4","rule50","rawben_rel_max >= 0.5547",1,"INCLUDE",7.697,3.374,74.1,3922,288,3634,0.073,0.816,0.894,1.1,0.067
"4","rule97","rawben_rel_max >= 0.5779",1,"INCLUDE",-0.141,0.063,72.5,3839,279,3560,0.073,0.79,0.875,1.09,0.067
"4","rule59","unc_rawben_rel_max >= 0.5738 & rawearn < 1034",2,"INCLUDE",-1.353,0.675,53.6,2836,154,2682,0.054,0.436,0.538,0.81,0.067
"4","rule32","shelter_expenses >= 1132 & rawben_rel_max < 0.7994",2,"SKIP",0.017,0.007,20.9,1107,94,1013,0.085,0.266,0.205,1.27,0.067
"4","rule24","shelter_expenses >= 1166 & rawgross >= 1753",2,"SKIP",-7.572,3.031,20,1061,89,972,0.084,0.252,0.193,1.26,0.067
"4","rule81","shelter_expenses >= 1162 & rawgross >= 1800",2,"SKIP",7.146,2.845,19.8,1046,87,959,0.083,0.246,0.189,1.25,0.067
"4","rule42","rawben_rel_max >= 0.5543 & rawearn < 1001",2,"SKIP",0.624,0.311,53.6,2839,153,2686,0.054,0.433,0.534,0.81,0.067
"4","rule6","unc_rawben_rel_max < 1.392 & shelter_expenses < 1133",2,"SKIP",0.218,0.105,64.2,3400,166,3234,0.049,0.47,0.489,0.73,0.067
"4","rule91","unc_rawben_rel_max >= 1.223 & utilities < 565.5 & utilities >= 514 & shelter_expenses < 1159",4,"SKIP",-77.664,4.394,0.3,17,0,17,0,0,0,0,0.067
"5+","rule24","shelter_expenses >= 1378 & rawgross < 2520 & rawearn >= 1416 & total_deductions < 914.8",4,"INCLUDE",293.651,12.051,0.2,10,6,4,0.6,0.014,0.033,8.35,0.072
"5+","rule56","utilities >= 851 & months_since_cert_n >= 6.5 & total_deductions >= 994.3 & rawgross < 2300",4,"INCLUDE",124.079,6.234,0.3,15,8,7,0.533,0.019,0.039,7.42,0.072
"5+","rule33","percent_abawd >= 0.45 & shelter_expenses >= 1099",2,"INCLUDE",178.261,6.544,0.1,8,4,4,0.5,0.009,0.023,6.96,0.072
"5+","rule16","shelter_expenses >= 1631 & unc_rawben_rel_max >= 0.7779 & months_since_cert_n >= 6.5 & rawben_rel_max < 0.811",4,"INCLUDE",113.706,4.666,0.2,10,5,5,0.5,0.012,0.025,6.96,0.072
"5+","rule68","rawben_rel_max >= 0.5971 & rawearn >= 1110 & shelter_expenses >= 2048 & rawben_rel_max >= 0.9243",4,"INCLUDE",96.249,4.502,0.2,13,5,8,0.385,0.012,0.028,5.35,0.072
"5+","rule73","shelter_expenses >= 1311 & rawgross < 2212 & rawgross >= 2194",3,"INCLUDE",159.264,5.847,0.1,8,3,5,0.375,0.007,0.022,5.22,0.072
"5+","rule1","percent_abawd >= 0.6333",1,"INCLUDE",26.78,0.983,0.1,8,3,5,0.375,0.007,0.015,5.22,0.072
"5+","rule31","shelter_expenses >= 1634 & rawben_rel_max >= 0.834 & rawben_rel_max < 0.9574 & rawben_rel_max >= 0.9271",4,"INCLUDE",113.403,7.201,0.4,24,8,16,0.333,0.019,0.043,4.64,0.072
"5+","rule48","shelter_expenses >= 1370 & rawgross < 2214 & rawgross < 2188 & percent_abawd >= 0.3667",4,"INCLUDE",26.921,1.21,0.2,12,4,8,0.333,0.009,0.023,4.64,0.072
"5+","rule40","shelter_expenses >= 1396 & rawben_rel_max >= 0.8024 & rawben_rel_max < 0.9545 & months_since_cert_n >= 7.5",4,"INCLUDE",70.598,6.769,0.9,55,18,37,0.327,0.042,0.074,4.55,0.072
"5+","rule54","utilities >= 851 & months_since_cert_n >= 6.5 & total_deductions >= 994.3",3,"INCLUDE",31.243,2.941,0.9,53,17,36,0.321,0.04,0.055,4.46,0.072
"5+","rule61","rawben_rel_max >= 0.5997 & shelter_expenses >= 1631 & shelter_expenses < 1638",3,"INCLUDE",12.241,0.573,0.2,13,4,9,0.308,0.009,0.022,4.28,0.072
"5+","rule14","shelter_expenses >= 1631 & unc_rawben_rel_max >= 0.7779 & months_since_cert_n >= 6.5",3,"INCLUDE",5.925,0.778,1.8,104,24,80,0.231,0.056,0.092,3.21,0.072
"5+","rule29","shelter_expenses >= 1634 & rawben_rel_max >= 0.834 & rawben_rel_max < 0.9574",3,"INCLUDE",8.328,1.197,2.1,125,27,98,0.216,0.063,0.106,3.01,0.072
"5+","rule64","rawben_rel_max >= 0.5971 & rawearn >= 1110",2,"INCLUDE",10.03,4.093,21.1,1251,159,1092,0.127,0.373,0.395,1.77,0.072
"5+","rule27","shelter_expenses >= 1634 & rawben_rel_max >= 0.834",2,"INCLUDE",3.417,0.77,5.4,318,38,280,0.119,0.089,0.144,1.66,0.072
"5+","rule5","shelter_expenses >= 1386 & rawben_rel_max >= 0.8027",2,"INCLUDE",12.766,3.719,9.4,555,64,491,0.115,0.15,0.22,1.6,0.072
"5+","rule71","shelter_expenses >= 1311 & rawgross < 2212",2,"INCLUDE",0.038,0.012,11.6,685,74,611,0.108,0.174,0.246,1.5,0.072
"5+","rule47","shelter_expenses >= 1370 & rawgross < 2214 & rawgross < 2188 & percent_abawd < 0.3667",4,"INCLUDE",-17.33,5.239,10.2,603,61,542,0.101,0.143,0.187,1.41,0.072
"5+","rule60","rawben_rel_max >= 0.5997 & shelter_expenses >= 1631 & shelter_expenses >= 1638",3,"INCLUDE",-1.89,0.583,10.7,632,62,570,0.098,0.146,0.207,1.37,0.072
"5+","rule69","shelter_expenses >= 1311",1,"INCLUDE",3.405,1.601,33,1958,182,1776,0.093,0.427,0.463,1.29,0.072
"5+","rule43","shelter_expenses >= 1370",1,"INCLUDE",2.5,1.151,30.5,1806,166,1640,0.092,0.39,0.435,1.28,0.072
"5+","rule57","rawben_rel_max >= 0.5997",1,"INCLUDE",2.125,1.008,65.8,3900,285,3615,0.073,0.669,0.784,1.02,0.072
"5+","rule58","rawben_rel_max >= 0.5997 & shelter_expenses < 1631",2,"INCLUDE",2.905,1.445,54.9,3255,219,3036,0.067,0.514,0.554,0.94,0.072
"5+","rule26","shelter_expenses >= 1634 & rawben_rel_max < 0.834",2,"SKIP",-4.571,1.6,14.3,847,61,786,0.072,0.143,0.14,1,0.072
