"hh","rule","source","n_flagged_train","clean_rate_train","clean_rate_train_lcb","n_flagged_holdout","clean_flagged_holdout","clean_rate_holdout","clean_cut_holdout","err_dollars_lost_holdout","workload_pct_holdout"
"1","rawben_rel_max >=   0.992 & unc_rawben_rel_max >=   1.020 & unc_rawben_rel_max <   1.200 & utilities < 313.000","xgboost",1164,0.99656,0.99237,648,641,0.9892,0.0313,0.0046,2.977
"1","unc_rawben_rel_max >=   1.02 & unc_rawben_rel_max <   1.20 & utilities < 287.00","xgboost",1144,0.9965,0.99223,628,625,0.9952,0.0305,0.0031,2.885
"1","cat_elig >  0.50000 & elderly_disabled_i >  0.50000 & total_deductions_by_hh_size <=  7.80000 & unc_rawben_rel_max <= -0.00544","ranger_mtry1",1123,0.99644,0.99209,542,540,0.9963,0.0264,9e-04,2.49
"1","months_since_cert_n >= 13.000 & unc_rawben_rel_max < -0.004","xgboost",934,0.99679,0.99199,445,444,0.9978,0.0217,0.0013,2.044
"1","shelter_expenses_by_hh_size < 1560.0000 & unc_rawben_rel_max <   -0.0137 & utilities >=  366.0000","xgboost",1918,0.99531,0.99195,938,931,0.9925,0.0455,0.0088,4.309
"1","children_i <   1.00 & rawben_rel_max >=   1.00 & unc_rawben_rel_max <   1.18 & utilities < 313.00","xgboost",1094,0.99634,0.99188,610,604,0.9902,0.0295,0.0033,2.802
"1","elderly_disabled_i >=  1.000 & unc_rawben_rel_max >= -1.200 & unc_rawben_rel_max < -0.052","xgboost",3102,0.99452,0.99187,1444,1433,0.9924,0.07,0.0078,6.634
"1","rawben_rel_max <   1.0000 & total_deductions_by_hh_size < 728.0000 & unc_rawben_rel_max <  -0.0137 & utilities >= 361.0000","xgboost",1891,0.99524,0.99184,957,948,0.9906,0.0463,0.0098,4.397
"1","cat_elig <= 0.500 & count_divisible_by_100 <= 0.500 & homeless > 0.500 & rawben_rel_max > 0.924","ranger_mtry1",529,0.99811,0.99157,245,242,0.9878,0.0118,0.0028,1.126
"1","cat_elig <= 0.500 & homeless > 0.500 & medical_deductions <= 0.500 & rawben_rel_max > 0.954","ranger_mtry1",529,0.99811,0.99157,249,246,0.988,0.012,0.0028,1.144
"1","cat_elig <= 0.500 & homeless > 0.500 & rawben_rel_max > 0.991","ranger_mtry1",528,0.99811,0.99156,249,246,0.988,0.012,0.0028,1.144
"1","cat_elig <= 0.500 & children_i <= 0.500 & homeless > 0.500 & unc_rawben_rel_max > 0.996","ranger_mtry1",522,0.99808,0.99146,249,246,0.988,0.012,0.0028,1.144
"1","total_deductions_by_hh_size < 328.000 & unc_rawben_rel_max <  -0.216","xgboost",1649,0.99515,0.99141,757,755,0.9974,0.0369,0.0016,3.478
"1","cat_elig <= 0.500 & homeless > 0.500 & unc_rawben_rel_max > 0.907 & utilities <= 7.500","ranger_mtry1",518,0.99807,0.99139,242,239,0.9876,0.0117,0.0028,1.112
"1","children_i <   1.000 & shelter_expenses_by_hh_size < 912.000 & total_deductions_by_hh_size < 150.000 & unc_rawben_rel_max <  -0.004","xgboost",2079,0.99471,0.99137,975,968,0.9928,0.0473,0.0051,4.479
"1","elderly_disabled_i >=    1.0000 & total_deductions_by_hh_size < 1230.0000 & unc_rawben_rel_max <   -0.0137 & utilities >=  302.0000","xgboost",2187,0.99451,0.99123,1096,1089,0.9936,0.0532,0.0069,5.035
"1","children_i <   1.000 & elderly_disabled_i >=   1.000 & total_deductions_by_hh_size < 297.000 & unc_rawben_rel_max <  -0.004","xgboost",2734,0.99415,0.99121,1290,1282,0.9938,0.0626,0.0054,5.926
"1","total_deductions_by_hh_size < 289.000 & unc_rawben_rel_max <  -0.004 & utilities >= 281.000","xgboost",1588,0.99496,0.99108,778,773,0.9936,0.0378,0.005,3.574
"1","cat_elig <= 0.500 & expedited_i > 0.500 & homeless > 0.500 & rawben_rel_max > 0.954","ranger_mtry1",300,1,0.99106,141,140,0.9929,0.0068,0.0013,0.648
"1","cat_elig <=  0.5 & homeless >  0.5 & months_since_cert_n <= 15.5 & total_deductions_by_hh_size <=  2.8","ranger_mtry1",495,0.99798,0.991,230,227,0.987,0.0111,0.0028,1.057
"1","cat_elig <= 0.5 & expedited_i > 0.5 & homeless > 0.5 & unc_rawben_rel_max > 1.0","ranger_mtry1",298,1,0.991,141,140,0.9929,0.0068,0.0013,0.648
"1","elderly_disabled_i >=   1.0000 & shelter_expenses_by_hh_size < 688.0000 & total_deductions_by_hh_size < 125.0000 & unc_rawben_rel_max <  -0.0137","xgboost",1570,0.9949,0.99098,704,700,0.9943,0.0342,0.0024,3.234
"1","children_i <  1.000 & elderly_disabled_i >=  1.000 & rawben_rel_max <  0.856 & unc_rawben_rel_max < -0.072","xgboost",3055,0.99378,0.99096,1390,1380,0.9928,0.0674,0.0077,6.386
"1","medical_deductions >= 113.000 & months_since_cert_n >=   4.000 & rawben_rel_max <   0.992 & unc_rawben_rel_max <  -0.004","xgboost",659,0.99697,0.99087,287,284,0.9895,0.0139,0.0023,1.319
"1","medical_deductions >=  51.000 & rawben_rel_max <   0.378 & total_deductions_by_hh_size < 293.000 & utilities < 850.000","xgboost",657,0.99696,0.99084,319,312,0.9781,0.0152,0.0049,1.466
"1","children_i <   1.000 & medical_deductions < 366.000 & unc_rawben_rel_max >=  -0.924 & unc_rawben_rel_max <  -0.520","xgboost",656,0.99695,0.99083,313,309,0.9872,0.0151,0.0045,1.438
"1","shelter_expenses_by_hh_size < 1500.0000 & total_deductions_by_hh_size >=    5.0000 & unc_rawben_rel_max <   -0.0137 & utilities >=  367.0000","xgboost",1538,0.9948,0.99079,770,763,0.9909,0.0373,0.0088,3.537
"1","months_since_cert_n >=   10.0000 & shelter_expenses_by_hh_size < 2100.0000 & unc_rawben_rel_max >=   -0.9240 & unc_rawben_rel_max <   -0.0137","xgboost",1254,0.99522,0.99077,622,617,0.992,0.0301,0.0056,2.858
"1","children_i <   1.000 & total_deductions_by_hh_size < 297.000 & unc_rawben_rel_max <  -0.004","xgboost",2841,0.99366,0.9907,1325,1315,0.9925,0.0642,0.0083,6.087
"1","elderly_disabled_i >=  1.000 & unc_rawben_rel_max < -0.052","xgboost",3202,0.99344,0.99064,1489,1477,0.9919,0.0721,0.0091,6.841
"1","shelter_expenses_by_hh_size < 731.000 & unc_rawben_rel_max <  -0.052 & utilities >= 302.000","xgboost",941,0.99575,0.99056,443,436,0.9842,0.0213,0.0079,2.035
"1","children_i <=  0.5 & count_divisible_by_100 <=  1.5 & total_deductions_by_hh_size <=  2.8 & utilities > 79.5","ranger_mtry1",930,0.9957,0.99045,472,468,0.9915,0.0229,0.0028,2.168
"1","total_deductions_by_hh_size <  303.000 & unc_rawben_rel_max <   -0.004 & utilities < 1010.000","xgboost",2876,0.99339,0.9904,1327,1317,0.9925,0.0643,0.0083,6.096
"1","elderly_disabled_i >  0.50000 & rawben_rel_max <=  0.21800 & unc_rawben_rel_max <= -0.00915","ranger_mtry1",3558,0.99297,0.99027,1668,1656,0.9928,0.0809,0.0091,7.663
"1","elderly_disabled_i >=    1.000 & shelter_expenses_by_hh_size < 1190.000 & total_deductions_by_hh_size <  448.000 & unc_rawben_rel_max <   -0.004","xgboost",3069,0.99316,0.99024,1436,1428,0.9944,0.0697,0.0054,6.597
"1","percent_abawd <   0.500 & unc_rawben_rel_max >=  -0.924 & unc_rawben_rel_max <  -0.052 & utilities >= 302.000","xgboost",1953,0.99386,0.99019,947,938,0.9905,0.0458,0.0081,4.351
"1","elderly_disabled_i >=  1.0000 & unc_rawben_rel_max < -0.0137","xgboost",3523,0.9929,0.99017,1654,1642,0.9927,0.0802,0.0091,7.599
"1","total_deductions_by_hh_size < 289.000 & unc_rawben_rel_max <  -0.004","xgboost",2804,0.99322,0.99016,1312,1302,0.9924,0.0636,0.0083,6.027
"1","elderly_disabled_i >=  1.0000 & percent_abawd <  1.0000 & unc_rawben_rel_max < -0.0137","xgboost",3514,0.99289,0.99014,1644,1632,0.9927,0.0797,0.0091,7.553
"1","elderly_disabled_i >=   1.000 & total_deductions_by_hh_size < 448.000 & unc_rawben_rel_max <  -0.004","xgboost",3131,0.99297,0.99006,1464,1456,0.9945,0.0711,0.0054,6.726
