"state","n_cases","rep_change","rep_quarterly","rep_simplified","smd_demo","ssi_cap_share","catelig_any","catelig_expanded","sua_code1","sua_code3","sua_code4","cert_median","cert_ge24","cert_ge24_elddis","csded_share","homeless_ded_share","medded_share_ed","expedited_share","tanf_share","pure_pa_share","abawd_share"
"Kentucky",2811,0.0064034151547492,0.0138740661686233,0.660263251511917,0.0131625755958734,0.0373532550693703,1,0.23763785129847,0.30339985218034,0.288987435328899,0.366962305986696,12,0.35965848452508,0.686980609418283,0.0124510850231234,0,0.0713296398891967,0.0377090003557453,0.0202774813233725,0.183920313055852,0.0630973556267046
"Louisiana",2532,0.000789889415481833,0.00592417061611374,0.986571879936809,0.0268562401263823,0.000394944707740916,0.998025276461295,0.81477093206951,0.296720663769261,0.0130383247728171,0.625049387593836,18,0.411927330173776,0.83547557840617,0.0122432859399684,0.00197472353870458,0.110539845758355,0.11650868878357,0.00394944707740916,0.177725118483412,0.127343338599263
"Maine",2727,0.00696736340300697,0.179317931793179,0.774110744407774,0,0,1,0.297029702970297,0.17968463513018,0.324532453245325,0.301796846351302,12,0,0,0.0117345067840117,0.0055005500550055,0.0300794551645857,0.0685735240190686,0.037037037037037,0.253392005867253,0.0894144970052561
"Maryland",1771,0.0175042348955392,0.00225861095426313,0.463579898362507,0,0.0304912478825522,1,0.274985883681536,0.31100757134537,0.258008153756552,0.39778683750728,12,0.398963730569948,0.743243243243243,0.00451722190852626,0,0.136563876651982,0.136081309994353,0.0463015245623941,0.236024844720497,0.0790567610443387
"Massachusetts",2669,0.0966654177594605,0.00599475458973398,0.434994379917572,0.0857999250655676,0.121768452603972,0.999625327838142,0.207943049831398,0.21880854252529,0.190708130385912,0.405769951292619,24,0.508055451479955,0.881842456608812,0.00824278756088423,0.0625702510303484,0.152870493991989,0.113900337204946,0.0509554140127389,0.286624203821656,0.0858186586736606
"Michigan",2586,0.12722351121423,0.479505027068832,0.381283836040217,0.0734725444702243,0.017014694508894,1,0.237432327919567,0.209677419354839,0.273406766325728,0.458300550747443,12,0.393271461716937,0.717485549132948,0.0320959010054138,0.00386697602474865,0.13728323699422,0.220804331013148,0.00850734725444702,0.210750193348801,0.130603892755865
"Minnesota",2769,0.531599855543518,0.0115565185987721,0.386782231852654,0,0,1,0.285662694113398,0.218189070602314,0.128440366972477,0.485041882728361,12,0.185265438786566,0.369992716678806,0.0173347778981582,0.00108342361863489,0.141296431172615,0.14626218851571,0.0946189960274467,0.373420007222824,0.0739651584722007
"Mississippi",3198,0.296435272045028,0,0.000938086303939962,0,0.149468417761101,0.237023139462164,0.0137585991244528,0.460294117647059,0.000367647058823529,0.519485294117647,6,0.232020012507817,0.46029776674938,0.00562851782363977,0,0.0446650124069479,0.0919324577861163,0.00781738586616635,0.229518449030644,0.0985668125912028
"Missouri",2140,0.00373831775700935,0,0.994392523364486,0.134579439252336,0,0.248130841121495,0.0088785046728972,0.260280373831776,0.197663551401869,0.458411214953271,12,0.47803738317757,0.860938883968113,0.0149532710280374,0.00373831775700935,0.255093002657219,0.227570093457944,0.0158878504672897,0.208411214953271,0.0337739207832666
"Montana",1707,0.380785002929115,0.00175746924428822,0.525483304042179,0,0,0.999414176918571,0.329818394844757,0.349736379613357,0.329232571763327,0.261862917398946,12,0.428236672524897,0.75836820083682,0.0164030462800234,0,0.191422594142259,0.159437280187573,0.0398359695371998,0.222612770943175,0.0609939464948252
"Nebraska",2603,0.00691509796388782,0.00384172109104879,0.98271225509028,0,0,1,0.274683058009988,0.199385324625432,0.486746062235882,0.166730695351517,6,0,0,0.0334229734921245,0.00345754898194391,0.144295302013423,0.107993850883935,0.0388013830195928,0.203995389934691,0.0483924642395637
"Nevada",2832,0.0981638418079096,0.184675141242938,0.480932203389831,0,0,1,0.274011299435028,0.465395480225989,0.0653248587570621,0.373234463276836,6,0.00353107344632768,0.00817438692098093,0.0130649717514124,0,0.0590372388737511,0.163841807909605,0.0162429378531073,0.121468926553672,0.0309708770513855
"New Hampshire",1727,0.546612623045744,0.133757961783439,0.267515923566879,0.0909090909090909,0,0.848291835552982,0.267515923566879,0.210770121598147,0.163867979154603,0.447017950202664,12,0,0,0.0167921250723799,0.000579038795599305,0.140178571428571,0.0787492762015055,0.0364794441227562,0.248407643312102,0.0322524609148813
"New Jersey",1784,0.197309417040359,0.0140134529147982,0.579035874439462,0,0.00280269058295964,1,0.0728699551569507,0.152332771219786,0.591343451377178,0.195615514333895,12,0.469170403587444,0.772373540856031,0.0106502242152466,0.000560538116591928,0.154669260700389,0.0835670218732473,0.0184977578475336,0.257847533632287,0.0585893973365946
"New Mexico",2845,0.00456942003514938,0.000351493848857645,0.340597539543058,0,0,1,0.289630931458699,0.313532513181019,0.238664323374341,0.383479789103691,12,0.336731107205624,0.743521000893655,0.0147627416520211,0.000351493848857645,0.0527256478999106,0.128998242530756,0.0305799648506151,0.163796133567663,0.124586994727592
"New York",2452,0.162724306688418,0.0228384991843393,0.311174551386623,0,0.183523654159869,1,0.194942903752039,0.137978142076503,0.769125683060109,0.0309653916211293,18,0.48858075040783,0.802693602693603,0.0106035889070147,0.0130505709624796,0.155555555555556,0.050978792822186,0.00938009787928222,0.336867862969005,0.0911422884709997
"North Carolina",2830,0.00212014134275618,0.304593639575972,0.66643109540636,0,0.0257950530035336,1,0.264310954063604,0.268407689517592,0.155603917301415,0.503808487486398,12,0.0667844522968198,0.0707512764405543,0.0106007067137809,0.000353356890459364,0.157549234135667,0.0558303886925795,0.00530035335689046,0.140989399293286,0.039520023557126
"North Dakota",1246,0.014446227929374,0.345104333868379,0.600321027287319,0.126003210272873,0,1,0.29454253611557,0.239967897271268,0.348314606741573,0.316211878009631,6,0,0,0.0569823434991974,0,0.248025276461295,0.117977528089888,0.0272873194221509,0.195024077046549,0.0529962546816479
"Ohio",2668,0.00187406296851574,0.143928035982009,0.803973013493253,0,0,1,0.255247376311844,0.328335832083958,0.112443778110945,0.508995502248876,12,0.479010494752624,0.802429667519182,0.0266116941529235,0,0.0741687979539642,0.093328335832084,0.0326086956521739,0.227886056971514,0.0485382308845577
"Oklahoma",2762,0.0209992758870384,0.0057929036929761,0.954380883417813,0,0,1,0.485155684286749,0.329109341057205,0.197320782041999,0.397900072411296,12,0.321609862218999,0.750874125874126,0.0159304851556843,0.00217233888486604,0.0506550218340611,0.22664735698769,0.0112237509051412,0.175235336712527,0.0279059342781283
"Oregon",2288,0.0192307692307692,0.00568181818181818,0.649912587412587,0.069493006993007,0,1,0.193181818181818,0.26048951048951,0.147727272727273,0.493444055944056,12,0.369318181818182,0.789827255278311,0.00524475524475524,0.00874125874125874,0.152591170825336,0.180506993006993,0.0493881118881119,0.184877622377622,0.149010364635365
"Pennsylvania",2336,0.427654109589041,0.00856164383561644,0.479452054794521,0,0.0171232876712329,1,0.220034246575342,0.125,0.551829268292683,0.299216027874564,12,0.477944325481799,0.802205882352941,0.0145547945205479,0,0.158706833210874,0.108732876712329,0.0278253424657534,0.207191780821918,0.118019573177964
"Rhode Island",2515,0.314910536779324,0.000795228628230616,0.392445328031809,0.106560636182903,0,0.999602385685885,0.251292246520875,0.0520874751491054,0.467196819085487,0.477534791252485,24,0.581312127236581,0.886745488487866,0.00516898608349901,0.000397614314115308,0.166770379589297,0.145526838966203,0.0337972166998012,0.278727634194831,0.0969156489633627
"South Carolina",2538,0.0130023640661939,0.0622537431048069,0.377462568951931,0.0516154452324665,0.0831363278171789,1,0.412135539795114,0.406102277610657,0.015040825096691,0.501074344649764,6,0.110760741032716,0.206314243759178,0.00472813238770686,0,0.0961115187087307,0.0842230130486358,0.0189125295508274,0.188731284475965,0.0387706855791962
"South Dakota",1784,0,0.115470852017937,0.814461883408072,0.0924887892376682,0.0689461883408072,0.259529147982063,0.0291479820627803,0.322095123419627,0.441902468392535,0.205298013245033,12,0.0661434977578475,0.13424345847554,0.0128923766816144,0,0.187713310580205,0.192264573991031,0.0487668161434978,0.209641255605381,0.0788116591928251
"Tennessee",2771,0.00685673042223024,0.190184049079755,0.800072176109708,0,0,0.249007578491519,0.0104655359076146,0.445326596896427,0.0436665463731505,0.473114399133887,12,0.415373511367737,0.811173974540311,0.0119090581017683,0.000360880548538434,0.0735502121640736,0.151930710934681,0.0230963551064598,0.238902923132443,0.107875215525883
"Texas",2412,0.00912106135986733,0.204809286898839,0.667081260364842,0.0439469320066335,0.0327529021558872,1,0.322553897180763,0.252036005143592,0.00900128589798543,0.611230175739391,12,0.340381426202322,0.698015530629853,0.0174129353233831,0,0.091458153580673,0.106550580431177,0.00497512437810945,0.141791044776119,0.0351160862354892
"Utah",2880,0.00381944444444444,0.336805555555556,0.654166666666667,0,0,0.224305555555556,0.0118055555555556,0.387152777777778,0.148958333333333,0.298958333333333,6,0.000347222222222222,0,0.015625,0.0371527777777778,0.0827526132404181,0.229166666666667,0.0163194444444444,0.176041666666667,0.012962962962963
"Vermont",1996,0.0030060120240481,0.000501002004008016,0.514028056112224,0.158316633266533,0,1,0.225450901803607,0.00400801603206413,0.906312625250501,0.0786573146292585,36,0.549098196392786,0.822323462414579,0.0170340681362725,0.000501002004008016,0.239939255884586,0.124248496993988,0.0601202404809619,0.2625250501002,0.0574440547762191
"Virginia",2168,0.00415129151291513,0.0309040590405904,0.84409594095941,0.0608856088560886,0.00553505535055351,1,0.31549815498155,0.312615955473098,0.229128014842301,0.260204081632653,12,0.405442804428044,0.780995475113122,0.011070110701107,0.003690036900369,0.119457013574661,0.136070110701107,0.0299815498154982,0.202029520295203,0.251706858383519
"Washington",2356,0.000424448217317487,0.109932088285229,0.684634974533107,0,0.169354838709677,1,0.000848896434634975,0.157470288624788,0.279711375212224,0.359507640067912,12,0.206706281833616,0.392827356130108,0.017402376910017,0,0.0750625521267723,0.124787775891341,0.0479626485568761,0.290747028862479,0.153945010375401
"West Virginia",2107,0,0.00094921689606075,0.301376364499288,0,0,1,0.0137636449928809,0.261034646416706,0.283815851922164,0.414333175130517,12,0.463217845277646,0.804020100502513,0.00854295206454675,0.00094921689606075,0.0946398659966499,0.0863787375415282,0.0185097294731846,0.214048410061699,0.0768089738664015
"Wisconsin",2963,0.00911238609517381,0.128248396895039,0.857576780290246,0,0,1,0.275734053324333,0.221397232534593,0.310496118798515,0.2591967600405,12,0.0357745528180898,0.0390625,0.026662166722916,0.00168747890651367,0.231534090909091,0.159635504556193,0.00809989875126561,0.145798177522781,0.0771189913697507
"Wyoming",806,0,0.3287841191067,0.183622828784119,0.112903225806452,0,0.229528535980149,0.0124069478908189,0.312655086848635,0.246898263027295,0.331265508684864,6,0,0,0.0210918114143921,0.00124069478908189,0.238845144356955,0.167493796526055,0.0148883374689826,0.200992555831266,0.0510752688172043
