"","Alabama","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"Idaho",0.3868,0.6025,0.0748,0.3502,0.2827,0.1144,0.3869,0.2806,0.2548,0.4349,1,0.3122,0.5597,0.1409,0.189,0.4622,0.0741,0.1138,0.3059,0.1337,0.1996,0.1691,0.3664,0.2357,0.2934,0.348,0.2614,0.2282,0.3425,0.4444,0.1433,0.2904,0.2125,0.1502,0.5634,0.305,0.1082,0.1183,0.4573,0.1318,0.1751,0.2074,0.1433,0.0826,0.1719,0.2866,0.2311,0.4293,0.2102
"Illinois",0.2112,0.2086,0.1078,0.58,0.4181,0.2962,0.4906,0.4346,0.2605,0.2959,0.3122,1,0.2703,0.1802,0.2093,0.3352,0.147,0.2232,0.3607,0.3132,0.3781,0.3009,0.2561,0.2787,0.2735,0.3617,0.3518,0.1856,0.3513,0.3815,0.1902,0.2275,0.1773,0.278,0.2806,0.5862,0.3414,0.3109,0.2301,0.2716,0.1979,0.1661,0.0902,0.1429,0.5404,0.4676,0.4904,0.4652,0.3276
"Indiana",0.4368,0.4132,0.3526,0.4371,0.161,0.1289,0.3063,0.3579,0.1163,0.225,0.5597,0.2703,1,0.0944,0.3127,0.5672,0.2273,0.1048,0.245,0.0973,0.1322,0.1327,0.3487,0.3905,0.248,0.3572,0.1018,0.1876,0.3624,0.5041,0.126,0.222,0.1359,0.1616,0.6479,0.2701,0.1113,0.1107,0.3409,0.2699,0.3509,0.0765,0.2092,0.0581,0.3532,0.3218,0.4004,0.3311,0.2772
"Iowa",0.5617,0.3987,0.0696,0.1692,0.2352,0.0827,0.1896,0.137,0.803,0.7507,0.1409,0.1802,0.0944,1,0.481,0.1002,0.5348,0.0895,0.1891,0.0995,0.1151,0.1422,0.1173,0.0979,0.1181,0.2359,0.1978,0.0869,0.1379,0.2971,0.0791,0.1421,0.0821,0.1501,0.1276,0.2878,0.1175,0.0934,0.1394,0.0713,0.2555,0.8207,0.4682,0.0653,0.1987,0.2341,0.2434,0.2707,0.1026
"Kansas",0.4272,0.3114,0.645,0.2053,0.1196,0.0699,0.2231,0.1534,0.4898,0.5294,0.189,0.2093,0.3127,0.481,1,0.1896,0.865,0.064,0.1559,0.103,0.0914,0.0997,0.2829,0.7246,0.0949,0.1215,0.1292,0.0648,0.144,0.258,0.0648,0.0836,0.065,0.1092,0.2076,0.1971,0.0754,0.0807,0.1301,0.2335,0.8391,0.4958,0.751,0.06,0.543,0.1836,0.1626,0.1948,0.4238
"Kentucky",0.4911,0.4025,0.1329,0.3308,0.1264,0.1422,0.217,0.5662,0.1979,0.2497,0.4622,0.3352,0.5672,0.1002,0.1896,1,0.1396,0.0875,0.1048,0.1076,0.1584,0.1145,0.4442,0.2237,0.2128,0.2456,0.2312,0.1407,0.3408,0.6742,0.1306,0.1675,0.1101,0.1455,0.7198,0.2459,0.129,0.1365,0.4761,0.1755,0.2042,0.1895,0.0914,0.055,0.3318,0.168,0.3013,0.2876,0.0875
"Louisiana",0.4283,0.2564,0.6257,0.1063,0.0617,0.0563,0.1052,0.1984,0.5199,0.4745,0.0741,0.147,0.2273,0.5348,0.865,0.1396,1,0.0465,0.0546,0.0611,0.067,0.0527,0.236,0.5904,0.0553,0.0436,0.0793,0.0223,0.0639,0.2634,0.0337,0.0251,0.019,0.0668,0.157,0.129,0.0644,0.06,0.0751,0.1837,0.7908,0.5396,0.7695,0.0275,0.5435,0.0853,0.1096,0.0866,0.2981
"Maine",0.0633,0.0691,0.0439,0.1453,0.3022,0.8679,0.2147,0.0976,0.0771,0.0861,0.1138,0.2232,0.1048,0.0895,0.064,0.0875,0.0465,1,0.184,0.82,0.4771,0.5205,0.1056,0.104,0.4664,0.3374,0.1467,0.8849,0.4134,0.1162,0.6733,0.6771,0.7877,0.4851,0.0873,0.2872,0.6033,0.7912,0.0546,0.808,0.0573,0.0666,0.0291,0.576,0.1096,0.2161,0.2358,0.2757,0.1073
"Maryland",0.1111,0.2146,0.0528,0.5289,0.3575,0.167,0.6133,0.1488,0.244,0.2388,0.3059,0.3607,0.245,0.1891,0.1559,0.1048,0.0546,0.184,1,0.2376,0.1783,0.2458,0.1737,0.2202,0.1643,0.2739,0.4399,0.1958,0.2635,0.2311,0.1413,0.2132,0.1751,0.173,0.1047,0.4478,0.1517,0.1751,0.1586,0.1051,0.1117,0.178,0.0931,0.1304,0.1078,0.543,0.3512,0.4266,0.1688
"Massachusetts",0.0744,0.089,0.0478,0.2483,0.3184,0.7859,0.2847,0.16,0.1464,0.1373,0.1337,0.3132,0.0973,0.0995,0.103,0.1076,0.0611,0.82,0.2376,1,0.4883,0.5017,0.111,0.1387,0.4399,0.3413,0.1839,0.7531,0.4686,0.1613,0.6372,0.6864,0.8124,0.4468,0.0836,0.3647,0.621,0.8825,0.0818,0.7223,0.0641,0.0721,0.0365,0.5136,0.2065,0.2662,0.2575,0.2991,0.1447
"Michigan",0.0857,0.1588,0.0618,0.2402,0.3971,0.5292,0.2938,0.229,0.1088,0.1593,0.1996,0.3781,0.1322,0.1151,0.0914,0.1584,0.067,0.4771,0.1783,0.4883,1,0.7565,0.1971,0.1085,0.8456,0.4495,0.1161,0.422,0.6517,0.1712,0.4298,0.7316,0.5021,0.8347,0.0757,0.3736,0.7823,0.5162,0.0573,0.5051,0.0684,0.0871,0.0356,0.3702,0.2738,0.2901,0.375,0.3872,0.1231
"Minnesota",0.0915,0.0906,0.0642,0.2158,0.4703,0.5002,0.2705,0.102,0.1121,0.1438,0.1691,0.3009,0.1327,0.1422,0.0997,0.1145,0.0527,0.5205,0.2458,0.5017,0.7565,1,0.1528,0.1358,0.7788,0.5363,0.1312,0.4644,0.6964,0.1293,0.3974,0.6766,0.4964,0.8264,0.1038,0.3944,0.7454,0.4928,0.0696,0.4737,0.0819,0.1104,0.0472,0.3452,0.107,0.3527,0.3635,0.3975,0.1488
"Mississippi",0.2982,0.3071,0.3862,0.2346,0.1246,0.0878,0.3218,0.338,0.1962,0.2597,0.3664,0.2561,0.3487,0.1173,0.2829,0.4442,0.236,0.1056,0.1737,0.111,0.1971,0.1528,1,0.3572,0.2044,0.1994,0.3206,0.1036,0.1978,0.3522,0.1004,0.1851,0.1356,0.1426,0.418,0.2265,0.0999,0.1134,0.2811,0.1528,0.2924,0.1954,0.1953,0.0733,0.2265,0.2046,0.2489,0.3599,0.2898
"Missouri",0.2047,0.1772,0.658,0.2013,0.1703,0.0859,0.3058,0.168,0.1495,0.2213,0.2357,0.2787,0.3905,0.0979,0.7246,0.2237,0.5904,0.104,0.2202,0.1387,0.1085,0.1358,0.3572,1,0.1274,0.1616,0.1968,0.0884,0.1586,0.2332,0.0845,0.11,0.0891,0.113,0.2559,0.2242,0.1024,0.1119,0.1621,0.2695,0.7417,0.1281,0.5267,0.0824,0.4836,0.2313,0.199,0.2495,0.4823
"Montana",0.157,0.2037,0.0612,0.2107,0.39,0.4564,0.2492,0.153,0.0877,0.1782,0.2934,0.2735,0.248,0.1181,0.0949,0.2128,0.0553,0.4664,0.1643,0.4399,0.8456,0.7788,0.2044,0.1274,1,0.5098,0.0827,0.4467,0.7451,0.1887,0.3654,0.7507,0.4981,0.8677,0.2253,0.3463,0.7378,0.4477,0.1306,0.4499,0.0776,0.0853,0.0431,0.2947,0.1108,0.2739,0.3625,0.4164,0.1333
"Nebraska",0.202,0.2127,0.069,0.2909,0.6742,0.3318,0.3064,0.1904,0.1352,0.2216,0.348,0.3617,0.3572,0.2359,0.1215,0.2456,0.0436,0.3374,0.2739,0.3413,0.4495,0.5363,0.1994,0.1616,0.5098,1,0.1419,0.3517,0.5346,0.2238,0.2859,0.4969,0.3644,0.543,0.2754,0.4796,0.4539,0.3458,0.1741,0.3373,0.1098,0.1008,0.0611,0.2286,0.149,0.4028,0.5535,0.5563,0.2119
"Nevada",0.1333,0.2359,0.0892,0.2092,0.2919,0.1242,0.4205,0.2622,0.272,0.221,0.2614,0.3518,0.1018,0.1978,0.1292,0.2312,0.0793,0.1467,0.4399,0.1839,0.1161,0.1312,0.3206,0.1968,0.0827,0.1419,1,0.1541,0.1527,0.3343,0.0832,0.165,0.143,0.0731,0.1642,0.3181,0.0971,0.1225,0.2904,0.0851,0.1422,0.2597,0.1124,0.0756,0.1426,0.1966,0.1308,0.3256,0.1036
"New Hampshire",0.1081,0.1503,0.0308,0.1541,0.2961,0.8049,0.1751,0.0968,0.1005,0.1206,0.2282,0.1856,0.1876,0.0869,0.0648,0.1407,0.0223,0.8849,0.1958,0.7531,0.422,0.4644,0.1036,0.0884,0.4467,0.3517,0.1541,1,0.4561,0.1507,0.6558,0.6853,0.7798,0.4359,0.1586,0.2389,0.5371,0.7287,0.148,0.76,0.0617,0.0595,0.0411,0.5399,0.1051,0.1672,0.1594,0.2515,0.1231
"New Jersey",0.247,0.2155,0.0644,0.4001,0.4251,0.4445,0.2647,0.2619,0.1806,0.209,0.3425,0.3513,0.3624,0.1379,0.144,0.3408,0.0639,0.4134,0.2635,0.4686,0.6517,0.6964,0.1978,0.1586,0.7451,0.5346,0.1527,0.4561,1,0.3163,0.3978,0.5982,0.3921,0.7047,0.3455,0.4393,0.6213,0.4566,0.2793,0.3986,0.1006,0.1085,0.0756,0.294,0.1783,0.3647,0.3571,0.4092,0.1473
"New Mexico",0.5613,0.4499,0.1229,0.3608,0.1869,0.1738,0.2987,0.6046,0.4093,0.3499,0.4444,0.3815,0.5041,0.2971,0.258,0.6742,0.2634,0.1162,0.2311,0.1613,0.1712,0.1293,0.3522,0.2332,0.1887,0.2238,0.3343,0.1507,0.3163,1,0.1304,0.1559,0.1084,0.1586,0.6302,0.3505,0.1549,0.1641,0.404,0.1788,0.2575,0.4018,0.1975,0.0705,0.413,0.1943,0.2776,0.2849,0.0704
"New York",0.087,0.0981,0.0287,0.1756,0.2369,0.6927,0.1561,0.1208,0.0973,0.1098,0.1433,0.1902,0.126,0.0791,0.0648,0.1306,0.0337,0.6733,0.1413,0.6372,0.4298,0.3974,0.1004,0.0845,0.3654,0.2859,0.0832,0.6558,0.3978,0.1304,1,0.5164,0.5819,0.3563,0.1137,0.2384,0.4625,0.6459,0.1053,0.629,0.0486,0.0558,0.0268,0.9023,0.1218,0.1947,0.1825,0.2295,0.1029
"North Carolina",0.1217,0.2341,0.0332,0.1877,0.3657,0.6248,0.2657,0.1157,0.1022,0.1927,0.2904,0.2275,0.222,0.1421,0.0836,0.1675,0.0251,0.6771,0.2132,0.6864,0.7316,0.6766,0.1851,0.11,0.7507,0.4969,0.165,0.6853,0.5982,0.1559,0.5164,1,0.7974,0.7164,0.1593,0.3071,0.7442,0.666,0.1423,0.6286,0.0668,0.0823,0.0351,0.4041,0.1212,0.2315,0.279,0.4164,0.1685
"North Dakota",0.0819,0.1649,0.0265,0.1021,0.3015,0.6843,0.2006,0.0571,0.0804,0.1372,0.2125,0.1773,0.1359,0.0821,0.065,0.1101,0.019,0.7877,0.1751,0.8124,0.5021,0.4964,0.1356,0.0891,0.4981,0.3644,0.143,0.7798,0.3921,0.1084,0.5819,0.7974,1,0.4697,0.1108,0.2302,0.5842,0.7741,0.1162,0.6895,0.0556,0.0622,0.0318,0.4589,0.0794,0.1413,0.1821,0.2974,0.121
"Ohio",0.1296,0.1048,0.0648,0.1717,0.421,0.4734,0.2098,0.1172,0.1004,0.1472,0.1502,0.278,0.1616,0.1501,0.1092,0.1455,0.0668,0.4851,0.173,0.4468,0.8347,0.8264,0.1426,0.113,0.8677,0.543,0.0731,0.4359,0.7047,0.1586,0.3563,0.7164,0.4697,1,0.1385,0.3324,0.7726,0.4666,0.0757,0.4711,0.0985,0.0973,0.0487,0.2978,0.1316,0.286,0.3833,0.3683,0.1451
"Oklahoma",0.5682,0.4385,0.1173,0.338,0.0964,0.103,0.21,0.488,0.224,0.2947,0.5634,0.2806,0.6479,0.1276,0.2076,0.7198,0.157,0.0873,0.1047,0.0836,0.0757,0.1038,0.418,0.2559,0.2253,0.2754,0.1642,0.1586,0.3455,0.6302,0.1137,0.1593,0.1108,0.1385,1,0.2033,0.0806,0.0904,0.4655,0.1419,0.222,0.1884,0.1335,0.0578,0.1988,0.181,0.2644,0.2934,0.1425
"Oregon",0.2001,0.1955,0.0842,0.5078,0.5091,0.319,0.5246,0.348,0.2662,0.2677,0.305,0.5862,0.2701,0.2878,0.1971,0.2459,0.129,0.2872,0.4478,0.3647,0.3736,0.3944,0.2265,0.2242,0.3463,0.4796,0.3181,0.2389,0.4393,0.3505,0.2384,0.3071,0.2302,0.3324,0.2033,1,0.3652,0.3126,0.165,0.2662,0.1621,0.1859,0.0886,0.1875,0.3377,0.5993,0.6176,0.6326,0.1631
"Pennsylvania",0.0687,0.0608,0.0564,0.2243,0.3798,0.6151,0.2231,0.1851,0.1094,0.0945,0.1082,0.3414,0.1113,0.1175,0.0754,0.129,0.0644,0.6033,0.1517,0.621,0.7823,0.7454,0.0999,0.1024,0.7378,0.4539,0.0971,0.5371,0.6213,0.1549,0.4625,0.7442,0.5842,0.7726,0.0806,0.3652,1,0.6371,0.0598,0.567,0.0639,0.0674,0.0272,0.3699,0.2289,0.2742,0.3574,0.3014,0.1419
"Rhode Island",0.0786,0.0677,0.0521,0.2332,0.3117,0.7798,0.2121,0.2057,0.123,0.1161,0.1183,0.3109,0.1107,0.0934,0.0807,0.1365,0.06,0.7912,0.1751,0.8825,0.5162,0.4928,0.1134,0.1119,0.4477,0.3458,0.1225,0.7287,0.4566,0.1641,0.6459,0.666,0.7741,0.4666,0.0904,0.3126,0.6371,1,0.0756,0.7276,0.054,0.0656,0.0328,0.5001,0.2301,0.2447,0.2637,0.2591,0.1268
"South Carolina",0.3208,0.3511,0.0924,0.182,0.2561,0.0596,0.1546,0.2782,0.2253,0.2504,0.4573,0.2301,0.3409,0.1394,0.1301,0.4761,0.0751,0.0546,0.1586,0.0818,0.0573,0.0696,0.2811,0.1621,0.1306,0.1741,0.2904,0.148,0.2793,0.404,0.1053,0.1423,0.1162,0.0757,0.4655,0.165,0.0598,0.0756,1,0.0907,0.1497,0.1894,0.1021,0.062,0.1265,0.1091,0.1488,0.2198,0.1159
"South Dakota",0.1177,0.0936,0.2831,0.185,0.2599,0.8687,0.1614,0.1724,0.0756,0.0912,0.1318,0.2716,0.2699,0.0713,0.2335,0.1755,0.1837,0.808,0.1051,0.7223,0.5051,0.4737,0.1528,0.2695,0.4499,0.3373,0.0851,0.76,0.3986,0.1788,0.629,0.6286,0.6895,0.4711,0.1419,0.2662,0.567,0.7276,0.0907,1,0.243,0.0415,0.1297,0.5596,0.3708,0.1787,0.2657,0.2304,0.2453
"Tennessee",0.2932,0.3169,0.7362,0.1515,0.1082,0.056,0.1699,0.1535,0.2675,0.3105,0.1751,0.1979,0.3509,0.2555,0.8391,0.2042,0.7908,0.0573,0.1117,0.0641,0.0684,0.0819,0.2924,0.7417,0.0776,0.1098,0.1422,0.0617,0.1006,0.2575,0.0486,0.0668,0.0556,0.0985,0.222,0.1621,0.0639,0.054,0.1497,0.243,1,0.3066,0.6917,0.037,0.5862,0.1361,0.1447,0.1613,0.4331
"Texas",0.596,0.4773,0.0909,0.1257,0.1648,0.0597,0.1924,0.1942,0.8193,0.7548,0.2074,0.1661,0.0765,0.8207,0.4958,0.1895,0.5396,0.0666,0.178,0.0721,0.0871,0.1104,0.1954,0.1281,0.0853,0.1008,0.2597,0.0595,0.1085,0.4018,0.0558,0.0823,0.0622,0.0973,0.1884,0.1859,0.0674,0.0656,0.1894,0.0415,0.3066,1,0.4788,0.0421,0.1987,0.1533,0.0975,0.1795,0.0688
"Utah",0.3514,0.2706,0.5279,0.092,0.0852,0.0305,0.0895,0.0971,0.4756,0.4455,0.1433,0.0902,0.2092,0.4682,0.751,0.0914,0.7695,0.0291,0.0931,0.0365,0.0356,0.0472,0.1953,0.5267,0.0431,0.0611,0.1124,0.0411,0.0756,0.1975,0.0268,0.0351,0.0318,0.0487,0.1335,0.0886,0.0272,0.0328,0.1021,0.1297,0.6917,0.4788,1,0.0215,0.4052,0.0875,0.0415,0.0781,0.3087
"Vermont",0.0445,0.0472,0.024,0.1178,0.194,0.6173,0.1315,0.0587,0.0881,0.0801,0.0826,0.1429,0.0581,0.0653,0.06,0.055,0.0275,0.576,0.1304,0.5136,0.3702,0.3452,0.0733,0.0824,0.2947,0.2286,0.0756,0.5399,0.294,0.0705,0.9023,0.4041,0.4589,0.2978,0.0578,0.1875,0.3699,0.5001,0.062,0.5596,0.037,0.0421,0.0215,1,0.0645,0.1627,0.1576,0.1924,0.0956
"Virginia",0.2784,0.2344,0.4984,0.4014,0.152,0.2454,0.2115,0.5374,0.2961,0.251,0.1719,0.5404,0.3532,0.1987,0.543,0.3318,0.5435,0.1096,0.1078,0.2065,0.2738,0.107,0.2265,0.4836,0.1108,0.149,0.1426,0.1051,0.1783,0.413,0.1218,0.1212,0.0794,0.1316,0.1988,0.3377,0.2289,0.2301,0.1265,0.3708,0.5862,0.1987,0.4052,0.0645,1,0.2091,0.3117,0.1494,0.3549
"Washington",0.1567,0.1454,0.0742,0.5662,0.4183,0.2382,0.5633,0.2131,0.2248,0.2904,0.2866,0.4676,0.3218,0.2341,0.1836,0.168,0.0853,0.2161,0.543,0.2662,0.2901,0.3527,0.2046,0.2313,0.2739,0.4028,0.1966,0.1672,0.3647,0.1943,0.1947,0.2315,0.1413,0.286,0.181,0.5993,0.2742,0.2447,0.1091,0.1787,0.1361,0.1533,0.0875,0.1627,0.2091,1,0.599,0.5143,0.2344
"West Virginia",0.2046,0.1334,0.1174,0.4809,0.4529,0.269,0.4729,0.3127,0.1447,0.1821,0.2311,0.4904,0.4004,0.2434,0.1626,0.3013,0.1096,0.2358,0.3512,0.2575,0.375,0.3635,0.2489,0.199,0.3625,0.5535,0.1308,0.1594,0.3571,0.2776,0.1825,0.279,0.1821,0.3833,0.2644,0.6176,0.3574,0.2637,0.1488,0.2657,0.1447,0.0975,0.0415,0.1576,0.3117,0.599,1,0.5426,0.1843
"Wisconsin",0.2106,0.3336,0.0804,0.3515,0.4972,0.248,0.5484,0.217,0.2009,0.3462,0.4293,0.4652,0.3311,0.2707,0.1948,0.2876,0.0866,0.2757,0.4266,0.2991,0.3872,0.3975,0.3599,0.2495,0.4164,0.5563,0.3256,0.2515,0.4092,0.2849,0.2295,0.4164,0.2974,0.3683,0.2934,0.6326,0.3014,0.2591,0.2198,0.2304,0.1613,0.1795,0.0781,0.1924,0.1494,0.5143,0.5426,1,0.2126
"Wyoming",0.0917,0.1327,0.5376,0.2724,0.1835,0.1014,0.2362,0.0895,0.1261,0.2196,0.2102,0.3276,0.2772,0.1026,0.4238,0.0875,0.2981,0.1073,0.1688,0.1447,0.1231,0.1488,0.2898,0.4823,0.1333,0.2119,0.1036,0.1231,0.1473,0.0704,0.1029,0.1685,0.121,0.1451,0.1425,0.1631,0.1419,0.1268,0.1159,0.2453,0.4331,0.0688,0.3087,0.0956,0.3549,0.2344,0.1843,0.2126,1
