"","Alabama","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"Idaho",0.5235,0.3399,0.4285,0.3103,0.4111,0.2953,0.7061,0.2849,0.835,0.5636,1,0.3095,0.4144,0.7383,0.2182,0.5567,0.3895,0.781,0.329,0.2898,0.4574,0.4015,0.4185,0.1576,0.2709,0.6191,0.6912,0.6181,0.4111,0.4485,0.4364,0.7287,0.6127,0.4102,0.3937,0.1581,0.3449,0.2711,0.6963,0.3348,0.2688,0.5579,0.5383,0.3177,0.281,0.4017,0.4193,0.5325,0.5732
"Illinois",0.4937,0.6761,0.3413,0.5566,0.5052,0.3826,0.4787,0.5061,0.4057,0.6343,0.3095,1,0.4879,0.389,0.2649,0.3796,0.5867,0.3755,0.4849,0.4232,0.4799,0.5862,0.4808,0.4282,0.6437,0.3457,0.5451,0.6156,0.3837,0.5924,0.3445,0.4278,0.3647,0.2991,0.4601,0.7159,0.6295,0.5643,0.5007,0.4144,0.4176,0.4301,0.3173,0.3653,0.7336,0.3846,0.3835,0.4785,0.3703
"Indiana",0.8232,0.7883,0.5209,0.3929,0.4205,0.4938,0.5896,0.4347,0.5148,0.6252,0.4144,0.4879,1,0.5969,0.5039,0.5921,0.6953,0.5021,0.5571,0.327,0.3085,0.4231,0.4238,0.4626,0.4225,0.4601,0.6921,0.2895,0.2631,0.5976,0.1991,0.5067,0.2725,0.7328,0.8582,0.5076,0.2375,0.2593,0.6129,0.3272,0.6455,0.6843,0.5002,0.1754,0.4499,0.384,0.4651,0.4467,0.2223
"Iowa",0.7401,0.4624,0.4268,0.2745,0.4712,0.2614,0.7911,0.1985,0.7365,0.7272,0.7383,0.389,0.5969,1,0.3762,0.4119,0.4657,0.6042,0.1942,0.2543,0.5889,0.4397,0.3916,0.3521,0.2306,0.6139,0.7398,0.6028,0.1462,0.3531,0.1503,0.7679,0.7755,0.6206,0.4579,0.2926,0.1816,0.1725,0.6608,0.3789,0.4293,0.7387,0.5857,0.1798,0.26,0.4008,0.2747,0.6162,0.6204
"Kansas",0.4321,0.4274,0.6232,0.4484,0.442,0.5167,0.1763,0.3816,0.1427,0.3287,0.2182,0.2649,0.5039,0.3762,1,0.4323,0.3431,0.2929,0.3383,0.3943,0.47,0.3813,0.4129,0.8516,0.4259,0.5259,0.239,0.2897,0.5358,0.3423,0.4082,0.2352,0.4961,0.592,0.516,0.4478,0.4321,0.4615,0.1684,0.6652,0.7324,0.4236,0.5478,0.5309,0.4272,0.4759,0.4972,0.4642,0.5613
"Kentucky",0.5786,0.5131,0.5316,0.3788,0.4216,0.5521,0.4631,0.3835,0.4527,0.2952,0.5567,0.3796,0.5921,0.4119,0.4323,1,0.5766,0.5725,0.6209,0.4064,0.1785,0.2998,0.5142,0.2838,0.4277,0.5209,0.4594,0.3282,0.6043,0.7031,0.5789,0.5987,0.3088,0.6946,0.5061,0.3494,0.5211,0.3577,0.6425,0.2624,0.4453,0.6492,0.2437,0.4012,0.5011,0.5047,0.7566,0.3957,0.1988
"Louisiana",0.7311,0.6693,0.3154,0.4689,0.455,0.5427,0.4967,0.4042,0.3448,0.5565,0.3895,0.5867,0.6953,0.4657,0.3431,0.5766,1,0.4157,0.5458,0.4162,0.4096,0.3742,0.251,0.3931,0.469,0.3672,0.4226,0.3038,0.2497,0.6122,0.2968,0.5059,0.3429,0.6413,0.7595,0.5652,0.3965,0.4634,0.5752,0.1689,0.3909,0.7259,0.203,0.3532,0.6407,0.2578,0.3197,0.4702,0.1333
"Maine",0.5015,0.3031,0.294,0.4874,0.367,0.5116,0.6093,0.464,0.6344,0.3847,0.781,0.3755,0.5021,0.6042,0.2929,0.5725,0.4157,1,0.3715,0.4115,0.3207,0.5184,0.2732,0.1328,0.2753,0.7263,0.5368,0.5579,0.5188,0.4484,0.5283,0.6741,0.4777,0.4696,0.4121,0.2611,0.4267,0.3449,0.4807,0.4289,0.3064,0.391,0.4658,0.4473,0.4277,0.5865,0.3831,0.5636,0.3296
"Maryland",0.4391,0.4999,0.4443,0.6808,0.4498,0.5449,0.422,0.6575,0.5007,0.3351,0.329,0.4849,0.5571,0.1942,0.3383,0.6209,0.5458,0.3715,1,0.5259,0.2678,0.5901,0.4715,0.4041,0.6709,0.3418,0.3817,0.2884,0.6148,0.7036,0.6041,0.35,0.1528,0.5261,0.5468,0.6582,0.5855,0.5755,0.5459,0.3371,0.4582,0.405,0.2352,0.4984,0.5463,0.5235,0.7128,0.3172,0.2099
"Massachusetts",0.3781,0.3545,0.3708,0.5717,0.5584,0.5775,0.2972,0.4463,0.3405,0.2672,0.2898,0.4232,0.327,0.2543,0.3943,0.4064,0.4162,0.4115,0.5259,1,0.4555,0.5146,0.3885,0.475,0.4519,0.3243,0.2119,0.4518,0.5165,0.3624,0.717,0.3394,0.3494,0.3949,0.3332,0.6053,0.5082,0.6495,0.3814,0.4309,0.3405,0.3795,0.4786,0.629,0.4742,0.5581,0.4422,0.3015,0.3077
"Michigan",0.4122,0.4652,0.356,0.5528,0.5723,0.49,0.5018,0.4016,0.447,0.5962,0.4574,0.4799,0.3085,0.5889,0.47,0.1785,0.4096,0.3207,0.2678,0.4555,1,0.436,0.2763,0.5106,0.4568,0.366,0.4143,0.4601,0.3762,0.4031,0.418,0.4419,0.7025,0.4896,0.4428,0.4898,0.5033,0.5483,0.2606,0.4312,0.4281,0.5629,0.4845,0.5049,0.4841,0.4544,0.3199,0.533,0.5823
"Minnesota",0.3761,0.276,0.4547,0.6484,0.2893,0.4605,0.4371,0.6171,0.5348,0.2769,0.4015,0.5862,0.4231,0.4397,0.3813,0.2998,0.3742,0.5184,0.5901,0.5146,0.436,1,0.4447,0.3554,0.7276,0.4796,0.3617,0.7591,0.5442,0.3789,0.5118,0.309,0.4329,0.4626,0.3682,0.4584,0.6562,0.6418,0.3885,0.3847,0.3584,0.2637,0.3299,0.4745,0.3572,0.5355,0.3997,0.36,0.3524
"Mississippi",0.3672,0.3833,0.7925,0.3111,0.2058,0.2518,0.438,0.3334,0.5889,0.3744,0.4185,0.4808,0.4238,0.3916,0.4129,0.5142,0.251,0.2732,0.4715,0.3885,0.2763,0.4447,1,0.3836,0.3782,0.2062,0.5223,0.4855,0.3099,0.4715,0.464,0.3814,0.2252,0.3233,0.2631,0.2832,0.3702,0.2603,0.6763,0.462,0.6601,0.4234,0.5356,0.1049,0.2888,0.5592,0.5638,0.1788,0.5492
"Missouri",0.5207,0.5448,0.536,0.4175,0.5742,0.3707,0.2104,0.335,0.1779,0.5664,0.1576,0.4282,0.4626,0.3521,0.8516,0.2838,0.3931,0.1328,0.4041,0.475,0.5106,0.3554,0.3836,1,0.4708,0.3882,0.2878,0.3471,0.4468,0.2523,0.3379,0.301,0.4925,0.3999,0.4956,0.6592,0.3931,0.5543,0.2783,0.7362,0.6559,0.4626,0.562,0.5667,0.4565,0.3641,0.4166,0.5097,0.6714
"Montana",0.2804,0.5557,0.3564,0.456,0.4475,0.47,0.3824,0.5812,0.3143,0.3394,0.2709,0.6437,0.4225,0.2306,0.4259,0.4277,0.469,0.2753,0.6709,0.4519,0.4568,0.7276,0.3782,0.4708,1,0.5065,0.4295,0.5698,0.6894,0.5138,0.5726,0.3008,0.4321,0.4731,0.5651,0.4712,0.8095,0.6224,0.3407,0.4006,0.3589,0.3033,0.3053,0.5533,0.4811,0.315,0.468,0.5198,0.3245
"Nebraska",0.3815,0.3842,0.1367,0.3145,0.4948,0.377,0.4813,0.3887,0.3919,0.435,0.6191,0.3457,0.4601,0.6139,0.5259,0.5209,0.3672,0.7263,0.3418,0.3243,0.366,0.4796,0.2062,0.3882,0.5065,1,0.5542,0.4968,0.5689,0.3933,0.4914,0.5663,0.756,0.4821,0.525,0.2777,0.5101,0.2759,0.4024,0.5773,0.2555,0.3527,0.5196,0.4997,0.4335,0.5074,0.3173,0.837,0.4854
"Nevada",0.5866,0.7463,0.4063,0.1578,0.4637,0.2284,0.8146,0.3224,0.7937,0.7737,0.6912,0.5451,0.6921,0.7398,0.239,0.4594,0.4226,0.5368,0.3817,0.2119,0.4143,0.3617,0.5223,0.2878,0.4295,0.5542,1,0.5267,0.2106,0.5723,0.1806,0.699,0.5136,0.4346,0.6258,0.3299,0.2439,0.0871,0.7406,0.4209,0.4642,0.6083,0.6909,0.1018,0.312,0.3008,0.3518,0.6179,0.5573
"New Hampshire",0.4473,0.3058,0.4543,0.3321,0.281,0.3539,0.5075,0.2707,0.6323,0.4327,0.6181,0.6156,0.2895,0.6028,0.2897,0.3282,0.3038,0.5579,0.2884,0.4518,0.4601,0.7591,0.4855,0.3471,0.5698,0.4968,0.5267,1,0.4867,0.2575,0.4641,0.5594,0.6188,0.2977,0.2251,0.2924,0.5979,0.6058,0.5412,0.4416,0.2242,0.415,0.4015,0.4902,0.2215,0.3661,0.3041,0.448,0.5769
"New Jersey",0.2456,0.2915,0.4079,0.5469,0.4207,0.6224,0.1921,0.4319,0.2844,0.1314,0.4111,0.3837,0.2631,0.1462,0.5358,0.6043,0.2497,0.5188,0.6148,0.5165,0.3762,0.5442,0.3099,0.4468,0.6894,0.5689,0.2106,0.4867,1,0.4538,0.8127,0.3887,0.3657,0.4472,0.3251,0.3939,0.8665,0.7161,0.1878,0.434,0.3324,0.2571,0.2662,0.7363,0.448,0.5376,0.7116,0.4714,0.3119
"New Mexico",0.4322,0.6597,0.4291,0.58,0.4408,0.6205,0.484,0.5694,0.5194,0.3964,0.4485,0.5924,0.5976,0.3531,0.3423,0.7031,0.6122,0.4484,0.7036,0.3624,0.4031,0.3789,0.4715,0.2523,0.5138,0.3933,0.5723,0.2575,0.4538,1,0.4056,0.3956,0.2553,0.5831,0.6329,0.5965,0.5359,0.3967,0.5184,0.2119,0.4726,0.551,0.3037,0.3521,0.6537,0.421,0.7314,0.3933,0.2204
"New York",0.1754,0.2086,0.3519,0.5445,0.3511,0.6161,0.2517,0.4584,0.3311,0.1124,0.4364,0.3445,0.1991,0.1503,0.4082,0.5789,0.2968,0.5283,0.6041,0.717,0.418,0.5118,0.464,0.3379,0.5726,0.4914,0.1806,0.4641,0.8127,0.4056,1,0.3801,0.3794,0.3609,0.2755,0.3242,0.7393,0.6557,0.3657,0.4951,0.2735,0.2553,0.2869,0.716,0.4632,0.7307,0.5571,0.3957,0.3105
"North Carolina",0.7277,0.5022,0.3738,0.1872,0.4459,0.3582,0.7713,0.1385,0.7017,0.6525,0.7287,0.4278,0.5067,0.7679,0.2352,0.5987,0.5059,0.6741,0.35,0.3394,0.4419,0.309,0.3814,0.301,0.3008,0.5663,0.699,0.5594,0.3887,0.3956,0.3801,1,0.5887,0.5234,0.3979,0.2873,0.36,0.2713,0.6768,0.4087,0.3625,0.7418,0.4968,0.312,0.2803,0.4135,0.4179,0.7015,0.5213
"North Dakota",0.4155,0.3277,0.2159,0.2969,0.5481,0.3058,0.5766,0.2526,0.4514,0.5912,0.6127,0.3647,0.2725,0.7755,0.4961,0.3088,0.3429,0.4777,0.1528,0.3494,0.7025,0.4329,0.2252,0.4925,0.4321,0.756,0.5136,0.6188,0.3657,0.2553,0.3794,0.5887,1,0.4717,0.3464,0.2911,0.3979,0.3552,0.4269,0.5677,0.2531,0.4987,0.4938,0.5266,0.3638,0.3881,0.1985,0.7515,0.7237
"Ohio",0.6973,0.5339,0.5627,0.5039,0.4851,0.6274,0.5737,0.4113,0.4318,0.366,0.4102,0.2991,0.7328,0.6206,0.592,0.6946,0.6413,0.4696,0.5261,0.3949,0.4896,0.4626,0.3233,0.3999,0.4731,0.4821,0.4346,0.2977,0.4472,0.5831,0.3609,0.5234,0.4717,1,0.633,0.3858,0.4105,0.3639,0.4285,0.1903,0.6095,0.733,0.3213,0.34,0.4229,0.4213,0.5757,0.3928,0.1975
"Oklahoma",0.6471,0.8369,0.3279,0.3556,0.4829,0.5177,0.4498,0.479,0.3721,0.5965,0.3937,0.4601,0.8582,0.4579,0.516,0.5061,0.7595,0.4121,0.5468,0.3332,0.4428,0.3682,0.2631,0.4956,0.5651,0.525,0.6258,0.2251,0.3251,0.6329,0.2755,0.3979,0.3464,0.633,1,0.5093,0.3721,0.3402,0.492,0.3358,0.4791,0.6419,0.4762,0.3217,0.4993,0.2913,0.3558,0.5646,0.2119
"Oregon",0.5374,0.6361,0.3061,0.7461,0.717,0.4622,0.3032,0.5738,0.3046,0.5919,0.1581,0.7159,0.5076,0.2926,0.4478,0.3494,0.5652,0.2611,0.6582,0.6053,0.4898,0.4584,0.2832,0.6592,0.4712,0.2777,0.3299,0.2924,0.3939,0.5965,0.3242,0.2873,0.2911,0.3858,0.5093,1,0.4839,0.6335,0.3594,0.4477,0.4755,0.4662,0.3533,0.5213,0.7542,0.4426,0.5109,0.3987,0.3416
"Pennsylvania",0.2396,0.377,0.338,0.5695,0.4145,0.6017,0.1963,0.4753,0.2657,0.1881,0.3449,0.6295,0.2375,0.1816,0.4321,0.5211,0.3965,0.4267,0.5855,0.5082,0.5033,0.6562,0.3702,0.3931,0.8095,0.5101,0.2439,0.5979,0.8665,0.5359,0.7393,0.36,0.3979,0.4105,0.3721,0.4839,1,0.7832,0.2249,0.3622,0.2707,0.3227,0.203,0.6702,0.534,0.5044,0.5938,0.4772,0.2719
"Rhode Island",0.3927,0.3198,0.3931,0.6832,0.3659,0.7241,0.1355,0.4564,0.2594,0.2415,0.2711,0.5643,0.2593,0.1725,0.4615,0.3577,0.4634,0.3449,0.5755,0.6495,0.5483,0.6418,0.2603,0.5543,0.6224,0.2759,0.0871,0.6058,0.7161,0.3967,0.6557,0.2713,0.3552,0.3639,0.3402,0.6335,0.7832,1,0.222,0.3883,0.2642,0.3728,0.1345,0.8414,0.4977,0.4328,0.5187,0.2991,0.3039
"South Carolina",0.6799,0.5548,0.4866,0.2443,0.381,0.1961,0.6947,0.2765,0.7731,0.6676,0.6963,0.5007,0.6129,0.6608,0.1684,0.6425,0.5752,0.4807,0.5459,0.3814,0.2606,0.3885,0.6763,0.2783,0.3407,0.4024,0.7406,0.5412,0.1878,0.5184,0.3657,0.6768,0.4269,0.4285,0.492,0.3594,0.2249,0.222,1,0.3528,0.3589,0.687,0.4244,0.158,0.3387,0.422,0.4181,0.3971,0.4676
"South Dakota",0.29,0.3798,0.3713,0.3646,0.4542,0.2964,0.3742,0.4834,0.3192,0.5145,0.3348,0.4144,0.3272,0.3789,0.6652,0.2624,0.1689,0.4289,0.3371,0.4309,0.4312,0.3847,0.462,0.7362,0.4006,0.5773,0.4209,0.4416,0.434,0.2119,0.4951,0.4087,0.5677,0.1903,0.3358,0.4477,0.3622,0.3883,0.3528,1,0.5568,0.2143,0.6513,0.578,0.4276,0.5702,0.2682,0.5981,0.7586
"Tennessee",0.5287,0.5538,0.8211,0.5058,0.4659,0.4249,0.518,0.5027,0.4233,0.4902,0.2688,0.4176,0.6455,0.4293,0.7324,0.4453,0.3909,0.3064,0.4582,0.3405,0.4281,0.3584,0.6601,0.6559,0.3589,0.2555,0.4642,0.2242,0.3324,0.4726,0.2735,0.3625,0.2531,0.6095,0.4791,0.4755,0.2707,0.2642,0.3589,0.5568,1,0.4715,0.6538,0.2051,0.4848,0.454,0.5551,0.2925,0.5364
"Texas",0.8628,0.7057,0.5225,0.289,0.5163,0.4716,0.5956,0.1514,0.5846,0.6619,0.5579,0.4301,0.6843,0.7387,0.4236,0.6492,0.7259,0.391,0.405,0.3795,0.5629,0.2637,0.4234,0.4626,0.3033,0.3527,0.6083,0.415,0.2571,0.551,0.2553,0.7418,0.4987,0.733,0.6419,0.4662,0.3227,0.3728,0.687,0.2143,0.4715,1,0.3968,0.2724,0.3603,0.353,0.4865,0.4799,0.3788
"Utah",0.4173,0.5248,0.5307,0.2276,0.5588,0.2215,0.5706,0.3463,0.5802,0.6123,0.5383,0.3173,0.5002,0.5857,0.5478,0.2437,0.203,0.4658,0.2352,0.4786,0.4845,0.3299,0.5356,0.562,0.3053,0.5196,0.6909,0.4015,0.2662,0.3037,0.2869,0.4968,0.4938,0.3213,0.4762,0.3533,0.203,0.1345,0.4244,0.6513,0.6538,0.3968,1,0.2127,0.2614,0.3885,0.3132,0.5524,0.7366
"Vermont",0.2505,0.2649,0.2221,0.5735,0.4287,0.7349,0.1864,0.4939,0.1868,0.2069,0.3177,0.3653,0.1754,0.1798,0.5309,0.4012,0.3532,0.4473,0.4984,0.629,0.5049,0.4745,0.1049,0.5667,0.5533,0.4997,0.1018,0.4902,0.7363,0.3521,0.716,0.312,0.5266,0.34,0.3217,0.5213,0.6702,0.8414,0.158,0.578,0.2051,0.2724,0.2127,1,0.4938,0.4557,0.4466,0.4828,0.4004
"Virginia",0.3823,0.5798,0.2483,0.763,0.6821,0.4938,0.3829,0.674,0.2054,0.5255,0.281,0.7336,0.4499,0.26,0.4272,0.5011,0.6407,0.4277,0.5463,0.4742,0.4841,0.3572,0.2888,0.4565,0.4811,0.4335,0.312,0.2215,0.448,0.6537,0.4632,0.2803,0.3638,0.4229,0.4993,0.7542,0.534,0.4977,0.3387,0.4276,0.4848,0.3603,0.2614,0.4938,1,0.5025,0.4447,0.4718,0.268
"Washington",0.3256,0.2572,0.374,0.6392,0.3519,0.5064,0.3553,0.5287,0.4376,0.2884,0.4017,0.3846,0.384,0.4008,0.4759,0.5047,0.2578,0.5865,0.5235,0.5581,0.4544,0.5355,0.5592,0.3641,0.315,0.5074,0.3008,0.3661,0.5376,0.421,0.7307,0.4135,0.3881,0.4213,0.2913,0.4426,0.5044,0.4328,0.422,0.5702,0.454,0.353,0.3885,0.4557,0.5025,1,0.5121,0.4265,0.3622
"West Virginia",0.4523,0.4189,0.6813,0.5529,0.3858,0.5943,0.3195,0.4154,0.4812,0.2461,0.4193,0.3835,0.4651,0.2747,0.4972,0.7566,0.3197,0.3831,0.7128,0.4422,0.3199,0.3997,0.5638,0.4166,0.468,0.3173,0.3518,0.3041,0.7116,0.7314,0.5571,0.4179,0.1985,0.5757,0.3558,0.5109,0.5938,0.5187,0.4181,0.2682,0.5551,0.4865,0.3132,0.4466,0.4447,0.5121,1,0.2887,0.3379
"Wisconsin",0.4623,0.5525,0.1067,0.2348,0.5192,0.3687,0.5493,0.297,0.3901,0.6508,0.5325,0.4785,0.4467,0.6162,0.4642,0.3957,0.4702,0.5636,0.3172,0.3015,0.533,0.36,0.1788,0.5097,0.5198,0.837,0.6179,0.448,0.4714,0.3933,0.3957,0.7015,0.7515,0.3928,0.5646,0.3987,0.4772,0.2991,0.3971,0.5981,0.2925,0.4799,0.5524,0.4828,0.4718,0.4265,0.2887,1,0.5896
"Wyoming",0.3545,0.3303,0.5369,0.2546,0.4669,0.1469,0.5337,0.2519,0.5734,0.65,0.5732,0.3703,0.2223,0.6204,0.5613,0.1988,0.1333,0.3296,0.2099,0.3077,0.5823,0.3524,0.5492,0.6714,0.3245,0.4854,0.5573,0.5769,0.3119,0.2204,0.3105,0.5213,0.7237,0.1975,0.2119,0.3416,0.2719,0.3039,0.4676,0.7586,0.5364,0.3788,0.7366,0.4004,0.268,0.3622,0.3379,0.5896,1
