"","Alabama","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"Idaho",0.9247,0.9408,0.8721,0.8809,0.9517,0.845,0.9446,0.8629,0.9677,0.9737,1,0.9103,0.9398,0.9652,0.8743,0.9345,0.8892,0.8823,0.9224,0.8477,0.8967,0.9146,0.8667,0.8819,0.9131,0.9545,0.9704,0.9076,0.8499,0.9147,0.8529,0.8945,0.9419,0.9049,0.9391,0.8999,0.8896,0.8539,0.9715,0.8519,0.8938,0.9658,0.9224,0.8312,0.909,0.8832,0.8789,0.9275,0.9105
"Illinois",0.9757,0.9697,0.8388,0.979,0.9433,0.9504,0.9662,0.8852,0.9395,0.9381,0.9103,1,0.9678,0.9367,0.9074,0.9372,0.922,0.962,0.9803,0.9548,0.9812,0.9807,0.7918,0.9231,0.9801,0.9562,0.9317,0.9404,0.9589,0.9618,0.9509,0.9718,0.935,0.9783,0.9476,0.9699,0.9752,0.9547,0.9035,0.9277,0.9059,0.9621,0.8725,0.9345,0.9568,0.9482,0.9175,0.9796,0.8664
"Indiana",0.9809,0.9767,0.8782,0.9409,0.9282,0.9046,0.9577,0.9189,0.943,0.9615,0.9398,0.9678,1,0.9519,0.9274,0.9716,0.9469,0.9281,0.976,0.901,0.9558,0.9684,0.8377,0.9371,0.9686,0.9522,0.9373,0.9085,0.9049,0.9732,0.9054,0.942,0.9254,0.9704,0.9768,0.9526,0.9395,0.9064,0.9398,0.914,0.9279,0.9796,0.8925,0.8841,0.9519,0.9375,0.9444,0.982,0.8925
"Iowa",0.9496,0.9419,0.8599,0.913,0.9736,0.8771,0.9682,0.8482,0.9545,0.962,0.9652,0.9367,0.9519,1,0.8881,0.9305,0.8775,0.9051,0.945,0.8847,0.9312,0.9427,0.8557,0.9025,0.9409,0.9836,0.9586,0.9333,0.8838,0.912,0.8883,0.9254,0.9688,0.9323,0.9237,0.9199,0.924,0.8862,0.9509,0.8811,0.9046,0.9599,0.9254,0.8695,0.9191,0.9127,0.9022,0.9481,0.9251
"Kansas",0.9197,0.9253,0.9442,0.891,0.871,0.8433,0.8855,0.8771,0.8789,0.9025,0.8743,0.9074,0.9274,0.8881,1,0.9235,0.8512,0.8672,0.9134,0.8469,0.8979,0.9139,0.9007,0.9806,0.9076,0.8863,0.8782,0.8456,0.8683,0.9265,0.8527,0.8825,0.8552,0.9058,0.9094,0.9074,0.8785,0.8417,0.8725,0.9367,0.9789,0.9205,0.9416,0.8288,0.8877,0.9315,0.9395,0.9256,0.9433
"Kentucky",0.9607,0.9575,0.9171,0.9002,0.898,0.8589,0.9259,0.9507,0.9202,0.95,0.9345,0.9372,0.9716,0.9305,0.9235,1,0.9319,0.898,0.9471,0.858,0.9159,0.9408,0.8709,0.9214,0.9446,0.9215,0.9173,0.8749,0.8646,0.9657,0.8655,0.9102,0.8978,0.9446,0.9736,0.9153,0.9001,0.8561,0.9513,0.8912,0.9299,0.9702,0.8816,0.84,0.9325,0.9153,0.9593,0.9554,0.8926
"Louisiana",0.933,0.9314,0.8068,0.881,0.8505,0.8538,0.9052,0.898,0.8962,0.9162,0.8892,0.922,0.9469,0.8775,0.8512,0.9319,1,0.8761,0.931,0.8482,0.8912,0.9071,0.7624,0.8624,0.9157,0.8811,0.8855,0.8443,0.8367,0.946,0.8458,0.8925,0.8603,0.9248,0.958,0.8931,0.8832,0.8582,0.9122,0.8355,0.8553,0.9411,0.7942,0.8272,0.9186,0.8479,0.8657,0.9279,0.8058
"Maine",0.9389,0.9382,0.7995,0.9508,0.922,0.9806,0.9382,0.8348,0.9176,0.9025,0.8823,0.962,0.9281,0.9051,0.8672,0.898,0.8761,1,0.9463,0.9691,0.9583,0.9569,0.7483,0.8823,0.9517,0.9273,0.9071,0.966,0.9637,0.9234,0.9724,0.9733,0.9166,0.9545,0.9101,0.9437,0.9693,0.9666,0.8649,0.9343,0.8659,0.9301,0.8443,0.978,0.9103,0.924,0.874,0.9465,0.8294
"Maryland",0.9744,0.9746,0.8536,0.9666,0.9462,0.9343,0.9734,0.901,0.952,0.9574,0.9224,0.9803,0.976,0.945,0.9134,0.9471,0.931,0.9463,1,0.9345,0.9683,0.9756,0.8176,0.9308,0.9711,0.955,0.9452,0.9346,0.9392,0.965,0.9319,0.9584,0.9295,0.9709,0.9526,0.9665,0.9573,0.9321,0.9223,0.915,0.9149,0.9706,0.8905,0.9124,0.9489,0.947,0.9224,0.9804,0.8809
"Massachusetts",0.9204,0.9173,0.767,0.9578,0.913,0.981,0.9301,0.8022,0.9033,0.8813,0.8477,0.9548,0.901,0.8847,0.8469,0.858,0.8482,0.9691,0.9345,1,0.9565,0.9378,0.7247,0.8751,0.943,0.9124,0.8917,0.9595,0.9787,0.8963,0.9763,0.9705,0.9125,0.9403,0.868,0.9381,0.9699,0.9818,0.8338,0.9193,0.8446,0.9032,0.8264,0.9751,0.8987,0.9163,0.8507,0.9298,0.8124
"Michigan",0.9703,0.9518,0.8223,0.9749,0.935,0.9539,0.9562,0.8609,0.9221,0.9252,0.8967,0.9812,0.9558,0.9312,0.8979,0.9159,0.8912,0.9583,0.9683,0.9565,1,0.9785,0.7779,0.9148,0.9814,0.9532,0.9144,0.9432,0.9601,0.9382,0.9517,0.9689,0.9406,0.976,0.9279,0.9588,0.9826,0.961,0.8814,0.9336,0.8916,0.9425,0.8703,0.9418,0.9373,0.9402,0.9059,0.9679,0.8583
"Minnesota",0.9758,0.9666,0.8462,0.9656,0.9442,0.9377,0.9627,0.8809,0.9324,0.935,0.9146,0.9807,0.9684,0.9427,0.9139,0.9408,0.9071,0.9569,0.9756,0.9378,0.9785,1,0.7985,0.9268,0.9799,0.9616,0.9274,0.9359,0.9482,0.9549,0.9411,0.9667,0.9394,0.9784,0.9496,0.9645,0.9697,0.9385,0.9034,0.932,0.9043,0.9579,0.8845,0.9256,0.9394,0.9488,0.922,0.9769,0.8723
"Mississippi",0.8293,0.8219,0.9698,0.7611,0.8185,0.7135,0.8218,0.8443,0.8338,0.8797,0.8667,0.7918,0.8377,0.8557,0.9007,0.8709,0.7624,0.7483,0.8176,0.7247,0.7779,0.7985,1,0.8865,0.8155,0.8283,0.8472,0.7774,0.7351,0.8141,0.7344,0.7739,0.8225,0.8004,0.8225,0.7645,0.763,0.7163,0.8879,0.837,0.9361,0.8509,0.932,0.6986,0.8018,0.8054,0.8605,0.814,0.946
"Missouri",0.9312,0.9385,0.9217,0.9081,0.8937,0.8676,0.9076,0.8687,0.9026,0.9188,0.8819,0.9231,0.9371,0.9025,0.9806,0.9214,0.8624,0.8823,0.9308,0.8751,0.9148,0.9268,0.8865,1,0.9224,0.9032,0.8984,0.8724,0.8923,0.932,0.8733,0.9032,0.8773,0.9163,0.9093,0.9265,0.8983,0.8674,0.8825,0.938,0.9692,0.9309,0.9414,0.856,0.8971,0.9451,0.9359,0.9412,0.9381
"Montana",0.983,0.9549,0.8544,0.958,0.9304,0.9393,0.9592,0.8937,0.9278,0.939,0.9131,0.9801,0.9686,0.9409,0.9076,0.9446,0.9157,0.9517,0.9711,0.943,0.9814,0.9799,0.8155,0.9224,1,0.9539,0.9201,0.9377,0.9447,0.9496,0.9422,0.9687,0.9504,0.9852,0.9455,0.9456,0.9748,0.9465,0.9127,0.9388,0.9095,0.9576,0.8771,0.9268,0.9394,0.9314,0.9257,0.9677,0.8749
"Nebraska",0.961,0.9481,0.8426,0.9388,0.9798,0.9066,0.9756,0.8459,0.9521,0.9548,0.9545,0.9562,0.9522,0.9836,0.8863,0.9215,0.8811,0.9273,0.955,0.9124,0.9532,0.9616,0.8283,0.9032,0.9539,1,0.9533,0.9474,0.9123,0.9167,0.9155,0.9451,0.9738,0.9489,0.9263,0.9337,0.9482,0.9164,0.9359,0.9001,0.8978,0.9568,0.9138,0.8967,0.9319,0.9194,0.8939,0.9549,0.9076
"Nevada",0.9225,0.9604,0.8525,0.9157,0.9686,0.8847,0.9641,0.8461,0.9851,0.9745,0.9704,0.9317,0.9373,0.9586,0.8782,0.9173,0.8855,0.9071,0.9452,0.8917,0.9144,0.9274,0.8472,0.8984,0.9201,0.9533,1,0.936,0.8953,0.9235,0.8849,0.9203,0.941,0.9101,0.9228,0.9321,0.9123,0.8876,0.9485,0.8617,0.8947,0.9672,0.9257,0.8657,0.9218,0.9139,0.8724,0.9441,0.9061
"New Hampshire",0.9224,0.9217,0.7946,0.9329,0.9525,0.9593,0.9523,0.803,0.9391,0.9205,0.9076,0.9404,0.9085,0.9333,0.8456,0.8749,0.8443,0.966,0.9346,0.9595,0.9432,0.9359,0.7774,0.8724,0.9377,0.9474,0.936,1,0.9494,0.8842,0.9573,0.9605,0.9513,0.9292,0.8768,0.9219,0.9577,0.9554,0.8862,0.9089,0.8592,0.9253,0.8757,0.9567,0.8964,0.9039,0.8447,0.9279,0.8598
"New Jersey",0.92,0.9257,0.7813,0.967,0.9186,0.9733,0.9282,0.8089,0.9021,0.8829,0.8499,0.9589,0.9049,0.8838,0.8683,0.8646,0.8367,0.9637,0.9392,0.9787,0.9601,0.9482,0.7351,0.8923,0.9447,0.9123,0.8953,0.9494,1,0.9096,0.9703,0.9698,0.9019,0.9393,0.8716,0.9504,0.9704,0.972,0.8246,0.9269,0.8606,0.906,0.8464,0.9632,0.9005,0.9417,0.8714,0.9361,0.8235
"New Mexico",0.9592,0.975,0.8719,0.9382,0.9026,0.8982,0.9305,0.9255,0.9312,0.9428,0.9147,0.9618,0.9732,0.912,0.9265,0.9657,0.946,0.9234,0.965,0.8963,0.9382,0.9549,0.8141,0.932,0.9496,0.9167,0.9235,0.8842,0.9096,1,0.8984,0.9337,0.8856,0.9525,0.9755,0.9568,0.9254,0.8955,0.9143,0.9006,0.9176,0.9715,0.8698,0.877,0.949,0.9425,0.945,0.9704,0.8667
"New York",0.9228,0.9126,0.7751,0.9549,0.9079,0.976,0.9226,0.8113,0.8925,0.8786,0.8529,0.9509,0.9054,0.8883,0.8527,0.8655,0.8458,0.9724,0.9319,0.9763,0.9517,0.9411,0.7344,0.8733,0.9422,0.9155,0.8849,0.9573,0.9703,0.8984,1,0.9659,0.9118,0.9459,0.8735,0.9304,0.9641,0.9721,0.8371,0.9259,0.8481,0.8993,0.8302,0.9724,0.8953,0.9137,0.8582,0.9247,0.8196
"North Carolina",0.9576,0.9489,0.815,0.956,0.9353,0.9715,0.9531,0.8464,0.9232,0.9162,0.8945,0.9718,0.942,0.9254,0.8825,0.9102,0.8925,0.9733,0.9584,0.9705,0.9689,0.9667,0.7739,0.9032,0.9687,0.9451,0.9203,0.9605,0.9698,0.9337,0.9659,1,0.9428,0.9711,0.9151,0.9459,0.9797,0.9724,0.8842,0.9426,0.884,0.9423,0.8607,0.9564,0.9196,0.9327,0.8925,0.9564,0.8525
"North Dakota",0.9447,0.919,0.8224,0.9092,0.962,0.9023,0.9599,0.819,0.9392,0.9405,0.9419,0.935,0.9254,0.9688,0.8552,0.8978,0.8603,0.9166,0.9295,0.9125,0.9406,0.9394,0.8225,0.8773,0.9504,0.9738,0.941,0.9513,0.9019,0.8856,0.9118,0.9428,1,0.9391,0.8967,0.9005,0.9446,0.9164,0.9282,0.8927,0.8736,0.9364,0.896,0.896,0.8965,0.8848,0.8632,0.9236,0.895
"Ohio",0.9833,0.9548,0.8468,0.954,0.9203,0.9428,0.9543,0.8932,0.9173,0.9283,0.9049,0.9783,0.9704,0.9323,0.9058,0.9446,0.9248,0.9545,0.9709,0.9403,0.976,0.9784,0.8004,0.9163,0.9852,0.9489,0.9101,0.9292,0.9393,0.9525,0.9459,0.9711,0.9391,1,0.9483,0.9416,0.9742,0.9471,0.9053,0.9377,0.9061,0.954,0.8633,0.925,0.9295,0.9302,0.9237,0.9658,0.8634
"Oklahoma",0.9608,0.9658,0.8742,0.9119,0.8995,0.8734,0.9299,0.9279,0.9313,0.9519,0.9391,0.9476,0.9768,0.9237,0.9094,0.9736,0.958,0.9101,0.9526,0.868,0.9279,0.9496,0.8225,0.9093,0.9455,0.9263,0.9228,0.8768,0.8716,0.9755,0.8735,0.9151,0.8967,0.9483,1,0.9331,0.9094,0.8743,0.9422,0.884,0.9045,0.9724,0.8675,0.854,0.9421,0.9053,0.9231,0.9612,0.8641
"Oregon",0.9412,0.9691,0.8163,0.97,0.9386,0.9315,0.9462,0.8524,0.9429,0.9267,0.8999,0.9699,0.9526,0.9199,0.9074,0.9153,0.8931,0.9437,0.9665,0.9381,0.9588,0.9645,0.7645,0.9265,0.9456,0.9337,0.9321,0.9219,0.9504,0.9568,0.9304,0.9459,0.9005,0.9416,0.9331,1,0.9504,0.9318,0.875,0.9,0.8895,0.9512,0.877,0.9206,0.9395,0.9659,0.9061,0.9762,0.8575
"Pennsylvania",0.9598,0.9413,0.8042,0.9662,0.9363,0.9687,0.9527,0.8374,0.9214,0.913,0.8896,0.9752,0.9395,0.924,0.8785,0.9001,0.8832,0.9693,0.9573,0.9699,0.9826,0.9697,0.763,0.8983,0.9748,0.9482,0.9123,0.9577,0.9704,0.9254,0.9641,0.9797,0.9446,0.9742,0.9094,0.9504,1,0.9749,0.8716,0.9354,0.8801,0.9342,0.8585,0.9571,0.9221,0.9344,0.8878,0.9558,0.8478
"Rhode Island",0.927,0.9146,0.7556,0.9538,0.9104,0.9815,0.9306,0.8,0.8982,0.882,0.8539,0.9547,0.9064,0.8862,0.8417,0.8561,0.8582,0.9666,0.9321,0.9818,0.961,0.9385,0.7163,0.8674,0.9465,0.9164,0.8876,0.9554,0.972,0.8955,0.9721,0.9724,0.9164,0.9471,0.8743,0.9318,0.9749,1,0.8343,0.9226,0.8411,0.9031,0.8201,0.9706,0.8983,0.9065,0.8408,0.9296,0.8069
"South Carolina",0.9316,0.9301,0.8886,0.8606,0.9205,0.8272,0.9338,0.9004,0.9479,0.9723,0.9715,0.9035,0.9398,0.9509,0.8725,0.9513,0.9122,0.8649,0.9223,0.8338,0.8814,0.9034,0.8879,0.8825,0.9127,0.9359,0.9485,0.8862,0.8246,0.9143,0.8371,0.8842,0.9282,0.9053,0.9422,0.875,0.8716,0.8343,1,0.8438,0.8985,0.9599,0.8969,0.8107,0.9087,0.8621,0.8878,0.9193,0.9068
"South Dakota",0.9301,0.9066,0.8814,0.9088,0.8798,0.9266,0.896,0.8459,0.8662,0.8802,0.8519,0.9277,0.914,0.8811,0.9367,0.8912,0.8355,0.9343,0.915,0.9193,0.9336,0.932,0.837,0.938,0.9388,0.9001,0.8617,0.9089,0.9269,0.9006,0.9259,0.9426,0.8927,0.9377,0.884,0.9,0.9354,0.9226,0.8438,1,0.9337,0.8987,0.898,0.9193,0.8767,0.9182,0.8998,0.9194,0.8908
"Tennessee",0.922,0.9205,0.9617,0.8824,0.8865,0.8406,0.8986,0.8898,0.8941,0.9198,0.8938,0.9059,0.9279,0.9046,0.9789,0.9299,0.8553,0.8659,0.9149,0.8446,0.8916,0.9043,0.9361,0.9692,0.9095,0.8978,0.8947,0.8592,0.8606,0.9176,0.8481,0.884,0.8736,0.9061,0.9045,0.8895,0.8801,0.8411,0.8985,0.9337,1,0.9259,0.9538,0.8224,0.8937,0.9189,0.9349,0.9219,0.9605
"Texas",0.9681,0.9838,0.8853,0.9351,0.9484,0.9017,0.9655,0.9067,0.9718,0.9767,0.9658,0.9621,0.9796,0.9599,0.9205,0.9702,0.9411,0.9301,0.9706,0.9032,0.9425,0.9579,0.8509,0.9309,0.9576,0.9568,0.9672,0.9253,0.906,0.9715,0.8993,0.9423,0.9364,0.954,0.9724,0.9512,0.9342,0.9031,0.9599,0.8987,0.9259,1,0.9086,0.8822,0.9495,0.9345,0.9306,0.9756,0.9057
"Utah",0.883,0.9001,0.9267,0.8602,0.9216,0.8176,0.902,0.8171,0.9167,0.9277,0.9224,0.8725,0.8925,0.9254,0.9416,0.8816,0.7942,0.8443,0.8905,0.8264,0.8703,0.8845,0.932,0.9414,0.8771,0.9138,0.9257,0.8757,0.8464,0.8698,0.8302,0.8607,0.896,0.8633,0.8675,0.877,0.8585,0.8201,0.8969,0.898,0.9538,0.9086,1,0.8077,0.8577,0.9015,0.8805,0.8935,0.9752
"Vermont",0.9026,0.8946,0.7436,0.9333,0.893,0.9795,0.9066,0.7756,0.8812,0.8585,0.8312,0.9345,0.8841,0.8695,0.8288,0.84,0.8272,0.978,0.9124,0.9751,0.9418,0.9256,0.6986,0.856,0.9268,0.8967,0.8657,0.9567,0.9632,0.877,0.9724,0.9564,0.896,0.925,0.854,0.9206,0.9571,0.9706,0.8107,0.9193,0.8224,0.8822,0.8077,1,0.8673,0.9005,0.8302,0.912,0.7915
"Virginia",0.9444,0.9573,0.8439,0.9484,0.9159,0.8897,0.9338,0.9041,0.921,0.9388,0.909,0.9568,0.9519,0.9191,0.8877,0.9325,0.9186,0.9103,0.9489,0.8987,0.9373,0.9394,0.8018,0.8971,0.9394,0.9319,0.9218,0.8964,0.9005,0.949,0.8953,0.9196,0.8965,0.9295,0.9421,0.9395,0.9221,0.8983,0.9087,0.8767,0.8937,0.9495,0.8577,0.8673,1,0.9129,0.9121,0.9599,0.8598
"Washington",0.9318,0.9531,0.8531,0.949,0.9258,0.9126,0.9236,0.8595,0.9156,0.9123,0.8832,0.9482,0.9375,0.9127,0.9315,0.9153,0.8479,0.924,0.947,0.9163,0.9402,0.9488,0.8054,0.9451,0.9314,0.9194,0.9139,0.9039,0.9417,0.9425,0.9137,0.9327,0.8848,0.9302,0.9053,0.9659,0.9344,0.9065,0.8621,0.9182,0.9189,0.9345,0.9015,0.9005,0.9129,1,0.944,0.9624,0.8867
"West Virginia",0.9403,0.9293,0.9113,0.899,0.8711,0.8443,0.8881,0.9215,0.8703,0.9068,0.8789,0.9175,0.9444,0.9022,0.9395,0.9593,0.8657,0.874,0.9224,0.8507,0.9059,0.922,0.8605,0.9359,0.9257,0.8939,0.8724,0.8447,0.8714,0.945,0.8582,0.8925,0.8632,0.9237,0.9231,0.9061,0.8878,0.8408,0.8878,0.8998,0.9349,0.9306,0.8805,0.8302,0.9121,0.944,1,0.936,0.8917
"Wisconsin",0.9711,0.9833,0.8608,0.9638,0.9447,0.9292,0.9627,0.897,0.9502,0.9531,0.9275,0.9796,0.982,0.9481,0.9256,0.9554,0.9279,0.9465,0.9804,0.9298,0.9679,0.9769,0.814,0.9412,0.9677,0.9549,0.9441,0.9279,0.9361,0.9704,0.9247,0.9564,0.9236,0.9658,0.9612,0.9762,0.9558,0.9296,0.9193,0.9194,0.9219,0.9756,0.8935,0.912,0.9599,0.9624,0.936,1,0.8875
"Wyoming",0.8877,0.8895,0.9379,0.8452,0.9028,0.801,0.8922,0.8287,0.8982,0.9195,0.9105,0.8664,0.8925,0.9251,0.9433,0.8926,0.8058,0.8294,0.8809,0.8124,0.8583,0.8723,0.946,0.9381,0.8749,0.9076,0.9061,0.8598,0.8235,0.8667,0.8196,0.8525,0.895,0.8634,0.8641,0.8575,0.8478,0.8069,0.9068,0.8908,0.9605,0.9057,0.9752,0.7915,0.8598,0.8867,0.8917,0.8875,1
