fiscal_year,calendar_year,month_name,month_num,state,stratum,sampling_interval,stratum_sampling_size,snap_units_in_state,units_with_complete_reviews,ineligible_units,disqualification_rate,adjusted_snap_units_in_state,failing_units,stratum_sampling_size_edited,stratum_specific_weight,pct_ineligible,ym
2019,2019,June,6,West Virginia,0,1,91,159975,70,1,0.0143,157690,0,69,2285,1.43,2019-06
2019,2019,June,6,Wisconsin,0,1,103,311811,92,2,0.0217,305033,0,90,3389,2.17,2019-06
2019,2019,June,6,Wyoming,0,1,31,11585,27,1,0.037,11156,0,26,429,3.6999999999999997,2019-06
2019,2019,June,6,Guam,0,1,29,15335,28,0,0,15335,0,28,548,0,2019-06
2019,2019,June,6,Virgin Islands,0,1,21,10194,18,0,0,10194,0,18,566,0,2019-06
2019,2019,July,7,Alabama,0,1,107,340639,96,1,0.0104,337091,0,95,3548,1.04,2019-07
2019,2019,July,7,Alaska,0,1,80,38892,34,2,0.0588,36604,1,31,1181,5.88,2019-07
2019,2019,July,7,Arizona,0,1,96,371735,75,0,0,371735,0,75,4956,0,2019-07
2019,2019,July,7,Arkansas,0,1,100,156744,89,4,0.0449,149699,0,85,1761,4.49,2019-07
2019,2019,July,7,California,0,1,171,2053345,112,0,0,2053345,0,112,18333,0,2019-07
2019,2019,July,7,Colorado,0,1,112,224136,77,1,0.013,221225,1,75,2950,1.3,2019-07
2019,2019,July,7,Connecticut,0,1,101,212611,86,2,0.0233,207667,0,84,2472,2.33,2019-07
2019,2019,July,7,Delaware,0,1,71,60991,62,1,0.0161,60007,0,61,984,1.6099999999999999,2019-07
2019,2019,July,7,District of Columbia,0,1,91,64691,77,0,0,64691,1,76,851,0,2019-07
2019,2019,July,7,Florida,0,1,98,1509953,80,0,0,1509953,0,80,18874,0,2019-07
2019,2019,July,7,Georgia,0,1,116,632180,97,3,0.0309,612628,0,94,6517,3.09,2019-07
2019,2019,July,7,Hawaii,0,1,107,83361,62,1,0.0161,82016,0,61,1345,1.6099999999999999,2019-07
2019,2019,July,7,Idaho,0,1,100,64960,76,0,0,64960,0,76,855,0,2019-07
2019,2019,July,7,Illinois,0,1,103,889348,74,3,0.0405,853293,0,71,12018,4.05,2019-07
2019,2019,July,7,Indiana,0,1,112,231554,78,2,0.0256,225617,0,76,2969,2.56,2019-07
2019,2019,July,7,Iowa,0,1,93,150822,78,5,0.0641,141154,0,73,1934,6.41,2019-07
2019,2019,July,7,Kansas,0,1,103,93953,88,3,0.0341,90750,0,85,1068,3.4099999999999997,2019-07
2019,2019,July,7,Kentucky,0,1,119,233270,110,0,0,233270,0,110,2121,0,2019-07
2019,2019,July,7,Louisiana,0,1,108,367554,79,0,0,367554,0,79,4653,0,2019-07
2019,2019,July,7,Maine,0,1,113,85292,106,2,0.0189,83683,1,103,812,1.8900000000000001,2019-07
2019,2019,July,7,Maryland,0,1,86,331092,49,1,0.0204,324335,0,48,6757,2.04,2019-07
2019,2019,July,7,Massachusetts,0,1,104,450879,96,0,0,450879,0,96,4697,0,2019-07
2019,2019,July,7,Michigan,0,1,103,617618,90,3,0.0333,597031,0,87,6862,3.3300000000000005,2019-07
2019,2019,July,7,Minnesota,0,1,97,206968,82,2,0.0244,201920,0,80,2524,2.44,2019-07
2019,2019,July,7,Mississippi,0,1,105,208202,93,0,0,208202,1,92,2263,0,2019-07
2019,2019,July,7,Missouri,0,1,98,319101,73,1,0.0137,314730,1,71,4433,1.37,2019-07
2019,2019,July,7,Montana,0,1,90,52666,68,2,0.0294,51117,0,66,775,2.94,2019-07
2019,2019,July,7,Nebraska,0,1,113,72830,97,2,0.0206,71328,2,93,767,2.06,2019-07
2019,2019,July,7,Nevada,0,1,97,221819,75,1,0.0133,218861,0,74,2958,1.3299999999999998,2019-07
2019,2019,July,7,New Hampshire,0,1,64,38754,58,0,0,38754,0,58,668,0,2019-07
2019,2019,July,7,New Jersey,0,1,87,347341,59,0,0,347341,0,59,5887,0,2019-07
2019,2019,July,7,New Mexico,0,1,98,221356,79,3,0.038,212950,0,76,2802,3.8,2019-07
2019,2019,July,7,New York,0,1,108,1492844,100,2,0.02,1462987,0,98,14928,2,2019-07
2019,2019,July,7,North Carolina,0,1,95,604527,94,0,0,604527,0,94,6431,0,2019-07
2019,2019,July,7,North Dakota,0,1,51,23110,45,2,0.0444,22083,0,43,514,4.44,2019-07
2019,2019,July,7,Ohio,0,1,111,683135,95,4,0.0421,654371,0,91,7191,4.21,2019-07
2019,2019,July,7,Oklahoma,0,1,102,268444,88,2,0.0227,262343,0,86,3051,2.27,2019-07
2019,2019,July,7,Oregon,0,1,102,348528,80,2,0.025,339815,0,78,4357,2.5,2019-07
2019,2019,July,7,Pennsylvania,0,1,106,941757,74,0,0,941757,0,74,12726,0,2019-07
2019,2019,July,7,Rhode Island,0,1,108,89808,99,5,0.0505,85272,0,94,907,5.050000000000001,2019-07
2019,2019,July,7,South Carolina,0,1,125,275478,110,1,0.0091,272974,0,109,2504,0.91,2019-07
2019,2019,July,7,South Dakota,0,1,72,37610,66,1,0.0152,37040,1,64,579,1.52,2019-07
2019,2019,July,7,Tennessee,0,1,117,425845,100,3,0.03,413070,0,97,4258,3,2019-07
2019,2019,July,7,Texas,0,1,92,1445259,73,3,0.0411,1385865,0,70,19798,4.109999999999999,2019-07
2019,2019,July,7,Utah,0,1,104,71836,93,4,0.043,68746,0,89,772,4.3,2019-07
2019,2019,July,7,Vermont,0,1,64,38594,59,1,0.0169,37940,0,58,654,1.69,2019-07
2019,2019,July,7,Virginia,0,1,88,341153,56,1,0.0179,335061,0,55,6092,1.79,2019-07
2019,2019,July,7,Washington,0,1,113,475598,85,1,0.0118,470003,0,84,5595,1.18,2019-07
2019,2019,July,7,West Virginia,0,1,90,159699,62,1,0.0161,157123,0,61,2576,1.6099999999999999,2019-07
2019,2019,July,7,Wisconsin,0,1,104,311836,94,0,0,311836,0,94,3317,0,2019-07
2019,2019,July,7,Wyoming,0,1,31,11492,29,0,0,11492,0,29,396,0,2019-07
2019,2019,July,7,Guam,0,1,68,15387,24,0,0,15387,0,24,641,0,2019-07
2019,2019,July,7,Virgin Islands,0,1,19,10339,17,1,0.0588,9731,0,16,608,5.88,2019-07
2019,2019,August,8,Alabama,0,1,108,341995,97,3,0.0309,331418,0,94,3526,3.09,2019-08
2019,2019,August,8,Alaska,0,1,77,38756,53,2,0.0377,37294,0,51,731,3.7699999999999996,2019-08
2019,2019,August,8,Arizona,0,1,97,374946,69,1,0.0145,369512,1,67,5515,1.4500000000000002,2019-08
2019,2019,August,8,Arkansas,0,1,100,157688,84,1,0.0119,155811,0,83,1877,1.1900000000000002,2019-08
2019,2019,August,8,California,0,1,174,2100790,125,0,0,2100790,0,125,16806,0,2019-08
2019,2019,August,8,Colorado,0,1,111,222430,75,0,0,222430,0,75,2966,0,2019-08
2019,2019,August,8,Connecticut,0,1,101,213062,83,1,0.012,210495,0,82,2567,1.2,2019-08
2019,2019,August,8,Delaware,0,1,68,61275,61,4,0.0656,57257,0,57,1005,6.5600000000000005,2019-08
2019,2019,August,8,District of Columbia,0,1,92,65330,75,0,0,65330,0,75,871,0,2019-08
2019,2019,August,8,Florida,0,1,96,1507501,74,0,0,1507501,0,74,20372,0,2019-08
2019,2019,August,8,Georgia,0,1,117,636701,99,4,0.0404,610976,0,95,6431,4.04,2019-08
2019,2019,August,8,Hawaii,0,1,107,79813,56,0,0,79813,0,56,1425,0,2019-08
2019,2019,August,8,Idaho,0,1,99,65235,85,0,0,65235,0,85,767,0,2019-08
2019,2019,August,8,Illinois,0,1,69,892071,65,1,0.0154,878347,0,64,13724,1.54,2019-08
2019,2019,August,8,Indiana,0,1,113,254886,85,2,0.0235,248889,0,83,2999,2.35,2019-08
2019,2019,August,8,Iowa,0,1,94,150920,87,3,0.0345,145716,0,84,1735,3.45,2019-08
2019,2019,August,8,Kansas,0,1,102,93754,94,3,0.0319,90762,0,91,997,3.19,2019-08
2019,2019,August,8,Kentucky,0,1,119,231839,108,3,0.0278,225399,0,105,2147,2.78,2019-08
2019,2019,August,8,Louisiana,0,1,109,372335,91,2,0.022,364152,0,89,4092,2.1999999999999997,2019-08
2019,2019,August,8,Maine,0,1,114,85862,107,4,0.0374,82652,0,103,802,3.74,2019-08
2019,2019,August,8,Maryland,0,1,87,333459,48,0,0,333459,0,48,6947,0,2019-08
2019,2019,August,8,Massachusetts,0,1,105,453658,91,1,0.011,448673,1,89,5041,1.0999999999999999,2019-08
2019,2019,August,8,Michigan,0,1,101,614381,82,0,0,614381,0,82,7492,0,2019-08
2019,2019,August,8,Minnesota,0,1,97,207053,75,0,0,207053,1,74,2798,0,2019-08
2019,2019,August,8,Mississippi,0,1,104,208615,96,0,0,208615,2,94,2219,0,2019-08
2019,2019,August,8,Missouri,0,1,98,320592,78,5,0.0641,300041,0,73,4110,6.41,2019-08
2019,2019,August,8,Montana,0,1,91,52523,69,1,0.0145,51762,0,68,761,1.4500000000000002,2019-08
2019,2019,August,8,Nebraska,0,1,114,72272,89,1,0.0112,71460,0,88,812,1.1199999999999999,2019-08
2019,2019,August,8,Nevada,0,1,98,222412,75,3,0.04,213516,0,72,2965,4,2019-08
2019,2019,August,8,New Hampshire,0,1,64,38777,58,1,0.0172,38108,0,57,669,1.72,2019-08
2019,2019,August,8,New Jersey,0,1,87,347963,56,0,0,347963,0,56,6214,0,2019-08
2019,2019,August,8,New Mexico,0,1,98,222799,81,3,0.037,214547,0,78,2751,3.6999999999999997,2019-08
2019,2019,August,8,New York,0,1,108,1486402,88,6,0.0682,1385056,0,82,16891,6.819999999999999,2019-08
2019,2019,August,8,North Carolina,0,1,95,609333,91,1,0.011,602637,0,90,6696,1.0999999999999999,2019-08
2019,2019,August,8,North Dakota,0,1,51,23206,48,0,0,23206,0,48,483,0,2019-08
2019,2019,August,8,Ohio,0,1,112,682571,94,1,0.0106,675310,0,93,7261,1.06,2019-08
2019,2019,August,8,Oklahoma,0,1,102,268949,87,2,0.023,262766,0,85,3091,2.3,2019-08
2019,2019,August,8,Oregon,0,1,103,348362,70,1,0.0143,343385,0,69,4977,1.43,2019-08
2019,2019,August,8,Pennsylvania,0,1,106,947660,78,1,0.0128,935511,0,77,12149,1.28,2019-08
2019,2019,August,8,Rhode Island,0,1,107,89278,101,6,0.0594,83974,0,95,884,5.94,2019-08
2019,2019,August,8,South Carolina,0,1,125,274552,111,4,0.036,264658,0,107,2473,3.5999999999999996,2019-08
2019,2019,August,8,South Dakota,0,1,72,37605,67,2,0.0299,36482,1,64,570,2.9899999999999998,2019-08
2019,2019,August,8,Tennessee,0,1,117,423073,95,2,0.0211,414166,0,93,4453,2.11,2019-08
2019,2019,August,8,Texas,0,1,92,1449989,67,1,0.0149,1428347,0,66,21642,1.49,2019-08
2019,2019,August,8,Utah,0,1,104,72372,94,2,0.0213,70832,1,91,778,2.13,2019-08
2019,2019,August,8,Vermont,0,1,63,38592,61,0,0,38592,0,61,633,0,2019-08
2019,2019,August,8,Virginia,0,1,90,341570,52,2,0.0385,328433,0,50,6569,3.85,2019-08
2019,2019,August,8,Washington,0,1,112,475838,90,2,0.0222,465264,0,88,5287,2.22,2019-08
2019,2019,August,8,West Virginia,0,1,90,160602,65,1,0.0154,158131,0,64,2471,1.54,2019-08
2019,2019,August,8,Wisconsin,0,1,104,311915,87,1,0.0115,308330,0,86,3585,1.15,2019-08
2019,2019,August,8,Wyoming,0,1,30,11429,29,0,0,11429,0,29,394,0,2019-08
2019,2019,August,8,Guam,0,1,29,15411,28,0,0,15411,0,28,550,0,2019-08
2019,2019,August,8,Virgin Islands,0,1,19,10395,19,0,0,10395,0,19,547,0,2019-08
2019,2019,September,9,Alabama,0,1,158,341373,146,3,0.0205,334358,0,143,2338,2.0500000000000003,2019-09
2019,2019,September,9,Alaska,0,1,77,38335,57,4,0.0702,35645,0,53,673,7.02,2019-09
2019,2019,September,9,Arizona,0,1,97,375236,70,3,0.0429,359154,0,67,5361,4.29,2019-09
2019,2019,September,9,Arkansas,0,1,100,158103,91,4,0.044,151153,0,87,1737,4.3999999999999995,2019-09
2019,2019,September,9,California,0,1,174,2118467,102,1,0.0098,2097698,0,101,20769,0.98,2019-09
2019,2019,September,9,Colorado,0,1,111,222430,74,1,0.0135,219424,0,73,3006,1.35,2019-09
2019,2019,September,9,Connecticut,0,1,102,212861,88,4,0.0455,203186,0,84,2419,4.55,2019-09
2019,2019,September,9,Delaware,0,1,73,59840,65,0,0,59840,0,65,921,0,2019-09
2019,2019,September,9,District of Columbia,0,1,93,65410,80,0,0,65410,0,80,818,0,2019-09
2019,2019,September,9,Florida,0,1,98,1500656,75,1,0.0133,1480647,1,73,20283,1.3299999999999998,2019-09
2019,2019,September,9,Georgia,0,1,117,637959,98,4,0.0408,611920,0,94,6510,4.08,2019-09
2019,2019,September,9,Hawaii,0,1,108,79998,62,1,0.0161,78708,0,61,1290,1.6099999999999999,2019-09
2019,2019,September,9,Idaho,0,1,101,64868,88,0,0,64868,0,88,737,0,2019-09
2019,2019,September,9,Illinois,0,1,47,886924,33,0,0,886924,0,33,26876,0,2019-09
2019,2019,September,9,Indiana,0,1,112,259037,80,2,0.025,252561,0,78,3238,2.5,2019-09
2019,2019,September,9,Iowa,0,1,93,149444,82,7,0.0854,136687,0,75,1822,8.540000000000001,2019-09
2019,2019,September,9,Kansas,0,1,102,93217,88,8,0.0909,84743,0,80,1059,9.09,2019-09
2019,2019,September,9,Kentucky,0,1,116,227556,108,2,0.0185,223342,0,106,2107,1.8499999999999999,2019-09
2019,2019,September,9,Louisiana,0,1,110,371381,85,2,0.0235,362643,0,83,4369,2.35,2019-09
2019,2019,September,9,Maine,0,1,114,85996,103,2,0.0194,84326,0,101,835,1.94,2019-09
2019,2019,September,9,Maryland,0,1,86,332027,47,0,0,332027,0,47,7064,0,2019-09
2019,2019,September,9,Massachusetts,0,1,106,455252,91,0,0,455252,0,91,5003,0,2019-09
2019,2019,September,9,Michigan,0,1,102,609812,84,5,0.0595,573514,0,79,7260,5.949999999999999,2019-09
2019,2019,September,9,Minnesota,0,1,96,205610,77,1,0.013,202940,0,76,2670,1.3,2019-09
2019,2019,September,9,Mississippi,0,1,104,207204,100,4,0.04,198916,0,96,2072,4,2019-09
2019,2019,September,9,Missouri,0,1,98,318316,84,0,0,318316,0,84,3789,0,2019-09
2019,2019,September,9,Montana,0,1,90,52460,68,0,0,52460,0,68,771,0,2019-09
2019,2019,September,9,Nebraska,0,1,111,71121,87,7,0.0805,65399,0,80,817,8.05,2019-09
2019,2019,September,9,Nevada,0,1,97,222216,75,2,0.0267,216290,0,73,2963,2.67,2019-09
2019,2019,September,9,New Hampshire,0,1,64,38747,53,0,0,38747,0,53,731,0,2019-09
2019,2019,September,9,New Jersey,0,1,86,344237,58,0,0,344237,0,58,5935,0,2019-09
2019,2019,September,9,New Mexico,0,1,98,223019,87,3,0.0345,215329,0,84,2563,3.45,2019-09
2019,2019,September,9,New York,0,1,108,1481195,91,0,0,1481195,0,91,16277,0,2019-09
2019,2019,September,9,North Carolina,0,1,84,610088,82,1,0.0122,602648,0,81,7440,1.22,2019-09
2019,2019,September,9,North Dakota,0,1,52,23192,49,2,0.0408,22245,0,47,473,4.08,2019-09
2019,2019,September,9,Ohio,0,1,111,684844,93,2,0.0215,670116,0,91,7364,2.15,2019-09
2019,2019,September,9,Oklahoma,0,1,103,271229,89,1,0.0112,268181,0,88,3048,1.1199999999999999,2019-09
2019,2019,September,9,Oregon,0,1,103,345676,78,2,0.0256,336813,0,76,4432,2.56,2019-09
2019,2019,September,9,Pennsylvania,0,1,106,943248,90,2,0.0222,922287,0,88,10481,2.22,2019-09
2019,2019,September,9,Rhode Island,0,1,107,89192,103,9,0.0874,81399,0,94,866,8.74,2019-09
2019,2019,September,9,South Carolina,0,1,124,272457,107,1,0.0093,269911,0,106,2546,0.9299999999999999,2019-09
2019,2019,September,9,South Dakota,0,1,71,37323,68,0,0,37323,0,68,549,0,2019-09
2019,2019,September,9,Tennessee,0,1,116,420066,92,5,0.0543,397236,0,87,4566,5.43,2019-09
2019,2019,September,9,Texas,0,1,92,1439988,66,2,0.0303,1396352,0,64,21818,3.0300000000000002,2019-09
2019,2019,September,9,Utah,0,1,102,70918,88,1,0.0114,70112,0,87,806,1.1400000000000001,2019-09
2019,2019,September,9,Vermont,0,1,57,38579,55,0,0,38579,0,55,701,0,2019-09
2019,2019,September,9,Virginia,0,1,90,341208,57,3,0.0526,323250,0,54,5986,5.26,2019-09
2019,2019,September,9,Washington,0,1,112,473056,90,2,0.0222,462544,0,88,5256,2.22,2019-09
2019,2019,September,9,West Virginia,0,1,92,161612,71,1,0.0141,159336,0,70,2276,1.41,2019-09
2019,2019,September,9,Wisconsin,0,1,104,311625,93,0,0,311625,0,93,3351,0,2019-09
2019,2019,September,9,Wyoming,0,1,30,11194,30,0,0,11194,0,30,373,0,2019-09
2019,2019,September,9,Guam,0,1,29,15446,23,0,0,15446,0,23,672,0,2019-09
2019,2019,September,9,Virgin Islands,0,1,14,10439,13,0,0,10439,0,13,803,0,2019-09
2020,2019,October,10,Alabama,0,1,96,341033,90,1,0,337244,2,87,3876,0,2019-10
2020,2019,October,10,Alaska,0,1,52,33787,40,5,0,29564,0,35,845,0,2019-10
2020,2019,October,10,Arizona,0,1,101,374980,73,4,0,354433,1,68,5212,0,2019-10
2020,2019,October,10,Arkansas,0,1,94,158056,86,7,0,145191,1,78,1861,0,2019-10
2020,2019,October,10,California,0,1,98,2141660,70,1,0,2111065,0,69,30595,0,2019-10
2020,2019,October,10,Colorado,0,1,98,223238,65,0,0,223238,1,64,3488,0,2019-10
2020,2019,October,10,Connecticut,0,1,99,213305,82,4,0,202900,2,76,2670,0,2019-10
2020,2019,October,10,Delaware,0,1,78,59858,59,1,0,58843,2,56,1051,0,2019-10
2020,2019,October,10,District of Columbia,0,1,91,65717,68,1,0,64751,0,67,966,0,2019-10
2020,2019,October,10,Florida,0,1,124,1513181,92,1,0,1496733,1,90,16630,0,2019-10
2020,2019,October,10,Georgia,0,1,116,637219,102,4,0,612230,0,98,6247,0,2019-10
2020,2019,October,10,Hawaii,0,1,94,79960,52,2,0,76885,0,50,1538,0,2019-10
2020,2019,October,10,Idaho,0,1,105,64964,87,0,0,64964,0,87,747,0,2019-10
2020,2019,October,10,Illinois,0,1,90,893077,68,0,0,893077,0,68,13133,0,2019-10
2020,2019,October,10,Indiana,0,1,95,260085,63,0,0,260085,1,62,4195,0,2019-10
2020,2019,October,10,Iowa,0,1,93,148694,84,3,0,143384,0,81,1770,0,2019-10
2020,2019,October,10,Kansas,0,1,96,93728,91,0,0,93728,0,91,1030,0,2019-10
2020,2019,October,10,Kentucky,0,1,85,226525,73,1,0,223422,0,72,3103,0,2019-10
2020,2019,October,10,Louisiana,0,1,101,374728,74,0,0,374728,0,74,5064,0,2019-10
2020,2019,October,10,Maine,0,1,88,86519,83,6,0,80265,0,77,1042,0,2019-10
2020,2019,October,10,Maryland,0,1,90,332343,52,0,0,332343,1,51,6517,0,2019-10
2020,2019,October,10,Massachusetts,0,1,93,456617,83,2,0,445614,0,81,5501,0,2019-10
2020,2019,October,10,Michigan,0,1,95,608410,85,1,0,601252,0,84,7158,0,2019-10
2020,2019,October,10,Minnesota,0,1,91,203860,74,0,0,203860,0,74,2755,0,2019-10
2020,2019,October,10,Mississippi,0,1,104,206464,91,2,0,201926,0,89,2269,0,2019-10
2020,2019,October,10,Missouri,0,1,89,318537,75,2,0,310043,0,73,4247,0,2019-10
2020,2019,October,10,Montana,0,1,77,52359,62,0,0,52359,0,62,845,0,2019-10
2020,2019,October,10,Nebraska,0,1,89,71869,73,3,0,68915,0,70,985,0,2019-10
2020,2019,October,10,Nevada,0,1,98,222031,69,1,0,218813,0,68,3218,0,2019-10
2020,2019,October,10,New Hampshire,0,1,58,38855,51,1,0,38093,0,50,762,0,2019-10
2020,2019,October,10,New Jersey,0,1,101,344332,57,0,0,344332,0,57,6041,0,2019-10
2020,2019,October,10,New Mexico,0,1,98,223168,77,1,0,220270,0,76,2898,0,2019-10
2020,2019,October,10,New York,0,1,92,1477129,82,1,0,1459115,0,81,18014,0,2019-10
2020,2019,October,10,North Carolina,0,1,95,601618,90,1,0,594933,0,89,6685,0,2019-10
2020,2019,October,10,North Dakota,0,1,41,23225,38,0,0,23225,0,38,611,0,2019-10
2020,2019,October,10,Ohio,0,1,92,685405,84,1,0,677245,0,83,8160,0,2019-10
2020,2019,October,10,Oklahoma,0,1,99,272397,90,0,0,272397,0,90,3027,0,2019-10
2020,2019,October,10,Oregon,0,1,102,345102,83,0,0,345102,0,83,4158,0,2019-10
2020,2019,October,10,Pennsylvania,0,1,89,944514,73,0,0,944514,0,73,12939,0,2019-10
2020,2019,October,10,Rhode Island,0,1,94,89024,86,3,0,85919,0,83,1035,0,2019-10
2020,2019,October,10,South Carolina,0,1,103,272195,91,1,0,269204,0,90,2991,0,2019-10
2020,2019,October,10,South Dakota,0,1,58,37319,56,2,0,35986,0,54,666,0,2019-10
2020,2019,October,10,Tennessee,0,1,109,422576,85,3,0,407662,1,81,5033,0,2019-10
2020,2019,October,10,Texas,0,1,94,1441529,77,1,0,1422808,0,76,18721,0,2019-10
2020,2019,October,10,Utah,0,1,91,71282,84,2,0,69585,0,82,849,0,2019-10
2020,2019,October,10,Vermont,0,1,57,38544,54,0,0,38544,0,54,714,0,2019-10
2020,2019,October,10,Virginia,0,1,89,340406,66,2,0,330091,0,64,5158,0,2019-10
2020,2019,October,10,Washington,0,1,96,472440,68,0,0,472440,0,68,6948,0,2019-10
2020,2019,October,10,West Virginia,0,1,89,161999,64,3,0,154405,0,61,2531,0,2019-10
2020,2019,October,10,Wisconsin,0,1,92,311381,84,2,0,303967,0,82,3707,0,2019-10
2020,2019,October,10,Wyoming,0,1,28,11465,25,1,0,11006,0,24,459,0,2019-10
2020,2019,October,10,Guam,0,1,29,15392,20,0,0,15392,0,20,770,0,2019-10
2020,2019,October,10,Virgin Islands,0,1,24,10517,21,0,0,10517,0,21,501,0,2019-10
2020,2019,November,11,Alabama,0,1,95,339535,84,0,0,339535,0,84,4042,0,2019-11
2020,2019,November,11,Alaska,0,1,57,37206,45,6,0,32245,0,39,827,0,2019-11
2020,2019,November,11,Arizona,0,1,100,370704,77,2,0,361075,0,75,4814,0,2019-11
2020,2019,November,11,Arkansas,0,1,94,157594,85,5,0,148324,0,80,1854,0,2019-11
2020,2019,November,11,California,0,1,100,2148970,69,1,0,2117826,0,68,31144,0,2019-11
2020,2019,November,11,Colorado,0,1,98,221741,69,2,0,215314,0,67,3214,0,2019-11
2020,2019,November,11,Connecticut,0,1,99,212893,83,3,0,205198,0,80,2565,0,2019-11
2020,2019,November,11,Delaware,0,1,79,58485,71,1,0,57661,1,69,836,0,2019-11
2020,2019,November,11,District of Columbia,0,1,90,65263,62,1,0,64210,0,61,1053,0,2019-11
2020,2019,November,11,Florida,0,1,107,1509611,89,0,0,1509611,1,88,17155,0,2019-11
2020,2019,November,11,Georgia,0,1,114,637644,102,5,0,606387,0,97,6251,0,2019-11
2020,2019,November,11,Hawaii,0,1,93,79705,52,1,0,78172,0,51,1533,0,2019-11
2020,2019,November,11,Idaho,0,1,106,65405,80,0,0,65405,0,80,818,0,2019-11
2020,2019,November,11,Illinois,0,1,90,897456,72,2,0,872527,0,70,12465,0,2019-11
2020,2019,November,11,Indiana,0,1,94,257459,69,2,0,249996,2,65,3846,0,2019-11
2020,2019,November,11,Iowa,0,1,90,147597,80,4,0,140217,0,76,1845,0,2019-11
2020,2019,November,11,Kansas,0,1,95,93635,86,3,0,90369,1,82,1102,0,2019-11
2020,2019,November,11,Kentucky,0,1,84,223282,75,0,0,223282,0,75,2977,0,2019-11
2020,2019,November,11,Louisiana,0,1,100,370697,78,2,0,361192,0,76,4753,0,2019-11
2020,2019,November,11,Maine,0,1,88,85974,78,3,0,82667,0,75,1102,0,2019-11
2020,2019,November,11,Maryland,0,1,90,331108,49,0,0,331108,0,49,6757,0,2019-11
2020,2019,November,11,Massachusetts,0,1,94,456230,79,1,0,450455,0,78,5775,0,2019-11
2020,2019,November,11,Michigan,0,1,94,604229,75,2,0,588116,0,73,8056,0,2019-11
2020,2019,November,11,Minnesota,0,1,90,201739,84,1,0,199337,0,83,2402,0,2019-11
2020,2019,November,11,Mississippi,0,1,104,205910,75,1,0,203165,1,73,2783,0,2019-11
2020,2019,November,11,Missouri,0,1,89,316664,71,3,0,303284,0,68,4460,0,2019-11
2020,2019,November,11,Montana,0,1,77,52371,53,3,0,49407,0,50,988,0,2019-11
2020,2019,November,11,Nebraska,0,1,87,70821,79,1,0,69925,0,78,896,0,2019-11
2020,2019,November,11,Nevada,0,1,97,220804,76,2,0,214993,0,74,2905,0,2019-11
2020,2019,November,11,New Hampshire,0,1,58,38584,52,1,0,37842,0,51,742,0,2019-11
2020,2019,November,11,New Jersey,0,1,92,343354,53,0,0,343354,0,53,6478,0,2019-11
2020,2019,November,11,New Mexico,0,1,98,222447,82,1,0,219734,0,81,2713,0,2019-11
2020,2019,November,11,New York,0,1,92,1476914,84,1,0,1459332,0,83,17582,0,2019-11
2020,2019,November,11,North Carolina,0,1,94,602038,86,1,0,595038,0,85,7000,0,2019-11
2020,2019,November,11,North Dakota,0,1,40,22884,37,3,0,21029,0,34,618,0,2019-11
2020,2019,November,11,Ohio,0,1,91,682473,79,2,0,665195,0,77,8639,0,2019-11
2020,2019,November,11,Oklahoma,0,1,98,272455,87,3,0,263060,0,84,3132,0,2019-11
2020,2019,November,11,Oregon,0,1,102,344537,81,0,0,344537,1,80,4307,0,2019-11
2020,2019,November,11,Pennsylvania,0,1,88,943674,71,0,0,943674,0,71,13291,0,2019-11
2020,2019,November,11,Rhode Island,0,1,94,89723,90,4,0,85735,0,86,997,0,2019-11
2020,2019,November,11,South Carolina,0,1,102,270107,87,2,0,263898,0,85,3105,0,2019-11
2020,2019,November,11,South Dakota,0,1,58,37126,54,0,0,37126,0,54,688,0,2019-11
2020,2019,November,11,Tennessee,0,1,109,423666,86,5,0,399034,0,81,4926,0,2019-11
2020,2019,November,11,Texas,0,1,93,1413350,73,0,0,1413350,0,73,19361,0,2019-11
2020,2019,November,11,Utah,0,1,92,70868,81,2,0,69118,0,79,875,0,2019-11
2020,2019,November,11,Vermont,0,1,57,38695,52,0,0,38695,0,52,744,0,2019-11
2020,2019,November,11,Virginia,0,1,88,338442,65,4,0,317615,0,61,5207,0,2019-11
2020,2019,November,11,Washington,0,1,95,470541,70,0,0,470541,0,70,6722,0,2019-11
2020,2019,November,11,West Virginia,0,1,89,161116,66,0,0,161116,0,66,2441,0,2019-11
2020,2019,November,11,Wisconsin,0,1,92,310146,82,0,0,310146,0,82,3782,0,2019-11
2020,2019,November,11,Wyoming,0,1,28,11413,25,1,0,10956,0,24,457,0,2019-11
2020,2019,November,11,Guam,0,1,27,15056,24,0,0,15056,0,24,627,0,2019-11
2020,2019,November,11,Virgin Islands,0,1,24,10284,23,0,0,10284,0,23,447,0,2019-11
2020,2019,December,12,Alabama,0,1,95,337577,84,2,0,329539,3,79,4171,0,2019-12
2020,2019,December,12,Alaska,0,1,57,37124,43,0,0,37124,0,43,863,0,2019-12
2020,2019,December,12,Arizona,0,1,99,367942,72,3,0,352611,0,69,5110,0,2019-12
2020,2019,December,12,Arkansas,0,1,94,157739,81,2,0,153844,0,79,1947,0,2019-12
2020,2019,December,12,California,0,1,100,2164962,78,0,0,2164962,0,78,27756,0,2019-12
2020,2019,December,12,Colorado,0,1,98,223076,74,3,0,214032,1,70,3058,0,2019-12
2020,2019,December,12,Connecticut,0,1,98,211588,82,3,0,203847,0,79,2580,0,2019-12
2020,2019,December,12,Delaware,0,1,83,58128,76,3,0,55833,0,73,765,0,2019-12
