"threshold","n_rules","n_flagged","workload","precision","recall","dollar_recall","x","engine","param","setting"
0.25,432,4125,0.115682315328958,0.200242424242424,0.275885103540414,0.313942178664083,0.313942178664083,"xgboost","subsample","subsample=0.25"
0.3,149,1614,0.0452633350159852,0.232961586121437,0.125584502338009,0.138057052364302,0.138057052364302,"xgboost","subsample","subsample=0.25"
0.35,59,621,0.0174154467440687,0.281803542673108,0.0584502338009352,0.066976666279643,0.066976666279643,"xgboost","subsample","subsample=0.25"
0.4,15,185,0.00518817656626844,0.259459459459459,0.0160320641282565,0.0192737786389583,0.0192737786389583,"xgboost","subsample","subsample=0.25"
0.45,4,47,0.00131807728980874,0.25531914893617,0.00400801603206413,0.00536947753708289,0.00536947753708289,"xgboost","subsample","subsample=0.25"
0.5,2,28,0.000785237534354142,0.25,0.00233800935203741,0.00375539850431214,0.00375539850431214,"xgboost","subsample","subsample=0.25"
0.55,1,13,0.000364574569521566,0.461538461538462,0.00200400801603206,0.00342420775938041,0.00342420775938041,"xgboost","subsample","subsample=0.25"
0.6,1,13,0.000364574569521566,0.461538461538462,0.00200400801603206,0.00342420775938041,0.00342420775938041,"xgboost","subsample","subsample=0.25"
0.05,9678,35658,1,0.0839643277805822,1,1,1,"xgboost","subsample","subsample=0.75"
0.1,7475,29304,0.821807168096921,0.0982118482118482,0.96125584502338,0.959507172944381,0.959507172944381,"xgboost","subsample","subsample=0.75"
0.15,4742,20085,0.563267709910819,0.124470998257406,0.83500334001336,0.849745991925798,0.849745991925798,"xgboost","subsample","subsample=0.75"
0.2,2199,11885,0.333305289135678,0.155069415229281,0.615564462257849,0.647114357880151,0.647114357880151,"xgboost","subsample","subsample=0.75"
0.25,1084,6556,0.183857759829491,0.182580841976815,0.399799599198397,0.431107566566485,0.431107566566485,"xgboost","subsample","subsample=0.75"
0.3,579,3381,0.0948174322732627,0.19698314108252,0.222444889779559,0.236980301764257,0.236980301764257,"xgboost","subsample","subsample=0.75"
0.35,309,1869,0.052414605418139,0.223649010165864,0.139612558450234,0.152197374456819,0.152197374456819,"xgboost","subsample","subsample=0.75"
0.4,177,1179,0.0330641090358405,0.236641221374046,0.093186372745491,0.0990393565001894,0.0990393565001894,"xgboost","subsample","subsample=0.75"
0.45,81,470,0.0131807728980874,0.265957446808511,0.041750167000668,0.0520159809051405,0.0520159809051405,"xgboost","subsample","subsample=0.75"
0.5,45,264,0.00740366818105334,0.268939393939394,0.0237140948563794,0.0283149052965775,0.0283149052965775,"xgboost","subsample","subsample=0.75"
0.55,19,133,0.00372987828818218,0.278195488721804,0.0123580494321977,0.0149416514236444,0.0149416514236444,"xgboost","subsample","subsample=0.75"
0.6,7,29,0.000813281732009647,0.344827586206897,0.00334001336005344,0.00442349017943305,0.00442349017943305,"xgboost","subsample","subsample=0.75"
0.65,3,15,0.000420662964832576,0.4,0.00200400801603206,0.00314631207685148,0.00314631207685148,"xgboost","subsample","subsample=0.75"
0.7,3,15,0.000420662964832576,0.4,0.00200400801603206,0.00314631207685148,0.00314631207685148,"xgboost","subsample","subsample=0.75"
