"step","n_flagged","workload","recall","dollar_recall","precision","x","approach","hh_size"
42,1628,0.728085867620751,1,1,0.0767813267813268,1,"By household size","4"
43,1700,0.760286225402504,1,1,0.0735294117647059,1,"By household size","4"
44,1704,0.762075134168157,1,1,0.0733568075117371,1,"By household size","4"
45,1716,0.767441860465116,1,1,0.0728438228438228,1,"By household size","4"
46,1723,0.770572450805009,1,1,0.0725478816018572,1,"By household size","4"
47,1728,0.772808586762075,1,1,0.072337962962963,1,"By household size","4"
48,1736,0.776386404293381,1,1,0.0720046082949309,1,"By household size","4"
49,1749,0.782200357781753,1,1,0.0714694110920526,1,"By household size","4"
50,1752,0.783542039355993,1,1,0.0713470319634703,1,"By household size","4"
51,1753,0.783989266547406,1,1,0.0713063320022818,1,"By household size","4"
52,1757,0.785778175313059,1,1,0.0711439954467843,1,"By household size","4"
53,1766,0.789803220035778,1,1,0.0707814269535674,1,"By household size","4"
54,1778,0.795169946332737,1,1,0.0703037120359955,1,"By household size","4"
55,1779,0.79561717352415,1,1,0.0702641933670601,1,"By household size","4"
56,1787,0.799194991055456,1,1,0.0699496362618914,1,"By household size","4"
57,1791,0.800983899821109,1,1,0.0697934115019542,1,"By household size","4"
58,1901,0.850178890876565,1,1,0.0657548658600736,1,"By household size","4"
59,1903,0.851073345259392,1,1,0.0656857593273778,1,"By household size","4"
60,1911,0.854651162790698,1,1,0.065410779696494,1,"By household size","4"
61,1913,0.855545617173524,1,1,0.0653423941453215,1,"By household size","4"
62,2003,0.895796064400716,1,1,0.0624063904143784,1,"By household size","4"
63,2011,0.899373881932022,1,1,0.0621581302834411,1,"By household size","4"
64,2018,0.902504472271914,1,1,0.0619425173439049,1,"By household size","4"
65,2019,0.902951699463327,1,1,0.0619118375433383,1,"By household size","4"
66,2024,0.905187835420394,1,1,0.0617588932806324,1,"By household size","4"
67,2071,0.926207513416816,1,1,0.0603573153066152,1,"By household size","4"
68,2072,0.926654740608229,1,1,0.0603281853281853,1,"By household size","4"
69,2084,0.932021466905188,1,1,0.0599808061420345,1,"By household size","4"
70,2086,0.932915921288014,1,1,0.0599232981783317,1,"By household size","4"
71,2091,0.935152057245081,1,1,0.0597800095648015,1,"By household size","4"
72,2107,0.942307692307692,1,1,0.0593260560037969,1,"By household size","4"
73,2108,0.942754919499106,1,1,0.0592979127134725,1,"By household size","4"
74,2112,0.944543828264758,1,1,0.0591856060606061,1,"By household size","4"
75,2135,0.954830053667263,1,1,0.0585480093676815,1,"By household size","4"
76,2141,0.957513416815742,1,1,0.0583839327417095,1,"By household size","4"
77,2209,0.987924865831843,1,1,0.0565866908103214,1,"By household size","4"
78,2214,0.990161001788909,1,1,0.0564588979223126,1,"By household size","4"
79,2220,0.992844364937388,1,1,0.0563063063063063,1,"By household size","4"
80,2236,1,1,1,0.0559033989266547,1,"By household size","4"
1,19,0.00946686596910812,0.015748031496063,0.037899905378104,0.105263157894737,0.015748031496063,"Pooled (all HH)","5+"
2,477,0.237668161434978,0.37007874015748,0.47610157788405,0.0985324947589098,0.37007874015748,"Pooled (all HH)","5+"
3,553,0.27553562531141,0.425196850393701,0.531135718487073,0.0976491862567812,0.425196850393701,"Pooled (all HH)","5+"
4,1208,0.601893373193822,0.78740157480315,0.731606270618623,0.0827814569536424,0.78740157480315,"Pooled (all HH)","5+"
5,1231,0.613353263577479,0.803149606299213,0.742270414034729,0.082859463850528,0.803149606299213,"Pooled (all HH)","5+"
6,1670,0.83208769307424,0.929133858267717,0.90681021916477,0.0706586826347305,0.929133858267717,"Pooled (all HH)","5+"
7,1933,0.963129048330842,1,1,0.0657009829280911,1,"Pooled (all HH)","5+"
8,2006,0.999501743896363,1,1,0.0633100697906281,1,"Pooled (all HH)","5+"
9,2007,1,1,1,0.0632785251619332,1,"Pooled (all HH)","5+"
1,5,0.00249128051818635,0.015748031496063,0.0115336419200573,0.4,0.015748031496063,"By household size","5+"
2,44,0.0219232685600399,0.078740157480315,0.0446513055264302,0.227272727272727,0.078740157480315,"By household size","5+"
3,125,0.0622820129546587,0.196850393700787,0.185458916195688,0.2,0.196850393700787,"By household size","5+"
4,150,0.0747384155455904,0.228346456692913,0.196327647495077,0.193333333333333,0.228346456692913,"By household size","5+"
5,183,0.0911808669656203,0.267716535433071,0.217016597192031,0.185792349726776,0.267716535433071,"By household size","5+"
6,238,0.11858495266567,0.338582677165354,0.313121755364039,0.180672268907563,0.338582677165354,"By household size","5+"
7,256,0.127553562531141,0.354330708661417,0.325524895788047,0.17578125,0.354330708661417,"By household size","5+"
8,363,0.180866965620329,0.440944881889764,0.466127918574022,0.154269972451791,0.440944881889764,"By household size","5+"
9,402,0.200298953662182,0.47244094488189,0.501521622381914,0.149253731343284,0.47244094488189,"By household size","5+"
10,453,0.225710014947683,0.503937007874016,0.529499015420812,0.141280353200883,0.503937007874016,"By household size","5+"
11,501,0.249626307922272,0.535433070866142,0.569547093573383,0.135728542914172,0.535433070866142,"By household size","5+"
12,529,0.263577478824116,0.551181102362205,0.58962227962049,0.132325141776938,0.551181102362205,"By household size","5+"
13,648,0.322869955156951,0.614173228346457,0.642763982303148,0.12037037037037,0.614173228346457,"By household size","5+"
14,669,0.333333333333333,0.62992125984252,0.653402552233844,0.119581464872945,0.62992125984252,"By household size","5+"
15,699,0.348281016442451,0.645669291338583,0.662404419098279,0.117310443490701,0.645669291338583,"By household size","5+"
16,747,0.37219730941704,0.669291338582677,0.673835767076695,0.113788487282463,0.669291338582677,"By household size","5+"
17,914,0.455406078724464,0.748031496062992,0.772191391964811,0.103938730853392,0.748031496062992,"By household size","5+"
18,970,0.483308420528151,0.771653543307087,0.786768278648697,0.101030927835052,0.771653543307087,"By household size","5+"
19,1028,0.512207274539113,0.795275590551181,0.808787049586988,0.0982490272373541,0.795275590551181,"By household size","5+"
20,1067,0.531639262580967,0.811023622047244,0.830703526583638,0.0965323336457357,0.811023622047244,"By household size","5+"
21,1106,0.55107125062282,0.826771653543307,0.83788967598394,0.0949367088607595,0.826771653543307,"By household size","5+"
22,1126,0.561036372695565,0.834645669291339,0.84336240186175,0.0941385435168739,0.834645669291339,"By household size","5+"
23,1170,0.582959641255605,0.850393700787402,0.854026545277856,0.0923076923076923,0.850393700787402,"By household size","5+"
24,1215,0.605381165919282,0.866141732283465,0.863616602306728,0.0905349794238683,0.866141732283465,"By household size","5+"
25,1293,0.64424514200299,0.889763779527559,0.882950157276935,0.0873936581593194,0.889763779527559,"By household size","5+"
26,1317,0.656203288490284,0.897637795275591,0.887911413446539,0.0865603644646925,0.897637795275591,"By household size","5+"
27,1367,0.681116093672148,0.913385826771654,0.899521775822827,0.0848573518653987,0.913385826771654,"By household size","5+"
28,1505,0.749875435974091,0.952755905511811,0.941973761603969,0.0803986710963455,0.952755905511811,"By household size","5+"
29,1529,0.761833582461385,0.960629921259842,0.944479963174181,0.0797907128842381,0.960629921259842,"By household size","5+"
30,1657,0.825610363726956,0.984251968503937,0.977444185868092,0.0754375377187689,0.984251968503937,"By household size","5+"
31,1710,0.852017937219731,0.992125984251969,0.98509065800578,0.0736842105263158,0.992125984251969,"By household size","5+"
32,1790,0.891878425510713,1,1,0.0709497206703911,1,"By household size","5+"
33,1799,0.896362730443448,1,1,0.0705947748749305,1,"By household size","5+"
34,1892,0.942700548081714,1,1,0.0671247357293869,1,"By household size","5+"
35,1919,0.95615346287992,1,1,0.0661803022407504,1,"By household size","5+"
36,1924,0.958644743398107,1,1,0.066008316008316,1,"By household size","5+"
37,1983,0.988041853512706,1,1,0.0640443772062532,1,"By household size","5+"
38,1986,0.989536621823617,1,1,0.0639476334340383,1,"By household size","5+"
39,1993,0.993024414549078,1,1,0.0637230306071249,1,"By household size","5+"
40,2005,0.999003487792725,1,1,0.0633416458852868,1,"By household size","5+"
41,2006,0.999501743896363,1,1,0.0633100697906281,1,"By household size","5+"
42,2007,1,1,1,0.0632785251619332,1,"By household size","5+"
