"rule_id","rule","n_conditions","role","coefficient","importance","workload_cut_pct","n_excluded","n_retained","clean_excluded","errors_lost","exclusion_purity","clean_per_error_lost","retained_precision","base_precision","precision_gain","recall_retained","err_dollars_lost","mean_dollars_excluded","retained_dollar_density","base_dollar_density","dollar_density_gain","dollar_recall_retained"
"rule5552","rawben_rel_max < 0.8464 & gross_by_hh_size < 511.3 & cert_HH_size_FS_n < 3.5",3,"KEEP",0.423,0.083,4,21,501,10,11,0.476,0.9,0.156,0.17,-0.015,0.876,2311,110.05,30.37,33.57,-3.21,0.868
"rule5755","gross_by_hh_size < 428.4 & shelter_exp_by_hh_size >= 162.1 & rawben_rel_max < 0.6935",3,"KEEP",0.282,0.056,4,21,501,12,9,0.571,1.3,0.16,0.17,-0.011,0.899,2661,126.71,29.67,33.57,-3.9,0.848
"rule18820","n_deduction_types < 2.5 & unc_rawben_rel_max < 1.072 & shelter_to_gross_ratio >= 0.8162",3,"KEEP",24.576,4.722,3.8,20,502,14,6,0.7,2.3,0.165,0.17,-0.005,0.933,2654,132.7,29.63,33.57,-3.95,0.849
"rule4135","gross_by_hh_size >= 255.8 & gross_by_hh_size < 319.8 & utilities >= 444.5",3,"KEEP",17.642,3.39,3.8,20,502,12,8,0.6,1.5,0.161,0.17,-0.009,0.91,2743,137.15,29.45,33.57,-4.13,0.843
"rule8198","shelter_exp_by_hh_size >= 140.9 & gross_by_hh_size < 414.3 & rawben_rel_max < 0.6872",3,"KEEP",17.162,3.297,3.8,20,502,11,9,0.55,1.2,0.159,0.17,-0.011,0.899,2661,133.05,29.61,33.57,-3.96,0.848
"rule19392","n_income_types >= 0.5 & gross_by_hh_size < 128",2,"KEEP",4.161,0.799,3.8,20,502,17,3,0.85,5.7,0.171,0.17,0.001,0.966,2149,107.45,30.63,33.57,-2.94,0.877
"rule14701","utilities < 444.5 & rawben_rel_max < 0.5761 & rawben_rel_max >= 0.4727",3,"KEEP",17.683,3.315,3.6,19,503,9,10,0.474,0.9,0.157,0.17,-0.013,0.888,1989,104.68,30.89,33.57,-2.69,0.887
"rule17170","shelter_exp_by_hh_size < 213.1 & gross_by_hh_size >= 403.6 & rawben_rel_max >= 0.4719",3,"KEEP",17.393,3.26,3.6,19,503,9,10,0.474,0.9,0.157,0.17,-0.013,0.888,2057,108.26,30.75,33.57,-2.82,0.883
"rule15164","cert_HH_size_FS_n < 7.5 & shelter_exp_by_hh_size < 227.6 & shelter_exp_by_hh_size >= 211.2",3,"KEEP",8.932,1.674,3.6,19,503,14,5,0.737,2.8,0.167,0.17,-0.004,0.944,1078,56.74,32.7,33.57,-0.87,0.938
"rule19674","n_deduction_types >= 2.5 & gross_by_hh_size < 265.7 & married >= 0.5",3,"KEEP",8.914,1.671,3.6,19,503,13,6,0.684,2.2,0.165,0.17,-0.005,0.933,2677,140.89,29.52,33.57,-4.05,0.847
"rule16680","shelter_to_gross_ratio >= 0.4522 & percent_abawd >= 0.2381 & shelter_to_gross_ratio >= 0.6278",3,"KEEP",5.29,0.992,3.6,19,503,13,6,0.684,2.2,0.165,0.17,-0.005,0.933,884,46.53,33.09,33.57,-0.49,0.95
"rule5989","rawben_rel_max < 0.9968 & shelter_to_gross_ratio < 1.236 & rawben_rel_max >= 0.9569",3,"KEEP",2.721,0.51,3.6,19,503,14,5,0.737,2.8,0.167,0.17,-0.004,0.944,924,48.63,33.01,33.57,-0.57,0.947
"rule17837","cert_HH_size_FS_n >= 3.5 & rawben_rel_max < 0.5154 & rawben_rel_max >= 0.46",3,"KEEP",2.399,0.45,3.6,19,503,14,5,0.737,2.8,0.167,0.17,-0.004,0.944,1077,56.68,32.7,33.57,-0.87,0.939
"rule19926","shelter_to_gross_ratio < 0.9414 & n_income_types >= 1.5 & unearned_by_hh_size < 2.25",3,"KEEP",22.094,4.035,3.4,18,504,12,6,0.667,2,0.165,0.17,-0.006,0.933,1156,64.22,32.48,33.57,-1.09,0.934
"rule6287","cert_HH_size_FS_n < 7.5 & married >= 0.5 & shelter_exp_by_hh_size >= 549.1",3,"KEEP",1.574,0.287,3.4,18,504,13,5,0.722,2.6,0.167,0.17,-0.004,0.944,1628,90.44,31.54,33.57,-2.03,0.907
"rule8912","unc_rawben_rel_max < 1.073 & shelter_to_gross_ratio >= 0.8244 & n_deduction_types < 2.5",3,"KEEP",0.532,0.097,3.4,18,504,13,5,0.722,2.6,0.167,0.17,-0.004,0.944,2068,114.89,30.67,33.57,-2.9,0.882
"rule3717","gross_by_hh_size < 511.3 & rawben_rel_max < 0.7899 & shelter_to_gross_ratio >= 0.7793",3,"KEEP",49.238,8.748,3.3,17,505,7,10,0.412,0.7,0.156,0.17,-0.014,0.888,3107,182.76,28.55,33.57,-5.02,0.823
"rule18413","n_income_types >= 0.5 & shelter_to_gross_ratio >= 1.359 & gross_by_hh_size < 118.2",3,"KEEP",23.031,4.092,3.3,17,505,14,3,0.824,4.7,0.17,0.17,0,0.966,2149,126.41,30.45,33.57,-3.13,0.877
"rule18879","shelter_to_gross_ratio >= 0.6537 & shelter_exp_by_hh_size < 271.3 & rawben_rel_max < 0.9029",3,"KEEP",17.03,3.026,3.3,17,505,12,5,0.706,2.4,0.166,0.17,-0.004,0.944,2452,144.24,29.85,33.57,-3.73,0.86
"rule10513","unc_rawben_rel_max < 1.236 & shelter_to_gross_ratio < 0.4674 & shelter_to_gross_ratio >= 0.4471",3,"KEEP",6.214,1.104,3.3,17,505,12,5,0.706,2.4,0.166,0.17,-0.004,0.944,965,56.76,32.79,33.57,-0.78,0.945
"rule16674","n_deduction_types >= 2.5 & gross_by_hh_size < 295 & rawben_rel_max < 0.9194",3,"KEEP",5.043,0.896,3.3,17,505,9,8,0.529,1.1,0.16,0.17,-0.01,0.91,1993,117.24,30.76,33.57,-2.82,0.886
"rule2989","gross_by_hh_size < 332.7 & shelter_exp_by_hh_size >= 198.4 & unc_rawben_rel_max < 0.9194",3,"KEEP",3.98,0.707,3.3,17,505,8,9,0.471,0.9,0.158,0.17,-0.012,0.899,3383,199,28.01,33.57,-5.57,0.807
"rule9247","unc_rawben_rel_max >= 0.9194 & utilities >= 460.5 & cert_HH_size_FS_n >= 4.5",3,"KEEP",-1.158,0.206,3.3,17,505,14,3,0.824,4.7,0.17,0.17,0,0.966,820,48.24,33.08,33.57,-0.49,0.953
"rule9521","gross_by_hh_size < 293.5 & n_deduction_types >= 2.5 & earned_by_hh_size < 165.8",3,"KEEP",0.412,0.073,3.3,17,505,11,6,0.647,1.8,0.164,0.17,-0.006,0.933,2067,121.59,30.61,33.57,-2.96,0.882
"rule19611","shelter_exp_by_hh_size >= 453.8 & gross_by_hh_size < 634.6 & rawben_rel_max < 0.8209",3,"KEEP",30.623,5.284,3.1,16,506,8,8,0.5,1,0.16,0.17,-0.01,0.91,1970,123.12,30.74,33.57,-2.83,0.888
"rule20216","shelter_exp_by_hh_size >= 188.3 & gross_by_hh_size < 299.4 & rawben_rel_max < 0.9597",3,"KEEP",25.409,4.384,3.1,16,506,8,8,0.5,1,0.16,0.17,-0.01,0.91,2537,158.56,29.62,33.57,-3.95,0.855
"rule1726","shelter_to_gross_ratio < 0.7898 & shelter_to_gross_ratio < 0.4694 & shelter_to_gross_ratio >= 0.4509",3,"KEEP",0.632,0.109,3.1,16,506,11,5,0.688,2.2,0.166,0.17,-0.004,0.944,965,60.31,32.73,33.57,-0.85,0.945
"rule9311","gross_by_hh_size < 506.8 & rawben_rel_max < 0.7892 & shelter_to_gross_ratio >= 0.8219",3,"KEEP",9.136,1.528,2.9,15,507,5,10,0.333,0.5,0.156,0.17,-0.015,0.888,3107,207.13,28.44,33.57,-5.13,0.823
"rule15588","unearned_by_hh_size < 172 & gross_by_hh_size < 322.6 & unc_rawben_rel_max < 0.7893",3,"KEEP",24.008,3.882,2.7,14,508,10,4,0.714,2.5,0.167,0.17,-0.003,0.955,2020,144.29,30.52,33.57,-3.05,0.885
"rule10507","gross_by_hh_size >= 364.2 & gross_by_hh_size < 428.5 & rawben_rel_max < 0.6235",3,"KEEP",14.922,2.413,2.7,14,508,8,6,0.571,1.3,0.163,0.17,-0.007,0.933,1171,83.64,32.19,33.57,-1.38,0.933
"rule11271","cert_HH_size_FS_n >= 5.5 & utilities >= 472.5",2,"KEEP",-1.382,0.224,2.7,14,508,11,3,0.786,3.7,0.169,0.17,-0.001,0.966,641,45.79,33.24,33.57,-0.34,0.963
"rule13846","cert_HH_size_FS_n < 7.5 & shelter_to_gross_ratio < 0.4559 & shelter_to_gross_ratio >= 0.4325",3,"KEEP",0.35,0.057,2.7,14,508,9,5,0.643,1.8,0.165,0.17,-0.005,0.944,913,65.21,32.7,33.57,-0.87,0.948
"rule5233","gross_by_hh_size < 296.6 & n_income_types >= 0.5 & gross_by_hh_size < 80.12",3,"KEEP",46.852,7.308,2.5,13,509,10,3,0.769,3.3,0.169,0.17,-0.002,0.966,2149,165.31,30.21,33.57,-3.36,0.877
"rule20866","shelter_exp_by_hh_size >= 94.94 & gross_by_hh_size < 333.8 & rawben_rel_max < 0.797",3,"KEEP",2.862,0.446,2.5,13,509,10,3,0.769,3.3,0.169,0.17,-0.002,0.966,1897,145.92,30.71,33.57,-2.87,0.892
"rule10682","earned_by_hh_size >= 131.1 & n_deduction_types < 2.5 & rawben_rel_max >= 0.6389",3,"KEEP",1.207,0.188,2.5,13,509,7,6,0.538,1.2,0.163,0.17,-0.007,0.933,2169,166.85,30.17,33.57,-3.4,0.876
"rule18864","rawben_rel_max < 0.8979 & shelter_to_gross_ratio >= 0.7898 & shelter_to_gross_ratio < 0.8359",3,"KEEP",23.301,3.495,2.3,12,510,6,6,0.5,1,0.163,0.17,-0.008,0.933,2213,184.42,30.03,33.57,-3.55,0.874
"rule12035","utilities < 444.5 & earned_by_hh_size >= 461.7 & shelter_exp_by_hh_size < 232.2",3,"KEEP",17.227,2.584,2.3,12,510,8,4,0.667,2,0.167,0.17,-0.004,0.955,685,57.08,33.02,33.57,-0.55,0.961
"rule3216","gross_by_hh_size < 510.3 & shelter_exp_by_hh_size >= 160.6 & shelter_exp_by_hh_size < 171.1",3,"KEEP",8.307,1.246,2.3,12,510,7,5,0.583,1.4,0.165,0.17,-0.006,0.944,1734,144.5,30.96,33.57,-2.61,0.901
"rule19416","utilities < 444.5 & gross_by_hh_size >= 462.2 & gross_by_hh_size < 493.2",3,"KEEP",8.234,1.235,2.3,12,510,6,6,0.5,1,0.163,0.17,-0.008,0.933,1111,92.58,32.19,33.57,-1.39,0.937
"rule10156","shelter_exp_by_hh_size >= 373.2 & gross_by_hh_size < 192.3",2,"KEEP",27.313,3.927,2.1,11,511,8,3,0.727,2.7,0.168,0.17,-0.002,0.966,1330,120.91,31.69,33.57,-1.88,0.924
"rule9046","shelter_to_gross_ratio < 0.5373 & shelter_to_gross_ratio >= 0.53",2,"KEEP",20.218,2.907,2.1,11,511,7,4,0.636,1.8,0.166,0.17,-0.004,0.955,904,82.18,32.53,33.57,-1.05,0.948
"rule6944","gross_by_hh_size < 332.7 & shelter_exp_by_hh_size >= 170.8 & shelter_to_gross_ratio < 0.8839",3,"KEEP",12.885,1.852,2.1,11,511,5,6,0.455,0.8,0.162,0.17,-0.008,0.933,2738,248.91,28.94,33.57,-4.64,0.844
"rule19690","shelter_exp_by_hh_size >= 471.3 & shelter_to_gross_ratio < 0.7659 & unearned_by_hh_size >= 16",3,"KEEP",1.305,0.188,2.1,11,511,5,6,0.455,0.8,0.162,0.17,-0.008,0.933,751,68.27,32.83,33.57,-0.75,0.957
"rule3733","rawben_rel_max < 0.8965 & shelter_to_gross_ratio >= 0.787 & shelter_exp_by_hh_size < 334.8",3,"KEEP",27.701,3.801,1.9,10,512,4,6,0.4,0.7,0.162,0.17,-0.008,0.933,2366,236.6,29.61,33.57,-3.97,0.865
"rule18497","unearned_by_hh_size >= 12.25 & gross_by_hh_size >= 255.8 & rawben_rel_max >= 0.904",3,"KEEP",25.094,3.443,1.9,10,512,6,4,0.6,1.5,0.166,0.17,-0.004,0.955,1250,125,31.79,33.57,-1.79,0.929
"rule19436","cert_HH_size_FS_n < 6.5 & n_income_types >= 0.5 & gross_by_hh_size < 73.75",3,"KEEP",3.585,0.467,1.7,9,513,7,2,0.778,3.5,0.17,0.17,-0.001,0.978,1630,181.11,30.99,33.57,-2.59,0.907
"rule12127","gross_by_hh_size >= 14.31 & gross_by_hh_size >= 364.8 & gross_by_hh_size < 377.6",3,"KEEP",13.744,1.69,1.5,8,514,4,4,0.5,1,0.165,0.17,-0.005,0.955,773,96.62,32.59,33.57,-0.98,0.956
"rule6241","unc_rawben_rel_max < 0.9968 & rawben_rel_max >= 0.8918 & rawben_rel_max < 0.8996",3,"KEEP",13.248,1.629,1.5,8,514,4,4,0.5,1,0.165,0.17,-0.005,0.955,1064,133,32.03,33.57,-1.55,0.939
"rule5046","gross_by_hh_size < 332.7 & gross_by_hh_size >= 318.4",2,"KEEP",10.725,1.319,1.5,8,514,4,4,0.5,1,0.165,0.17,-0.005,0.955,1572,196.5,31.04,33.57,-2.54,0.91
"rule12669","utilities < 444.5 & rawben_rel_max < 0.4948 & rawben_rel_max >= 0.4735",3,"KEEP",33.245,3.828,1.3,7,515,2,5,0.286,0.4,0.163,0.17,-0.007,0.944,1090,155.71,31.91,33.57,-1.66,0.938
"rule9166","n_income_types >= 0.5 & gross_by_hh_size < 36.67",2,"KEEP",4.568,0.526,1.3,7,515,4,3,0.571,1.3,0.167,0.17,-0.004,0.966,2149,307,29.86,33.57,-3.72,0.877
