"state","budget","f_min","n_rules_core","n_rules_total","used_completion","window_redone","walk_depth","base_precision","rewalk_precision","precision_diff","base_errors","rewalk_errors","base_dollar_recall_unw","rewalk_dollar_recall_unw","dollar_recall_unw_diff","base_dollar_recall_wtd","rewalk_dollar_recall_wtd","dollar_recall_wtd_diff","base_flagged_share","rewalk_flagged_share","fill_rate"
"Colorado",5,0.4,43,103,FALSE,FALSE,1580,0.529411764705882,0.588235294117647,0.0588235294117647,18,20,0.183864915572233,0.192485168094924,0.00862025252269155,0.182104654591939,0.196200410120463,0.0140957555285243,0.0423412204234122,0.0423412204234122,0.846824408468244
"Colorado",5,0.5,43,105,FALSE,FALSE,1710,0.529411764705882,0.555555555555556,0.0261437908496732,18,20,0.183864915572233,0.192485168094924,0.00862025252269155,0.182104654591939,0.196200410120463,0.0140957555285243,0.0423412204234122,0.0448318804483188,0.896637608966376
"Colorado",5,0.55,35,95,FALSE,FALSE,2405,0.529411764705882,0.564102564102564,0.0346907993966817,18,22,0.183864915572233,0.203691496374423,0.0198265808021906,0.182104654591939,0.206182343345967,0.0240776887540288,0.0423412204234122,0.0485678704856787,0.971357409713574
"Colorado",5,0.6,35,95,FALSE,FALSE,2405,0.529411764705882,0.564102564102564,0.0346907993966817,18,22,0.183864915572233,0.203691496374423,0.0198265808021906,0.182104654591939,0.206182343345967,0.0240776887540288,0.0423412204234122,0.0485678704856787,0.971357409713574
"Colorado",5,0.65,36,100,FALSE,FALSE,2568,0.529411764705882,0.555555555555556,0.0261437908496732,18,20,0.183864915572233,0.191014654429289,0.00714973885705594,0.182104654591939,0.195395990041337,0.0132913354493986,0.0423412204234122,0.0448318804483188,0.896637608966376
"Colorado",5,0.7,35,98,FALSE,FALSE,2732,0.529411764705882,0.552631578947368,0.0232198142414861,18,21,0.183864915572233,0.204604228994473,0.0207393134222403,0.182104654591939,0.209982571790641,0.0278779171987024,0.0423412204234122,0.0473225404732254,0.946450809464508
"Colorado",5,0.75,35,86,FALSE,FALSE,2396,0.529411764705882,0.552631578947368,0.0232198142414861,18,21,0.183864915572233,0.204604228994473,0.0207393134222403,0.182104654591939,0.209982571790641,0.0278779171987024,0.0423412204234122,0.0473225404732254,0.946450809464508
"Colorado",10,0.25,84,203,FALSE,FALSE,3605,0.380952380952381,0.376623376623377,-0.00432900432900429,32,29,0.282034379595355,0.266010851376705,-0.0160235282186502,0.279752056369767,0.264333507334246,-0.0154185490355208,0.104607721046077,0.0958904109589041,0.958904109589041
"Colorado",10,0.4,77,192,FALSE,FALSE,5462,0.380952380952381,0.418918918918919,0.037966537966538,32,31,0.282034379595355,0.299629836215202,0.0175954566198468,0.279752056369767,0.292900625166931,0.0131485687971644,0.104607721046077,0.0921544209215442,0.921544209215442
"Colorado",10,0.5,80,204,FALSE,FALSE,7093,0.380952380952381,0.416666666666667,0.0357142857142858,32,30,0.282034379595355,0.318746513868465,0.0367121342731099,0.279752056369767,0.305807175296573,0.026055118926806,0.104607721046077,0.0896637608966376,0.896637608966376
