"idx","var","lo","hi","width","rel_width","state","rank","rule"
3012,"unearned_by_hh_size",0.0625,0.367,0.3045,0.829700272479564,"West Virginia",75,"bbce_state_i >= 1 & earned_by_hh_size > 76.4 & unearned_by_hh_size > 0.0625 & unearned_by_hh_size <= 0.367"
3161,"unearned_by_hh_size",0.0625,0.367,0.3045,0.829700272479564,"Wisconsin",125,"bbce_state_i >= 1 & earned_by_hh_size > 76.4 & unearned_by_hh_size > 0.0625 & unearned_by_hh_size <= 0.367"
1120,"earned_by_hh_size",0.167,0.583,0.416,0.713550600343053,"Maine",45,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 0.583 & percent_abawd <= 0.417 & unc_rawben_rel_max <= 0.977"
1490,"earned_by_hh_size",0.167,0.583,0.416,0.713550600343053,"Montana",39,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 0.583 & percent_abawd <= 0.417 & unc_rawben_rel_max <= 0.977"
272,"earned_by_hh_size",0.0556,1.27,1.2144,0.956220472440945,"California",56,"earned_by_hh_size > 0.0556 & earned_by_hh_size <= 1.27 & unc_rawben_rel_max <= 0.975"
539,"earned_by_hh_size",0.0556,1.27,1.2144,0.956220472440945,"Idaho",31,"earned_by_hh_size > 0.0556 & earned_by_hh_size <= 1.27 & unc_rawben_rel_max <= 0.975"
677,"earned_by_hh_size",0.0556,1.27,1.2144,0.956220472440945,"Indiana",42,"earned_by_hh_size > 0.0556 & earned_by_hh_size <= 1.27 & unc_rawben_rel_max <= 0.975"
724,"earned_by_hh_size",0.0556,1.27,1.2144,0.956220472440945,"Iowa",44,"earned_by_hh_size > 0.0556 & earned_by_hh_size <= 1.27 & unc_rawben_rel_max <= 0.975"
925,"earned_by_hh_size",0.0556,1.27,1.2144,0.956220472440945,"Kentucky",34,"earned_by_hh_size > 0.0556 & earned_by_hh_size <= 1.27 & unc_rawben_rel_max <= 0.975"
1032,"earned_by_hh_size",0.0556,1.27,1.2144,0.956220472440945,"Louisiana",45,"earned_by_hh_size > 0.0556 & earned_by_hh_size <= 1.27 & unc_rawben_rel_max <= 0.975"
1327,"earned_by_hh_size",0.0556,1.27,1.2144,0.956220472440945,"Minnesota",58,"earned_by_hh_size > 0.0556 & earned_by_hh_size <= 1.27 & unc_rawben_rel_max <= 0.975"
1502,"earned_by_hh_size",0.0556,1.27,1.2144,0.956220472440945,"Montana",51,"earned_by_hh_size > 0.0556 & earned_by_hh_size <= 1.27 & unc_rawben_rel_max <= 0.975"
1580,"earned_by_hh_size",0.0556,1.27,1.2144,0.956220472440945,"Nebraska",48,"earned_by_hh_size > 0.0556 & earned_by_hh_size <= 1.27 & unc_rawben_rel_max <= 0.975"
2240,"earned_by_hh_size",0.0556,1.27,1.2144,0.956220472440945,"Oklahoma",38,"earned_by_hh_size > 0.0556 & earned_by_hh_size <= 1.27 & unc_rawben_rel_max <= 0.975"
2629,"earned_by_hh_size",0.0556,1.27,1.2144,0.956220472440945,"Texas",41,"earned_by_hh_size > 0.0556 & earned_by_hh_size <= 1.27 & unc_rawben_rel_max <= 0.975"
3085,"earned_by_hh_size",0.0556,1.27,1.2144,0.956220472440945,"Wisconsin",49,"earned_by_hh_size > 0.0556 & earned_by_hh_size <= 1.27 & unc_rawben_rel_max <= 0.975"
3186,"earned_by_hh_size",0.0556,1.27,1.2144,0.956220472440945,"Wyoming",19,"earned_by_hh_size > 0.0556 & earned_by_hh_size <= 1.27 & unc_rawben_rel_max <= 0.975"
46,"earned_by_hh_size",0.167,1.83,1.663,0.908743169398907,"Alabama",46,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 1.83 & gross_by_hh_size > 75.8 & shelter_expenses_by_hh_size <= 624"
145,"earned_by_hh_size",0.167,1.83,1.663,0.908743169398907,"Arkansas",19,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 1.83 & gross_by_hh_size > 75.8 & shelter_expenses_by_hh_size <= 624"
265,"earned_by_hh_size",0.167,1.83,1.663,0.908743169398907,"California",49,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 1.83 & gross_by_hh_size > 75.8 & shelter_expenses_by_hh_size <= 624"
317,"earned_by_hh_size",0.167,1.83,1.663,0.908743169398907,"Colorado",40,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 1.83 & gross_by_hh_size > 75.8 & shelter_expenses_by_hh_size <= 624"
430,"earned_by_hh_size",0.167,1.83,1.663,0.908743169398907,"Delaware",26,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 1.83 & gross_by_hh_size > 75.8 & shelter_expenses_by_hh_size <= 624"
534,"earned_by_hh_size",0.167,1.83,1.663,0.908743169398907,"Idaho",26,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 1.83 & gross_by_hh_size > 75.8 & shelter_expenses_by_hh_size <= 624"
629,"earned_by_hh_size",0.167,1.83,1.663,0.908743169398907,"Illinois",47,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 1.83 & gross_by_hh_size > 75.8 & shelter_expenses_by_hh_size <= 624"
671,"earned_by_hh_size",0.167,1.83,1.663,0.908743169398907,"Indiana",36,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 1.83 & gross_by_hh_size > 75.8 & shelter_expenses_by_hh_size <= 624"
717,"earned_by_hh_size",0.167,1.83,1.663,0.908743169398907,"Iowa",37,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 1.83 & gross_by_hh_size > 75.8 & shelter_expenses_by_hh_size <= 624"
829,"earned_by_hh_size",0.167,1.83,1.663,0.908743169398907,"Kansas",34,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 1.83 & gross_by_hh_size > 75.8 & shelter_expenses_by_hh_size <= 624"
915,"earned_by_hh_size",0.167,1.83,1.663,0.908743169398907,"Kentucky",24,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 1.83 & gross_by_hh_size > 75.8 & shelter_expenses_by_hh_size <= 624"
1115,"earned_by_hh_size",0.167,1.83,1.663,0.908743169398907,"Maine",40,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 1.83 & gross_by_hh_size > 75.8 & shelter_expenses_by_hh_size <= 624"
1315,"earned_by_hh_size",0.167,1.83,1.663,0.908743169398907,"Minnesota",46,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 1.83 & gross_by_hh_size > 75.8 & shelter_expenses_by_hh_size <= 624"
1364,"earned_by_hh_size",0.167,1.83,1.663,0.908743169398907,"Mississippi",26,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 1.83 & gross_by_hh_size > 75.8 & shelter_expenses_by_hh_size <= 624"
1406,"earned_by_hh_size",0.167,1.83,1.663,0.908743169398907,"Missouri",36,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 1.83 & gross_by_hh_size > 75.8 & shelter_expenses_by_hh_size <= 624"
1568,"earned_by_hh_size",0.167,1.83,1.663,0.908743169398907,"Nebraska",36,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 1.83 & gross_by_hh_size > 75.8 & shelter_expenses_by_hh_size <= 624"
1767,"earned_by_hh_size",0.167,1.83,1.663,0.908743169398907,"New Hampshire",32,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 1.83 & gross_by_hh_size > 75.8 & shelter_expenses_by_hh_size <= 624"
2419,"earned_by_hh_size",0.167,1.83,1.663,0.908743169398907,"South Carolina",35,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 1.83 & gross_by_hh_size > 75.8 & shelter_expenses_by_hh_size <= 624"
2537,"earned_by_hh_size",0.167,1.83,1.663,0.908743169398907,"Tennessee",32,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 1.83 & gross_by_hh_size > 75.8 & shelter_expenses_by_hh_size <= 624"
2622,"earned_by_hh_size",0.167,1.83,1.663,0.908743169398907,"Texas",34,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 1.83 & gross_by_hh_size > 75.8 & shelter_expenses_by_hh_size <= 624"
2677,"earned_by_hh_size",0.167,1.83,1.663,0.908743169398907,"Utah",35,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 1.83 & gross_by_hh_size > 75.8 & shelter_expenses_by_hh_size <= 624"
2769,"earned_by_hh_size",0.167,1.83,1.663,0.908743169398907,"Vermont",28,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 1.83 & gross_by_hh_size > 75.8 & shelter_expenses_by_hh_size <= 624"
2842,"earned_by_hh_size",0.167,1.83,1.663,0.908743169398907,"Virginia",35,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 1.83 & gross_by_hh_size > 75.8 & shelter_expenses_by_hh_size <= 624"
789,"total_deductions_by_hh_size",182,184,2,0.0108695652173913,"Iowa",109,"gross_by_hh_size <= 335 & percent_abawd <= 0.125 & total_deductions_by_hh_size > 182 & total_deductions_by_hh_size <= 184"
1606,"earned_by_hh_size",0.5,2.5,2,0.8,"Nebraska",74,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 2.5 & rawben_rel_max <= 0.997 & utilities > 29.5"
2593,"utilities",345,347,2,0.00576368876080692,"Texas",5,"earned_by_hh_size >= 0.5 & utilities >= 345 & utilities < 347"
2916,"earned_by_hh_size",0.5,2.5,2,0.8,"Washington",71,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 2.5 & rawben_rel_max <= 0.997 & utilities > 29.5"
156,"earned_by_hh_size",0.0556,2.54,2.4844,0.978110236220472,"Arkansas",30,"earned_by_hh_size > 0.0556 & earned_by_hh_size <= 2.54 & shelter_expenses_by_hh_size <= 406 & unearned_by_hh_size > 1.71"
1044,"earned_by_hh_size",0.0556,2.54,2.4844,0.978110236220472,"Louisiana",57,"earned_by_hh_size > 0.0556 & earned_by_hh_size <= 2.54 & shelter_expenses_by_hh_size <= 406 & unearned_by_hh_size > 1.71"
2347,"earned_by_hh_size",0.0556,2.54,2.4844,0.978110236220472,"Pennsylvania",60,"earned_by_hh_size > 0.0556 & earned_by_hh_size <= 2.54 & shelter_expenses_by_hh_size <= 406 & unearned_by_hh_size > 1.71"
745,"earned_by_hh_size",0.167,3,2.833,0.944333333333333,"Iowa",65,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 3 & rawben_rel_max > 0.23 & unc_rawben_rel_max <= 1.21"
939,"earned_by_hh_size",0.167,3,2.833,0.944333333333333,"Kentucky",48,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 3 & rawben_rel_max > 0.23 & unc_rawben_rel_max <= 1.21"
1524,"earned_by_hh_size",0.167,3,2.833,0.944333333333333,"Montana",73,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 3 & rawben_rel_max > 0.23 & unc_rawben_rel_max <= 1.21"
3112,"earned_by_hh_size",0.167,3,2.833,0.944333333333333,"Wisconsin",76,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 3 & rawben_rel_max > 0.23 & unc_rawben_rel_max <= 1.21"
132,"earned_by_hh_size",589,592,3,0.00506756756756757,"Arkansas",6,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
227,"earned_by_hh_size",589,592,3,0.00506756756756757,"California",11,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
289,"earned_by_hh_size",589,592,3,0.00506756756756757,"Colorado",12,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
367,"earned_by_hh_size",589,592,3,0.00506756756756757,"Connecticut",12,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
413,"earned_by_hh_size",589,592,3,0.00506756756756757,"Delaware",9,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
467,"earned_by_hh_size",589,592,3,0.00506756756756757,"Florida",14,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
517,"earned_by_hh_size",589,592,3,0.00506756756756757,"Idaho",9,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
522,"earned_by_hh_size",589,592,3,0.00506756756756757,"Idaho",14,"earned_by_hh_size >= 589 & earned_by_hh_size < 592"
692,"earned_by_hh_size",589,592,3,0.00506756756756757,"Iowa",12,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
804,"earned_by_hh_size",589,592,3,0.00506756756756757,"Kansas",9,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
1148,"earned_by_hh_size",589,592,3,0.00506756756756757,"Maryland",12,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
1172,"earned_by_hh_size",589,592,3,0.00506756756756757,"Massachusetts",11,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
1218,"earned_by_hh_size",589,592,3,0.00506756756756757,"Michigan",10,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
1282,"earned_by_hh_size",589,592,3,0.00506756756756757,"Minnesota",13,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
1458,"earned_by_hh_size",589,592,3,0.00506756756756757,"Montana",7,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
1928,"earned_by_hh_size",589,592,3,0.00506756756756757,"New York",11,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
1963,"earned_by_hh_size",589,592,3,0.00506756756756757,"North Carolina",9,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
2126,"earned_by_hh_size",589,592,3,0.00506756756756757,"Ohio",12,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
2280,"earned_by_hh_size",589,592,3,0.00506756756756757,"Oregon",16,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
2298,"earned_by_hh_size",589,592,3,0.00506756756756757,"Pennsylvania",11,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
2367,"earned_by_hh_size",589,592,3,0.00506756756756757,"Rhode Island",12,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
2513,"earned_by_hh_size",589,592,3,0.00506756756756757,"Tennessee",8,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
2587,"utilities",344,347,3,0.00864553314121038,"Tennessee",82,"gross_by_hh_size >= 372 & utilities >= 344 & utilities < 347"
2650,"earned_by_hh_size",589,592,3,0.00506756756756757,"Utah",8,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
2820,"earned_by_hh_size",589,592,3,0.00506756756756757,"Virginia",13,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
2857,"earned_by_hh_size",589,592,3,0.00506756756756757,"Washington",12,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
2947,"earned_by_hh_size",589,592,3,0.00506756756756757,"West Virginia",10,"earned_by_hh_size >= 589 & earned_by_hh_size < 592"
3049,"earned_by_hh_size",589,592,3,0.00506756756756757,"Wisconsin",13,"earned_by_hh_size >= 589 & earned_by_hh_size < 592 & gross_by_hh_size >= 20 & unc_rawben_rel_max >= 0.0819"
27,"earned_by_hh_size",0.5,4,3.5,0.875,"Alabama",27,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
121,"earned_by_hh_size",0.5,4,3.5,0.875,"Arizona",30,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
139,"earned_by_hh_size",0.5,4,3.5,0.875,"Arkansas",13,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
247,"earned_by_hh_size",0.5,4,3.5,0.875,"California",31,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
306,"earned_by_hh_size",0.5,4,3.5,0.875,"Colorado",29,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
527,"earned_by_hh_size",0.5,4,3.5,0.875,"Idaho",19,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
611,"earned_by_hh_size",0.5,4,3.5,0.875,"Illinois",29,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
662,"earned_by_hh_size",0.5,4,3.5,0.875,"Indiana",27,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
704,"earned_by_hh_size",0.5,4,3.5,0.875,"Iowa",24,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
1102,"earned_by_hh_size",0.5,4,3.5,0.875,"Maine",27,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
1188,"earned_by_hh_size",0.5,4,3.5,0.875,"Massachusetts",27,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
1230,"earned_by_hh_size",0.5,4,3.5,0.875,"Michigan",22,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
1300,"earned_by_hh_size",0.5,4,3.5,0.875,"Minnesota",31,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
1392,"earned_by_hh_size",0.5,4,3.5,0.875,"Missouri",22,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
1470,"earned_by_hh_size",0.5,4,3.5,0.875,"Montana",19,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
1561,"earned_by_hh_size",0.5,4,3.5,0.875,"Nebraska",29,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
1657,"earned_by_hh_size",0.5,4,3.5,0.875,"Nevada",21,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
1757,"earned_by_hh_size",0.5,4,3.5,0.875,"New Hampshire",22,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
1829,"earned_by_hh_size",0.5,4,3.5,0.875,"New Jersey",24,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
1980,"earned_by_hh_size",0.5,4,3.5,0.875,"North Carolina",26,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
2133,"earned_by_hh_size",0.5,4,3.5,0.875,"Ohio",19,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
2223,"earned_by_hh_size",0.5,4,3.5,0.875,"Oklahoma",21,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
2310,"earned_by_hh_size",0.5,4,3.5,0.875,"Pennsylvania",23,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
2381,"earned_by_hh_size",0.5,4,3.5,0.875,"Rhode Island",26,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
2524,"earned_by_hh_size",0.5,4,3.5,0.875,"Tennessee",19,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
2663,"earned_by_hh_size",0.5,4,3.5,0.875,"Utah",21,"earned_by_hh_size > 0.5 & earned_by_hh_size <= 4 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 144"
193,"gross_by_hh_size",336,340,4,0.0117647058823529,"Arkansas",67,"gross_by_hh_size >= 336 & gross_by_hh_size < 340 & unearned_by_hh_size < 946"
199,"earned_by_hh_size",244,248,4,0.0161290322580645,"Arkansas",73,"earned_by_hh_size >= 244 & earned_by_hh_size < 248 & gross_by_hh_size < 314 & rawben_rel_max >= 0.321"
862,"gross_by_hh_size",336,340,4,0.0117647058823529,"Kansas",67,"gross_by_hh_size >= 336 & gross_by_hh_size < 340 & months_since_cert_n < 8 & shelter_expenses_by_hh_size >= 318"
889,"gross_by_hh_size",336,340,4,0.0117647058823529,"Kansas",94,"gross_by_hh_size >= 336 & gross_by_hh_size < 340 & unearned_by_hh_size < 946"
987,"earned_by_hh_size",244,248,4,0.0161290322580645,"Kentucky",96,"earned_by_hh_size >= 244 & earned_by_hh_size < 248 & gross_by_hh_size < 314 & rawben_rel_max >= 0.321"
1439,"gross_by_hh_size",336,340,4,0.0117647058823529,"Missouri",69,"gross_by_hh_size >= 336 & gross_by_hh_size < 340 & months_since_cert_n < 8 & shelter_expenses_by_hh_size >= 318"
1615,"gross_by_hh_size",336,340,4,0.0117647058823529,"Nebraska",83,"gross_by_hh_size >= 336 & gross_by_hh_size < 340 & months_since_cert_n < 8 & shelter_expenses_by_hh_size >= 318"
1735,"gross_by_hh_size",336,340,4,0.0117647058823529,"Nevada",99,"gross_by_hh_size >= 336 & gross_by_hh_size < 340 & unearned_by_hh_size < 946"
1805,"gross_by_hh_size",336,340,4,0.0117647058823529,"New Hampshire",70,"gross_by_hh_size >= 336 & gross_by_hh_size < 340 & months_since_cert_n < 8 & shelter_expenses_by_hh_size >= 318"
2097,"gross_by_hh_size",336,340,4,0.0117647058823529,"North Dakota",51,"gross_by_hh_size >= 336 & gross_by_hh_size < 340 & months_since_cert_n < 8 & shelter_expenses_by_hh_size >= 318"
2185,"gross_by_hh_size",336,340,4,0.0117647058823529,"Ohio",71,"gross_by_hh_size >= 336 & gross_by_hh_size < 340 & months_since_cert_n < 8 & shelter_expenses_by_hh_size >= 318"
2259,"gross_by_hh_size",336,340,4,0.0117647058823529,"Oklahoma",57,"gross_by_hh_size >= 336 & gross_by_hh_size < 340 & months_since_cert_n < 8 & shelter_expenses_by_hh_size >= 318"
2495,"gross_by_hh_size",336,340,4,0.0117647058823529,"South Dakota",65,"gross_by_hh_size >= 336 & gross_by_hh_size < 340 & months_since_cert_n < 8 & shelter_expenses_by_hh_size >= 318"
2707,"gross_by_hh_size",336,340,4,0.0117647058823529,"Utah",65,"gross_by_hh_size >= 336 & gross_by_hh_size < 340 & months_since_cert_n < 8 & shelter_expenses_by_hh_size >= 318"
2989,"gross_by_hh_size",336,340,4,0.0117647058823529,"West Virginia",52,"gross_by_hh_size >= 336 & gross_by_hh_size < 340 & months_since_cert_n < 8 & shelter_expenses_by_hh_size >= 318"
3130,"gross_by_hh_size",336,340,4,0.0117647058823529,"Wisconsin",94,"gross_by_hh_size >= 336 & gross_by_hh_size < 340 & months_since_cert_n < 8 & shelter_expenses_by_hh_size >= 318"
3166,"gross_by_hh_size",336,340,4,0.0117647058823529,"Wisconsin",130,"gross_by_hh_size >= 336 & gross_by_hh_size < 340 & unearned_by_hh_size < 946"
780,"earned_by_hh_size",0.183,4.62,4.437,0.96038961038961,"Iowa",100,"earned_by_hh_size > 0.183 & earned_by_hh_size <= 4.62 & gross_by_hh_size <= 364 & total_deductions_by_hh_size <= 434"
882,"earned_by_hh_size",0.183,4.62,4.437,0.96038961038961,"Kansas",87,"earned_by_hh_size > 0.183 & earned_by_hh_size <= 4.62 & gross_by_hh_size <= 364 & total_deductions_by_hh_size <= 434"
1727,"earned_by_hh_size",0.183,4.62,4.437,0.96038961038961,"Nevada",91,"earned_by_hh_size > 0.183 & earned_by_hh_size <= 4.62 & gross_by_hh_size <= 364 & total_deductions_by_hh_size <= 434"
2734,"earned_by_hh_size",0.183,4.62,4.437,0.96038961038961,"Utah",92,"earned_by_hh_size > 0.183 & earned_by_hh_size <= 4.62 & gross_by_hh_size <= 364 & total_deductions_by_hh_size <= 434"
764,"utilities",30.5,35.5,5,0.140845070422535,"Iowa",84,"expedited_i <= 0 & HH_size_n <= 5.5 & utilities > 30.5 & utilities <= 35.5"
2100,"utilities",30.5,35.5,5,0.140845070422535,"North Dakota",54,"expedited_i <= 0 & HH_size_n <= 5.5 & utilities > 30.5 & utilities <= 35.5"
2689,"utilities",379,385,6,0.0155844155844156,"Utah",47,"earned_by_hh_size >= 0.5 & months_since_cert_n < 24 & utilities >= 379 & utilities < 385"
2695,"utilities",379,385,6,0.0155844155844156,"Utah",53,"count_divisible_by_100 < 1 & rawben_rel_max < 0.873 & utilities >= 379 & utilities < 385"
40,"earned_by_hh_size",622,630,8,0.0126984126984127,"Alabama",40,"earned_by_hh_size >= 622 & earned_by_hh_size < 630 & total_deductions_by_hh_size < 804 & unc_rawben_rel_max >= -0.112"
143,"earned_by_hh_size",622,630,8,0.0126984126984127,"Arkansas",17,"earned_by_hh_size >= 622 & earned_by_hh_size < 630 & total_deductions_by_hh_size < 804 & unc_rawben_rel_max >= -0.112"
197,"gross_by_hh_size",280,288,8,0.0277777777777778,"Arkansas",71,"gross_by_hh_size >= 280 & gross_by_hh_size < 288 & rawben_rel_max >= 0.768"
326,"utilities",353,361,8,0.0221606648199446,"Colorado",49,"gross_by_hh_size >= 298 & rawben_rel_max >= 0.481 & utilities >= 353 & utilities < 361"
490,"earned_by_hh_size",622,630,8,0.0126984126984127,"Florida",37,"earned_by_hh_size >= 622 & earned_by_hh_size < 630 & total_deductions_by_hh_size < 804 & unc_rawben_rel_max >= -0.112"
531,"earned_by_hh_size",622,630,8,0.0126984126984127,"Idaho",23,"earned_by_hh_size >= 622 & earned_by_hh_size < 630 & total_deductions_by_hh_size < 804 & unc_rawben_rel_max >= -0.112"
713,"earned_by_hh_size",622,630,8,0.0126984126984127,"Iowa",33,"earned_by_hh_size >= 622 & earned_by_hh_size < 630 & total_deductions_by_hh_size < 804 & unc_rawben_rel_max >= -0.112"
826,"earned_by_hh_size",622,630,8,0.0126984126984127,"Kansas",31,"earned_by_hh_size >= 622 & earned_by_hh_size < 630 & total_deductions_by_hh_size < 804 & unc_rawben_rel_max >= -0.112"
