"hh_size","step","rule_added","n_flagged","workload_pct","precision","recall_obj","recall","dollar_recall","errors_caught","error_tag"
"1",14,"rawunearn < 365.5 & total_deductions < 106.2 & utilities >= 9.5 & shelter_expenses < 40.5",583,4.9012,0.4391,0.3325,0.3228,0.3325,256,"earned_overissuance"
"1",15,"unc_rawben_rel_max >= 1.769 & months_since_cert_n >= 3.5 & utilities < 708.5",756,6.3556,0.4034,0.4051,0.3846,0.4051,305,"earned_overissuance"
"1",16,"rawearn >= 3 & unc_rawben_rel_max < 0.972 & rawben_rel_max >= 0.7776",872,7.3308,0.3933,0.4501,0.4325,0.4501,343,"earned_overissuance"
"1",17,"rawunearn < 27.5 & unc_rawben_rel_max < 0.9769 & unc_rawben_rel_max >= 0.4365 & rawearn >= 672.5",984,8.2724,0.3933,0.4905,0.488,0.4905,387,"earned_overissuance"
"1",18,"rawunearn < 27.5 & rawben_rel_max < 0.8141 & expedited_i %in% c(""FALSE"") & unc_rawben_rel_max >= 0.351",1033,8.6843,0.3892,0.5028,0.5069,0.5028,402,"earned_overissuance"
"2-3",1,"shelter_expenses >= 1346 & rawunearn < 288.5 & months_since_cert_n >= 9.5 & shelter_expenses < 1456",24,0.1636,0.5,0.0133,0.0123,0.0133,12,"earned_overissuance"
"2-3",2,"rawunearn < 942 & shelter_expenses >= 1562 & shelter_expenses < 1606 & rawearn < 210",59,0.4022,0.4068,0.0309,0.0245,0.0309,24,"earned_overissuance"
"2-3",3,"rawearn < 3 & count_divisible_by_100 >= 1.5",81,0.5521,0.4198,0.0402,0.0348,0.0402,34,"earned_overissuance"
"2-3",4,"rawearn >= 711.5 & shelter_expenses >= 1842 & rawgross < 1968 & rawben_rel_max < 0.9204",171,1.1656,0.4152,0.0776,0.0726,0.0776,71,"earned_overissuance"
"2-3",5,"unc_rawben_rel_max < 1.335 & shelter_expenses >= 2503 & rawearn < 293.5",208,1.4179,0.4038,0.0948,0.0859,0.0948,84,"earned_overissuance"
"2-3",6,"unc_rawben_rel_max >= 1.487 & months_since_cert_n >= 8.5",274,1.8678,0.3723,0.1208,0.1043,0.1208,102,"earned_overissuance"
"2-3",7,"total_deductions >= 269.1 & rawgross < 0.5 & unc_rawben_rel_max < 1.233",323,2.2018,0.356,0.1401,0.1176,0.1401,115,"earned_overissuance"
"2-3",8,"rawearn >= 1050 & unc_rawben_rel_max >= 0.7612 & shelter_expenses >= 1574 & rawben_rel_max < 0.8335",350,2.3858,0.3543,0.1496,0.1268,0.1496,124,"earned_overissuance"
"2-3",9,"rawunearn < 842.5 & shelter_expenses >= 1068 & shelter_expenses < 1088 & rawunearn >= 253",375,2.5562,0.352,0.1582,0.135,0.1582,132,"earned_overissuance"
"2-3",10,"unc_rawben_rel_max >= 1.335 & utilities < 339.5",548,3.7355,0.3102,0.2162,0.1738,0.2162,170,"earned_overissuance"
"2-3",11,"rawearn >= 3 & unc_rawben_rel_max < 0.9795 & rawearn < 198 & months_since_cert_n >= 3.5",593,4.0423,0.312,0.2292,0.1892,0.2292,185,"earned_overissuance"
"2-3",12,"rawearn >= 32.5 & unc_rawben_rel_max < 0.9909 & rawearn < 189.5 & elderly_disabled_i %in% c(""TRUE"")",609,4.1513,0.3186,0.2345,0.1984,0.2345,194,"earned_overissuance"
"2-3",13,"shelter_expenses >= 1878 & rawben_rel_max >= 0.6414 & unc_rawben_rel_max < 0.6839",627,4.274,0.319,0.2398,0.2045,0.2398,200,"earned_overissuance"
"2-3",14,"rawunearn < 834.5 & rawunearn >= 829.5",651,4.4376,0.3164,0.2473,0.2106,0.2473,206,"earned_overissuance"
"2-3",15,"shelter_expenses >= 1540 & rawgross < 1868 & rawearn >= 1088",747,5.092,0.3066,0.2731,0.2342,0.2731,229,"earned_overissuance"
"2-3",16,"rawearn < 810.5 & unc_rawben_rel_max >= 1.507 & elderly_disabled_i %in% c(""FALSE"")",769,5.242,0.3043,0.2782,0.2393,0.2782,234,"earned_overissuance"
"2-3",17,"rawearn >= 1026 & rawben_rel_max >= 0.2885 & utilities >= 902 & total_deductions < 1048",813,5.5419,0.305,0.2859,0.2536,0.2859,248,"earned_overissuance"
"2-3",18,"rawunearn < 1.5 & unc_rawben_rel_max < 1.638 & rawben_rel_max < 0.956 & rawearn < 743",899,6.1282,0.2948,0.3032,0.271,0.3032,265,"earned_overissuance"
"2-3",19,"rawearn >= 1026 & utilities >= 645.5 & rawben_rel_max >= 0.7437",1016,6.9257,0.2825,0.3253,0.2935,0.3253,287,"earned_overissuance"
"2-3",20,"shelter_expenses >= 2336 & rawben_rel_max >= 0.8097",1075,7.3279,0.2744,0.3378,0.3016,0.3378,295,"earned_overissuance"
"2-3",21,"shelter_expenses < 1836 & unc_rawben_rel_max >= 1.47 & utilities < 485",1225,8.3504,0.2588,0.3653,0.3241,0.3653,317,"earned_overissuance"
"2-3",22,"rawearn >= 1122 & rawearn < 2124 & shelter_expenses >= 1949",1250,8.5208,0.2568,0.3698,0.3282,0.3698,321,"earned_overissuance"
"2-3",23,"rawearn >= 0.5 & unc_rawben_rel_max < 0.9686 & rawgross < 1100",1610,10.9748,0.2354,0.4251,0.3875,0.4251,379,"earned_overissuance"
"2-3",24,"rawearn >= 963.5 & shelter_expenses < 1902 & rawearn < 1148 & rawben_rel_max < 0.5265",1664,11.3429,0.2344,0.4317,0.3988,0.4317,390,"earned_overissuance"
"2-3",25,"total_deductions >= 671.6 & unc_rawben_rel_max >= 1.483",1773,12.0859,0.2262,0.4447,0.41,0.4447,401,"earned_overissuance"
"2-3",26,"rawunearn < 942 & shelter_expenses >= 1562 & shelter_expenses < 1606",1818,12.3926,0.2228,0.45,0.4141,0.45,405,"earned_overissuance"
"2-3",27,"total_deductions >= 320.1 & shelter_expenses < 14.5",1916,13.0607,0.2197,0.4602,0.4305,0.4602,421,"earned_overissuance"
"2-3",28,"rawunearn < 987.5 & utilities >= 282.5 & rawgross < 0.5",2689,18.3299,0.1837,0.5449,0.5051,0.5449,494,"earned_overissuance"
"4+",1,"rawearn >= 1054 & rawgross < 1173 & rawben_rel_max < 0.8216",22,0.1883,0.5,0.0173,0.0141,0.0173,11,"earned_overissuance"
"4+",2,"rawearn >= 1018 & utilities >= 851 & months_since_cert_n >= 8.5 & rawearn < 2364",56,0.4792,0.5,0.0409,0.0359,0.0409,28,"earned_overissuance"
"4+",3,"shelter_expenses >= 1252 & unc_rawben_rel_max >= 0.7847 & rawearn >= 1110 & total_deductions < 860.4",87,0.7445,0.4598,0.0587,0.0513,0.0587,40,"earned_overissuance"
"4+",4,"total_deductions >= 446.3 & total_deductions < 447.1",102,0.8729,0.451,0.0668,0.0591,0.0668,46,"earned_overissuance"
"4+",5,"rawearn >= 641 & rawearn < 723.5 & rawben_rel_max < 0.8643",127,1.0869,0.4409,0.0796,0.0719,0.0796,56,"earned_overissuance"
"4+",6,"shelter_expenses >= 1302 & rawben_rel_max >= 0.7989 & rawgross >= 1116 & rawgross < 1194",155,1.3265,0.4,0.0962,0.0796,0.0962,62,"earned_overissuance"
"4+",7,"rawearn >= 797.5 & total_deductions < 179.7",191,1.6346,0.377,0.1141,0.0924,0.1141,72,"earned_overissuance"
"4+",8,"rawearn >= 242 & total_deductions < 76.4",213,1.8228,0.3662,0.1251,0.1001,0.1251,78,"earned_overissuance"
"4+",9,"rawearn >= 1044 & rawben_rel_max >= 0.7618 & months_since_cert_n >= 6.5 & shelter_expenses >= 1585",270,2.3107,0.3519,0.1515,0.122,0.1515,95,"earned_overissuance"
"4+",10,"rawearn >= 1016 & rawgross < 1912 & months_since_cert_n >= 10.5",314,2.6872,0.3408,0.1723,0.1374,0.1723,107,"earned_overissuance"
"4+",11,"rawearn >= 1018 & rawben_rel_max >= 0.7619 & rawben_rel_max < 0.7643",331,2.8327,0.3414,0.1796,0.1451,0.1796,113,"earned_overissuance"
"4+",12,"shelter_expenses >= 1278 & unc_rawben_rel_max >= 1.267 & utilities >= 517.5",378,3.2349,0.3307,0.1977,0.1605,0.1977,125,"earned_overissuance"
"4+",13,"shelter_expenses >= 1252 & unc_rawben_rel_max >= 1.159 & months_since_cert_n < 0.5",415,3.5516,0.3253,0.2113,0.1733,0.2113,135,"earned_overissuance"
"4+",14,"unc_rawben_rel_max < 1.38 & rawgross >= 1122 & rawgross < 1154",456,3.9024,0.3136,0.2264,0.1836,0.2264,143,"earned_overissuance"
"4+",15,"rawearn >= 801.5 & months_since_cert_n >= 10.5 & utilities >= 851",474,4.0565,0.3122,0.2325,0.19,0.2325,148,"earned_overissuance"
"4+",16,"total_deductions >= 668.9 & rawgross < 210 & shelter_expenses >= 1652",515,4.4074,0.3049,0.2467,0.2015,0.2467,157,"earned_overissuance"
"4+",17,"rawearn >= 243 & rawben_rel_max < 0.6066 & rawgross >= 3146 & rawgross < 3158",538,4.6042,0.3067,0.2534,0.2118,0.2534,165,"earned_overissuance"
"4+",18,"shelter_expenses >= 1302 & rawben_rel_max >= 0.5961 & rawben_rel_max < 0.6088",576,4.9294,0.3038,0.2645,0.2246,0.2645,175,"earned_overissuance"
"4+",19,"unc_rawben_rel_max < 1.26 & rawearn >= 1048 & rawearn < 1073",599,5.1262,0.3038,0.2709,0.2336,0.2709,182,"earned_overissuance"
"4+",20,"total_deductions >= 1732 & cat_elig >= 1.5",644,5.5113,0.2966,0.285,0.2452,0.285,191,"earned_overissuance"
"4+",21,"rawearn >= 121 & rawgross < 1892 & rawben_rel_max < 0.9931 & shelter_expenses >= 1687",756,6.4698,0.2765,0.3148,0.2683,0.3148,209,"earned_overissuance"
"4+",22,"shelter_expenses >= 1377 & rawgross < 1800 & rawearn >= 1713",766,6.5554,0.2768,0.3174,0.2721,0.3174,212,"earned_overissuance"
"4+",23,"shelter_expenses >= 943.5 & rawgross < 206 & unc_rawben_rel_max < 1.218",836,7.1545,0.2656,0.3361,0.285,0.3361,222,"earned_overissuance"
"4+",24,"shelter_expenses >= 990.5 & rawgross < 0.5 & unc_rawben_rel_max < 1.232",868,7.4283,0.2615,0.3436,0.2914,0.3436,227,"earned_overissuance"
"4+",25,"rawearn >= 1048 & months_since_cert_n >= 6.5 & utilities >= 902",913,7.8134,0.2585,0.353,0.303,0.353,236,"earned_overissuance"
"4+",26,"rawearn >= 151.5 & utilities < 304.5 & utilities >= 286.5 & married < 0.5",997,8.5323,0.2588,0.3684,0.3312,0.3684,258,"earned_overissuance"
"4+",27,"cat_elig >= 2.5",1062,9.0886,0.2505,0.382,0.3415,0.382,266,"earned_overissuance"
"4+",28,"total_deductions >= 1826 & months_since_cert_n >= 4.5",1082,9.2597,0.2486,0.3859,0.3453,0.3859,269,"earned_overissuance"
"4+",29,"rawunearn < 198.5 & unc_rawben_rel_max >= 1.178 & months_since_cert_n >= 5.5 & utilities < 465.5",1207,10.3295,0.2336,0.4098,0.362,0.4098,282,"earned_overissuance"
"4+",30,"rawearn >= 1044 & rawben_rel_max >= 0.5969 & rawben_rel_max < 0.6146",1316,11.2623,0.2257,0.4274,0.3813,0.4274,297,"earned_overissuance"
"4+",31,"shelter_expenses >= 1698 & utilities >= 851 & rawearn < 3420 & rawearn >= 1389",1402,11.9983,0.2204,0.4399,0.3967,0.4399,309,"earned_overissuance"
"4+",32,"rawearn >= 775 & utilities >= 867.5 & rawearn < 2426",1461,12.5032,0.2156,0.4509,0.4044,0.4509,315,"earned_overissuance"
"4+",33,"rawearn >= 1041 & rawgross < 1194 & total_deductions < 345",1468,12.5631,0.2153,0.4521,0.4056,0.4521,316,"earned_overissuance"
"4+",34,"utilities < 889 & rawearn >= 2154 & rawben_rel_max >= 0.6448",1825,15.6183,0.1934,0.5034,0.4531,0.5034,353,"earned_overissuance"
"1",1,"unc_rawben_rel_max >= 1.473 & elderly_disabled_i %in% c(""TRUE"") & rawunearn < 60.5 & shelter_expenses < 950.5",195,2.3132,0.7385,0.279,0.2562,0.279,144,"unearned_overissuance"
"1",2,"count_divisible_by_100 < 0.5 & total_deductions >= 2.5 & rawgross < 0.5 & elderly_disabled_i %in% c(""TRUE"")",314,3.7248,0.6975,0.4416,0.3897,0.4416,219,"unearned_overissuance"
"1",3,"unc_rawben_rel_max >= 1.522 & elderly_disabled_i %in% c(""TRUE"") & rawunearn < 4.5 & months_since_cert_n >= 1.5",333,3.9502,0.6847,0.4625,0.4057,0.4625,228,"unearned_overissuance"
"1",4,"count_divisible_by_100 >= 0.5 & rawgross >= 966 & rawben_rel_max >= 0.3746 & rawben_rel_max < 0.7987",369,4.3772,0.6694,0.4906,0.4395,0.4906,247,"unearned_overissuance"
"1",5,"unc_rawben_rel_max >= 1.788 & utilities < 606 & utilities >= 554.5",396,4.6975,0.6414,0.5093,0.452,0.5093,254,"unearned_overissuance"
"2-3",1,"elderly_disabled_i %in% c(""TRUE"") & rawunearn < 7.5 & unc_rawben_rel_max >= 1.152",76,1.1087,0.6711,0.1702,0.1116,0.1702,51,"unearned_overissuance"
"2-3",2,"elderly_disabled_i %in% c(""TRUE"") & children_i %in% c(""TRUE"") & rawunearn < 204",97,1.415,0.5876,0.1903,0.1247,0.1903,57,"unearned_overissuance"
"2-3",3,"shelter_expenses >= 1680 & shelter_expenses < 1778 & rawearn < 376.5",144,2.1007,0.4931,0.2298,0.1554,0.2298,71,"unearned_overissuance"
"2-3",4,"count_divisible_by_100 >= 0.5 & rawben_rel_max < 0.9641 & utilities >= 589",197,2.8738,0.4619,0.2653,0.1991,0.2653,91,"unearned_overissuance"
"2-3",5,"shelter_expenses >= 1513 & utilities < 684.5 & utilities >= 674",210,3.0635,0.4524,0.2744,0.2079,0.2744,95,"unearned_overissuance"
"2-3",6,"rawunearn >= 987.5 & rawgross < 1067 & rawben_rel_max < 0.6773",241,3.5157,0.4315,0.2921,0.2276,0.2921,104,"unearned_overissuance"
"2-3",7,"count_divisible_by_100 >= 0.5 & rawunearn < 74.5 & married < 0.5",383,5.5872,0.3734,0.3681,0.3129,0.3681,143,"unearned_overissuance"
"2-3",8,"shelter_expenses >= 1974 & months_since_cert_n >= 5.5 & total_deductions < 1297",442,6.4478,0.3507,0.4014,0.3392,0.4014,155,"unearned_overissuance"
"2-3",9,"total_deductions >= 1203 & months_since_cert_n < 3.5 & total_deductions < 1464",490,7.1481,0.3367,0.4263,0.3611,0.4263,165,"unearned_overissuance"
"2-3",10,"months_since_cert_n < 2.5 & rawben_rel_max < 0.9727 & rawben_rel_max >= 0.936",536,7.8191,0.3246,0.4486,0.3807,0.4486,174,"unearned_overissuance"
"2-3",11,"count_divisible_by_100 >= 0.5 & rawunearn < 96.5 & unc_rawben_rel_max < 1.138",554,8.0817,0.3177,0.4587,0.3851,0.4587,176,"unearned_overissuance"
"2-3",12,"utilities < 368 & shelter_expenses >= 762.5 & shelter_expenses < 780.5",578,8.4318,0.3149,0.4697,0.3982,0.4697,182,"unearned_overissuance"
"2-3",13,"unc_rawben_rel_max < 1.303 & rawunearn >= 915.5 & rawunearn < 942.5",651,9.4967,0.2995,0.499,0.4267,0.499,195,"unearned_overissuance"
"2-3",14,"shelter_expenses >= 2170 & total_deductions < 1532",715,10.4303,0.2811,0.5264,0.4398,0.5264,201,"unearned_overissuance"
"4+",1,"elderly_disabled_i %in% c(""TRUE"") & rawunearn < 0.5",32,0.7592,0.5625,0.0954,0.0641,0.0954,18,"unearned_overissuance"
"4+",2,"rawben_rel_max >= 0.7153 & rawunearn >= 1118 & months_since_cert_n >= 8.5",69,1.637,0.4783,0.1603,0.1174,0.1603,33,"unearned_overissuance"
"4+",3,"rawunearn >= 1602 & total_deductions >= 700 & total_deductions < 1079",102,2.4199,0.4706,0.1985,0.1708,0.1985,48,"unearned_overissuance"
"4+",4,"rawearn < 1428 & rawearn >= 1304 & shelter_expenses >= 1216",129,3.0605,0.4264,0.2353,0.1957,0.2353,55,"unearned_overissuance"
"4+",5,"shelter_expenses < 2420 & rawunearn >= 2484 & rawunearn < 2673",147,3.4875,0.4218,0.2535,0.2206,0.2535,62,"unearned_overissuance"
"4+",6,"utilities >= 451 & rawunearn >= 2039 & rawben_rel_max >= 0.4485",173,4.1044,0.3931,0.2826,0.242,0.2826,68,"unearned_overissuance"
"4+",7,"total_deductions < 374.6 & total_deductions >= 370.5",192,4.5552,0.3802,0.3021,0.2598,0.3021,73,"unearned_overissuance"
"4+",8,"shelter_expenses >= 2295 & rawgross >= 3664",235,5.5753,0.3404,0.3431,0.2847,0.3431,80,"unearned_overissuance"
"4+",9,"rawgross >= 1088 & rawgross < 1282 & months_since_cert_n < 1.5",277,6.5718,0.3249,0.3775,0.3203,0.3775,90,"unearned_overissuance"
"4+",10,"rawben_rel_max < 0.988 & rawben_rel_max >= 0.9554 & months_since_cert_n >= 7.5",304,7.2123,0.3158,0.3993,0.3416,0.3993,96,"unearned_overissuance"
"4+",11,"count_divisible_by_100 >= 0.5 & rawunearn < 93 & rawben_rel_max >= 0.4038",422,10.0119,0.2938,0.4857,0.4413,0.4857,124,"unearned_overissuance"
"4+",12,"unc_rawben_rel_max >= 1.176 & unc_rawben_rel_max < 1.207 & months_since_cert_n >= 2.5",484,11.4828,0.2727,0.5353,0.4698,0.5353,132,"unearned_overissuance"
"1",1,"unc_rawben_rel_max < -0.001718 & unc_rawben_rel_max >= -0.006995",77,2.1478,0.9221,0.3897,0.2971,0.3897,71,"underissuance"
"1",2,"rawben_rel_max < 0.7928 & elderly_disabled_i %in% c(""FALSE"") & rawunearn >= 311",144,4.0167,0.8194,0.5848,0.4937,0.5848,118,"underissuance"
"2-3",1,"rawgross >= 972 & unc_rawben_rel_max >= -0.004357 & unc_rawben_rel_max < 0.001676",19,0.3159,0.7895,0.0515,0.0374,0.0515,15,"underissuance"
"2-3",2,"rawunearn >= 753.5 & elderly_disabled_i %in% c(""FALSE"") & shelter_expenses < 547.5",116,1.9285,0.4483,0.1573,0.1297,0.1573,52,"underissuance"
"2-3",3,"rawben_rel_max < 0.734 & rawben_rel_max >= 0.6839 & utilities >= 719",147,2.4439,0.4354,0.1842,0.1596,0.1842,64,"underissuance"
"2-3",4,"rawgross >= 1126 & shelter_expenses < 331 & unc_rawben_rel_max >= 0.1773",284,4.7215,0.3627,0.2925,0.2569,0.2925,103,"underissuance"
"2-3",5,"rawearn >= 827 & rawearn < 922 & total_deductions >= 251.8",343,5.7024,0.344,0.3328,0.2943,0.3328,118,"underissuance"
"2-3",6,"rawgross >= 2916 & unc_rawben_rel_max >= -0.03169 & rawearn < 3203",414,6.8828,0.3261,0.382,0.3367,0.382,135,"underissuance"
"2-3",7,"cat_elig < 0.5 & rawgross >= 1166 & months_since_cert_n < 2.5",528,8.7781,0.3049,0.4545,0.4015,0.4545,161,"underissuance"
"2-3",8,"utilities >= 669.5 & total_deductions < 528.2 & rawunearn < 1626",602,10.0083,0.294,0.5008,0.4414,0.5008,177,"underissuance"
"4+",1,"rawearn >= 352 & total_deductions < 321.3 & total_deductions >= 299",47,0.7953,0.3191,0.0424,0.0381,0.0424,15,"underissuance"
"4+",2,"rawben_rel_max >= 0.2111 & rawearn >= 350 & total_deductions < 141.6",93,1.5736,0.3333,0.08,0.0787,0.08,31,"underissuance"
"4+",3,"rawben_rel_max < 0.6274 & rawgross < 2159 & shelter_expenses < 346",145,2.4535,0.3172,0.1239,0.1168,0.1239,46,"underissuance"
"4+",4,"rawearn >= 4093 & utilities >= 591 & rawben_rel_max >= 0.2061",183,3.0964,0.3169,0.1536,0.1472,0.1536,58,"underissuance"
"4+",5,"rawgross >= 3166 & cat_elig >= 1.5 & rawearn < 3314",289,4.89,0.2768,0.227,0.203,0.227,80,"underissuance"
"4+",6,"rawben_rel_max < 0.9549 & shelter_expenses < 707.5 & shelter_expenses >= 675.5",339,5.736,0.2714,0.2543,0.2335,0.2543,92,"underissuance"
"4+",7,"months_since_cert_n >= 5.5 & shelter_expenses >= 1546 & months_since_cert_n < 7.5",452,7.6481,0.2522,0.3176,0.2893,0.3176,114,"underissuance"
"4+",8,"rawearn >= 500.5 & rawunearn >= 734.5 & rawben_rel_max >= 0.6744",513,8.6802,0.2495,0.3493,0.3249,0.3493,128,"underissuance"
"4+",9,"rawgross >= 1649 & utilities < 344.5 & rawgross < 1991",581,9.8308,0.2427,0.3855,0.3579,0.3855,141,"underissuance"
"4+",10,"rawearn >= 3508 & utilities >= 559.5",688,11.6413,0.2224,0.4404,0.3883,0.4404,153,"underissuance"
"4+",11,"rawgross >= 2018 & rawgross < 2171 & married >= 0.5",766,12.9611,0.2167,0.4753,0.4213,0.4753,166,"underissuance"
"4+",12,"rawearn >= 451 & total_deductions < 352.4 & total_deductions >= 298.5",800,13.5364,0.2138,0.4916,0.434,0.4916,171,"underissuance"
"4+",13,"rawgross >= 1304 & rawunearn >= 138 & rawunearn < 253.5",880,14.89,0.2114,0.5261,0.4721,0.5261,186,"underissuance"
