hh_size,rule_id,rule,n_conditions,workload_pct,n_flagged,errors_caught,clean_flagged,precision,recall,dollar_recall,error_tag
1,rule4773,count_divisible_by_100 >= 0.5 & shelter_expenses >= 728 & utilities < 634.5 & unc_rawben_rel_max >= 0.4947,4,0.9,79,25,54,0.316,0.044,0.047,unearned_overissuance
1,rule7134,unc_rawben_rel_max >= 1.214 & rawunearn < 0.5,2,11.6,978,279,699,0.285,0.496,0.572,unearned_overissuance
1,rule3202,"unc_rawben_rel_max < 2.029 & rawunearn < 813.5 & elderly_disabled_i %in% c(""TRUE"") & utilities < 503.5",4,9.9,836,220,616,0.263,0.391,0.429,unearned_overissuance
1,rule11772,"unc_rawben_rel_max >= 0.484 & elderly_disabled_i %in% c(""TRUE"") & shelter_expenses < 650.5",3,9.7,819,214,605,0.261,0.381,0.418,unearned_overissuance
1,rule13034,rawben_rel_max >= 0.3217 & rawben_rel_max < 0.6673 & medical_deductions >= 113.5 & rawunearn < 1380,4,0.9,76,19,57,0.25,0.034,0.021,unearned_overissuance
1,rule12653,rawben_rel_max >= 0.4196 & rawben_rel_max < 0.7005 & total_deductions >= 600.5 & total_deductions < 652,4,0.5,45,11,34,0.244,0.02,0.017,unearned_overissuance
1,rule8570,unc_rawben_rel_max < 1.792 & total_deductions >= 2.8 & shelter_expenses < 362.5 & rawearn < 24.5,4,3.9,328,76,252,0.232,0.135,0.151,unearned_overissuance
1,rule11655,rawunearn < 0.5 & total_deductions >= 5.1 & shelter_expenses >= 721.5,3,8.3,702,157,545,0.224,0.279,0.316,unearned_overissuance
1,rule11046,rawben_rel_max >= 0.6661 & rawben_rel_max < 0.965 & total_deductions < 427 & shelter_expenses >= 33.5,4,2.4,203,44,159,0.217,0.078,0.07,unearned_overissuance
1,rule7395,"rawben_rel_max >= 0.4271 & rawunearn < 1338 & utilities < 377.5 & elderly_disabled_i %in% c(""TRUE"")",4,12.7,1069,230,839,0.215,0.409,0.429,unearned_overissuance
1,rule8301,rawgross < 812.5 & rawben_rel_max < 0.9651 & rawben_rel_max >= 0.5574 & rawunearn >= 241,4,3.6,305,63,242,0.207,0.112,0.097,unearned_overissuance
2-3,rule625,"elderly_disabled_i %in% c(""TRUE"") & rawunearn < 7.5 & unc_rawben_rel_max >= 1.152",3,1.1,76,51,25,0.671,0.112,0.17,unearned_overissuance
2-3,rule3141,"elderly_disabled_i %in% c(""TRUE"") & children_i %in% c(""TRUE"") & rawunearn < 204",3,0.7,48,26,22,0.542,0.057,0.076,unearned_overissuance
2-3,rule1609,"elderly_disabled_i %in% c(""TRUE"") & rawunearn < 7.5 & married < 0.5",3,1,68,35,33,0.515,0.077,0.114,unearned_overissuance
2-3,rule4389,unc_rawben_rel_max < 0.5103 & count_divisible_by_100 >= 0.5 & utilities >= 477.5,3,0.6,38,15,23,0.395,0.033,0.019,unearned_overissuance
2-3,rule1850,count_divisible_by_100 >= 0.5 & rawben_rel_max < 0.9641 & utilities >= 589,3,0.8,53,20,33,0.377,0.044,0.035,unearned_overissuance
2-3,rule4462,shelter_expenses >= 1513 & utilities < 684.5 & utilities >= 674,3,0.2,16,6,10,0.375,0.013,0.012,unearned_overissuance
2-3,rule1472,"count_divisible_by_100 < 0.5 & elderly_disabled_i %in% c(""TRUE"") & rawunearn < 283.5",3,2.2,153,55,98,0.359,0.12,0.187,unearned_overissuance
2-3,rule3433,total_deductions >= 1203 & months_since_cert_n < 3.5 & total_deductions < 1464,3,0.9,60,21,39,0.35,0.046,0.044,unearned_overissuance
2-3,rule3880,shelter_expenses >= 1680 & shelter_expenses < 1778 & rawearn < 376.5,3,0.8,53,18,35,0.34,0.039,0.059,unearned_overissuance
2-3,rule3656,rawgross < 0.5 & shelter_expenses >= 749 & shelter_expenses < 818,3,0.6,43,14,29,0.326,0.031,0.042,unearned_overissuance
2-3,rule2089,count_divisible_by_100 >= 0.5 & rawunearn < 74.5 & married < 0.5,3,2.4,162,52,110,0.321,0.114,0.106,unearned_overissuance
2-3,rule1781,count_divisible_by_100 >= 0.5 & rawunearn < 96.5 & unc_rawben_rel_max < 1.138,3,1.7,119,37,82,0.311,0.081,0.068,unearned_overissuance
2-3,rule898,total_deductions >= 1205 & rawgross < 2684 & months_since_cert_n < 5.5,3,1.6,107,32,75,0.299,0.07,0.083,unearned_overissuance
2-3,rule3714,utilities < 368 & shelter_expenses >= 762.5 & shelter_expenses < 780.5,3,0.4,27,8,19,0.296,0.018,0.014,unearned_overissuance
2-3,rule3801,rawunearn >= 987.5 & rawgross < 1067 & rawben_rel_max < 0.6773,3,0.5,31,9,22,0.29,0.02,0.018,unearned_overissuance
2-3,rule1213,"elderly_disabled_i %in% c(""FALSE"") & count_divisible_by_100 >= 0.5 & rawunearn < 96.5",3,2.6,180,52,128,0.289,0.114,0.113,unearned_overissuance
2-3,rule4426,rawgross < 0.5 & utilities >= 160.5 & utilities < 366.5,3,1.4,93,26,67,0.28,0.057,0.061,unearned_overissuance
2-3,rule2551,shelter_expenses >= 1606 & rawgross < 2402 & rawgross >= 2038,3,1.3,87,24,63,0.276,0.053,0.049,unearned_overissuance
2-3,rule3178,"elderly_disabled_i %in% c(""TRUE"") & rawben_rel_max >= 0.2794 & rawgross >= 1994",3,1.4,94,25,69,0.266,0.055,0.051,unearned_overissuance
2-3,rule1565,count_divisible_by_100 >= 0.5 & total_deductions < 195.5 & rawgross >= 511,3,0.7,49,13,36,0.265,0.028,0.015,unearned_overissuance
2-3,rule1832,shelter_expenses >= 1208 & rawgross < 0.5,2,2.7,183,46,137,0.251,0.101,0.137,unearned_overissuance
2-3,rule3085,shelter_expenses >= 1974 & months_since_cert_n >= 5.5 & total_deductions < 1297,3,0.9,63,15,48,0.238,0.033,0.037,unearned_overissuance
2-3,rule4569,months_since_cert_n < 2.5 & rawben_rel_max < 0.9727 & rawben_rel_max >= 0.936,3,0.7,51,12,39,0.235,0.026,0.031,unearned_overissuance
2-3,rule4523,rawunearn >= 1004 & total_deductions >= 609.5 & cat_elig >= 1.5,3,1.7,117,27,90,0.231,0.059,0.05,unearned_overissuance
2-3,rule301,shelter_expenses >= 1752 & rawben_rel_max < 0.9903 & rawgross < 2415,3,2.5,173,40,133,0.231,0.088,0.093,unearned_overissuance
2-3,rule1726,shelter_expenses >= 1668 & shelter_expenses < 1806 & utilities < 705.5,3,1.3,88,20,68,0.227,0.044,0.061,unearned_overissuance
2-3,rule610,count_divisible_by_100 >= 0.5 & total_deductions < 170.3,2,1.8,124,28,96,0.226,0.061,0.045,unearned_overissuance
2-3,rule2867,shelter_expenses < 2270 & unc_rawben_rel_max >= 0.1512 & rawunearn >= 2033,3,1.4,93,21,72,0.226,0.046,0.037,unearned_overissuance
2-3,rule1211,count_divisible_by_100 >= 0.5 & rawben_rel_max < 0.9602 & rawgross < 1220,3,1.5,103,23,80,0.223,0.05,0.035,unearned_overissuance
2-3,rule3540,count_divisible_by_100 >= 0.5 & shelter_expenses < 1604 & total_deductions < 244.6,3,2.2,153,32,121,0.209,0.07,0.048,unearned_overissuance
2-3,rule3546,"count_divisible_by_100 >= 0.5 & expedited_i %in% c(""TRUE"")",2,1.1,72,15,57,0.208,0.033,0.035,unearned_overissuance
2-3,rule2449,shelter_expenses >= 2170 & total_deductions < 1532,2,1.8,121,25,96,0.207,0.055,0.072,unearned_overissuance
2-3,rule3767,shelter_expenses >= 1683 & shelter_expenses < 1779,2,1.6,107,22,85,0.206,0.048,0.066,unearned_overissuance
2-3,rule1760,unc_rawben_rel_max >= 1.387 & utilities < 506.5,2,3,203,41,162,0.202,0.09,0.123,unearned_overissuance
2-3,rule2987,"elderly_disabled_i %in% c(""TRUE"") & rawunearn < 838.5",2,5.6,385,77,308,0.2,0.168,0.24,unearned_overissuance
4+,rule172,"elderly_disabled_i %in% c(""TRUE"") & rawunearn < 0.5",2,0.8,32,18,14,0.562,0.064,0.095,unearned_overissuance
4+,rule5938,"months_since_cert_n >= 1.5 & elderly_disabled_i %in% c(""TRUE"") & rawunearn < 596",3,1.1,48,21,27,0.438,0.075,0.104,unearned_overissuance
4+,rule1829,rawunearn >= 1602 & total_deductions >= 700 & total_deductions < 1079,3,0.9,37,15,22,0.405,0.053,0.038,unearned_overissuance
4+,rule7198,rawben_rel_max >= 0.7153 & rawunearn >= 1118 & months_since_cert_n >= 8.5,3,0.9,37,15,22,0.405,0.053,0.065,unearned_overissuance
4+,rule9940,shelter_expenses < 2420 & rawunearn >= 2484 & rawunearn < 2673,3,0.5,20,8,12,0.4,0.028,0.02,unearned_overissuance
4+,rule8181,"rawgross < 2060 & elderly_disabled_i %in% c(""TRUE"") & rawunearn < 648",3,1.2,52,20,32,0.385,0.071,0.102,unearned_overissuance
4+,rule1666,"count_divisible_by_100 < 0.5 & elderly_disabled_i %in% c(""TRUE"") & rawunearn < 598.5",3,1.4,58,22,36,0.379,0.078,0.102,unearned_overissuance
4+,rule5121,utilities >= 451 & rawunearn >= 2039 & rawben_rel_max >= 0.4485,3,0.9,36,13,23,0.361,0.046,0.058,unearned_overissuance
4+,rule954,rawunearn >= 1464 & rawben_rel_max >= 0.7101 & shelter_expenses < 1642,3,1.1,46,16,30,0.348,0.057,0.053,unearned_overissuance
4+,rule9164,shelter_expenses >= 1624 & shelter_expenses < 1647,2,0.7,28,9,19,0.321,0.032,0.028,unearned_overissuance
4+,rule968,rawunearn >= 2039 & utilities >= 473 & rawben_rel_max >= 0.4113,3,1.1,46,14,32,0.304,0.05,0.061,unearned_overissuance
4+,rule5588,rawgross < 1745 & rawgross >= 1720,2,0.7,30,9,21,0.3,0.032,0.036,unearned_overissuance
4+,rule3486,rawunearn >= 2100 & rawgross < 2698 & months_since_cert_n >= 2.5,3,1.2,50,15,35,0.3,0.053,0.059,unearned_overissuance
4+,rule6194,rawunearn >= 2224 & rawgross < 2674,2,1.3,54,16,38,0.296,0.057,0.048,unearned_overissuance
4+,rule6578,rawearn < 1428 & rawearn >= 1304 & shelter_expenses >= 1216,3,0.7,28,8,20,0.286,0.028,0.043,unearned_overissuance
4+,rule3999,rawben_rel_max < 0.988 & rawben_rel_max >= 0.9554 & months_since_cert_n >= 7.5,3,0.7,29,8,21,0.276,0.028,0.038,unearned_overissuance
4+,rule6870,unc_rawben_rel_max < 1.259 & shelter_expenses >= 1622 & shelter_expenses < 1648,3,0.7,29,8,21,0.276,0.028,0.022,unearned_overissuance
4+,rule8627,"unc_rawben_rel_max >= 0.7572 & rawben_rel_max < 0.8224 & elderly_disabled_i %in% c(""TRUE"")",3,1.9,80,22,58,0.275,0.078,0.085,unearned_overissuance
4+,rule591,rawunearn >= 1599 & months_since_cert_n >= 6.5 & months_since_cert_n < 9.5,3,1.3,55,15,40,0.273,0.053,0.053,unearned_overissuance
4+,rule6629,total_deductions < 374.6 & total_deductions >= 370.5,2,0.5,19,5,14,0.263,0.018,0.02,unearned_overissuance
4+,rule336,shelter_expenses >= 1978 & total_deductions < 1390 & rawunearn >= 44,3,2.4,100,26,74,0.26,0.093,0.112,unearned_overissuance
4+,rule393,count_divisible_by_100 >= 0.5 & rawunearn < 56.5 & months_since_cert_n < 3.5,3,1.9,81,21,60,0.259,0.075,0.062,unearned_overissuance
4+,rule2401,total_deductions < 1182 & shelter_expenses >= 1974 & rawunearn >= 44,3,2,85,22,63,0.259,0.078,0.102,unearned_overissuance
4+,rule5632,rawunearn >= 1294 & rawben_rel_max >= 0.5735 & rawben_rel_max < 0.6296,3,1.2,51,13,38,0.255,0.046,0.033,unearned_overissuance
4+,rule10030,"elderly_disabled_i %in% c(""FALSE"") & total_deductions >= 1154 & rawunearn >= 11.5",3,1.2,52,13,39,0.25,0.046,0.029,unearned_overissuance
4+,rule2875,shelter_expenses >= 1464 & rawunearn >= 461 & shelter_expenses < 1582,3,1.2,52,13,39,0.25,0.046,0.048,unearned_overissuance
4+,rule4340,rawunearn >= 1026 & shelter_expenses < 1127 & shelter_expenses >= 1068,3,0.8,32,8,24,0.25,0.028,0.022,unearned_overissuance
4+,rule6739,rawunearn >= 1238 & total_deductions >= 369.6 & total_deductions < 459.9,3,0.9,40,10,30,0.25,0.036,0.041,unearned_overissuance
4+,rule3328,rawunearn >= 1151 & utilities >= 638.5 & rawben_rel_max >= 0.5264,3,2.1,89,22,67,0.247,0.078,0.092,unearned_overissuance
4+,rule3853,"elderly_disabled_i %in% c(""TRUE"") & rawgross < 1885 & rawgross >= 1701",3,1.5,62,15,47,0.242,0.053,0.055,unearned_overissuance
4+,rule1509,count_divisible_by_100 >= 0.5 & rawunearn < 93 & rawben_rel_max >= 0.4038,3,3,127,30,97,0.236,0.107,0.099,unearned_overissuance
4+,rule2909,unc_rawben_rel_max < 1.372 & rawunearn >= 1266 & rawunearn < 1342,3,1.2,51,12,39,0.235,0.043,0.033,unearned_overissuance
4+,rule771,rawunearn >= 1024 & rawben_rel_max >= 0.7506 & total_deductions < 597.5,3,1.7,73,17,56,0.233,0.06,0.054,unearned_overissuance
4+,rule7475,rawgross >= 1088 & rawgross < 1282 & months_since_cert_n < 1.5,3,1,43,10,33,0.233,0.036,0.034,unearned_overissuance
4+,rule9111,rawgross >= 677.5 & rawben_rel_max >= 0.7955 & rawben_rel_max < 0.8085,3,1.1,48,11,37,0.229,0.039,0.031,unearned_overissuance
4+,rule5853,total_deductions < 285.6 & utilities >= 504 & utilities < 578.5,3,0.9,40,9,31,0.225,0.032,0.028,unearned_overissuance
4+,rule5103,rawunearn >= 1148 & rawben_rel_max >= 0.7158 & total_deductions < 720,3,2.6,111,25,86,0.225,0.089,0.083,unearned_overissuance
4+,rule4450,utilities >= 880.5 & utilities < 922 & rawben_rel_max < 0.851,3,1.2,49,11,38,0.224,0.039,0.03,unearned_overissuance
4+,rule10907,rawgross >= 1222 & rawgross < 1281,2,1.3,54,12,42,0.222,0.043,0.042,unearned_overissuance
4+,rule8644,shelter_expenses >= 2152 & total_deductions < 1388 & months_since_cert_n < 2.5,3,1.7,73,16,57,0.219,0.057,0.071,unearned_overissuance
4+,rule3115,shelter_expenses >= 2295 & rawgross >= 3664,2,1.1,46,10,36,0.217,0.036,0.052,unearned_overissuance
4+,rule9288,utilities >= 386.5 & total_deductions < 462.2 & total_deductions >= 444,3,1,42,9,33,0.214,0.032,0.047,unearned_overissuance
4+,rule1627,count_divisible_by_100 >= 0.5 & rawunearn < 93 & unc_rawben_rel_max < 1.063,3,2.6,109,23,86,0.211,0.082,0.075,unearned_overissuance
4+,rule804,rawunearn >= 964.5 & rawben_rel_max >= 0.7151 & utilities < 424,3,2.4,100,21,79,0.21,0.075,0.051,unearned_overissuance
4+,rule4436,rawben_rel_max >= 0.3538 & rawben_rel_max < 0.3797 & utilities >= 438,3,0.9,39,8,31,0.205,0.028,0.029,unearned_overissuance
1,rule2030,unc_rawben_rel_max < -0.001718 & unc_rawben_rel_max >= -0.006995,2,2.1,77,71,6,0.922,0.297,0.39,underissuance
1,rule2038,unc_rawben_rel_max < -0.001718 & unc_rawben_rel_max >= -0.01 & shelter_expenses >= 466.5,3,1.3,48,44,4,0.917,0.184,0.246,underissuance
1,rule2258,rawgross >= 1170 & unc_rawben_rel_max >= -0.008775 & unc_rawben_rel_max < -0.001718,3,1.8,65,59,6,0.908,0.247,0.334,underissuance
1,rule1963,rawearn < 738 & unc_rawben_rel_max < -0.001718 & unc_rawben_rel_max >= -0.01,3,1.8,64,56,8,0.875,0.234,0.29,underissuance
1,rule21102,rawgross < 1836 & unc_rawben_rel_max < -0.001718 & unc_rawben_rel_max >= -0.014,3,2.3,81,70,11,0.864,0.293,0.386,underissuance
1,rule11331,"rawben_rel_max < 0.7928 & elderly_disabled_i %in% c(""FALSE"") & rawunearn >= 311",3,2.1,76,56,20,0.737,0.234,0.254,underissuance
1,rule321,"rawben_rel_max < 0.8024 & elderly_disabled_i %in% c(""FALSE"") & rawunearn >= 345.5",3,2.2,78,57,21,0.731,0.238,0.255,underissuance
1,rule13573,unc_rawben_rel_max < 0.6525 & rawunearn < 548.5 & rawben_rel_max >= 0.5773,3,0.7,25,18,7,0.72,0.075,0.052,underissuance
1,rule3930,"rawben_rel_max < 0.8023 & elderly_disabled_i %in% c(""FALSE"") & rawearn < 562",3,2.2,79,56,23,0.709,0.234,0.239,underissuance
1,rule2274,"unc_rawben_rel_max < 0.686 & elderly_disabled_i %in% c(""FALSE"") & rawearn < 892",3,2.3,82,58,24,0.707,0.243,0.257,underissuance
1,rule5219,"unc_rawben_rel_max < 0.8043 & elderly_disabled_i %in% c(""FALSE"") & rawearn < 630",3,2.3,83,58,25,0.699,0.243,0.246,underissuance
1,rule2370,"rawben_rel_max < 0.8023 & elderly_disabled_i %in% c(""FALSE"") & rawgross < 1062",3,3,108,71,37,0.657,0.297,0.255,underissuance
1,rule5108,"rawben_rel_max < 0.8041 & elderly_disabled_i %in% c(""FALSE"") & total_deductions < 421.1",3,4.2,151,92,59,0.609,0.385,0.392,underissuance
1,rule9807,"unc_rawben_rel_max < 0.6872 & elderly_disabled_i %in% c(""TRUE"") & rawunearn < 580",3,0.8,28,17,11,0.607,0.071,0.07,underissuance
1,rule952,"rawben_rel_max < 0.6525 & elderly_disabled_i %in% c(""FALSE"") & rawgross < 1692",3,4.4,157,93,64,0.592,0.389,0.439,underissuance
1,rule15953,rawearn < 915.5 & rawben_rel_max < 0.6574 & rawearn >= 140.5,3,2,71,40,31,0.563,0.167,0.141,underissuance
1,rule17705,unc_rawben_rel_max < 0.794 & rawunearn < 590 & months_since_cert_n >= 5.5,3,2.1,75,40,35,0.533,0.167,0.133,underissuance
1,rule4793,unc_rawben_rel_max < 0.7928 & rawunearn < 576 & rawgross < 1364,3,3.7,131,69,62,0.527,0.289,0.22,underissuance
1,rule17947,rawearn >= 183.5 & rawgross < 1677 & rawben_rel_max < 0.654,3,4.1,148,77,71,0.52,0.322,0.33,underissuance
1,rule7248,rawearn >= 446.5 & months_since_cert_n >= 5.5 & months_since_cert_n < 9.5,3,1.6,57,28,29,0.491,0.117,0.106,underissuance
1,rule2239,rawben_rel_max < 0.8023 & rawunearn < 653.5 & unc_rawben_rel_max >= 0.5916,3,2.6,92,45,47,0.489,0.188,0.114,underissuance
1,rule2095,rawearn >= 746 & rawgross < 1748 & unc_rawben_rel_max < 0.7938,3,4.2,149,72,77,0.483,0.301,0.307,underissuance
1,rule4948,rawben_rel_max < 0.8043 & rawunearn < 655 & rawben_rel_max >= 0.6117,3,2.4,85,41,44,0.482,0.172,0.1,underissuance
1,rule19103,unc_rawben_rel_max < 0.7986 & rawben_rel_max >= 0.4825 & shelter_expenses < 491.5,3,2.8,99,43,56,0.434,0.18,0.121,underissuance
1,rule15605,"rawearn >= 93.5 & elderly_disabled_i %in% c(""TRUE"") & shelter_expenses < 1040",3,1.7,61,25,36,0.41,0.105,0.103,underissuance
1,rule16339,"unc_rawben_rel_max < 0.7238 & elderly_disabled_i %in% c(""FALSE"") & rawunearn < 655",3,4.6,166,66,100,0.398,0.276,0.264,underissuance
1,rule10467,rawearn >= 444.5 & rawgross < 1703 & months_since_cert_n < 9.5,3,5.9,211,79,132,0.374,0.331,0.327,underissuance
1,rule7988,"rawben_rel_max < 0.8023 & expedited_i %in% c(""FALSE"") & rawunearn < 756.5",3,7.3,261,97,164,0.372,0.406,0.364,underissuance
1,rule18548,rawgross < 1010 & cat_elig >= 1.5 & rawben_rel_max < 0.6558,3,1.9,68,24,44,0.353,0.1,0.103,underissuance
1,rule7907,"unc_rawben_rel_max >= -0.001718 & rawearn >= 193 & elderly_disabled_i %in% c(""TRUE"")",3,1.5,55,19,36,0.345,0.079,0.075,underissuance
1,rule7038,rawben_rel_max < 0.7928 & rawunearn < 819 & utilities >= 321,3,4.1,148,49,99,0.331,0.205,0.173,underissuance
1,rule17522,shelter_expenses < 515 & utilities >= 343.5 & utilities < 366.5,3,1.1,40,12,28,0.3,0.05,0.054,underissuance
1,rule20922,unc_rawben_rel_max < 0.6856 & months_since_cert_n < 2.5 & rawunearn < 951.5,3,4.8,171,51,120,0.298,0.213,0.223,underissuance
1,rule9419,months_since_cert_n < 2.5 & rawben_rel_max < 0.7915 & rawunearn < 956.5,3,5.5,197,57,140,0.289,0.238,0.236,underissuance
1,rule7094,"shelter_expenses < 1170 & rawearn >= 243 & homeless %in% c(""FALSE"")",3,7,252,70,182,0.278,0.293,0.297,underissuance
1,rule10994,rawgross >= 910.5 & months_since_cert_n < 2.5 & rawunearn < 956.5,3,3.5,126,35,91,0.278,0.146,0.162,underissuance
1,rule21735,unc_rawben_rel_max < 0.6487 & utilities >= 672.5 & months_since_cert_n >= 10.5,3,1.8,63,17,46,0.27,0.071,0.075,underissuance
1,rule16873,rawearn >= 838.5 & percent_abawd < 0.5,2,4,143,38,105,0.266,0.159,0.162,underissuance
1,rule22777,rawgross >= 1068 & unc_rawben_rel_max >= -0.006995 & utilities < 493.5,3,8.2,293,77,216,0.263,0.322,0.367,underissuance
1,rule22883,rawgross >= 1236 & unc_rawben_rel_max >= -0.01259 & cat_elig >= 0.5,3,10.1,363,93,270,0.256,0.389,0.466,underissuance
1,rule6179,unc_rawben_rel_max < 0.6525 & shelter_expenses < 363 & cat_elig >= 0.5,3,9.5,339,77,262,0.227,0.322,0.346,underissuance
1,rule17898,rawunearn >= 939.5 & months_since_cert_n < 3.5 & rawunearn < 960.5,3,0.6,22,5,17,0.227,0.021,0.013,underissuance
1,rule23414,rawben_rel_max < 0.275 & unc_rawben_rel_max >= -0.01779 & utilities < 634.5,3,12.3,440,96,344,0.218,0.402,0.491,underissuance
1,rule18219,rawben_rel_max < 0.5419 & rawgross < 1356 & utilities >= 565.5,3,2,71,15,56,0.211,0.063,0.061,underissuance
1,rule5719,unc_rawben_rel_max < 0.7305 & utilities >= 663.5 & rawben_rel_max >= 0.2995,3,3,109,23,86,0.211,0.096,0.078,underissuance
1,rule8354,unc_rawben_rel_max < 0.7532 & utilities >= 663.5 & rawgross < 1680,3,3.7,134,27,107,0.201,0.113,0.11,underissuance
2-3,rule3188,rawgross >= 972 & unc_rawben_rel_max >= -0.004357 & unc_rawben_rel_max < 0.001676,3,0.3,19,15,4,0.789,0.037,0.052,underissuance
2-3,rule3743,rawgross >= 991.5 & unc_rawben_rel_max >= -0.005447 & unc_rawben_rel_max < 0.004203,3,0.4,23,16,7,0.696,0.04,0.053,underissuance
2-3,rule14380,rawben_rel_max < 0.734 & rawben_rel_max >= 0.6839 & utilities >= 719,3,0.5,31,12,19,0.387,0.03,0.027,underissuance
2-3,rule9977,"rawunearn >= 753.5 & elderly_disabled_i %in% c(""FALSE"") & shelter_expenses < 547.5",3,1.6,97,37,60,0.381,0.092,0.106,underissuance
2-3,rule1406,rawgross >= 1126 & shelter_expenses < 331 & unc_rawben_rel_max >= 0.1773,3,2.7,162,51,111,0.315,0.127,0.15,underissuance
2-3,rule5069,unc_rawben_rel_max < 0.8892 & shelter_expenses < 9.5 & rawunearn < 646,3,2.9,177,53,124,0.299,0.132,0.118,underissuance
2-3,rule12690,rawearn >= 893.5 & months_since_cert_n < 0.5 & shelter_expenses < 936.5,3,1.1,67,19,48,0.284,0.047,0.047,underissuance
2-3,rule1771,rawben_rel_max < 0.8922 & shelter_expenses < 9.5 & months_since_cert_n < 9.5,3,3.9,236,67,169,0.284,0.167,0.16,underissuance
2-3,rule7422,rawgross >= 1108 & utilities < 363.5 & rawben_rel_max >= 0.625,3,1.7,104,29,75,0.279,0.072,0.058,underissuance
2-3,rule2081,rawben_rel_max < 0.9163 & rawearn >= 36.5 & rawearn < 922,3,4.3,260,71,189,0.273,0.177,0.166,underissuance
2-3,rule10399,"rawben_rel_max < 0.7888 & elderly_disabled_i %in% c(""FALSE"") & rawunearn >= 771",3,4.5,268,73,195,0.272,0.182,0.226,underissuance
2-3,rule2490,unc_rawben_rel_max < 0.9164 & rawearn >= 0.5 & rawearn < 949,3,4.6,278,74,204,0.266,0.185,0.17,underissuance
2-3,rule2567,unc_rawben_rel_max < 0.9241 & rawearn >= 0.5 & rawearn < 922,3,4.6,276,72,204,0.261,0.18,0.167,underissuance
2-3,rule1230,"unc_rawben_rel_max < 0.9038 & elderly_disabled_i %in% c(""FALSE"") & total_deductions < 103.7",3,3.5,208,53,155,0.255,0.132,0.137,underissuance
2-3,rule4305,rawgross >= 1258 & cat_elig < 0.5 & utilities < 348.5,3,2.3,141,36,105,0.255,0.09,0.098,underissuance
2-3,rule14719,utilities >= 669.5 & total_deductions < 528.2 & rawunearn < 1626,3,1.3,79,20,59,0.253,0.05,0.061,underissuance
2-3,rule12894,rawearn >= 827 & rawearn < 922 & total_deductions >= 251.8,3,1,60,15,45,0.25,0.037,0.04,underissuance
2-3,rule13745,rawgross >= 1061 & rawgross < 1182 & shelter_expenses < 835.5,3,1.8,109,27,82,0.248,0.067,0.062,underissuance
2-3,rule14110,rawben_rel_max < 0.9163 & shelter_expenses < 9.5 & total_deductions < 244.3,3,3.9,235,58,177,0.247,0.145,0.127,underissuance
2-3,rule14129,rawgross >= 2916 & unc_rawben_rel_max >= -0.03169 & rawearn < 3203,3,1.2,73,18,55,0.247,0.045,0.05,underissuance
2-3,rule7961,rawgross >= 1204 & shelter_expenses < 505.5 & months_since_cert_n < 3.5,3,2.8,167,41,126,0.246,0.102,0.128,underissuance
2-3,rule590,"unc_rawben_rel_max < 0.8992 & elderly_disabled_i %in% c(""FALSE"") & total_deductions < 254.9",3,6.3,381,93,288,0.244,0.232,0.219,underissuance
2-3,rule3860,rawgross >= 971 & shelter_expenses < 351.5 & rawunearn < 1245,3,3.2,195,47,148,0.241,0.117,0.131,underissuance
2-3,rule12772,"rawearn < 0.5 & unc_rawben_rel_max < 0.8306 & elderly_disabled_i %in% c(""FALSE"")",3,4.3,257,61,196,0.237,0.152,0.177,underissuance
2-3,rule6940,unc_rawben_rel_max < 0.9164 & rawunearn < 581.5 & rawunearn >= 333.5,3,2.9,176,41,135,0.233,0.102,0.094,underissuance
2-3,rule3944,rawgross >= 1013 & utilities < 360.5 & rawben_rel_max >= 0.5458,3,4.1,249,58,191,0.233,0.145,0.139,underissuance
2-3,rule10310,cat_elig < 0.5 & rawgross >= 1166 & months_since_cert_n < 2.5,3,2.3,136,31,105,0.228,0.077,0.087,underissuance
2-3,rule10923,rawearn >= 2884 & rawearn < 3265,2,1.1,66,15,51,0.227,0.037,0.045,underissuance
2-3,rule6248,rawgross >= 1444 & rawgross < 1671 & utilities < 371.5,3,2.6,159,36,123,0.226,0.09,0.09,underissuance
2-3,rule3638,rawearn >= 35.5 & rawunearn >= 145 & rawgross < 2134,3,6.3,377,85,292,0.225,0.212,0.205,underissuance
2-3,rule7853,rawben_rel_max < 0.795 & shelter_expenses < 369.5 & months_since_cert_n >= 2.5,3,5.1,304,68,236,0.224,0.17,0.185,underissuance
2-3,rule10128,rawearn >= 583.5 & rawgross < 1670 & rawben_rel_max < 0.9243,3,9.4,566,124,442,0.219,0.309,0.265,underissuance
2-3,rule9637,total_deductions < 617.7 & rawgross >= 980 & rawben_rel_max >= 0.6966,3,2.6,155,34,121,0.219,0.085,0.064,underissuance
2-3,rule2093,rawben_rel_max < 0.8913 & rawearn >= 158 & rawgross < 1890,3,13.4,804,175,629,0.218,0.436,0.397,underissuance
2-3,rule6292,rawgross >= 992 & shelter_expenses < 467 & months_since_cert_n >= 2.5,3,4.9,292,63,229,0.216,0.157,0.178,underissuance
2-3,rule9282,rawearn >= 577 & rawearn < 1721 & rawgross >= 1442,3,7.4,444,96,348,0.216,0.239,0.255,underissuance
2-3,rule6028,rawben_rel_max < 0.8179 & utilities >= 783.5 & utilities < 856,3,1.9,116,25,91,0.216,0.062,0.07,underissuance
2-3,rule11287,rawben_rel_max < 0.7999 & cat_elig < 0.5 & shelter_expenses >= 802.5,3,2,121,26,95,0.215,0.065,0.056,underissuance
