"state","budget","var","n_rules_using_var","share_flagged_gt90","share_caseload_gt90","share_errors_gt90","share_flagged_gt99","share_caseload_gt99","share_errors_gt99","share_flagged_p0","share_caseload_p0","share_benponly_err_gt90","share_shared_err_gt90"
"Ohio",0.1,"rawrent_p",0,NA,0.0849,0.033,NA,0.0134,0,NA,0.3162,0.1667,0
"Oklahoma",0.05,"rawgrinc_p",0,NA,0.0985,0.1727,NA,0.0252,0.0719,NA,0.2108,0,0
"Oklahoma",0.05,"rawearn_p",2,0,0.047,0.1295,0,0.0126,0.0504,0.5833,0.6644,0,0
"Oklahoma",0.05,"rawunearn_p",0,NA,0.0664,0.0863,NA,0.016,0.0432,NA,0.457,0,0
"Oklahoma",0.05,"rawmedded_p",0,NA,0.0023,0,NA,0.0011,0,NA,0.9759,0,0
"Oklahoma",0.05,"rawdepded_p",0,NA,0,0,NA,0,0,NA,0.9828,0,0
"Oklahoma",0.05,"rawcsded_p",0,NA,0.0034,0.0072,NA,0.0023,0.0072,NA,0.9874,0,0
"Oklahoma",0.05,"rawrent_p",1,0.5625,0.0928,0.1727,0,0.0149,0.0288,0,0.3814,0.3333,0.6667
"Oklahoma",0.1,"rawgrinc_p",0,NA,0.0985,0.1727,NA,0.0252,0.0719,NA,0.2108,0,0.0526
"Oklahoma",0.1,"rawearn_p",1,0,0.047,0.1295,0,0.0126,0.0504,0.1667,0.6644,0,0
"Oklahoma",0.1,"rawunearn_p",3,0.1034,0.0664,0.0863,0.0517,0.016,0.0432,0,0.457,0.125,0.2105
"Oklahoma",0.1,"rawmedded_p",0,NA,0.0023,0,NA,0.0011,0,NA,0.9759,0,0
"Oklahoma",0.1,"rawdepded_p",0,NA,0,0,NA,0,0,NA,0.9828,0,0
"Oklahoma",0.1,"rawcsded_p",2,0,0.0034,0.0072,0,0.0023,0.0072,1,0.9874,0,0.0526
"Oklahoma",0.1,"rawrent_p",4,0.3103,0.0928,0.1727,0.0172,0.0149,0.0288,0,0.3814,0.125,0.3684
"Oregon",0.05,"rawgrinc_p",0,NA,0.0984,0.1452,NA,0.0134,0.0242,NA,0.2296,0,0
"Oregon",0.05,"rawearn_p",0,NA,0.0486,0.0968,NA,0.0036,0,NA,0.7084,0,0
"Oregon",0.05,"rawunearn_p",1,0,0.0668,0.0565,0,0.0146,0.0323,0.5882,0.4508,0,0
"Oregon",0.05,"rawmedded_p",0,NA,0.0036,0.0081,NA,0,0,NA,0.9453,0,0
"Oregon",0.05,"rawdepded_p",0,NA,0.0036,0.0161,NA,0.0012,0,NA,0.9878,0,0
"Oregon",0.05,"rawcsded_p",0,NA,0,0,NA,0,0,NA,0.9951,0,0
"Oregon",0.05,"rawrent_p",0,NA,0.0923,0.1855,NA,0.0134,0.0323,NA,0.322,0.0769,0
"Oregon",0.1,"rawgrinc_p",1,0,0.0984,0.1452,0,0.0134,0.0242,0,0.2296,0.2727,0.0588
"Oregon",0.1,"rawearn_p",1,0,0.0486,0.0968,0,0.0036,0,0.2143,0.7084,0,0.0588
"Oregon",0.1,"rawunearn_p",1,0,0.0668,0.0565,0,0.0146,0.0323,0.5882,0.4508,0.1818,0
"Oregon",0.1,"rawmedded_p",0,NA,0.0036,0.0081,NA,0,0,NA,0.9453,0.0909,0
"Oregon",0.1,"rawdepded_p",0,NA,0.0036,0.0161,NA,0.0012,0,NA,0.9878,0,0
"Oregon",0.1,"rawcsded_p",0,NA,0,0,NA,0,0,NA,0.9951,0,0
"Oregon",0.1,"rawrent_p",0,NA,0.0923,0.1855,NA,0.0134,0.0323,NA,0.322,0.0909,0.1176
"Pennsylvania",0.05,"rawgrinc_p",0,NA,0.1224,0.1284,NA,0.0158,0.0275,NA,0.1447,0,0
"Pennsylvania",0.05,"rawearn_p",1,0,0.0658,0.1009,0,0.0118,0.0183,0.4348,0.6868,0,0
"Pennsylvania",0.05,"rawunearn_p",0,NA,0.0684,0.055,NA,0.0066,0.0092,NA,0.3461,0.25,0
"Pennsylvania",0.05,"rawmedded_p",0,NA,0.0092,0.0092,NA,0,0,NA,0.9,0,0
"Pennsylvania",0.05,"rawdepded_p",0,NA,0.0039,0.0092,NA,0.0026,0.0092,NA,0.9829,0,0
"Pennsylvania",0.05,"rawcsded_p",1,0,0.0039,0.0092,0,0.0039,0.0092,1,0.9816,0,0
"Pennsylvania",0.05,"rawrent_p",2,0.2,0.0974,0.1927,0.0286,0.0132,0.0275,0,0.2434,0.125,0.6667
"Pennsylvania",0.1,"rawgrinc_p",2,0,0.1224,0.1284,0,0.0158,0.0275,0,0.1447,0,0
"Pennsylvania",0.1,"rawearn_p",1,0,0.0658,0.1009,0,0.0118,0.0183,0.4348,0.6868,0,0
"Pennsylvania",0.1,"rawunearn_p",0,NA,0.0684,0.055,NA,0.0066,0.0092,NA,0.3461,0.0588,0.1667
"Pennsylvania",0.1,"rawmedded_p",0,NA,0.0092,0.0092,NA,0,0,NA,0.9,0,0
"Pennsylvania",0.1,"rawdepded_p",1,0,0.0039,0.0092,0,0.0026,0.0092,1,0.9829,0,0
"Pennsylvania",0.1,"rawcsded_p",1,0,0.0039,0.0092,0,0.0039,0.0092,1,0.9816,0.0588,0
"Pennsylvania",0.1,"rawrent_p",2,0.2,0.0974,0.1927,0.0286,0.0132,0.0275,0,0.2434,0.1765,0.6667
"Rhode Island",0.05,"rawgrinc_p",1,0.0938,0.1104,0.131,0,0.015,0.0417,0,0.1211,0,0.125
"Rhode Island",0.05,"rawearn_p",0,NA,0.0289,0.0536,NA,0.0054,0.0238,NA,0.7953,0,0
"Rhode Island",0.05,"rawunearn_p",1,0.1,0.0868,0.0893,0,0.0118,0.0298,0,0.2562,0,0.1875
"Rhode Island",0.05,"rawmedded_p",0,NA,0.0107,0.0238,NA,0.0021,0.0119,NA,0.8917,0,0.0625
"Rhode Island",0.05,"rawdepded_p",0,NA,0.0021,0.006,NA,0.0011,0,NA,0.9829,0,0
"Rhode Island",0.05,"rawcsded_p",0,NA,0.0021,0.006,NA,0.0021,0.006,NA,0.9968,0,0
"Rhode Island",0.05,"rawrent_p",0,NA,0.0879,0.1429,NA,0.0139,0.0238,NA,0.2283,0,0.3125
"Rhode Island",0.1,"rawgrinc_p",2,0.0909,0.1104,0.131,0,0.015,0.0417,0,0.1211,0.2308,0.1364
"Rhode Island",0.1,"rawearn_p",1,0,0.0289,0.0536,0,0.0054,0.0238,1,0.7953,0.1538,0.0455
"Rhode Island",0.1,"rawunearn_p",3,0.1774,0.0868,0.0893,0,0.0118,0.0298,0,0.2562,0,0.1364
"Rhode Island",0.1,"rawmedded_p",0,NA,0.0107,0.0238,NA,0.0021,0.0119,NA,0.8917,0,0.0455
"Rhode Island",0.1,"rawdepded_p",0,NA,0.0021,0.006,NA,0.0011,0,NA,0.9829,0,0
"Rhode Island",0.1,"rawcsded_p",0,NA,0.0021,0.006,NA,0.0021,0.006,NA,0.9968,0,0
"Rhode Island",0.1,"rawrent_p",2,0.7826,0.0879,0.1429,0.0435,0.0139,0.0238,0,0.2283,0.3846,0.3636
"South Carolina",0.05,"rawgrinc_p",0,NA,0.0882,0.1182,NA,0.0121,0.0455,NA,0.2029,0.4,0
"South Carolina",0.05,"rawearn_p",0,NA,0.029,0.0545,NA,0.0072,0.0273,NA,0.7367,0.4,0
"South Carolina",0.05,"rawunearn_p",1,0,0.07,0.0727,0,0.0121,0.0091,0.8421,0.3925,0,0
"South Carolina",0.05,"rawmedded_p",0,NA,0.0048,0.0091,NA,0.0024,0,NA,0.9505,0,0
"South Carolina",0.05,"rawdepded_p",0,NA,0.0048,0.0182,NA,0.0012,0,NA,0.9638,0.2,0
"South Carolina",0.05,"rawcsded_p",0,NA,0.0024,0.0091,NA,0.0024,0.0091,NA,0.994,0,0
"South Carolina",0.05,"rawrent_p",1,0.3158,0.0761,0.1545,0.0526,0.0169,0.0364,0,0.413,0.4,0
"South Carolina",0.1,"rawgrinc_p",0,NA,0.0882,0.1182,NA,0.0121,0.0455,NA,0.2029,0.2222,0
"South Carolina",0.1,"rawearn_p",0,NA,0.029,0.0545,NA,0.0072,0.0273,NA,0.7367,0.2222,0
"South Carolina",0.1,"rawunearn_p",1,0,0.07,0.0727,0,0.0121,0.0091,0.8421,0.3925,0,0.0588
"South Carolina",0.1,"rawmedded_p",0,NA,0.0048,0.0091,NA,0.0024,0,NA,0.9505,0,0
"South Carolina",0.1,"rawdepded_p",0,NA,0.0048,0.0182,NA,0.0012,0,NA,0.9638,0.1111,0
"South Carolina",0.1,"rawcsded_p",0,NA,0.0024,0.0091,NA,0.0024,0.0091,NA,0.994,0,0
"South Carolina",0.1,"rawrent_p",1,0.3158,0.0761,0.1545,0.0526,0.0169,0.0364,0,0.413,0.2222,0.1176
"South Dakota",0.05,"rawgrinc_p",3,0,0.0797,0.1034,0,0.0102,0.0345,0,0.2695,NA,0
"South Dakota",0.05,"rawearn_p",3,0,0.0288,0,0,0.0085,0,0.0833,0.7441,NA,0
"South Dakota",0.05,"rawunearn_p",3,0,0.0627,0.069,0,0.0085,0,0.6667,0.4407,NA,0
"South Dakota",0.05,"rawmedded_p",0,NA,0.0085,0,NA,0,0,NA,0.8949,NA,0
"South Dakota",0.05,"rawdepded_p",0,NA,0,0,NA,0,0,NA,0.9898,NA,0
"South Dakota",0.05,"rawcsded_p",1,0,0,0,0,0,0,1,0.9966,NA,0
"South Dakota",0.05,"rawrent_p",0,NA,0.0746,0.1379,NA,0.0085,0.069,NA,0.3763,NA,0
"South Dakota",0.1,"rawgrinc_p",3,0,0.0797,0.1034,0,0.0102,0.0345,0,0.2695,NA,0.25
"South Dakota",0.1,"rawearn_p",3,0.0857,0.0288,0,0,0.0085,0,0.0571,0.7441,NA,0
"South Dakota",0.1,"rawunearn_p",4,0,0.0627,0.069,0,0.0085,0,0.5417,0.4407,NA,0
"South Dakota",0.1,"rawmedded_p",0,NA,0.0085,0,NA,0,0,NA,0.8949,NA,0
"South Dakota",0.1,"rawdepded_p",1,0,0,0,0,0,0,0.9565,0.9898,NA,0
"South Dakota",0.1,"rawcsded_p",2,0,0,0,0,0,0,1,0.9966,NA,0
"South Dakota",0.1,"rawrent_p",0,NA,0.0746,0.1379,NA,0.0085,0.069,NA,0.3763,NA,0
"Tennessee",0.05,"rawgrinc_p",3,0,0.0704,0.0645,0,0.0096,0.0215,0,0.2111,0,0.1667
"Tennessee",0.05,"rawearn_p",1,0.1538,0.0192,0.0538,0,0.0032,0.0108,0,0.7804,0,0.1667
"Tennessee",0.05,"rawunearn_p",0,NA,0.0597,0.0538,NA,0.0085,0.0108,NA,0.3529,0,0
"Tennessee",0.05,"rawmedded_p",0,NA,0.0043,0,NA,0,0,NA,0.951,0,0
"Tennessee",0.05,"rawdepded_p",0,NA,0.0021,0.0108,NA,0.0021,0.0108,NA,0.9861,0.5,0
"Tennessee",0.05,"rawcsded_p",0,NA,0.0021,0,NA,0.0011,0,NA,0.9883,0,0
"Tennessee",0.05,"rawrent_p",0,NA,0.0821,0.1398,NA,0.0181,0.0215,NA,0.419,0,0.3333
"Tennessee",0.1,"rawgrinc_p",4,0.0196,0.0704,0.0645,0,0.0096,0.0215,0,0.2111,0,0.0909
"Tennessee",0.1,"rawearn_p",1,0.1538,0.0192,0.0538,0,0.0032,0.0108,0,0.7804,0,0.1818
"Tennessee",0.1,"rawunearn_p",0,NA,0.0597,0.0538,NA,0.0085,0.0108,NA,0.3529,0,0
"Tennessee",0.1,"rawmedded_p",0,NA,0.0043,0,NA,0,0,NA,0.951,0,0
"Tennessee",0.1,"rawdepded_p",0,NA,0.0021,0.0108,NA,0.0021,0.0108,NA,0.9861,0,0
"Tennessee",0.1,"rawcsded_p",0,NA,0.0021,0,NA,0.0011,0,NA,0.9883,0,0
"Tennessee",0.1,"rawrent_p",1,0.1429,0.0821,0.1398,0.0714,0.0181,0.0215,0,0.419,0,0.1818
"Texas",0.05,"rawgrinc_p",0,NA,0.0817,0.129,NA,0.0108,0.0161,NA,0.1779,0.2857,0.25
"Texas",0.05,"rawearn_p",0,NA,0.0361,0.0806,NA,0.0048,0.0081,NA,0.6442,0,0.25
"Texas",0.05,"rawunearn_p",1,0.2414,0.0625,0.0484,0.1034,0.0096,0.0161,0,0.4267,0,0.5
"Texas",0.05,"rawmedded_p",0,NA,0.0084,0.0242,NA,0.0024,0,NA,0.9483,0,0
"Texas",0.05,"rawdepded_p",0,NA,0.0072,0.0081,NA,0.0024,0,NA,0.9567,0,0
"Texas",0.05,"rawcsded_p",0,NA,0,0,NA,0,0,NA,0.982,0,0
"Texas",0.05,"rawrent_p",0,NA,0.0721,0.1048,NA,0.0168,0.0242,NA,0.2921,0,0.25
"Texas",0.1,"rawgrinc_p",1,0.2051,0.0817,0.129,0,0.0108,0.0161,0.0256,0.1779,0.25,0.2308
"Texas",0.1,"rawearn_p",0,NA,0.0361,0.0806,NA,0.0048,0.0081,NA,0.6442,0.125,0.1538
"Texas",0.1,"rawunearn_p",1,0.2414,0.0625,0.0484,0.1034,0.0096,0.0161,0,0.4267,0,0.1538
"Texas",0.1,"rawmedded_p",0,NA,0.0084,0.0242,NA,0.0024,0,NA,0.9483,0,0
"Texas",0.1,"rawdepded_p",0,NA,0.0072,0.0081,NA,0.0024,0,NA,0.9567,0,0
"Texas",0.1,"rawcsded_p",0,NA,0,0,NA,0,0,NA,0.982,0,0
"Texas",0.1,"rawrent_p",2,0.2143,0.0721,0.1048,0.0714,0.0168,0.0242,0,0.2921,0.25,0.2308
"Utah",0.05,"rawgrinc_p",0,NA,0.0804,0.1163,NA,0.0071,0.0233,NA,0.2658,0,0
"Utah",0.05,"rawearn_p",1,0,0.0275,0.0698,0,0.0031,0.0465,0.36,0.7373,0,0
"Utah",0.05,"rawunearn_p",2,0.2286,0.058,0.0465,0.0857,0.0102,0.0233,0.2,0.4114,0,0
"Utah",0.05,"rawmedded_p",0,NA,0.0061,0.0233,NA,0.0031,0,NA,0.9623,0,0
"Utah",0.05,"rawdepded_p",0,NA,0.001,0,NA,0,0,NA,0.9898,0,0
"Utah",0.05,"rawcsded_p",0,NA,0.002,0.0233,NA,0.002,0.0233,NA,0.9827,0,0
"Utah",0.05,"rawrent_p",0,NA,0.0835,0.2326,NA,0.0122,0.0465,NA,0.4022,0,0.25
"Utah",0.1,"rawgrinc_p",0,NA,0.0804,0.1163,NA,0.0071,0.0233,NA,0.2658,0,0
"Utah",0.1,"rawearn_p",1,0,0.0275,0.0698,0,0.0031,0.0465,0.36,0.7373,0,0
"Utah",0.1,"rawunearn_p",3,0.1569,0.058,0.0465,0.0588,0.0102,0.0233,0.1373,0.4114,0,0
"Utah",0.1,"rawmedded_p",0,NA,0.0061,0.0233,NA,0.0031,0,NA,0.9623,0,0
"Utah",0.1,"rawdepded_p",0,NA,0.001,0,NA,0,0,NA,0.9898,0,0
"Utah",0.1,"rawcsded_p",0,NA,0.002,0.0233,NA,0.002,0.0233,NA,0.9827,0,0
"Utah",0.1,"rawrent_p",3,0.2917,0.0835,0.2326,0.0625,0.0122,0.0465,0.0833,0.4022,0.3333,0.25
"Vermont",0.05,"rawgrinc_p",1,0,0.1094,0.2,0,0.0111,0.025,0,0.1078,0,0
"Vermont",0.05,"rawearn_p",2,0,0.0269,0.125,0,0.0079,0,0,0.8019,0,0
"Vermont",0.05,"rawunearn_p",2,0,0.0887,0.075,0,0.0111,0.025,0.1333,0.2155,0,0
"Vermont",0.05,"rawmedded_p",1,0,0.0174,0.025,0,0.0032,0.025,1,0.8447,0,0
"Vermont",0.05,"rawdepded_p",1,0,0,0,0,0,0,1,0.9667,0,0
"Vermont",0.05,"rawcsded_p",0,NA,0.0016,0,NA,0.0016,0,NA,0.9889,0,0
"Vermont",0.05,"rawrent_p",0,NA,0.0887,0.15,NA,0.0111,0.025,NA,0.2044,0,0.2857
"Vermont",0.1,"rawgrinc_p",3,0.1224,0.1094,0.2,0.0204,0.0111,0.025,0,0.1078,0,0.0769
"Vermont",0.1,"rawearn_p",2,0,0.0269,0.125,0,0.0079,0,0,0.8019,0,0.0769
"Vermont",0.1,"rawunearn_p",4,0,0.0887,0.075,0,0.0111,0.025,0.4634,0.2155,0,0
"Vermont",0.1,"rawmedded_p",1,0,0.0174,0.025,0,0.0032,0.025,1,0.8447,0,0
"Vermont",0.1,"rawdepded_p",2,0,0,0,0,0,0,0.9615,0.9667,0,0
"Vermont",0.1,"rawcsded_p",0,NA,0.0016,0,NA,0.0016,0,NA,0.9889,0,0
"Vermont",0.1,"rawrent_p",1,0.1765,0.0887,0.15,0,0.0111,0.025,0,0.2044,0,0.1538
"Virginia",0.05,"rawgrinc_p",1,0,0.1583,0.1356,0,0.023,0.0169,0,0.1568,0,0
"Virginia",0.05,"rawearn_p",2,0.0625,0.0576,0.0932,0.0312,0.0129,0.0169,0,0.6935,0,0
"Virginia",0.05,"rawunearn_p",0,NA,0.1079,0.0678,NA,0.0173,0,NA,0.3741,0,0
"Virginia",0.05,"rawmedded_p",0,NA,0.0058,0.0085,NA,0,0,NA,0.9209,0,0
"Virginia",0.05,"rawdepded_p",0,NA,0.0072,0.0339,NA,0.0043,0.0169,NA,0.9612,0,0
"Virginia",0.05,"rawcsded_p",0,NA,0,0,NA,0,0,NA,0.9842,0,0
"Virginia",0.05,"rawrent_p",0,NA,0.095,0.1441,NA,0.0158,0.0254,NA,0.3151,0,0
"Virginia",0.1,"rawgrinc_p",2,0,0.1583,0.1356,0,0.023,0.0169,0,0.1568,0.4,0
"Virginia",0.1,"rawearn_p",6,0.0746,0.0576,0.0932,0.0448,0.0129,0.0169,0,0.6935,0.4,0
"Virginia",0.1,"rawunearn_p",0,NA,0.1079,0.0678,NA,0.0173,0,NA,0.3741,0,0
"Virginia",0.1,"rawmedded_p",0,NA,0.0058,0.0085,NA,0,0,NA,0.9209,0,0
"Virginia",0.1,"rawdepded_p",0,NA,0.0072,0.0339,NA,0.0043,0.0169,NA,0.9612,0.2,0
"Virginia",0.1,"rawcsded_p",0,NA,0,0,NA,0,0,NA,0.9842,0,0
"Virginia",0.1,"rawrent_p",0,NA,0.095,0.1441,NA,0.0158,0.0254,NA,0.3151,0.2,0.0625
"Washington",0.05,"rawgrinc_p",0,NA,0.0811,0.2131,NA,0.0103,0.0164,NA,0.2404,0.3333,0.2
"Washington",0.05,"rawearn_p",0,NA,0.0265,0.082,NA,0.0059,0.0164,NA,0.764,0,0
"Washington",0.05,"rawunearn_p",0,NA,0.0619,0.0656,NA,0.0103,0.0164,NA,0.3968,0,0
"Washington",0.05,"rawmedded_p",1,0,0.0029,0.0164,0,0,0,1,0.9558,0,0
"Washington",0.05,"rawdepded_p",0,NA,0.0029,0.0164,NA,0,0,NA,0.9853,0,0
"Washington",0.05,"rawcsded_p",0,NA,0,0,NA,0,0,NA,0.9779,0,0
"Washington",0.05,"rawrent_p",0,NA,0.0973,0.1967,NA,0.0206,0.082,NA,0.3673,1,0.2
"Washington",0.1,"rawgrinc_p",1,0.25,0.0811,0.2131,0.0625,0.0103,0.0164,0,0.2404,0.3333,0.0833
"Washington",0.1,"rawearn_p",0,NA,0.0265,0.082,NA,0.0059,0.0164,NA,0.764,0,0
"Washington",0.1,"rawunearn_p",0,NA,0.0619,0.0656,NA,0.0103,0.0164,NA,0.3968,0.3333,0
"Washington",0.1,"rawmedded_p",0,NA,0.0029,0.0164,NA,0,0,NA,0.9558,0,0
"Washington",0.1,"rawdepded_p",0,NA,0.0029,0.0164,NA,0,0,NA,0.9853,0,0
"Washington",0.1,"rawcsded_p",0,NA,0,0,NA,0,0,NA,0.9779,0,0
"Washington",0.1,"rawrent_p",2,0.36,0.0973,0.1967,0.16,0.0206,0.082,0,0.3673,0.6667,0.0833
"West Virginia",0.05,"rawgrinc_p",1,0,0.1244,0.0652,0,0.0264,0.0435,0,0.1742,0,0
"West Virginia",0.05,"rawearn_p",0,NA,0.0327,0.0652,NA,0.0109,0.0435,NA,0.7838,0,0
"West Virginia",0.05,"rawunearn_p",1,0,0.1011,0.0435,0,0.0171,0.0217,0,0.3328,0,0
"West Virginia",0.05,"rawmedded_p",0,NA,0.0062,0,NA,0.0031,0,NA,0.9285,0,0
"West Virginia",0.05,"rawdepded_p",0,NA,0.0016,0,NA,0.0016,0,NA,0.9891,0,0
"West Virginia",0.05,"rawcsded_p",0,NA,0.0031,0,NA,0,0,NA,0.9876,0,0
"West Virginia",0.05,"rawrent_p",0,NA,0.0498,0.1957,NA,0.0109,0.0652,NA,0.4495,0,0.5
"West Virginia",0.1,"rawgrinc_p",2,0,0.1244,0.0652,0,0.0264,0.0435,0,0.1742,0,0
"West Virginia",0.1,"rawearn_p",0,NA,0.0327,0.0652,NA,0.0109,0.0435,NA,0.7838,0,0
"West Virginia",0.1,"rawunearn_p",1,0,0.1011,0.0435,0,0.0171,0.0217,0,0.3328,0,0
"West Virginia",0.1,"rawmedded_p",0,NA,0.0062,0,NA,0.0031,0,NA,0.9285,0,0
"West Virginia",0.1,"rawdepded_p",0,NA,0.0016,0,NA,0.0016,0,NA,0.9891,0,0
"West Virginia",0.1,"rawcsded_p",0,NA,0.0031,0,NA,0,0,NA,0.9876,0,0
"West Virginia",0.1,"rawrent_p",0,NA,0.0498,0.1957,NA,0.0109,0.0652,NA,0.4495,0,0.2222
"Wisconsin",0.05,"rawgrinc_p",2,0,0.0991,0.0508,0,0.0112,0,0,0.2063,0,0
"Wisconsin",0.05,"rawearn_p",2,0,0.0439,0.0339,0,0.0072,0,0,0.6701,0,0
"Wisconsin",0.05,"rawunearn_p",1,0,0.0644,0,0,0.0051,0,0.7647,0.4147,0,0
"Wisconsin",0.05,"rawmedded_p",0,NA,0.0123,0,NA,0,0,NA,0.8825,0,0
"Wisconsin",0.05,"rawdepded_p",1,0,0.001,0,0,0.001,0,1,0.9908,0,0
"Wisconsin",0.05,"rawcsded_p",0,NA,0.0041,0.0339,NA,0.001,0.0169,NA,0.9694,0,0.25
"Wisconsin",0.05,"rawrent_p",2,0,0.093,0.1695,0,0.0143,0.0169,0.32,0.286,0,0.25
"Wisconsin",0.1,"rawgrinc_p",3,0,0.0991,0.0508,0,0.0112,0,0,0.2063,0,0
"Wisconsin",0.1,"rawearn_p",2,0,0.0439,0.0339,0,0.0072,0,0,0.6701,0,0
"Wisconsin",0.1,"rawunearn_p",2,0,0.0644,0,0,0.0051,0,0.52,0.4147,0,0
"Wisconsin",0.1,"rawmedded_p",0,NA,0.0123,0,NA,0,0,NA,0.8825,0,0
"Wisconsin",0.1,"rawdepded_p",1,0,0.001,0,0,0.001,0,1,0.9908,0,0
"Wisconsin",0.1,"rawcsded_p",1,0,0.0041,0.0339,0,0.001,0.0169,1,0.9694,0,0.0833
"Wisconsin",0.1,"rawrent_p",2,0,0.093,0.1695,0,0.0143,0.0169,0.32,0.286,0.3333,0.1667
