state,budget,rank,role,hh,rule,n_flagged_state_2024
Nevada,10,46,core,1,rawben_rel_max >   0.727 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 413.000 & utilities <=  28.500,14
Nevada,10,47,core,1,married <=   0.500 & total_deductions_by_hh_size > 505.000 & unc_rawben_rel_max <=   0.992 & utilities <=  29.500,21
Nevada,10,48,core,2-3,HH_size_n >   2.5 & total_deductions_by_hh_size > 437.0 & utilities <= 722.0,6
Nevada,10,50,core,4+,married >=   1 & shelter_expenses_by_hh_size < 454 & total_deductions_by_hh_size >= 232 & total_deductions_by_hh_size < 247,3
Nevada,10,51,core,2-3,total_deductions_by_hh_size > 524.000 & unc_rawben_rel_max <=   0.973 & utilities <= 392.000,2
Nevada,10,53,core,2-3,rawben_rel_max <=   0.93 & total_deductions_by_hh_size > 519.00 & utilities <= 560.00,12
Nevada,10,54,core,4+,months_since_cert_n >=   4 & total_deductions_by_hh_size >= 217 & total_deductions_by_hh_size < 261 & utilities < 462,3
Nevada,10,58,core,1,elderly_disabled_i >   0.500 & total_deductions_by_hh_size > 438.000 & unc_rawben_rel_max >   0.316 & utilities <= 276.000,17
Nevada,10,60,core,2-3,HH_size_n <   3 & months_since_cert_n >=   3 & shelter_expenses_by_hh_size >= 706 & utilities < 347,2
Nevada,10,61,core,2-3,months_since_cert_n >=   6.000 & rawben_rel_max <   0.876 & total_deductions_by_hh_size >= 353.000 & utilities < 462.000,1
Nevada,10,62,core,2-3,months_since_cert_n <=  0.500 & total_deductions_by_hh_size > 83.500 & unc_rawben_rel_max <=  0.999 & utilities <= 22.000,1
Nevada,10,64,core,4+,shelter_expenses_by_hh_size > 487 & total_deductions_by_hh_size > 245 & total_deductions_by_hh_size <= 260,1
Nevada,10,65,core,1,shelter_expenses_by_hh_size > 504.0 & total_deductions_by_hh_size > 647.0 & utilities <=  29.5,16
Nevada,10,67,core,4+,rawben_rel_max <   0.635 & shelter_expenses_by_hh_size >= 407.000 & shelter_expenses_by_hh_size < 424.000 & total_deductions_by_hh_size < 275.000,1
Nevada,10,68,buffer,2-3,rawben_rel_max <   0.904 & total_deductions_by_hh_size >= 353.000 & utilities < 347.000,4
Nevada,10,70,buffer,1,shelter_expenses_by_hh_size > 929.000 & total_deductions_by_hh_size > 341.000 & unc_rawben_rel_max <=   0.995 & utilities <=  29.500,11
Nevada,10,73,buffer,4+,expedited_i >   0.500 & rawben_rel_max <=   0.932 & shelter_expenses_by_hh_size <= 155.000 & unc_rawben_rel_max >   0.654,1
Nevada,10,75,buffer,4+,months_since_cert_n >= 5.000 & rawben_rel_max >= 0.607 & rawben_rel_max < 0.625,1
Nevada,10,77,buffer,1,months_since_cert_n >=   5.00 & total_deductions_by_hh_size < 946.00 & unc_rawben_rel_max >=   1.77 & utilities < 471.00,4
Nevada,10,79,buffer,2-3,rawben_rel_max <=   0.996 & total_deductions_by_hh_size > 441.000 & utilities <= 451.000,18
Nevada,10,84,buffer,2-3,married >=   1.000 & rawben_rel_max >=   0.523 & total_deductions_by_hh_size >= 154.000 & utilities <  29.000,2
Nevada,10,85,buffer,4+,HH_size_n >   4.500 & married <=   0.500 & total_deductions_by_hh_size > 223.000 & unc_rawben_rel_max <=   0.983,8
Nevada,10,92,buffer,4+,rawben_rel_max <   0.739 & total_deductions_by_hh_size >= 249.000 & total_deductions_by_hh_size < 261.000 & utilities < 580.000,2
New Hampshire,5,1,core,1,total_deductions_by_hh_size > 336.000 & unc_rawben_rel_max >   0.891 & unc_rawben_rel_max <=   0.991 & utilities <=  29.500,1
New Hampshire,5,2,core,1,rawben_rel_max >   0.751 & rawben_rel_max <=   0.992 & shelter_expenses_by_hh_size > 832.000 & utilities <=  29.500,2
New Hampshire,5,4,core,2-3,cat_elig > 0.50 & months_since_cert_n > 1.50 & unc_rawben_rel_max > 1.69,1
New Hampshire,5,8,core,1,rawben_rel_max >   0.987 & rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 938.000,2
New Hampshire,5,11,core,4+,rawben_rel_max >=   0.366 & shelter_expenses_by_hh_size >= 472.000 & total_deductions_by_hh_size >= 236.000 & total_deductions_by_hh_size < 255.000,1
New Hampshire,5,14,core,1,rawben_rel_max <   0.992 & shelter_expenses_by_hh_size >= 831.000 & unc_rawben_rel_max >=   0.270 & utilities < 277.000,7
New Hampshire,5,15,core,2-3,months_since_cert_n <=  25 & shelter_expenses_by_hh_size > 499 & shelter_expenses_by_hh_size <= 679 & total_deductions_by_hh_size > 644,1
New Hampshire,5,20,core,2-3,HH_size_n >   2.500 & total_deductions_by_hh_size > 440.000 & unc_rawben_rel_max >   0.640 & unc_rawben_rel_max <=   0.996,2
New Hampshire,5,21,core,2-3,medical_deductions > 143 & total_deductions_by_hh_size > 503,2
New Hampshire,5,22,core,4+,HH_size_n >=   5.000 & rawben_rel_max <   0.873 & shelter_expenses_by_hh_size < 486.000 & total_deductions_by_hh_size >= 286.000,3
New Hampshire,5,26,core,2-3,medical_deductions >   3.500 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 953.000,3
New Hampshire,5,28,core,1,rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 800.000 & unc_rawben_rel_max >   0.985,3
New Hampshire,5,30,core,1,count_divisible_by_100 <=    0.500 & shelter_expenses_by_hh_size > 1300.000 & total_deductions_by_hh_size > 1370.000 & unc_rawben_rel_max <=    0.998,6
New Hampshire,5,31,core,2-3,HH_size_n <=   2.5 & medical_deductions > 179.0 & total_deductions_by_hh_size > 441.0,2
New Hampshire,5,35,core,2-3,expedited_i >= 1.000 & months_since_cert_n < 2.000 & rawben_rel_max >= 0.649 & rawben_rel_max < 0.901,2
New Hampshire,10,1,core,1,total_deductions_by_hh_size > 336.000 & unc_rawben_rel_max >   0.891 & unc_rawben_rel_max <=   0.991 & utilities <=  29.500,1
New Hampshire,10,2,core,1,rawben_rel_max >   0.751 & rawben_rel_max <=   0.992 & shelter_expenses_by_hh_size > 832.000 & utilities <=  29.500,2
New Hampshire,10,4,core,2-3,cat_elig > 0.50 & months_since_cert_n > 1.50 & unc_rawben_rel_max > 1.69,1
New Hampshire,10,8,core,1,rawben_rel_max >   0.987 & rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 938.000,2
New Hampshire,10,11,core,4+,rawben_rel_max >=   0.366 & shelter_expenses_by_hh_size >= 472.000 & total_deductions_by_hh_size >= 236.000 & total_deductions_by_hh_size < 255.000,1
New Hampshire,10,14,core,1,rawben_rel_max <   0.992 & shelter_expenses_by_hh_size >= 831.000 & unc_rawben_rel_max >=   0.270 & utilities < 277.000,7
New Hampshire,10,15,core,2-3,months_since_cert_n <=  25 & shelter_expenses_by_hh_size > 499 & shelter_expenses_by_hh_size <= 679 & total_deductions_by_hh_size > 644,1
New Hampshire,10,20,core,2-3,HH_size_n >   2.500 & total_deductions_by_hh_size > 440.000 & unc_rawben_rel_max >   0.640 & unc_rawben_rel_max <=   0.996,2
New Hampshire,10,21,core,2-3,medical_deductions > 143 & total_deductions_by_hh_size > 503,2
New Hampshire,10,22,core,4+,HH_size_n >=   5.000 & rawben_rel_max <   0.873 & shelter_expenses_by_hh_size < 486.000 & total_deductions_by_hh_size >= 286.000,3
New Hampshire,10,26,core,2-3,medical_deductions >   3.500 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 953.000,3
New Hampshire,10,28,core,1,rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 800.000 & unc_rawben_rel_max >   0.985,3
New Hampshire,10,30,core,1,count_divisible_by_100 <=    0.500 & shelter_expenses_by_hh_size > 1300.000 & total_deductions_by_hh_size > 1370.000 & unc_rawben_rel_max <=    0.998,6
New Hampshire,10,31,core,2-3,HH_size_n <=   2.5 & medical_deductions > 179.0 & total_deductions_by_hh_size > 441.0,2
New Hampshire,10,32,core,4+,HH_size_n >   4.500 & rawben_rel_max >   0.478 & total_deductions_by_hh_size > 233.000 & unc_rawben_rel_max <=   0.997,5
New Hampshire,10,35,core,2-3,expedited_i >= 1.000 & months_since_cert_n < 2.000 & rawben_rel_max >= 0.649 & rawben_rel_max < 0.901,2
New Hampshire,10,36,core,4+,HH_size_n >   4.500 & months_since_cert_n >   4.500 & rawben_rel_max <=   0.988 & total_deductions_by_hh_size > 206.000,2
New Hampshire,10,38,core,1,rawben_rel_max >=    0.236 & shelter_expenses_by_hh_size < 1680.000 & total_deductions_by_hh_size >= 1280.000 & unc_rawben_rel_max >=    2.490,2
New Hampshire,10,41,core,2-3,HH_size_n >   2.5 & total_deductions_by_hh_size > 516.0,2
New Hampshire,10,44,core,1,medical_deductions >= 117.000 & medical_deductions < 130.000 & rawben_rel_max >=   0.498,1
New Hampshire,10,48,core,1,medical_deductions >= 5.000 & medical_deductions < 9.000 & rawben_rel_max < 0.488,2
New Hampshire,10,50,core,4+,HH_size_n >=   5.00 & months_since_cert_n >=   2.00 & total_deductions_by_hh_size >= 245.00 & unc_rawben_rel_max <   1.01,5
New Hampshire,10,52,core,2-3,HH_size_n >=   3.000 & months_since_cert_n <   7.000 & total_deductions_by_hh_size >= 432.000 & unc_rawben_rel_max <   0.997,6
New Hampshire,10,54,core,4+,cat_elig >   0.5 & HH_size_n >   5.5 & total_deductions_by_hh_size > 180.0 & utilities > 821.0,9
New Hampshire,10,56,core,2-3,months_since_cert_n <=  0.500 & total_deductions_by_hh_size > 83.500 & unc_rawben_rel_max <=  0.999 & utilities <= 22.000,1
New Hampshire,10,57,core,1,cat_elig >=    1 & rawben_rel_max <    1 & total_deductions_by_hh_size >= 1340,6
New Hampshire,10,61,core,2-3,expedited_i <=   0.500 & medical_deductions > 128.000 & rawben_rel_max >   0.803 & unc_rawben_rel_max >   0.324,3
New Hampshire,10,69,core,1,cat_elig >   0.500 & medical_deductions > 226.000 & unc_rawben_rel_max >   0.316 & unc_rawben_rel_max <=   0.991,3
New Hampshire,10,74,buffer,2-3,HH_size_n >=   3.000 & rawben_rel_max >=   0.705 & total_deductions_by_hh_size >= 347.000 & utilities >= 361.000,4
New Hampshire,10,77,buffer,4+,HH_size_n >   4.500 & married <=   0.500 & total_deductions_by_hh_size > 223.000 & unc_rawben_rel_max <=   0.983,5
New Hampshire,10,82,buffer,4+,expedited_i <=   0.500 & months_since_cert_n >   4.500 & total_deductions_by_hh_size > 219.000 & unc_rawben_rel_max <=   0.988,3
New Hampshire,10,90,buffer,2-3,medical_deductions > 131.000 & rawben_rel_max >   0.148 & unc_rawben_rel_max >   0.494,6
New Jersey,5,2,core,2-3,cat_elig > 0.500 & children_i > 0.500 & rawben_rel_max > 0.996 & unc_rawben_rel_max > 1.690,1
New Jersey,5,5,core,4+,months_since_cert_n >=  11 & total_deductions_by_hh_size >= 228 & total_deductions_by_hh_size < 261,1
New Jersey,5,13,core,4+,count_divisible_by_100 >   0.500 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.947 & total_deductions_by_hh_size > 218.000,1
New Jersey,5,16,core,4+,rawben_rel_max >=   0.366 & shelter_expenses_by_hh_size >= 472.000 & total_deductions_by_hh_size >= 236.000 & total_deductions_by_hh_size < 255.000,2
New Jersey,5,19,core,4+,HH_size_n >   4.500 & months_since_cert_n >   5.500 & total_deductions_by_hh_size > 231.000 & unc_rawben_rel_max <=   0.998,4
New Jersey,5,24,core,1,months_since_cert_n >   2.50 & total_deductions_by_hh_size <= 919.00 & unc_rawben_rel_max >   1.93 & unc_rawben_rel_max <=   2.23,6
New Jersey,5,25,core,4+,HH_size_n >   4.5 & medical_deductions <= 157.0 & total_deductions_by_hh_size > 362.0,3
New Jersey,5,30,core,2-3,medical_deductions > 143 & total_deductions_by_hh_size > 503,5
New Jersey,5,33,core,2-3,medical_deductions >   3.500 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 953.000,3
New Jersey,5,35,core,1,cat_elig >=    1.00 & shelter_expenses_by_hh_size < 1720.00 & unc_rawben_rel_max >=    2.49 & utilities <  875.00,1
New Jersey,5,37,core,1,rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 602.000 & utilities <= 272.000,2
New Jersey,5,38,buffer,4+,months_since_cert_n >   5.500 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size <= 494.000 & total_deductions_by_hh_size > 227.000,8
New Jersey,10,2,core,2-3,cat_elig > 0.500 & children_i > 0.500 & rawben_rel_max > 0.996 & unc_rawben_rel_max > 1.690,1
New Jersey,10,5,core,4+,months_since_cert_n >=  11 & total_deductions_by_hh_size >= 228 & total_deductions_by_hh_size < 261,1
New Jersey,10,13,core,4+,count_divisible_by_100 >   0.500 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.947 & total_deductions_by_hh_size > 218.000,1
New Jersey,10,16,core,4+,rawben_rel_max >=   0.366 & shelter_expenses_by_hh_size >= 472.000 & total_deductions_by_hh_size >= 236.000 & total_deductions_by_hh_size < 255.000,2
New Jersey,10,19,core,4+,HH_size_n >   4.500 & months_since_cert_n >   5.500 & total_deductions_by_hh_size > 231.000 & unc_rawben_rel_max <=   0.998,4
New Jersey,10,24,core,1,months_since_cert_n >   2.50 & total_deductions_by_hh_size <= 919.00 & unc_rawben_rel_max >   1.93 & unc_rawben_rel_max <=   2.23,6
New Jersey,10,25,core,4+,HH_size_n >   4.5 & medical_deductions <= 157.0 & total_deductions_by_hh_size > 362.0,3
New Jersey,10,30,core,2-3,medical_deductions > 143 & total_deductions_by_hh_size > 503,5
New Jersey,10,33,core,2-3,medical_deductions >   3.500 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 953.000,3
New Jersey,10,35,core,1,cat_elig >=    1.00 & shelter_expenses_by_hh_size < 1720.00 & unc_rawben_rel_max >=    2.49 & utilities <  875.00,1
New Jersey,10,37,core,1,rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 602.000 & utilities <= 272.000,2
New Jersey,10,38,core,4+,months_since_cert_n >   5.500 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size <= 494.000 & total_deductions_by_hh_size > 227.000,8
New Jersey,10,39,core,4+,months_since_cert_n >=   8.000 & rawben_rel_max <   0.965 & total_deductions_by_hh_size >= 178.000 & unc_rawben_rel_max >=   0.793,4
New Jersey,10,41,core,2-3,HH_size_n >=   3 & shelter_expenses_by_hh_size < 700 & total_deductions_by_hh_size >= 510,2
New Jersey,10,42,core,1,count_divisible_by_100 <=    0.500 & shelter_expenses_by_hh_size > 1300.000 & total_deductions_by_hh_size > 1370.000 & unc_rawben_rel_max <=    0.998,5
New Jersey,10,47,core,1,rawben_rel_max <=    0.998 & shelter_expenses_by_hh_size > 2260.000,5
New Jersey,10,53,core,2-3,HH_size_n >   2.5 & medical_deductions > 131.0 & months_since_cert_n <=   7.5 & shelter_expenses_by_hh_size > 298.0,2
New Jersey,10,54,core,2-3,HH_size_n >   2.5 & total_deductions_by_hh_size > 516.0,3
New Jersey,10,58,core,1,shelter_expenses_by_hh_size > 2070.000 & unc_rawben_rel_max <=    0.991,7
New Jersey,10,61,core,4+,married >=   1.000 & months_since_cert_n >=   7.000 & shelter_expenses_by_hh_size >= 336.000 & unc_rawben_rel_max >=   0.282,6
New Jersey,10,63,core,2-3,cat_elig > 0.500 & percent_abawd > 0.125 & unc_rawben_rel_max > 0.673 & unc_rawben_rel_max <= 0.710,2
New Jersey,10,65,core,2-3,elderly_disabled_i >=   1.00 & shelter_expenses_by_hh_size < 680.00 & unc_rawben_rel_max >=   1.34,2
New Jersey,10,67,core,4+,HH_size_n >   5.5 & months_since_cert_n >   4.5 & shelter_expenses_by_hh_size > 347.0 & utilities > 390.0,2
New Jersey,10,69,core,1,shelter_expenses_by_hh_size > 504.0 & total_deductions_by_hh_size > 647.0 & utilities <=  29.5,2
New Jersey,10,70,core,4+,months_since_cert_n >   5.5 & total_deductions_by_hh_size > 215.0 & total_deductions_by_hh_size <= 251.0,5
New Jersey,10,74,core,2-3,elderly_disabled_i >    0.50 & shelter_expenses_by_hh_size <= 1150.00 & unc_rawben_rel_max >    1.39,4
New Jersey,10,82,buffer,4+,HH_size_n >   4.500 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size > 263.000,11
New Mexico,5,1,core,1,total_deductions_by_hh_size > 336.000 & unc_rawben_rel_max >   0.891 & unc_rawben_rel_max <=   0.991 & utilities <=  29.500,2
New Mexico,5,2,core,1,rawben_rel_max >   0.751 & rawben_rel_max <=   0.992 & shelter_expenses_by_hh_size > 832.000 & utilities <=  29.500,4
New Mexico,5,5,core,2-3,elderly_disabled_i > 0.500 & married <= 0.500 & rawben_rel_max > 0.996 & unc_rawben_rel_max > 1.550,1
New Mexico,5,7,core,4+,months_since_cert_n >=  11 & total_deductions_by_hh_size >= 228 & total_deductions_by_hh_size < 261,1
New Mexico,5,8,core,1,months_since_cert_n >=   8.00 & shelter_expenses_by_hh_size < 648.00 & unc_rawben_rel_max >=   1.82 & utilities < 493.00,1
New Mexico,5,11,core,1,rawben_rel_max >=   0.484 & rawben_rel_max <   0.989 & shelter_expenses_by_hh_size >= 879.000 & utilities <  31.000,3
New Mexico,5,14,core,1,count_divisible_by_100 <=   0.50 & months_since_cert_n >   3.50 & total_deductions_by_hh_size <= 810.00 & unc_rawben_rel_max >   1.93,1
New Mexico,5,16,core,4+,months_since_cert_n >  12.5 & total_deductions_by_hh_size > 231.0,4
New Mexico,5,19,core,1,expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00,3
New Mexico,5,20,core,1,rawben_rel_max >=   0.988 & rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 198.000 & utilities < 452.000,5
New Mexico,5,21,core,4+,count_divisible_by_100 >   0.500 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.947 & total_deductions_by_hh_size > 218.000,1
New Mexico,5,24,core,2-3,elderly_disabled_i >=   1.00 & shelter_expenses_by_hh_size < 455.00 & unc_rawben_rel_max >=   1.25 & utilities < 447.00,2
New Mexico,5,25,core,1,medical_deductions > 200.000 & rawben_rel_max >   0.473 & rawben_rel_max <=   0.991 & utilities <= 392.000,1
New Mexico,5,26,core,1,count_divisible_by_100 <   1.00 & months_since_cert_n >=   7.00 & unc_rawben_rel_max >=   1.63 & utilities < 353.00,2
New Mexico,5,29,core,2-3,months_since_cert_n >=  14 & total_deductions_by_hh_size >= 245,3
New Mexico,5,33,buffer,4+,months_since_cert_n >   5.500 & rawben_rel_max >   0.794 & rawben_rel_max <=   0.975 & total_deductions_by_hh_size > 229.000,2
New Mexico,5,37,buffer,4+,months_since_cert_n >   5.5 & total_deductions_by_hh_size > 215.0 & utilities <= 442.0,10
New Mexico,5,40,buffer,2-3,elderly_disabled_i <=  0.500 & months_since_cert_n > 13.500 & percent_abawd <=  0.583 & rawben_rel_max <=  0.971,4
New Mexico,5,44,buffer,1,elderly_disabled_i >=   1.00 & total_deductions_by_hh_size < 914.00 & unc_rawben_rel_max >=   1.57 & utilities < 462.00,9
New Mexico,5,47,buffer,2-3,HH_size_n >   2.500 & total_deductions_by_hh_size > 440.000 & unc_rawben_rel_max >   0.640 & unc_rawben_rel_max <=   0.996,1
New Mexico,5,53,buffer,1,elderly_disabled_i >=   1.00 & shelter_expenses_by_hh_size < 860.00 & unc_rawben_rel_max >=   1.45 & utilities < 462.00,11
New Mexico,5,54,buffer,1,cat_elig >=    1.00 & shelter_expenses_by_hh_size < 1720.00 & unc_rawben_rel_max >=    2.49 & utilities <  875.00,1
New Mexico,5,62,buffer,4+,months_since_cert_n >=   8.000 & rawben_rel_max <   0.965 & total_deductions_by_hh_size >= 178.000 & unc_rawben_rel_max >=   0.793,3
New Mexico,5,67,buffer,4+,expedited_i >   0.500 & months_since_cert_n >   5.500 & unc_rawben_rel_max <=   0.912 & utilities <= 356.000,1
New Mexico,10,1,core,1,total_deductions_by_hh_size > 336.000 & unc_rawben_rel_max >   0.891 & unc_rawben_rel_max <=   0.991 & utilities <=  29.500,2
New Mexico,10,2,core,1,rawben_rel_max >   0.751 & rawben_rel_max <=   0.992 & shelter_expenses_by_hh_size > 832.000 & utilities <=  29.500,4
New Mexico,10,5,core,2-3,elderly_disabled_i > 0.500 & married <= 0.500 & rawben_rel_max > 0.996 & unc_rawben_rel_max > 1.550,1
New Mexico,10,7,core,4+,months_since_cert_n >=  11 & total_deductions_by_hh_size >= 228 & total_deductions_by_hh_size < 261,1
New Mexico,10,8,core,1,months_since_cert_n >=   8.00 & shelter_expenses_by_hh_size < 648.00 & unc_rawben_rel_max >=   1.82 & utilities < 493.00,1
New Mexico,10,11,core,1,rawben_rel_max >=   0.484 & rawben_rel_max <   0.989 & shelter_expenses_by_hh_size >= 879.000 & utilities <  31.000,3
New Mexico,10,14,core,1,count_divisible_by_100 <=   0.50 & months_since_cert_n >   3.50 & total_deductions_by_hh_size <= 810.00 & unc_rawben_rel_max >   1.93,1
New Mexico,10,16,core,4+,months_since_cert_n >  12.5 & total_deductions_by_hh_size > 231.0,4
New Mexico,10,19,core,1,expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00,3
New Mexico,10,20,core,1,rawben_rel_max >=   0.988 & rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 198.000 & utilities < 452.000,5
New Mexico,10,21,core,4+,count_divisible_by_100 >   0.500 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.947 & total_deductions_by_hh_size > 218.000,1
New Mexico,10,24,core,2-3,elderly_disabled_i >=   1.00 & shelter_expenses_by_hh_size < 455.00 & unc_rawben_rel_max >=   1.25 & utilities < 447.00,2
New Mexico,10,25,core,1,medical_deductions > 200.000 & rawben_rel_max >   0.473 & rawben_rel_max <=   0.991 & utilities <= 392.000,1
