hh_size,rule_id,optimize_for,min_flagged_req,n_conditions,n_optimized,n_flagged,errors_caught,clean_flagged,workload_pct,precision,recall,dollar_recall,lift,precision_state_orig,precision_national_csv,optimized_rule,original_rule
1,rule12960,recall,10,4,4,10,3,7,0.72,0.3,0.031,0.056,4.31,0.076,0.35,total_deductions < 650 & unc_rawben_rel_max < 1.9 & unc_rawben_rel_max >= 1.5 & utilities < 75,total_deductions < 1432 & unc_rawben_rel_max < 2.096 & unc_rawben_rel_max >= 1.276 & utilities < 323.5
1,rule7501,recall,10,4,4,17,5,12,1.22,0.294,0.052,0.103,4.23,0.19,0.416,shelter_expenses < 2094 & unc_rawben_rel_max >= 1.5 & utilities < 425 & months_since_cert_n >= 6,shelter_expenses < 2094 & unc_rawben_rel_max >= 1.647 & utilities < 464 & months_since_cert_n >= 3.5
1,rule1798,recall,10,4,3,14,4,10,1,0.286,0.041,0.032,4.11,0.158,0.645,"unc_rawben_rel_max < 0.8 & elderly_disabled_i %in% c(""FALSE"") & unc_rawben_rel_max >= 0.1 & total_deductions < 300","unc_rawben_rel_max < 0.6521 & elderly_disabled_i %in% c(""FALSE"") & unc_rawben_rel_max >= -0.09462 & total_deductions < 372.5"
1,rule2769,recall,10,4,4,14,4,10,1,0.286,0.041,0.077,4.11,0.2,0.398,unc_rawben_rel_max >= 1.5 & months_since_cert_n >= 6 & utilities < 425 & total_deductions < 650,unc_rawben_rel_max >= 1.769 & months_since_cert_n >= 4.5 & utilities < 867.5 & total_deductions < 683
1,rule3982,recall,10,3,3,42,12,30,3.01,0.286,0.124,0.123,4.11,0.12,0.248,rawgross >= 850 & unc_rawben_rel_max >= 0.8 & months_since_cert_n < 18,rawgross >= 1348 & unc_rawben_rel_max >= -0.003498 & months_since_cert_n < 7.5
1,rule4755,recall,10,4,4,36,10,26,2.58,0.278,0.103,0.103,3.99,0.182,0.407,percent_abawd >= 0 & total_deductions >= 400 & months_since_cert_n >= 6 & utilities < 200,percent_abawd >= 0.5 & total_deductions >= 602 & months_since_cert_n >= 2.5 & utilities < 680
1,rule6006,recall,10,3,3,18,5,13,1.29,0.278,0.052,0.055,3.99,0.139,0.204,rawgross >= 1224 & rawgross < 1450 & months_since_cert_n < 4,rawgross >= 1224 & rawgross < 1542 & months_since_cert_n < 4.5
1,rule844,recall,10,4,3,18,5,13,1.29,0.278,0.052,0.071,3.99,0.167,0.258,"unc_rawben_rel_max >= 1.65 & months_since_cert_n < 11 & expedited_i %in% c(""FALSE"") & cat_elig < 1.5","unc_rawben_rel_max >= 1.849 & months_since_cert_n < 6.5 & expedited_i %in% c(""FALSE"") & cat_elig < 1.5"
1,rule7736,recall,10,3,3,29,8,21,2.08,0.276,0.082,0.155,3.96,0.2,0.229,unc_rawben_rel_max >= 1.627 & utilities < 425 & total_deductions >= 600,unc_rawben_rel_max >= 1.627 & utilities < 604.5 & total_deductions >= 438.5
1,rule941,recall,10,4,3,11,3,8,0.79,0.273,0.031,0.031,3.92,0.102,0.223,"unc_rawben_rel_max < 0.8 & rawearn < 650 & rawearn >= 275.5 & expedited_i %in% c(""FALSE"")","unc_rawben_rel_max < 1.229 & rawearn < 2628 & rawearn >= 275.5 & expedited_i %in% c(""FALSE"")"
1,rule4413,recall,10,4,4,11,3,8,0.79,0.273,0.031,0.056,3.92,0.093,0.275,unc_rawben_rel_max >= 1.5 & rawearn < 0.5 & cat_elig >= 0.5 & utilities < 75,unc_rawben_rel_max >= 1.218 & rawearn < 0.5 & cat_elig >= 0.5 & utilities < 352.5
1,rule7999,recall,10,4,4,11,3,8,0.79,0.273,0.031,0.025,3.92,0.085,0.333,total_deductions < 400 & unc_rawben_rel_max >= -0.7 & rawearn < 1350 & rawearn >= 800,total_deductions < 1145 & unc_rawben_rel_max >= -0.001718 & rawearn < 1190 & rawearn >= 497
1,rule629,recall,10,3,3,11,3,8,0.79,0.273,0.031,0.025,3.92,0.062,0.25,rawearn >= 800 & utilities >= 0 & total_deductions < 300,rawearn >= 436.5 & utilities >= 15 & total_deductions < 824.3
1,rule13087,recall,10,3,3,11,3,8,0.79,0.273,0.031,0.067,3.92,0.125,0.245,shelter_expenses >= 1527 & utilities < 425 & utilities >= 325,shelter_expenses >= 1527 & utilities < 766.5 & utilities >= 406
1,rule24,recall,10,3,3,11,3,8,0.79,0.273,0.031,0.024,3.92,0.13,0.509,rawearn >= 150 & rawben_rel_max < 0.6 & rawgross < 1050,rawearn >= 447 & rawben_rel_max < 0.8037 & rawgross < 1709
1,rule5075,recall,10,4,4,96,26,70,6.89,0.271,0.268,0.296,3.89,0.074,0.218,unc_rawben_rel_max < 1.9 & shelter_expenses >= 800 & rawgross < 1150 & total_deductions < 750,unc_rawben_rel_max < 2.642 & shelter_expenses >= 3 & rawgross < 642.5 & total_deductions < 358.5
1,rule3888,recall,10,3,3,74,20,54,5.31,0.27,0.206,0.223,3.88,0.083,0.267,months_since_cert_n < 18 & shelter_expenses < 1100 & total_deductions >= 600,months_since_cert_n < 34.5 & shelter_expenses < 72 & total_deductions >= 63
1,rule361,recall,10,3,3,52,14,38,3.73,0.269,0.144,0.184,3.87,0.083,0.35,unc_rawben_rel_max >= 0.55 & months_since_cert_n >= 16 & months_since_cert_n < 21,unc_rawben_rel_max >= 1.624 & months_since_cert_n >= 4.5 & months_since_cert_n < 8.5
1,rule5240,recall,10,4,4,67,18,49,4.81,0.269,0.186,0.191,3.86,0.088,0.273,unc_rawben_rel_max < 1.9 & months_since_cert_n >= 6 & rawgross < 1150 & total_deductions >= 500,unc_rawben_rel_max < 2.231 & months_since_cert_n >= 4.5 & rawgross < 650 & total_deductions >= 16
1,rule2343,recall,10,3,3,105,28,77,7.53,0.267,0.289,0.328,3.83,0.214,0.3,rawunearn < 1050 & shelter_expenses >= 800 & rawearn < 300,rawunearn < 718 & shelter_expenses >= 1216 & rawearn < 15
1,rule7445,recall,10,4,4,15,4,11,1.08,0.267,0.041,0.104,3.83,0.2,0.386,unc_rawben_rel_max >= 1.723 & months_since_cert_n < 24 & utilities < 425 & utilities >= 350,unc_rawben_rel_max >= 1.723 & months_since_cert_n < 10.5 & utilities < 490.5 & utilities >= 413
1,rule1230,recall,10,4,3,102,27,75,7.32,0.265,0.278,0.242,3.8,0.095,0.26,"unc_rawben_rel_max < 1.1 & rawgross < 1150 & elderly_disabled_i %in% c(""TRUE"") & shelter_expenses >= 750","unc_rawben_rel_max < 1.705 & rawgross < 740.5 & elderly_disabled_i %in% c(""TRUE"") & shelter_expenses >= 225"
1,rule9498,recall,10,3,3,19,5,14,1.36,0.263,0.052,0.113,3.78,0.176,0.282,shelter_expenses >= 1250 & rawben_rel_max >= 0.95 & utilities < 425,shelter_expenses >= 1544 & rawben_rel_max >= 0.31 & utilities < 766.5
1,rule2523,recall,10,3,3,19,5,14,1.36,0.263,0.052,0.07,3.78,0.15,0.382,cat_elig >= 1 & rawearn >= 450 & months_since_cert_n >= 10,cat_elig >= 1.5 & rawearn >= 793.5 & months_since_cert_n >= 1.5
1,rule1882,recall,10,4,4,19,5,14,1.36,0.263,0.052,0.103,3.78,0.208,0.419,rawearn < 200 & unc_rawben_rel_max >= 1.5 & utilities < 425 & months_since_cert_n >= 6,rawearn < 805.5 & unc_rawben_rel_max >= 1.646 & utilities < 460.5 & months_since_cert_n >= 3.5
1,rule8227,recall,10,4,4,19,5,14,1.36,0.263,0.052,0.099,3.78,0.094,0.225,rawearn < 1350 & months_since_cert_n >= 14 & rawunearn < 300 & unc_rawben_rel_max < 1.9,rawearn < 823 & months_since_cert_n >= 4.5 & rawunearn < 781.5 & unc_rawben_rel_max < 0.965
1,rule3800,recall,10,3,3,19,5,14,1.36,0.263,0.052,0.103,3.78,0.192,0.444,unc_rawben_rel_max >= 1.5 & months_since_cert_n >= 6 & utilities < 425,unc_rawben_rel_max >= 1.808 & months_since_cert_n >= 1.5 & utilities < 606
1,rule3131,recall,10,3,3,42,11,31,3.01,0.262,0.113,0.117,3.76,0.13,0.391,rawgross >= 850 & unc_rawben_rel_max >= 0.8 & rawunearn < 1050,rawgross >= 948.5 & unc_rawben_rel_max >= -0.003779 & rawunearn < 950.5
1,rule87,recall,10,4,4,103,27,76,7.39,0.262,0.278,0.28,3.77,0,0.315,rawunearn < 1550 & total_deductions >= 400 & months_since_cert_n >= 6 & total_deductions < 650,rawunearn < 184 & total_deductions >= 28.8 & months_since_cert_n >= 3.5 & total_deductions < 178.9
1,rule2418,recall,10,4,4,69,18,51,4.95,0.261,0.186,0.191,3.75,0.5,0.426,unc_rawben_rel_max >= -0.7 & months_since_cert_n >= 5.5 & rawgross < 1150 & shelter_expenses >= 800,unc_rawben_rel_max >= 1.466 & months_since_cert_n >= 5.5 & rawgross < 488.5 & shelter_expenses >= 946
1,rule7449,recall,10,4,4,46,12,34,3.3,0.261,0.124,0.122,3.75,0.1,0.226,rawearn < 19 & rawben_rel_max >= 0.85 & unc_rawben_rel_max < 0.9718 & rawunearn < 1550,rawearn < 19 & rawben_rel_max >= 0.5435 & unc_rawben_rel_max < 0.9718 & rawunearn < 737
1,rule13614,recall,10,4,4,97,25,72,6.96,0.258,0.258,0.254,3.7,0.143,0.27,unc_rawben_rel_max < 1.1 & count_divisible_by_100 >= 0 & total_deductions >= 550 & total_deductions < 796.5,unc_rawben_rel_max < 2.016 & count_divisible_by_100 >= 0.5 & total_deductions >= 401.5 & total_deductions < 796.5
1,rule11475,recall,10,3,3,62,16,46,4.45,0.258,0.165,0.165,3.71,0.167,0.317,rawgross >= 750 & cat_elig < 1.5 & unc_rawben_rel_max >= 0.8,rawgross >= 1409 & cat_elig < 1.5 & unc_rawben_rel_max >= -0.01646
1,rule6286,recall,10,3,3,35,9,26,2.51,0.257,0.093,0.111,3.7,0.081,0.203,rawearn >= 0 & total_deductions >= 600 & total_deductions < 650,rawearn >= 318.5 & total_deductions >= 146.2 & total_deductions < 1006
1,rule3083,recall,10,3,3,35,9,26,2.51,0.257,0.093,0.124,3.7,0.2,0.363,shelter_expenses < 676.5 & unc_rawben_rel_max >= 0.55 & months_since_cert_n >= 16,shelter_expenses < 676.5 & unc_rawben_rel_max >= 1.72 & months_since_cert_n >= 3
1,rule7342,recall,10,3,3,101,26,75,7.25,0.257,0.268,0.275,3.7,0.188,0.236,rawgross < 1450 & unc_rawben_rel_max < 1.1 & total_deductions >= 550,rawgross < 17 & unc_rawben_rel_max < 2.223 & total_deductions >= 598.5
1,rule1868,recall,10,3,3,74,19,55,5.31,0.257,0.196,0.192,3.69,0.143,0.316,rawben_rel_max < 1 & rawunearn < 1050 & total_deductions >= 500,rawben_rel_max < 0.6496 & rawunearn < 897.5 & total_deductions >= 246
1,rule22951,recall,10,3,3,86,22,64,6.17,0.256,0.227,0.197,3.68,0.054,0.254,rawgross >= 850 & total_deductions < 750 & unc_rawben_rel_max >= 0.55,rawgross >= 1067 & total_deductions < 545 & unc_rawben_rel_max >= -0.008873
1,rule7338,recall,10,4,4,102,26,76,7.32,0.255,0.268,0.267,3.66,0.071,0.438,rawgross >= 850 & unc_rawben_rel_max < 1.2 & rawben_rel_max >= 0.6 & rawearn >= 0,rawgross >= 17 & unc_rawben_rel_max < 0.974 & rawben_rel_max >= 0.7966 & rawearn >= 2.5
1,rule2931,recall,10,4,3,110,28,82,7.89,0.255,0.289,0.283,3.66,0.15,0.316,"unc_rawben_rel_max < 1.1 & rawunearn < 1450 & elderly_disabled_i %in% c(""TRUE"") & total_deductions >= 500","unc_rawben_rel_max < 2.331 & rawunearn < 801.5 & elderly_disabled_i %in% c(""TRUE"") & total_deductions >= 406.1"
1,rule2210,recall,10,4,4,110,28,82,7.89,0.255,0.289,0.316,3.66,0,0.289,unc_rawben_rel_max >= 0.4 & utilities >= 0 & shelter_expenses >= 800 & total_deductions < 750,unc_rawben_rel_max >= 1.625 & utilities >= 479 & shelter_expenses >= 1103 & total_deductions < 706.4
1,rule3841,recall,10,4,4,94,24,70,6.74,0.255,0.247,0.226,3.67,0,0.232,unc_rawben_rel_max < 2.212 & shelter_expenses >= 800 & rawunearn < 1050 & shelter_expenses < 1106,unc_rawben_rel_max < 2.212 & shelter_expenses >= 954 & rawunearn < 685 & shelter_expenses < 1106
1,rule4127,recall,10,4,4,71,18,53,5.09,0.254,0.186,0.191,3.64,0.161,0.371,rawgross < 1150 & utilities < 425 & shelter_expenses >= 800 & months_since_cert_n >= 4.5,rawgross < 0.5 & utilities < 793 & shelter_expenses >= 27 & months_since_cert_n >= 4.5
1,rule9548,recall,10,2,2,59,15,44,4.23,0.254,0.155,0.146,3.65,0.269,0.212,medical_deductions >= 50 & rawben_rel_max >= 0.25,medical_deductions >= 124 & rawben_rel_max >= 0.3409
1,rule3773,recall,10,4,4,95,24,71,6.81,0.253,0.247,0.288,3.63,0.19,0.389,rawgross < 1450 & months_since_cert_n >= 4 & total_deductions >= 500 & total_deductions < 750,rawgross < 1.5 & months_since_cert_n >= 5.5 & total_deductions >= 9.6 & total_deductions < 715
1,rule635,recall,10,4,4,87,22,65,6.24,0.253,0.227,0.23,3.63,0.139,0.346,rawunearn < 1350 & total_deductions >= 400 & months_since_cert_n >= 10 & utilities < 425,rawunearn < 1.5 & total_deductions >= 56.5 & months_since_cert_n >= 3.5 & utilities < 106
1,rule4045,recall,10,4,4,91,23,68,6.53,0.253,0.237,0.27,3.63,0.143,0.248,rawgross < 1150 & count_divisible_by_100 < 0.5 & shelter_expenses >= 800 & total_deductions < 750,rawgross < 16 & count_divisible_by_100 < 0.5 & shelter_expenses >= 1097 & total_deductions < 648
1,rule6019,recall,10,4,3,123,31,92,8.82,0.252,0.32,0.306,3.62,0.222,0.865,"rawgross < 1450 & elderly_disabled_i %in% c(""TRUE"") & unc_rawben_rel_max < 1.1 & total_deductions >= 450","rawgross < 0.5 & elderly_disabled_i %in% c(""TRUE"") & unc_rawben_rel_max < 2.012 & total_deductions >= 21"
1,rule4912,recall,10,4,3,131,33,98,9.4,0.252,0.34,0.32,3.62,0.19,0.57,"elderly_disabled_i %in% c(""TRUE"") & rawgross < 1450 & shelter_expenses < 1250 & total_deductions >= 450","elderly_disabled_i %in% c(""TRUE"") & rawgross < 598.5 & shelter_expenses < 969.5 & total_deductions >= 26"
1,rule2477,recall,10,4,3,127,32,95,9.11,0.252,0.33,0.328,3.62,0.25,0.646,"elderly_disabled_i %in% c(""TRUE"") & rawgross < 1450 & utilities < 425 & total_deductions >= 500","elderly_disabled_i %in% c(""TRUE"") & rawgross < 578 & utilities < 509.5 & total_deductions >= 103"
1,rule3217,recall,10,4,4,12,3,9,0.86,0.25,0.031,0.032,3.59,0.111,0.418,shelter_expenses < 1050 & rawearn >= 800 & rawben_rel_max < 0.85 & rawben_rel_max >= 0.45,shelter_expenses < 1906 & rawearn >= 1.5 & rawben_rel_max < 0.97 & rawben_rel_max >= 0.5326
1,rule5911,recall,10,3,3,12,3,9,0.86,0.25,0.031,0.056,3.59,0.062,0.36,unc_rawben_rel_max >= 1.5 & rawgross < 12.5 & utilities < 75,unc_rawben_rel_max >= 1.214 & rawgross < 12.5 & utilities < 727
1,rule2818,recall,10,4,3,24,6,18,1.72,0.25,0.062,0.11,3.59,0.129,0.591,"medical_deductions < 25 & rawunearn < 600 & elderly_disabled_i %in% c(""TRUE"") & months_since_cert_n >= 16","medical_deductions < 137 & rawunearn < 0.5 & elderly_disabled_i %in% c(""TRUE"") & months_since_cert_n >= 8.5"
1,rule2686,recall,10,3,3,16,4,12,1.15,0.25,0.041,0.049,3.59,0.3,0.392,rawearn >= 800 & rawben_rel_max >= 0.08093 & utilities < 75,rawearn >= 590 & rawben_rel_max >= 0.08093 & utilities < 10
1,rule13499,recall,10,4,3,12,3,9,0.86,0.25,0.031,0.02,3.59,0,0.43,"unc_rawben_rel_max < 0.8 & rawgross < 550 & elderly_disabled_i %in% c(""TRUE"") & cat_elig < 1.5","unc_rawben_rel_max < 1.708 & rawgross < 13 & elderly_disabled_i %in% c(""TRUE"") & cat_elig < 1.5"
1,rule2725,recall,10,4,4,20,5,15,1.43,0.25,0.052,0.046,3.59,0.133,0.389,rawunearn < 1050 & cat_elig >= 2 & unc_rawben_rel_max >= 0.55 & rawben_rel_max < 0.85,rawunearn < 370.5 & cat_elig >= 0.5 & unc_rawben_rel_max >= 0.4124 & rawben_rel_max < 0.9809
1,rule3921,recall,10,4,2,12,3,9,0.86,0.25,0.031,0.054,3.59,NA,0.298,"months_since_cert_n >= 10 & elderly_disabled_i %in% c(""FALSE"") & utilities >= 25 & expedited_i %in% c(""FALSE"")","months_since_cert_n >= 4.5 & elderly_disabled_i %in% c(""FALSE"") & utilities >= 542 & expedited_i %in% c(""FALSE"")"
1,rule6692,recall,10,4,4,44,11,33,3.16,0.25,0.113,0.089,3.59,0.182,0.484,months_since_cert_n >= 10 & rawearn >= 0 & rawben_rel_max < 0.75 & rawben_rel_max >= 0.6,months_since_cert_n >= 4.5 & rawearn >= 50.5 & rawben_rel_max < 0.9737 & rawben_rel_max >= 0.4124
1,rule1875,recall,10,3,2,24,6,18,1.72,0.25,0.062,0.11,3.59,0.25,0.246,"unc_rawben_rel_max >= 1.5 & months_since_cert_n >= 3 & expedited_i %in% c(""FALSE"")","unc_rawben_rel_max >= 1.923 & months_since_cert_n >= 3.5 & expedited_i %in% c(""FALSE"")"
1,rule3718,recall,10,3,3,32,8,24,2.3,0.25,0.082,0.155,3.59,0.1,0.301,unc_rawben_rel_max >= 1.5 & total_deductions >= 600 & rawunearn < 500,unc_rawben_rel_max >= 1.22 & total_deductions >= 71.5 & rawunearn < 0.5
1,rule3952,recall,10,4,4,100,25,75,7.17,0.25,0.258,0.243,3.59,0.143,0.242,unc_rawben_rel_max >= -0.7 & rawben_rel_max >= 0.6 & rawgross >= 850 & rawunearn < 1383,unc_rawben_rel_max >= -0.003498 & rawben_rel_max >= 0.09583 & rawgross >= 1242 & rawunearn < 1383
1,rule1843,recall,10,4,4,16,4,12,1.15,0.25,0.041,0.031,3.59,0.167,0.373,rawunearn < 800 & cat_elig >= 2 & unc_rawben_rel_max < 0.55 & utilities < 225,rawunearn < 30 & cat_elig >= 0.5 & unc_rawben_rel_max < 0.96 & utilities < 48.5
1,rule394,recall,10,3,3,20,5,15,1.43,0.25,0.052,0.07,3.59,0.104,0.358,rawearn >= 450 & months_since_cert_n >= 10 & rawben_rel_max < 0.8274,rawearn >= 526 & months_since_cert_n >= 3.5 & rawben_rel_max < 0.8274
1,rule9923,recall,10,3,3,24,6,18,1.72,0.25,0.062,0.123,3.59,0.286,0.468,unc_rawben_rel_max >= 1.5 & shelter_expenses >= 837 & total_deductions >= 600,unc_rawben_rel_max >= 1.872 & shelter_expenses >= 837 & total_deductions >= 634.5
1,rule5633,recall,10,4,4,12,3,9,0.86,0.25,0.031,0.025,3.59,0.07,0.218,rawearn < 1350 & total_deductions < 400 & rawearn >= 800 & shelter_expenses >= 0,rawearn < 1928 & total_deductions < 1764 & rawearn >= 522.5 & shelter_expenses >= 60
1,rule7492,recall,10,3,3,44,11,33,3.16,0.25,0.113,0.117,3.59,0.103,0.341,rawgross >= 850 & unc_rawben_rel_max >= 0.8 & medical_deductions < 175,rawgross >= 1350 & unc_rawben_rel_max >= -0.005436 & medical_deductions < 60
1,rule871,recall,10,4,4,108,27,81,7.75,0.25,0.278,0.263,3.59,0.138,0.204,rawearn < 200 & unc_rawben_rel_max >= 0.4 & shelter_expenses >= 800 & unc_rawben_rel_max < 1.2,rawearn < 2004 & unc_rawben_rel_max >= 1.804 & shelter_expenses >= 670 & unc_rawben_rel_max < 2.49
1,rule7639,recall,10,3,3,12,3,9,0.86,0.25,0.031,0.056,3.59,0.045,0.343,unc_rawben_rel_max < 1.9 & utilities < 75 & unc_rawben_rel_max >= 1.5,unc_rawben_rel_max < 2.234 & utilities < 327 & unc_rawben_rel_max >= 1.218
1,rule2416,recall,10,3,3,20,5,15,1.43,0.25,0.052,0.111,3.59,0.263,0.3,unc_rawben_rel_max >= -0.7 & months_since_cert_n >= 16 & rawgross < 550,unc_rawben_rel_max >= 1.466 & months_since_cert_n >= 5.5 & rawgross < 488.5
1,rule3274,recall,10,4,3,24,6,18,1.72,0.25,0.062,0.11,3.59,0.14,0.479,"count_divisible_by_100 < 0.5 & elderly_disabled_i %in% c(""TRUE"") & rawunearn < 596 & months_since_cert_n >= 15","count_divisible_by_100 < 0.5 & elderly_disabled_i %in% c(""TRUE"") & rawunearn < 596 & months_since_cert_n >= 8.5"
1,rule16659,recall,10,3,3,44,11,33,3.16,0.25,0.113,0.12,3.59,0.092,0.281,rawben_rel_max >= 0.9 & utilities < 425 & rawben_rel_max < 1,rawben_rel_max >= 0.3126 & utilities < 9 & rawben_rel_max < 0.8043
2,rule4025,recall,10,3,2,10,5,5,2.38,0.5,0.091,0.164,3.82,0.308,0.28,"rawearn < 2450 & elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.15","rawearn < 706.5 & elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.7859"
2,rule318,recall,10,3,2,10,5,5,2.38,0.5,0.091,0.164,3.82,0.16,0.238,"rawearn < 2450 & rawben_rel_max < 0.15 & elderly_disabled_i %in% c(""FALSE"")","rawearn < 700.5 & rawben_rel_max < 0.8876 & elderly_disabled_i %in% c(""FALSE"")"
2,rule5693,recall,10,4,3,25,8,17,5.95,0.32,0.145,0.196,2.44,0.2,0.2,"total_deductions < 1295 & rawgross < 3000 & shelter_expenses >= 1250 & expedited_i %in% c(""FALSE"")","total_deductions < 1295 & rawgross < 0.5 & shelter_expenses >= 745.5 & expedited_i %in% c(""FALSE"")"
2,rule2452,recall,10,3,3,19,6,13,4.52,0.316,0.109,0.192,2.41,0.174,0.209,unc_rawben_rel_max < 0.05 & rawben_rel_max >= 0 & rawunearn < 1750,unc_rawben_rel_max < 0.8897 & rawben_rel_max >= 0.281 & rawunearn < 806
2,rule1918,recall,10,3,2,17,5,12,4.05,0.294,0.091,0.164,2.25,0.132,0.273,"unc_rawben_rel_max < 0.15 & elderly_disabled_i %in% c(""FALSE"") & rawgross < 3000","unc_rawben_rel_max < 0.4564 & elderly_disabled_i %in% c(""FALSE"") & rawgross < 2504"
2,rule10893,recall,10,3,3,48,14,34,11.43,0.292,0.255,0.224,2.23,0.091,0.241,rawben_rel_max >= 0.4 & unc_rawben_rel_max < 0.9 & rawearn >= 2.5,rawben_rel_max >= 0.8823 & unc_rawben_rel_max < 0.9826 & rawearn >= 2.5
2,rule678,recall,10,2,2,31,9,22,7.38,0.29,0.164,0.205,2.22,0.182,0.282,shelter_expenses >= 1350 & utilities < 425,shelter_expenses >= 1694 & utilities < 606.5
2,rule2129,recall,10,3,2,14,4,10,3.33,0.286,0.073,0.125,2.18,0.174,0.242,"rawgross >= 2050 & rawgross < 2550 & children_i %in% c(""TRUE"")","rawgross >= 1614 & rawgross < 2106 & children_i %in% c(""TRUE"")"
2,rule19260,recall,10,3,3,21,6,15,5,0.286,0.109,0.188,2.18,0.167,0.281,rawgross < 3000 & rawearn >= 2050 & utilities < 425,rawgross < 1721 & rawearn >= 961.5 & utilities < 457
2,rule3805,recall,10,4,3,39,11,28,9.29,0.282,0.2,0.195,2.15,0.172,0.245,"unc_rawben_rel_max >= 0.35 & rawben_rel_max < 0.75 & elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n < 12","unc_rawben_rel_max >= -0.005206 & rawben_rel_max < 0.757 & elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n < 9.5"
2,rule3314,recall,10,2,2,25,7,18,5.95,0.28,0.127,0.206,2.14,0.267,0.301,rawearn >= 2050 & total_deductions < 1100,rawearn >= 367 & total_deductions < 308.8
2,rule349,recall,10,3,3,22,6,16,5.24,0.273,0.109,0.184,2.08,0.164,0.215,rawearn >= 2200 & utilities >= 0 & utilities < 425,rawearn >= 1226 & utilities >= 29.5 & utilities < 433.5
2,rule5789,recall,10,3,3,11,3,8,2.62,0.273,0.055,0.042,2.08,0.111,0.259,unc_rawben_rel_max >= 1.487 & months_since_cert_n >= 0 & utilities < 425,unc_rawben_rel_max >= 1.487 & months_since_cert_n >= 1.5 & utilities < 660.5
2,rule1062,recall,10,3,2,26,7,19,6.19,0.269,0.127,0.191,2.06,0.154,0.339,"rawben_rel_max < 0.2 & shelter_expenses < 1550 & elderly_disabled_i %in% c(""FALSE"")","rawben_rel_max < 0.8725 & shelter_expenses < 15.5 & elderly_disabled_i %in% c(""FALSE"")"
