"hh_size","rule_id","rule","n_conditions","role","coefficient","importance","workload_pct","n_flagged","errors_caught","clean_flagged","precision","recall","dollar_recall","lift","base_rate","error_tag"
"1","R480","rawben_rel_max <= 0.8007118 & utilities <= 932 & rawunearn > 882 & rawunearn <= 1245 & months_since_cert_n > 5 & months_since_cert_n <= 6",6,"INCLUDE",0.651,0.651,1.1,41,4,37,0.098,0.017,0.021,1.46,0.067,"underissuance"
"1","R482","total_deductions <= 720 & rawunearn > 1275 & rawunearn <= 1464",3,"INCLUDE",0.618,0.618,4.6,164,16,148,0.098,0.067,0.081,1.46,0.067,"underissuance"
"1","R918","elderly_disabled_i > 0 & rawben_rel_max > 0.3745705 & rawben_rel_max <= 0.8007118 & medical_deductions <= 175 & months_since_cert_n <= 3",5,"INCLUDE",0.507,0.507,4.9,175,17,158,0.097,0.071,0.051,1.46,0.067,"underissuance"
"1","R547","elderly_disabled_i > 0 & shelter_expenses <= 1276 & utilities > 912 & homeless == FALSE & unc_rawben_rel_max > -0.01030928",5,"INCLUDE",0.633,0.633,1.5,52,5,47,0.096,0.021,0.017,1.44,0.067,"underissuance"
"1","R384","children_i <= 0 & elderly_disabled_i > 0 & expedited_i > 0 & homeless == FALSE & unc_rawben_rel_max > -0.01030928",5,"INCLUDE",0.588,0.588,3.5,126,12,114,0.095,0.05,0.068,1.43,0.067,"underissuance"
"1","R896","elderly_disabled_i > 0 & rawunearn <= 30",2,"INCLUDE",0.677,0.677,3.6,128,12,116,0.094,0.05,0.053,1.41,0.067,"underissuance"
"1","R1367","elderly_disabled_i > 0 & rawunearn <= 30 & unc_rawben_rel_max > -0.003436426 & months_since_cert_n <= 34",4,"INCLUDE",0.655,0.655,3.4,121,11,110,0.091,0.046,0.045,1.36,0.067,"underissuance"
"1","R1368","elderly_disabled_i > 0 & cat_elig > 0 & rawben_rel_max > 0.1814947 & utilities > 342 & utilities <= 1020 & rawunearn > 30 & rawgross > 571 & months_since_cert_n > 17 & months_since_cert_n <= 31",9,"INCLUDE",0.593,0.593,5,180,16,164,0.089,0.067,0.055,1.33,0.067,"underissuance"
"1","R878","cat_elig > 0 & rawben_rel_max > 0.08934708 & shelter_expenses <= 427 & rawunearn <= 950 & months_since_cert_n > 5",5,"INCLUDE",0.657,0.657,10,358,31,327,0.087,0.13,0.108,1.3,0.067,"underissuance"
"1","R550","rawben_rel_max > 0.08934708 & medical_deductions <= 0 & shelter_expenses > 352 & shelter_expenses <= 1057 & utilities <= 912 & rawunearn > 882 & months_since_cert_n > 15",7,"INCLUDE",0.591,0.591,3.6,128,11,117,0.086,0.046,0.038,1.29,0.067,"underissuance"
"1","R967","elderly_disabled_i > 0 & expedited_i <= 0 & rawben_rel_max > 0.08934708 & rawben_rel_max <= 0.2562278 & shelter_expenses > 401 & rawearn <= 1 & rawgross <= 1837 & months_since_cert_n <= 19",8,"INCLUDE",0.529,0.529,2.9,105,9,96,0.086,0.038,0.044,1.29,0.067,"underissuance"
"1","R543","expedited_i > 0 & shelter_expenses > 76 & shelter_expenses <= 1276 & utilities <= 912 & homeless == FALSE & rawearn <= 874 & unc_rawben_rel_max > -0.01030928 & months_since_cert_n <= 15 & count_divisible_by_100 <= 0",9,"INCLUDE",0.719,0.719,3.3,118,10,108,0.085,0.042,0.049,1.27,0.067,"underissuance"
"1","R544","elderly_disabled_i <= 0 & total_deductions <= 311 & cat_elig > 0 & rawunearn <= 517 & unc_rawben_rel_max > -0.01030928 & months_since_cert_n <= 2",6,"INCLUDE",0.698,0.698,7.8,281,24,257,0.085,0.1,0.11,1.28,0.067,"underissuance"
"1","R1369","elderly_disabled_i > 0 & cat_elig > 0 & rawben_rel_max > 0.1814947 & utilities > 342 & rawunearn > 30 & rawgross > 571 & months_since_cert_n > 17 & months_since_cert_n <= 31",8,"INCLUDE",0.561,0.561,5.3,190,16,174,0.084,0.067,0.055,1.26,0.067,"underissuance"
"1","R1291","expedited_i <= 0 & rawben_rel_max > 0.3230241 & medical_deductions <= 0 & shelter_expenses <= 480 & rawunearn > 816",5,"INCLUDE",0.7,0.7,0.7,24,2,22,0.083,0.008,0.01,1.25,0.067,"underissuance"
"1","R665","total_deductions > 1168 & medical_deductions <= 0 & rawearn <= 246",3,"INCLUDE",0.604,0.604,1.1,41,3,38,0.073,0.013,0.017,1.1,0.067,"underissuance"
"1","R495","rawearn <= 170 & unc_rawben_rel_max <= -0.003558719",2,"INCLUDE",0.584,0.584,8.5,303,21,282,0.069,0.088,0.13,1.04,0.067,"underissuance"
"1","R761","homeless == TRUE & months_since_cert_n <= 34",2,"INCLUDE",0.648,0.648,8.6,308,20,288,0.065,0.084,0.087,0.97,0.067,"underissuance"
