"hh_size","rule_id","rule","n_conditions","role","coefficient","importance","workload_pct","n_flagged","errors_caught","clean_flagged","precision","recall","dollar_recall","lift","base_rate","error_tag"
"4+","rule7922","rawgross >= 3184 & married < 0.5",2,"INCLUDE",-0.056,0.014,6.2,369,48,321,0.13,0.122,0.143,1.95,0.067,"underissuance"
"4+","rule6064","unc_rawben_rel_max < 0.9359 & shelter_expenses < 893 & rawben_rel_max < 0.5698",3,"INCLUDE",-0.168,0.051,10.3,611,79,532,0.129,0.201,0.246,1.94,0.067,"underissuance"
"4+","rule1802","rawben_rel_max < 0.9568 & months_since_cert_n >= 5.5 & rawben_rel_max >= 0.6578",3,"INCLUDE",-0.101,0.028,8.4,497,64,433,0.129,0.162,0.115,1.93,0.067,"underissuance"
"4+","rule2179","rawgross >= 1322 & utilities < 369.5",2,"INCLUDE",-0.023,0.008,14.5,859,111,748,0.129,0.282,0.306,1.94,0.067,"underissuance"
"4+","rule2894","rawgross >= 1328 & rawben_rel_max >= 0.8015 & utilities < 731",3,"INCLUDE",-0.308,0.067,4.9,290,37,253,0.128,0.094,0.059,1.91,0.067,"underissuance"
"4+","rule4433","rawearn >= 1076 & rawearn < 1403",2,"INCLUDE",-0.123,0.027,4.9,288,37,251,0.128,0.094,0.081,1.93,0.067,"underissuance"
"4+","rule7175","rawunearn < 1511 & rawunearn >= 726 & elderly_disabled_i %in% c(""FALSE"")",3,"INCLUDE",-0.157,0.043,8.2,487,62,425,0.127,0.157,0.15,1.91,0.067,"underissuance"
"4+","rule516","rawben_rel_max < 0.9574 & months_since_cert_n >= 4.5 & elderly_disabled_i %in% c(""FALSE"")",3,"INCLUDE",-0.054,0.022,19.6,1160,147,1013,0.127,0.373,0.371,1.9,0.067,"underissuance"
"4+","rule5681","rawearn < 3026 & rawearn >= 2868",2,"INCLUDE",-0.072,0.011,2.4,144,18,126,0.125,0.046,0.059,1.88,0.067,"underissuance"
"4+","rule6542","rawben_rel_max < 0.9339 & utilities >= 36.5 & months_since_cert_n >= 5.5",3,"INCLUDE",-0.001,0,16.6,984,123,861,0.125,0.312,0.336,1.88,0.067,"underissuance"
