"hh","rule","n_flagged_train","precision_train","precision_train_lcb"
"1","months_since_cert_n >=  21.00 & unc_rawben_rel_max >=   1.81 & utilities < 679.00",53,0.3208,0.1943
"1","elderly_disabled_i >=   1.00 & total_deductions_by_hh_size < 344.00 & unc_rawben_rel_max >=   1.26",79,0.2785,0.1783
"1","shelter_expenses_by_hh_size < 746.00 & total_deductions_by_hh_size >= 344.00 & unc_rawben_rel_max >=   1.81",526,0.1084,0.0807
"1","elderly_disabled_i >=   1.000 & months_since_cert_n >=  11.000 & shelter_expenses_by_hh_size < 450.000 & unc_rawben_rel_max >=   0.284",1058,0.0633,0.048
"1","elderly_disabled_i >=   1.0 & shelter_expenses_by_hh_size >= 450.0 & unc_rawben_rel_max >=   1.7",828,0.2053,0.1746
"1","shelter_expenses_by_hh_size < 668.00 & unc_rawben_rel_max >=   1.27",1983,0.055,0.0442
"1","months_since_cert_n >=   7.00 & shelter_expenses_by_hh_size < 668.00 & unc_rawben_rel_max >=   1.27",570,0.1368,0.1068
"1","shelter_expenses_by_hh_size >= 668.00 & unc_rawben_rel_max >=   2.01",498,0.2209,0.1808
"1","months_since_cert_n >=   7.00 & shelter_expenses_by_hh_size < 668.00 & unc_rawben_rel_max >=   1.27 & utilities < 456.00",413,0.1792,0.1395
"1","months_since_cert_n >=   5.00 & shelter_expenses_by_hh_size >= 668.00 & unc_rawben_rel_max >=   2.01",322,0.236,0.1856
"1","medical_deductions < 29.000 & rawben_rel_max >=  0.285 & unc_rawben_rel_max >=  1.670",2835,0.0656,0.0556
"1","medical_deductions >=  29.000 & rawben_rel_max >=   0.285 & shelter_expenses_by_hh_size >= 892.000",1003,0.0508,0.037
"1","medical_deductions <  29.000 & rawben_rel_max >=   0.285 & shelter_expenses_by_hh_size < 861.000 & unc_rawben_rel_max >=   1.670",1367,0.0783,0.063
"1","medical_deductions <  29.000 & rawben_rel_max >=   0.285 & shelter_expenses_by_hh_size >= 861.000 & unc_rawben_rel_max >=   1.670",1468,0.0538,0.0417
"1","medical_deductions >=  29.000 & rawben_rel_max >=   0.285 & shelter_expenses_by_hh_size < 642.000",368,0.0516,0.0307
"1","medical_deductions >=  29.000 & rawben_rel_max >=   0.285 & rawben_rel_max <   0.968 & shelter_expenses_by_hh_size >= 892.000",654,0.0566,0.039
"1","elderly_disabled_i >=   1.00 & total_deductions_by_hh_size < 393.00 & unc_rawben_rel_max >=   1.27",116,0.2759,0.191
"1","months_since_cert_n >=  11.00 & total_deductions_by_hh_size >= 393.00 & total_deductions_by_hh_size < 654.00 & unc_rawben_rel_max >=   1.27",244,0.1107,0.0721
"1","elderly_disabled_i >=   1 & shelter_expenses_by_hh_size < 322 & total_deductions_by_hh_size >=  56",536,0.0728,0.0507
"1","elderly_disabled_i >=   1.00 & shelter_expenses_by_hh_size < 322.00 & total_deductions_by_hh_size >=  56.00 & unc_rawben_rel_max >=   1.35",43,0.4186,0.2625
"1","medical_deductions >=  72.000 & unc_rawben_rel_max >=   0.284 & utilities < 827.000",1353,0.0554,0.0427
"1","medical_deductions <  72.00 & shelter_expenses_by_hh_size >= 668.00 & unc_rawben_rel_max >=   2.49 & utilities < 612.00",75,0.2267,0.1349
"1","medical_deductions <  72.00 & shelter_expenses_by_hh_size >= 668.00 & unc_rawben_rel_max >=   2.49 & utilities >= 612.00",74,0.2568,0.1581
"1","medical_deductions >=  72.000 & shelter_expenses_by_hh_size >= 898.000 & unc_rawben_rel_max >=   0.284 & utilities < 827.000",673,0.0684,0.049
"1","unc_rawben_rel_max >=   1.46 & utilities >= 284.00",3542,0.0505,0.0426
"1","elderly_disabled_i >=   1.00 & unc_rawben_rel_max >=   1.46 & utilities < 284.00",121,0.4132,0.315
"1","months_since_cert_n >=   7.00 & unc_rawben_rel_max >=   1.46 & utilities >= 284.00",1276,0.0862,0.0696
"1","count_divisible_by_100 <   1.00 & months_since_cert_n >=   7.00 & unc_rawben_rel_max >=   1.46 & utilities >= 284.00",1193,0.0855,0.0685
"1","count_divisible_by_100 >=   1.00 & months_since_cert_n >=   7.00 & unc_rawben_rel_max >=   1.46 & utilities >= 284.00",83,0.0964,0.044
"1","elderly_disabled_i >=   1.000 & rawben_rel_max >=   0.573 & shelter_expenses_by_hh_size < 606.000",2432,0.0707,0.0596
"1","elderly_disabled_i >=   1.000 & medical_deductions < 104.000 & rawben_rel_max >=   0.573 & shelter_expenses_by_hh_size < 606.000",2287,0.0704,0.0589
"1","elderly_disabled_i >=   1.000 & medical_deductions >= 104.000 & rawben_rel_max >=   0.573 & shelter_expenses_by_hh_size < 606.000",145,0.0759,0.0386
"1","medical_deductions >= 123.000 & medical_deductions < 172.000 & rawben_rel_max >=   0.328 & rawben_rel_max <   0.630",273,0.0586,0.0333
"1","unc_rawben_rel_max >=   2.49 & utilities >= 580.00",93,0.3118,0.2131
"1","total_deductions_by_hh_size < 1330.00 & unc_rawben_rel_max >=    2.49 & utilities <  580.00",34,0.2647,0.1304
"1","unc_rawben_rel_max >= 1.88 & unc_rawben_rel_max < 2.49",1186,0.086,0.0689
"1","total_deductions_by_hh_size < 942.00 & unc_rawben_rel_max >=   1.88 & unc_rawben_rel_max <   2.49",943,0.0891,0.0698
"1","total_deductions_by_hh_size >= 942.00 & unc_rawben_rel_max >=   1.88 & unc_rawben_rel_max <   2.49",243,0.0741,0.0436
"1","expedited_i < 1.00 & unc_rawben_rel_max >= 2.49",134,0.306,0.2224
"1","shelter_expenses_by_hh_size < 1030.00 & total_deductions_by_hh_size >=  942.00 & unc_rawben_rel_max >=    1.88 & unc_rawben_rel_max <    2.49",70,0.1143,0.0524
"1","shelter_expenses_by_hh_size >= 1030.00 & total_deductions_by_hh_size >=  942.00 & unc_rawben_rel_max >=    1.88 & unc_rawben_rel_max <    2.49",173,0.0578,0.0284
"1","expedited_i <   1.00 & unc_rawben_rel_max >=   2.49 & utilities < 624.00",70,0.2857,0.1791
"1","expedited_i <   1.00 & unc_rawben_rel_max >=   2.49 & utilities >= 624.00",64,0.3281,0.2098
"1","expedited_i <    1.00 & shelter_expenses_by_hh_size >= 1510.00 & unc_rawben_rel_max >=    2.49",63,0.2857,0.1745
"1","months_since_cert_n <   17.00 & shelter_expenses_by_hh_size < 1510.00 & total_deductions_by_hh_size <  966.00 & unc_rawben_rel_max >=    2.01",131,0.2977,0.2143
"1","months_since_cert_n <   17 & shelter_expenses_by_hh_size < 1510 & total_deductions_by_hh_size >=  966 & utilities <  676",405,0.0642,0.0412
"1","unc_rawben_rel_max >=   2.49 & utilities >= 410.00 & utilities < 783.00",86,0.2791,0.1822
"1","elderly_disabled_i >=   1.000 & rawben_rel_max >=   0.688 & shelter_expenses_by_hh_size < 658.000 & unc_rawben_rel_max <   2.490",2218,0.0798,0.0674
"1","shelter_expenses_by_hh_size < 1470.00 & unc_rawben_rel_max >=    2.49 & utilities >=  410.00 & utilities <  783.00",46,0.2391,0.1255
"1","shelter_expenses_by_hh_size >= 1470.00 & unc_rawben_rel_max >=    2.49 & utilities >=  410.00 & utilities <  783.00",40,0.325,0.1828
"1","medical_deductions >= 135.000 & rawben_rel_max >=   0.317 & utilities < 711.000",807,0.0533,0.0377
"1","medical_deductions < 135.00 & months_since_cert_n >=   7.00 & total_deductions_by_hh_size < 412.00 & unc_rawben_rel_max >=   1.35",201,0.1194,0.0759
"1","medical_deductions >= 135.000 & medical_deductions < 205.000 & rawben_rel_max >=   0.317 & utilities < 711.000",585,0.0615,0.0422
"1","medical_deductions >=  120 & shelter_expenses_by_hh_size >= 1160 & total_deductions_by_hh_size >=  400 & utilities <  800",481,0.0561,0.0363
"1","elderly_disabled_i >=   1.000 & shelter_expenses_by_hh_size < 366.000 & total_deductions_by_hh_size >=  49.000 & unc_rawben_rel_max >=   0.324",492,0.1179,0.0882
"1","months_since_cert_n >=   7.00 & unc_rawben_rel_max >=   1.52 & utilities < 366.00",192,0.3073,0.236
"1","shelter_expenses_by_hh_size >= 1420.00 & unc_rawben_rel_max >=    1.52 & utilities >=  366.00",589,0.0577,0.0391
"1","months_since_cert_n >=   7.00 & shelter_expenses_by_hh_size < 624.00 & unc_rawben_rel_max >=   1.52 & utilities < 366.00",126,0.3254,0.2372
"1","months_since_cert_n >=   7.00 & shelter_expenses_by_hh_size >= 624.00 & unc_rawben_rel_max >=   1.52 & utilities < 366.00",66,0.2727,0.1662
"1","shelter_expenses_by_hh_size >= 1420.00 & unc_rawben_rel_max >=    1.52 & utilities >=  366.00 & utilities <  545.00",153,0.0654,0.0322
"1","months_since_cert_n <  15 & shelter_expenses_by_hh_size < 925 & total_deductions_by_hh_size >= 774 & utilities >= 313",188,0.1011,0.0606
"1","count_divisible_by_100 >=   1 & months_since_cert_n <  15 & shelter_expenses_by_hh_size >= 925 & total_deductions_by_hh_size >= 774",181,0.0829,0.0465
"1","months_since_cert_n >=  15.000 & rawben_rel_max >=   0.292 & total_deductions_by_hh_size >=  42.000 & utilities < 391.000",1191,0.0546,0.0412
"1","medical_deductions < 108.00 & months_since_cert_n >=  15.00 & unc_rawben_rel_max >=   1.88 & utilities >= 391.00",134,0.1642,0.1031
"1","count_divisible_by_100 <   1.00 & shelter_expenses_by_hh_size < 838.00 & unc_rawben_rel_max >=   1.46",1830,0.0705,0.0578
"1","count_divisible_by_100 <   1.00 & shelter_expenses_by_hh_size < 838.00 & unc_rawben_rel_max >=   1.46 & utilities < 452.00",971,0.1061,0.0852
"1","shelter_expenses_by_hh_size < 1760.00 & unc_rawben_rel_max >=    2.49",122,0.3279,0.2382
"1","shelter_expenses_by_hh_size < 1760.00 & total_deductions_by_hh_size < 1330.00 & unc_rawben_rel_max >=    2.49",56,0.3036,0.1833
"1","medical_deductions < 125.00 & shelter_expenses_by_hh_size >= 511.00 & unc_rawben_rel_max >=   1.87 & unc_rawben_rel_max <   2.49",1828,0.0618,0.05
"1","months_since_cert_n <    9.00 & shelter_expenses_by_hh_size < 1760.00 & total_deductions_by_hh_size < 1330.00 & unc_rawben_rel_max >=    2.49",29,0.3103,0.1543
"1","months_since_cert_n >=    9.00 & shelter_expenses_by_hh_size < 1760.00 & total_deductions_by_hh_size < 1330.00 & unc_rawben_rel_max >=    2.49",27,0.2963,0.1407
"1","count_divisible_by_100 >= 1.000 & rawben_rel_max >= 0.484 & unc_rawben_rel_max >= 1.880",62,0.1613,0.0808
"1","elderly_disabled_i >=   1.00 & rawben_rel_max >=   0.63 & total_deductions_by_hh_size < 347.00",1848,0.0595,0.048
"1","elderly_disabled_i >=   1.00 & rawben_rel_max >=   0.63 & shelter_expenses_by_hh_size >= 225.00 & total_deductions_by_hh_size < 347.00",602,0.093,0.069
"1","elderly_disabled_i >=   1.00 & rawben_rel_max >=   0.44 & shelter_expenses_by_hh_size < 441.00",2127,0.0574,0.0467
"1","elderly_disabled_i >=   1.00 & months_since_cert_n >=   5.00 & rawben_rel_max >=   0.44 & shelter_expenses_by_hh_size < 441.00",1360,0.0713,0.0567
"1","percent_abawd <   0.50 & unc_rawben_rel_max >=   1.67 & utilities < 784.00",1692,0.1034,0.0875
"1","percent_abawd <   0.50 & total_deductions_by_hh_size < 780.00 & unc_rawben_rel_max >=   1.67 & utilities < 784.00",1294,0.0703,0.0555
"1","percent_abawd <   0.50 & total_deductions_by_hh_size >= 780.00 & unc_rawben_rel_max >=   1.67 & utilities < 784.00",398,0.2111,0.1675
"1","medical_deductions < 129.00 & months_since_cert_n >=   3.00 & unc_rawben_rel_max >=   1.93",448,0.2277,0.185
"1","medical_deductions >= 129.000 & months_since_cert_n >=  12.000 & unc_rawben_rel_max >=   0.324 & utilities < 462.000",123,0.0813,0.0401
"1","medical_deductions >= 129.000 & unc_rawben_rel_max >=   0.324 & utilities >= 462.000 & utilities < 800.000",520,0.0596,0.0397
"1","months_since_cert_n <   13 & shelter_expenses_by_hh_size >= 1470 & utilities <  800",819,0.0525,0.0371
"1","months_since_cert_n >=   20.000 & rawben_rel_max >=    0.504 & shelter_expenses_by_hh_size < 1470.000 & total_deductions_by_hh_size <  227.000",300,0.06,0.0352
"1","shelter_expenses_by_hh_size < 1470.00 & total_deductions_by_hh_size >=  227.00 & unc_rawben_rel_max >=    2.01 & utilities >=  388.00",297,0.2088,0.1594
"1","months_since_cert_n <   13 & shelter_expenses_by_hh_size >= 1470 & utilities >=  502 & utilities <  800",502,0.0598,0.0395
"1","count_divisible_by_100 >=   1.000 & unc_rawben_rel_max >=   0.428 & utilities >= 120.000",820,0.0549,0.0391
"1","count_divisible_by_100 >=   1.000 & unc_rawben_rel_max >=   0.428 & utilities >= 120.000 & utilities < 493.000",422,0.0616,0.0395
"1","months_since_cert_n >= 3.00 & unc_rawben_rel_max >= 2.49",133,0.2932,0.2109
"1","months_since_cert_n >=  3.00 & months_since_cert_n < 10.00 & unc_rawben_rel_max >=  2.49",78,0.2821,0.1807
"1","months_since_cert_n >=  22.00 & shelter_expenses_by_hh_size >= 267.00 & unc_rawben_rel_max >=   2.01 & unc_rawben_rel_max <   2.49",44,0.1591,0.0698
"1","elderly_disabled_i >=   1.000 & rawben_rel_max >=   0.292 & shelter_expenses_by_hh_size < 361.000 & total_deductions_by_hh_size >=  24.000",578,0.1055,0.0794
"1","elderly_disabled_i >=   1.000 & rawben_rel_max >=   0.292 & shelter_expenses_by_hh_size >= 361.000 & unc_rawben_rel_max >=   2.490",169,0.284,0.211
"1","months_since_cert_n <   25.00 & shelter_expenses_by_hh_size < 1290.00 & unc_rawben_rel_max >=    1.81 & utilities <  827.00",1387,0.0923,0.0758
"1","rawben_rel_max >=    0.968 & shelter_expenses_by_hh_size >= 1560.000 & utilities <  827.000",446,0.0516,0.0321
"1","elderly_disabled_i >=   1.000 & months_since_cert_n >=  17.000 & rawben_rel_max >=   0.459 & total_deductions_by_hh_size < 234.000",348,0.0603,0.0369
"1","shelter_expenses_by_hh_size < 289.00 & total_deductions_by_hh_size >=  24.00 & unc_rawben_rel_max >=   1.22",443,0.0632,0.0412
"1","months_since_cert_n >=   3.00 & shelter_expenses_by_hh_size >= 289.00 & total_deductions_by_hh_size >=  24.00 & unc_rawben_rel_max >=   1.81",1495,0.099,0.0825
"1","total_deductions_by_hh_size >= 642.00 & unc_rawben_rel_max >=   1.52",1158,0.1149,0.0948
"1","total_deductions_by_hh_size >= 642.00 & unc_rawben_rel_max >=   2.01",514,0.2198,0.1804
"1","months_since_cert_n <  19.00 & total_deductions_by_hh_size >= 642.00 & unc_rawben_rel_max >=   2.01",427,0.2155,0.1729
"1","expedited_i <   1.00 & unc_rawben_rel_max >=   1.27 & utilities < 552.00",1981,0.0656,0.0538
"1","expedited_i <   1.00 & total_deductions_by_hh_size < 802.00 & unc_rawben_rel_max >=   1.27 & utilities < 552.00",1740,0.0586,0.0468
"1","expedited_i <   1.00 & total_deductions_by_hh_size >= 802.00 & unc_rawben_rel_max >=   1.27 & utilities < 552.00",241,0.1162,0.0764
"1","expedited_i >=   1.00 & total_deductions_by_hh_size >= 736.00 & unc_rawben_rel_max >=   1.27 & utilities < 552.00",82,0.1707,0.0953
"1","count_divisible_by_100 >=   1.000 & elderly_disabled_i >=   1.000 & shelter_expenses_by_hh_size >= 633.000 & unc_rawben_rel_max >=   0.428",450,0.0556,0.0353
"1","medical_deductions >= 170 & medical_deductions < 374 & total_deductions_by_hh_size >= 978",166,0.0783,0.0421
"1","medical_deductions < 78.00 & unc_rawben_rel_max >=  1.46",3980,0.054,0.0463
"1","medical_deductions <  78.00 & unc_rawben_rel_max >=   1.46 & utilities < 388.00",1125,0.0933,0.0751
"1","elderly_disabled_i >=   1.00 & medical_deductions <  78.00 & unc_rawben_rel_max >=   1.46 & utilities < 388.00",256,0.3594,0.2932
"1","medical_deductions >=  78.000 & rawben_rel_max >=   0.594 & total_deductions_by_hh_size >= 604.000",859,0.0501,0.0354
"1","elderly_disabled_i >=    1.000 & rawben_rel_max >=    0.609 & shelter_expenses_by_hh_size < 1700.000 & total_deductions_by_hh_size <  318.000",1762,0.0568,0.0452
"1","months_since_cert_n >=   5.000 & rawben_rel_max >=   0.463 & unc_rawben_rel_max >=   1.700 & utilities < 277.000",97,0.2268,0.1439
"1","shelter_expenses_by_hh_size < 1510.0 & unc_rawben_rel_max >=    1.6 & utilities >=  277.0",2428,0.0593,0.0491
"1","shelter_expenses_by_hh_size >= 1510 & total_deductions_by_hh_size >= 1040 & utilities >=  277 & utilities <  875",533,0.0544,0.0357
"1","total_deductions_by_hh_size >= 600.00 & total_deductions_by_hh_size < 911.00 & unc_rawben_rel_max >=   1.87",893,0.0929,0.0727
"1","total_deductions_by_hh_size >= 911.00 & unc_rawben_rel_max >=   1.87 & utilities < 757.00",252,0.2103,0.157
"1","expedited_i <   1.00 & total_deductions_by_hh_size >= 600.00 & total_deductions_by_hh_size < 911.00 & unc_rawben_rel_max >=   1.87",573,0.1187,0.0908
"1","total_deductions_by_hh_size >=  911.00 & total_deductions_by_hh_size < 1730.00 & unc_rawben_rel_max >=    1.87 & utilities <  757.00",209,0.2057,0.1485
"1","rawben_rel_max <   0.790 & total_deductions_by_hh_size < 307.000 & unc_rawben_rel_max >=   0.619",440,0.0545,0.0343
"1","rawben_rel_max >=   0.698 & rawben_rel_max <   0.790 & total_deductions_by_hh_size < 307.000 & unc_rawben_rel_max >=   0.619",200,0.075,0.042
"1","months_since_cert_n >= 19.00 & unc_rawben_rel_max >=  1.26",444,0.1014,0.0727
"1","months_since_cert_n >=  19.00 & unc_rawben_rel_max >=   1.26 & utilities < 456.00",88,0.3295,0.2259
"1","expedited_i >= 1.0 & months_since_cert_n >= 9.0 & total_deductions_by_hh_size >= 4.4",701,0.0528,0.0363
"1","expedited_i >=   1.0 & months_since_cert_n >=   9.0 & total_deductions_by_hh_size >=   4.4 & total_deductions_by_hh_size < 347.0",153,0.0915,0.0504
"1","medical_deductions >= 103 & months_since_cert_n >=  19 & utilities < 681",250,0.056,0.0306
"1","medical_deductions < 103.000 & months_since_cert_n >=  19.000 & rawben_rel_max >=   0.788 & utilities < 681.000",967,0.0507,0.0366
"1","total_deductions_by_hh_size < 942.00 & unc_rawben_rel_max >=   1.87 & utilities < 757.00",1217,0.0772,0.0613
"1","unc_rawben_rel_max >=   1.87 & utilities >= 757.00 & utilities < 875.00",307,0.0619,0.0369
"1","total_deductions_by_hh_size >= 600.00 & total_deductions_by_hh_size < 942.00 & unc_rawben_rel_max >=   1.87 & utilities < 757.00",634,0.1325,0.1043
"1","total_deductions_by_hh_size >= 942.00 & unc_rawben_rel_max >=   1.87 & utilities >= 388.00 & utilities < 757.00",180,0.2,0.1399
"1","shelter_expenses_by_hh_size < 832 & total_deductions_by_hh_size >= 658 & total_deductions_by_hh_size < 966",408,0.098,0.0689
"1","shelter_expenses_by_hh_size >= 746 & shelter_expenses_by_hh_size < 832 & total_deductions_by_hh_size >= 658 & total_deductions_by_hh_size < 966",211,0.1043,0.0648
"1","rawben_rel_max >=   0.796 & total_deductions_by_hh_size >= 966.000 & unc_rawben_rel_max >=   2.230",304,0.2105,0.1614
"1","shelter_expenses_by_hh_size >= 2020",258,0.0504,0.0269
"1","expedited_i >=    1.00 & months_since_cert_n >=    3.00 & shelter_expenses_by_hh_size < 2020.00 & unc_rawben_rel_max >=    1.35",829,0.0507,0.0357
"1","count_divisible_by_100 >=   1.00 & medical_deductions < 135.00 & rawben_rel_max >=   0.44 & shelter_expenses_by_hh_size >= 658.00",571,0.0508,0.0333
"1","months_since_cert_n >=   6.00 & unc_rawben_rel_max >=   1.58 & unc_rawben_rel_max <   1.93 & utilities < 302.00",98,0.2041,0.1261
"1","months_since_cert_n <    6.00 & shelter_expenses_by_hh_size >=  850.00 & shelter_expenses_by_hh_size < 1470.00 & unc_rawben_rel_max >=    1.93",123,0.1057,0.057
"1","medical_deductions < 123.00 & months_since_cert_n >=   6.00 & months_since_cert_n <  13.00 & unc_rawben_rel_max >=   1.93",182,0.2527,0.1857
"1","expedited_i < 1.00 & unc_rawben_rel_max >= 1.76",1635,0.093,0.0776
"1","expedited_i <    1.00 & shelter_expenses_by_hh_size < 1670.00 & unc_rawben_rel_max >=    1.76",1419,0.0973,0.0805
"1","expedited_i <    1.00 & shelter_expenses_by_hh_size >= 1670.00 & unc_rawben_rel_max >=    1.76",216,0.0648,0.0355
"1","expedited_i >=   1.00 & unc_rawben_rel_max >=   1.76 & utilities < 571.00",474,0.0591,0.0385
"1","elderly_disabled_i >=   1.00 & rawben_rel_max >=   1.00 & unc_rawben_rel_max <   1.76 & utilities < 302.00",1247,0.0561,0.0428
"1","expedited_i <    1.00 & months_since_cert_n <   17.00 & shelter_expenses_by_hh_size < 1670.00 & unc_rawben_rel_max >=    1.76",1287,0.0831,0.0669
"1","expedited_i <    1.00 & months_since_cert_n >=   17.00 & shelter_expenses_by_hh_size < 1670.00 & unc_rawben_rel_max >=    1.76",132,0.2348,0.1605
"1","expedited_i <    1.00 & shelter_expenses_by_hh_size >= 1670.00 & unc_rawben_rel_max >=    1.76 & utilities >=  688.00",118,0.0678,0.0308
"1","expedited_i >=   1.00 & shelter_expenses_by_hh_size < 930.00 & unc_rawben_rel_max >=   1.76 & utilities < 571.00",243,0.0617,0.0345
"1","expedited_i >=   1.00 & shelter_expenses_by_hh_size >= 930.00 & unc_rawben_rel_max >=   1.76 & utilities < 571.00",231,0.0563,0.0301
"1","count_divisible_by_100 >=   1 & shelter_expenses_by_hh_size >= 866",545,0.0587,0.0393
"1","count_divisible_by_100 <   1.00 & shelter_expenses_by_hh_size >= 866.00 & unc_rawben_rel_max >=   2.49 & utilities >= 347.00",140,0.2571,0.1814
"1","medical_deductions >=  29.000 & medical_deductions < 239.000 & rawben_rel_max >=   0.317",1386,0.0505,0.0385
"1","medical_deductions <  29 & months_since_cert_n >=   3 & shelter_expenses_by_hh_size < 936 & total_deductions_by_hh_size >= 721",274,0.1423,0.1002
"1","cat_elig >=   1.000 & medical_deductions >=  29.000 & medical_deductions < 239.000 & rawben_rel_max >=   0.317",1138,0.0571,0.0431
"1","medical_deductions < 155.00 & unc_rawben_rel_max >=   1.76",2388,0.0741,0.0626
"1","medical_deductions < 155.00 & total_deductions_by_hh_size >= 646.00 & unc_rawben_rel_max >=   1.76",682,0.1774,0.146
"1","shelter_expenses_by_hh_size < 1450 & total_deductions_by_hh_size >= 1130 & utilities >=  552",176,0.0966,0.0562
"1","shelter_expenses_by_hh_size < 1180 & total_deductions_by_hh_size >= 1130 & utilities >=  552",58,0.1724,0.0865
