"hh","rule","n_flagged_train","precision_train","precision_train_lcb"
"2-3","count_divisible_by_100 <=    0.5 & married >    0.5 & months_since_cert_n >    9.5 & shelter_expenses_by_hh_size > 1100.0",12,0.1667,0.0381
"2-3","count_divisible_by_100 >    0.5 & shelter_expenses_by_hh_size >  502.0 & total_deductions_by_hh_size <=  918.0 & utilities <= 1050.0",355,0.0789,0.0516
"2-3","count_divisible_by_100 >   0.500 & percent_abawd <=   0.417 & total_deductions_by_hh_size <= 624.000",1326,0.0551,0.0422
"2-3","months_since_cert_n >  12.500 & percent_abawd >   0.417 & total_deductions_by_hh_size <= 624.000",54,0.0741,0.0248
"2-3","count_divisible_by_100 >   0.500 & percent_abawd <=   0.417 & total_deductions_by_hh_size > 288.000 & total_deductions_by_hh_size <= 624.000",365,0.074,0.048
"2-3","expedited_i <=   0.500 & months_since_cert_n >  12.500 & percent_abawd >   0.417 & total_deductions_by_hh_size <= 624.000",51,0.0784,0.0263
"2-3","elderly_disabled_i <=   0.5 & total_deductions_by_hh_size > 626.0 & total_deductions_by_hh_size <= 722.0",51,0.0588,0.0169
"2-3","months_since_cert_n >  22.5 & total_deductions_by_hh_size <= 622.0",268,0.0522,0.0286
"2-3","total_deductions_by_hh_size > 622 & total_deductions_by_hh_size <= 680",95,0.1474,0.0819
"2-3","elderly_disabled_i >   0.5 & months_since_cert_n >  22.5 & total_deductions_by_hh_size <= 622.0",215,0.0558,0.0291
"2-3","shelter_expenses_by_hh_size <= 672 & total_deductions_by_hh_size > 622 & total_deductions_by_hh_size <= 680",32,0.25,0.1176
"2-3","shelter_expenses_by_hh_size > 672 & total_deductions_by_hh_size > 622 & total_deductions_by_hh_size <= 680",63,0.0952,0.0387
"2-3","elderly_disabled_i <=   0.500 & months_since_cert_n >  22.500 & total_deductions_by_hh_size <= 622.000 & unc_rawben_rel_max <=   0.638",17,0.1176,0.0267
"2-3","elderly_disabled_i >   0.500 & months_since_cert_n >  22.500 & total_deductions_by_hh_size <= 622.000 & unc_rawben_rel_max >   0.182",173,0.0694,0.0363
"2-3","count_divisible_by_100 <=   1.5 & shelter_expenses_by_hh_size <= 672.0 & total_deductions_by_hh_size > 622.0 & total_deductions_by_hh_size <= 680.0",31,0.2258,0.1003
"2-3","percent_abawd <=   0.167 & shelter_expenses_by_hh_size > 672.000 & total_deductions_by_hh_size > 622.000 & total_deductions_by_hh_size <= 680.000",58,0.1034,0.0421
"2-3","rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size <= 629.000 & total_deductions_by_hh_size > 680.000",21,0.0952,0.0215
"2-3","cat_elig <= 0.5 & expedited_i <= 0.5 & unc_rawben_rel_max > 1.5",28,0.1071,0.031
"2-3","cat_elig >   0.5 & months_since_cert_n <=  12.5 & total_deductions_by_hh_size > 603.0",289,0.083,0.0525
"2-3","cat_elig <=  0.5 & expedited_i <=  0.5 & medical_deductions <= 51.5 & unc_rawben_rel_max >  1.5",26,0.1154,0.0334
"2-3","cat_elig >   0.50 & months_since_cert_n <=  12.50 & total_deductions_by_hh_size > 603.00 & unc_rawben_rel_max <=   1.93",261,0.0536,0.0293
"2-3","cat_elig >   0.50 & months_since_cert_n <=  12.50 & total_deductions_by_hh_size > 603.00 & unc_rawben_rel_max >   1.93",28,0.3571,0.1861
"2-3","cat_elig >  0.50 & cat_elig <=  1.50 & months_since_cert_n > 12.50 & rawben_rel_max >  0.23",732,0.0546,0.0382
"2-3","medical_deductions <= 124.00 & unc_rawben_rel_max >   1.73 & utilities > 628.00",26,0.5,0.2925
"2-3","medical_deductions > 124.00 & unc_rawben_rel_max <=   1.58 & utilities <= 538.00",356,0.0506,0.0297
"2-3","medical_deductions <= 124.00 & total_deductions_by_hh_size > 249.00 & unc_rawben_rel_max >   1.49 & unc_rawben_rel_max <=   1.73",340,0.0882,0.0586
"2-3","children_i <=   0.50 & medical_deductions <= 124.00 & unc_rawben_rel_max >   1.73 & utilities <= 628.00",30,0.2333,0.1038
"2-3","children_i >   0.50 & medical_deductions <= 124.00 & unc_rawben_rel_max >   1.73 & utilities <= 628.00",18,0.2222,0.0765
"2-3","children_i <=   0.50 & medical_deductions <= 124.00 & unc_rawben_rel_max >   1.73 & utilities > 628.00",20,0.4,0.1942
"2-3","medical_deductions > 124.00 & months_since_cert_n >  20.50 & unc_rawben_rel_max <=   1.58 & utilities <= 538.00",16,0.125,0.0284
"2-3","shelter_expenses_by_hh_size <= 930.00 & unc_rawben_rel_max >   1.49 & unc_rawben_rel_max <=   1.54 & utilities <=  46.50",13,0.0769,0.0107
"2-3","count_divisible_by_100 >  0.5 & elderly_disabled_i <=  0.5 & months_since_cert_n <=  0.5 & utilities > 46.5",77,0.1039,0.0475
"2-3","elderly_disabled_i >   0.5 & medical_deductions > 166.0 & utilities >  46.5 & utilities <= 307.0",11,0.0909,0.0126
"2-3","count_divisible_by_100 >   0.500 & medical_deductions <= 150.000 & rawben_rel_max >   0.377",1228,0.0594,0.0456
"2-3","count_divisible_by_100 <= 0.50 & elderly_disabled_i <= 0.50 & unc_rawben_rel_max > 1.50 & unc_rawben_rel_max <= 1.51",244,0.0533,0.0285
"2-3","cat_elig <= 0.5 & count_divisible_by_100 <= 0.5 & elderly_disabled_i > 0.5 & months_since_cert_n > 5.5",262,0.0611,0.0348
"2-3","count_divisible_by_100 >   0.500 & medical_deductions <= 150.000 & percent_abawd <=   0.417 & rawben_rel_max >   0.377",1152,0.0625,0.0479
"2-3","HH_size_n <= 2.50 & unc_rawben_rel_max > 1.62",90,0.3111,0.2111
"2-3","HH_size_n > 2.50 & unc_rawben_rel_max > 1.62",16,0.4375,0.2034
"2-3","unc_rawben_rel_max >   1.49 & unc_rawben_rel_max <=   1.62 & utilities <= 712.00",259,0.0811,0.0497
"2-3","HH_size_n <=   2.50 & shelter_expenses_by_hh_size <= 676.00 & unc_rawben_rel_max >   1.62",47,0.4043,0.2562
"2-3","married <=   0.50 & unc_rawben_rel_max >   1.49 & unc_rawben_rel_max <=   1.62 & utilities > 712.00",45,0.0667,0.0191
"2-3","HH_size_n <=   2.50 & shelter_expenses_by_hh_size <= 676.00 & unc_rawben_rel_max >   1.62 & unc_rawben_rel_max <=   1.87",35,0.3429,0.1889
"2-3","HH_size_n <=   2.50 & shelter_expenses_by_hh_size <= 676.00 & unc_rawben_rel_max >   1.87",12,0.5833,0.2814
"2-3","HH_size_n <=   2.50 & months_since_cert_n <=  23.50 & shelter_expenses_by_hh_size > 676.00 & unc_rawben_rel_max >   1.62",41,0.1707,0.075
"2-3","medical_deductions > 114.000 & rawben_rel_max >   0.227 & rawben_rel_max <=   0.997",291,0.0653,0.0389
"2-3","medical_deductions > 114.000 & rawben_rel_max >   0.227 & rawben_rel_max <=   0.997 & total_deductions_by_hh_size <= 952.000",287,0.0627,0.0369
"2-3","count_divisible_by_100 <=    0.50 & shelter_expenses_by_hh_size > 1090.00 & unc_rawben_rel_max <=    1.53",124,0.0565,0.0243
"2-3","cat_elig > 0.50 & count_divisible_by_100 <= 0.50 & unc_rawben_rel_max > 1.53",114,0.3246,0.2325
"2-3","count_divisible_by_100 >   0.500 & percent_abawd <=   0.417 & shelter_expenses_by_hh_size <= 856.000",1299,0.0523,0.0397
"2-3","count_divisible_by_100 >   0.5 & shelter_expenses_by_hh_size > 856.0 & shelter_expenses_by_hh_size <= 900.0",12,0.3333,0.1173
"2-3","count_divisible_by_100 <=    0.50 & medical_deductions <=  122.00 & shelter_expenses_by_hh_size > 1090.00 & unc_rawben_rel_max <=    1.53",112,0.0536,0.0216
"2-3","count_divisible_by_100 >   0.500 & percent_abawd <=   0.417 & shelter_expenses_by_hh_size <= 856.000 & utilities <= 998.000",1290,0.0512,0.0387
"2-3","count_divisible_by_100 <=   0.5000 & rawben_rel_max >   0.0441 & total_deductions_by_hh_size > 526.0000",578,0.064,0.0441
"2-3","count_divisible_by_100 >   0.5 & count_divisible_by_100 <=   2.5 & medical_deductions <= 124.0",1414,0.0537,0.0414
"2-3","count_divisible_by_100 >   0.5 & count_divisible_by_100 <=   2.5 & medical_deductions > 124.0",31,0.0968,0.0279
"2-3","count_divisible_by_100 <=   0.5000 & rawben_rel_max >   0.0441 & shelter_expenses_by_hh_size <= 674.0000 & total_deductions_by_hh_size > 526.0000",162,0.1235,0.0752
"2-3","count_divisible_by_100 >   0.5 & count_divisible_by_100 <=   2.5 & medical_deductions <= 124.0 & months_since_cert_n <=   1.5",327,0.0703,0.044
"2-3","count_divisible_by_100 >   0.50 & count_divisible_by_100 <=   2.50 & medical_deductions > 124.00 & unc_rawben_rel_max <=   1.78",30,0.0667,0.015
"2-3","elderly_disabled_i <=   0.5 & married <=   0.5 & total_deductions_by_hh_size <= 602.0 & unc_rawben_rel_max >   1.5",246,0.061,0.0341
"2-3","children_i <=   0.5 & count_divisible_by_100 <=   0.5 & total_deductions_by_hh_size > 602.0 & utilities > 674.0",87,0.1149,0.0571
"2-3","children_i >   0.500 & count_divisible_by_100 <=   0.500 & rawben_rel_max <=   0.151 & total_deductions_by_hh_size > 602.000",11,0.0909,0.0126
"2-3","count_divisible_by_100 >   0.5 & total_deductions_by_hh_size > 625.0 & unc_rawben_rel_max <=   1.8",29,0.1034,0.0299
"2-3","count_divisible_by_100 >   0.5 & elderly_disabled_i <=   0.5 & utilities > 798.0",53,0.1132,0.0462
"2-3","elderly_disabled_i >   0.5 & medical_deductions <= 410.0 & total_deductions_by_hh_size > 364.0",903,0.0731,0.0554
"2-3","count_divisible_by_100 <=   0.5 & elderly_disabled_i <=   0.5 & shelter_expenses_by_hh_size > 685.0 & utilities <=  46.5",15,0.2,0.0588
"2-3","children_i >   0.5 & count_divisible_by_100 >   0.5 & elderly_disabled_i <=   0.5 & utilities <= 798.0",1038,0.053,0.039
"2-3","cat_elig <=   1.5 & count_divisible_by_100 >   0.5 & elderly_disabled_i <=   0.5 & utilities > 798.0",51,0.1176,0.048
"2-3","count_divisible_by_100 <=   0.5 & elderly_disabled_i >   0.5 & medical_deductions <= 410.0 & total_deductions_by_hh_size > 364.0",831,0.0698,0.0519
"2-3","count_divisible_by_100 >   0.5 & elderly_disabled_i >   0.5 & medical_deductions <= 410.0 & total_deductions_by_hh_size > 364.0",72,0.1111,0.0509
"2-3","elderly_disabled_i >   0.5 & medical_deductions > 410.0 & months_since_cert_n <=   6.5 & utilities > 393.0",20,0.05,0.0069
"2-3","children_i <= 0.500 & elderly_disabled_i > 0.500 & rawben_rel_max > 0.964",453,0.0817,0.0565
"2-3","count_divisible_by_100 > 0.500 & elderly_disabled_i <= 0.500 & expedited_i > 0.500 & unc_rawben_rel_max > 0.705",157,0.0764,0.04
"2-3","children_i <=   0.500 & elderly_disabled_i >   0.500 & rawben_rel_max <=   0.964 & shelter_expenses_by_hh_size > 901.000",92,0.0978,0.0467
"2-3","children_i <= 0.500 & elderly_disabled_i > 0.500 & married <= 0.500 & rawben_rel_max > 0.964",147,0.1088,0.0624
"2-3","children_i <= 0.500 & elderly_disabled_i > 0.500 & married > 0.500 & rawben_rel_max > 0.964",306,0.0686,0.042
"2-3","count_divisible_by_100 >   0.5 & elderly_disabled_i <=   0.5 & total_deductions_by_hh_size > 477.0 & unc_rawben_rel_max <=   1.5",57,0.0877,0.0328
"2-3","cat_elig <= 0.50 & elderly_disabled_i <= 0.50 & unc_rawben_rel_max > 1.50 & unc_rawben_rel_max <= 1.51",25,0.12,0.0348
"2-3","cat_elig > 0.50 & elderly_disabled_i <= 0.50 & unc_rawben_rel_max > 1.50 & unc_rawben_rel_max <= 1.51",223,0.0538,0.0281
"2-3","elderly_disabled_i >   0.50 & expedited_i <=   0.50 & total_deductions_by_hh_size <= 490.00 & unc_rawben_rel_max >   1.53",22,0.5455,0.3151
"2-3","elderly_disabled_i >   0.5 & months_since_cert_n >  26.0 & total_deductions_by_hh_size > 491.0",13,0.2308,0.0682
"2-3","cat_elig > 0.50 & count_divisible_by_100 > 0.50 & rawben_rel_max > 0.20 & unc_rawben_rel_max <= 1.62",1135,0.0634,0.0486
"2-3","children_i <= 0.50 & elderly_disabled_i > 0.50 & rawben_rel_max > 0.20 & unc_rawben_rel_max > 1.62",68,0.3088,0.1967
"2-3","children_i > 0.50 & elderly_disabled_i > 0.50 & rawben_rel_max > 0.20 & unc_rawben_rel_max > 1.62",21,0.6667,0.4164
"2-3","children_i <=   0.50 & unc_rawben_rel_max >   1.56 & utilities <= 826.00",63,0.3016,0.1873
"2-3","children_i >   0.50 & unc_rawben_rel_max >   1.56 & utilities > 636.00",12,0.5,0.2213
"2-3","months_since_cert_n > 10.500 & percent_abawd >  0.833 & unc_rawben_rel_max <=  0.971",15,0.0667,0.0092
"2-3","children_i <=   0.50 & married <=   0.50 & unc_rawben_rel_max >   1.56 & utilities <= 826.00",15,0.5333,0.2675
"2-3","children_i <=   0.50 & married >   0.50 & unc_rawben_rel_max >   1.56 & utilities <= 826.00",48,0.2292,0.12
"2-3","children_i >   0.50 & unc_rawben_rel_max >   1.56 & utilities > 348.00 & utilities <= 636.00",27,0.2222,0.0925
"2-3","cat_elig >    0.5 & count_divisible_by_100 >    0.5 & elderly_disabled_i <=    0.5 & shelter_expenses_by_hh_size <= 1030.0",962,0.0582,0.043
"2-3","cat_elig >    0.5 & count_divisible_by_100 >    0.5 & elderly_disabled_i <=    0.5 & shelter_expenses_by_hh_size > 1030.0",11,0.2727,0.0812
"2-3","count_divisible_by_100 >   0.5 & shelter_expenses_by_hh_size > 842.0 & total_deductions_by_hh_size <= 409.0",18,0.3333,0.142
"2-3","cat_elig > 0.50 & count_divisible_by_100 > 0.50 & shelter_expenses_by_hh_size <= 2.75",147,0.1088,0.0624
"2-3","count_divisible_by_100 >   0.500 & rawben_rel_max >   0.776 & shelter_expenses_by_hh_size > 842.000 & total_deductions_by_hh_size > 409.000",23,0.1739,0.0593
"2-3","medical_deductions > 132.00 & shelter_expenses_by_hh_size <= 182.00 & unc_rawben_rel_max <=   1.31",37,0.0541,0.0122
"2-3","shelter_expenses_by_hh_size <= 182.00 & total_deductions_by_hh_size <= 192.00 & unc_rawben_rel_max >   1.31",85,0.0706,0.0286
"2-3","rawben_rel_max >   0.2 & shelter_expenses_by_hh_size > 755.0",926,0.0508,0.0364
"2-3","elderly_disabled_i > 0.500 & rawben_rel_max > 0.599",2613,0.0563,0.0467
"2-3","children_i >   0.5 & elderly_disabled_i <=   0.5 & shelter_expenses_by_hh_size <= 674.0 & total_deductions_by_hh_size > 673.0",38,0.0789,0.0227
"2-3","elderly_disabled_i > 0.500 & married <= 0.500 & rawben_rel_max > 0.599 & unc_rawben_rel_max > 1.490",51,0.5294,0.372
"2-3","elderly_disabled_i > 0.500 & married > 0.500 & rawben_rel_max > 0.599 & unc_rawben_rel_max > 1.490",81,0.2099,0.1245
"2-3","total_deductions_by_hh_size > 623.00 & unc_rawben_rel_max <=   1.99",267,0.0749,0.0453
"2-3","total_deductions_by_hh_size > 623.000 & unc_rawben_rel_max <=   0.686",78,0.1026,0.0469
"2-3","total_deductions_by_hh_size > 623.000 & unc_rawben_rel_max >   0.686 & unc_rawben_rel_max <=   1.990",189,0.0635,0.0332
"2-3","children_i <=   0.500 & total_deductions_by_hh_size > 623.000 & unc_rawben_rel_max <=   0.686",30,0.1333,0.0452
"2-3","children_i >   0.500 & total_deductions_by_hh_size > 623.000 & unc_rawben_rel_max <=   0.686",48,0.0833,0.028
"2-3","elderly_disabled_i > 0.500 & married <= 0.500 & months_since_cert_n > 3.500 & rawben_rel_max > 0.975",242,0.1116,0.0727
"2-3","married <=   0.500 & percent_abawd <=   0.417 & total_deductions_by_hh_size > 515.000",423,0.0591,0.0376
"2-3","married >   0.500 & percent_abawd <=   0.417 & total_deductions_by_hh_size > 515.000",242,0.0868,0.0532
"2-3","count_divisible_by_100 >   0.500 & percent_abawd <=   0.417 & total_deductions_by_hh_size <= 515.000 & utilities >  73.000",917,0.0545,0.0396
"2-3","married <=    0.500 & percent_abawd <=    0.417 & shelter_expenses_by_hh_size <= 1250.000 & total_deductions_by_hh_size >  515.000",410,0.0585,0.0369
"2-3","married <=    0.500 & percent_abawd <=    0.417 & shelter_expenses_by_hh_size > 1250.000 & total_deductions_by_hh_size >  515.000",13,0.0769,0.0107
"2-3","HH_size_n <=   2.500 & married >   0.500 & percent_abawd <=   0.417 & total_deductions_by_hh_size > 515.000",227,0.0837,0.05
"2-3","HH_size_n >   2.500 & married >   0.500 & percent_abawd <=   0.417 & total_deductions_by_hh_size > 515.000",15,0.1333,0.0303
"2-3","count_divisible_by_100 >   0.5 & shelter_expenses_by_hh_size <= 755.0 & utilities <=  46.5",371,0.0512,0.0305
"2-3","cat_elig <=  0.5 & expedited_i <=  0.5 & months_since_cert_n > 20.5 & utilities > 46.5",23,0.1304,0.0379
"2-3","count_divisible_by_100 >  0.500 & expedited_i >  0.500 & percent_abawd <=  0.167 & utilities > 46.500",109,0.0642,0.0277
"2-3","expedited_i <= 0.50 & unc_rawben_rel_max > 1.63",86,0.3372,0.2314
"2-3","expedited_i > 0.50 & unc_rawben_rel_max > 1.63",15,0.2667,0.0926
"2-3","count_divisible_by_100 > 0.50 & elderly_disabled_i <= 0.50 & unc_rawben_rel_max <= 1.63",1144,0.0533,0.0399
"2-3","expedited_i <=   0.50 & shelter_expenses_by_hh_size <= 679.00 & unc_rawben_rel_max >   1.63",48,0.4583,0.3039
"2-3","count_divisible_by_100 <=   0.50 & expedited_i <=   0.50 & shelter_expenses_by_hh_size <= 679.00 & unc_rawben_rel_max >   1.63",44,0.4545,0.2947
"2-3","shelter_expenses_by_hh_size > 718.00 & unc_rawben_rel_max >   0.88 & utilities <=  78.50",14,0.2857,0.0996
"2-3","elderly_disabled_i >  0.5 & homeless >  0.5 & utilities > 78.5",17,0.0588,0.0081
"2-3","elderly_disabled_i <=  0.5 & homeless <=  0.5 & unc_rawben_rel_max >  1.5 & utilities > 78.5",259,0.0541,0.0296
"2-3","elderly_disabled_i >   0.5 & homeless <=   0.5 & shelter_expenses_by_hh_size > 881.0 & utilities >  78.5",195,0.0821,0.0469
"2-3","cat_elig <=   0.5 & total_deductions_by_hh_size > 623.0",14,0.0714,0.0099
"2-3","cat_elig >   0.500 & percent_abawd <=   0.417 & total_deductions_by_hh_size > 623.000",268,0.1045,0.0686
"2-3","total_deductions_by_hh_size > 353.00 & total_deductions_by_hh_size <= 498.00 & unc_rawben_rel_max >   1.52",34,0.4118,0.2411
"2-3","married <=   0.50 & total_deductions_by_hh_size > 498.00 & total_deductions_by_hh_size <= 623.00 & unc_rawben_rel_max >   1.52",23,0.1739,0.0593
"2-3","married >   0.50 & total_deductions_by_hh_size > 498.00 & total_deductions_by_hh_size <= 623.00 & unc_rawben_rel_max >   1.52",17,0.2941,0.1145
"2-3","cat_elig >    0.500 & percent_abawd <=    0.417 & shelter_expenses_by_hh_size <= 1090.000 & total_deductions_by_hh_size >  623.000",220,0.1091,0.0693
"2-3","cat_elig >    0.500 & percent_abawd <=    0.417 & shelter_expenses_by_hh_size > 1090.000 & total_deductions_by_hh_size >  623.000",48,0.0833,0.028
"2-3","percent_abawd <= 0.417 & unc_rawben_rel_max > 1.530",138,0.2899,0.2093
"2-3","married <= 0.500 & percent_abawd <= 0.417 & unc_rawben_rel_max > 1.530",67,0.3582,0.2373
"2-3","married > 0.500 & percent_abawd <= 0.417 & unc_rawben_rel_max > 1.530",71,0.2254,0.1319
"2-3","medical_deductions <= 134.00 & months_since_cert_n >  27.50 & shelter_expenses_by_hh_size <= 627.00 & unc_rawben_rel_max <=   1.53",93,0.0753,0.0325
"2-3","medical_deductions > 134.00 & medical_deductions <= 174.00 & shelter_expenses_by_hh_size <= 627.00 & unc_rawben_rel_max <=   1.53",169,0.0769,0.0413
"2-3","married <=   0.500 & percent_abawd <=   0.417 & total_deductions_by_hh_size <= 498.000 & unc_rawben_rel_max >   1.530",23,0.4348,0.2305
"2-3","married <=   0.500 & percent_abawd <=   0.417 & total_deductions_by_hh_size > 498.000 & unc_rawben_rel_max >   1.530",44,0.3182,0.1827
"2-3","cat_elig > 0.500 & married > 0.500 & percent_abawd <= 0.417 & unc_rawben_rel_max > 1.530",64,0.25,0.147
"2-3","count_divisible_by_100 > 0.50 & elderly_disabled_i <= 0.50 & homeless <= 0.50 & unc_rawben_rel_max <= 1.69",1130,0.054,0.0404
"2-3","children_i >   0.50 & elderly_disabled_i >   0.50 & medical_deductions > 134.00 & unc_rawben_rel_max <=   1.69",110,0.0818,0.0389
"2-3","cat_elig >   0.5 & total_deductions_by_hh_size <= 678.0 & unc_rawben_rel_max >   1.7",39,0.4615,0.2922
"2-3","medical_deductions <=  77.50 & months_since_cert_n <=  22.00 & total_deductions_by_hh_size > 678.00 & unc_rawben_rel_max >   1.69",32,0.1562,0.0592
"2-3","married >   0.5 & total_deductions_by_hh_size > 959.0 & utilities > 472.0",16,0.0625,0.0087
"2-3","children_i <=   0.5 & shelter_expenses_by_hh_size > 662.0 & utilities <= 334.0",28,0.1071,0.031
"2-3","children_i <=   0.5 & expedited_i >   0.5 & shelter_expenses_by_hh_size > 662.0 & utilities > 334.0",57,0.0526,0.0151
"2-3","children_i >  0.500 & months_since_cert_n > 27.500 & unc_rawben_rel_max <=  0.986",38,0.1053,0.0355
"2-3","children_i > 0.500 & count_divisible_by_100 > 0.500 & unc_rawben_rel_max > 0.986 & unc_rawben_rel_max <= 1.690",575,0.0539,0.0359
"2-3","children_i > 0.50 & count_divisible_by_100 <= 0.50 & months_since_cert_n <= 7.50 & unc_rawben_rel_max > 1.69",20,0.5,0.2693
"2-3","count_divisible_by_100 <=  0.5 & medical_deductions <= 33.0 & months_since_cert_n > 27.5 & rawben_rel_max >  0.2",91,0.0879,0.0401
"2-3","count_divisible_by_100 > 0.500 & months_since_cert_n <= 2.500 & unc_rawben_rel_max <= 0.971",285,0.0807,0.0505
"2-3","count_divisible_by_100 >   0.50 & married <=   0.50 & total_deductions_by_hh_size <= 642.00 & unc_rawben_rel_max >   1.47",19,0.4211,0.2055
"2-3","months_since_cert_n >    5.500 & months_since_cert_n <=   11.500 & rawben_rel_max >    0.403 & shelter_expenses_by_hh_size > 1110.000",36,0.1389,0.0525
"2-3","count_divisible_by_100 <=  1.50 & months_since_cert_n > 11.50 & unc_rawben_rel_max >  1.74",11,0.6364,0.3116
"2-3","count_divisible_by_100 <=   0.50 & unc_rawben_rel_max >   1.68 & utilities <= 670.00",62,0.3226,0.2036
"2-3","count_divisible_by_100 >   0.50 & unc_rawben_rel_max >   1.47 & utilities <= 670.00",24,0.3333,0.1595
"2-3","shelter_expenses_by_hh_size > 355.00 & unc_rawben_rel_max >   1.49 & utilities > 670.00",104,0.1731,0.1036
"2-3","shelter_expenses_by_hh_size > 355.00 & unc_rawben_rel_max >   1.49 & utilities > 670.00 & utilities <= 696.00",10,0.5,0.2037
"2-3","shelter_expenses_by_hh_size <= 679.00 & unc_rawben_rel_max >   1.57",77,0.3636,0.249
"2-3","medical_deductions <=  64.50 & shelter_expenses_by_hh_size <= 679.00 & unc_rawben_rel_max >   1.57",73,0.3425,0.2282
"2-3","count_divisible_by_100 <=   1.50 & medical_deductions <=  64.50 & shelter_expenses_by_hh_size <= 679.00 & unc_rawben_rel_max >   1.57",72,0.3472,0.2316
"2-3","cat_elig >   0.50 & medical_deductions <= 215.00 & shelter_expenses_by_hh_size > 679.00 & unc_rawben_rel_max >   1.57",44,0.1818,0.0844
"2-3","married >   0.5 & medical_deductions > 114.0 & utilities <= 304.0",39,0.0513,0.0115
"2-3","married <=   0.5 & medical_deductions > 114.0 & utilities > 304.0",150,0.06,0.0284
"2-3","medical_deductions <= 114.000 & percent_abawd <=   0.167 & unc_rawben_rel_max >   1.690",78,0.3333,0.2236
"2-3","cat_elig >   0.5 & married <=   0.5 & medical_deductions > 114.0 & utilities <= 304.0",24,0.125,0.0363
"2-3","married <=   0.500 & medical_deductions > 114.000 & rawben_rel_max >   0.275 & utilities > 304.000",109,0.0826,0.0393
"2-3","children_i >   0.5 & married >   0.5 & medical_deductions > 114.0 & utilities > 304.0",19,0.1579,0.0461
"2-3","total_deductions_by_hh_size <= 543.00 & unc_rawben_rel_max >   1.52 & unc_rawben_rel_max <=   1.56",15,0.3333,0.1308
"2-3","married <=   0.5 & total_deductions_by_hh_size > 544.0",358,0.0615,0.038
"2-3","married >   0.50 & total_deductions_by_hh_size <= 543.00 & unc_rawben_rel_max >   1.56",15,0.2667,0.0926
"2-3","married <=   0.50 & total_deductions_by_hh_size > 544.00 & unc_rawben_rel_max >   1.84",19,0.5789,0.3284
"2-3","cat_elig <=   0.5 & married >   0.5 & total_deductions_by_hh_size > 544.0",12,0.0833,0.0116
"2-3","cat_elig >   0.5 & married >   0.5 & total_deductions_by_hh_size > 544.0",192,0.0938,0.0554
"2-3","elderly_disabled_i <=  0.500 & percent_abawd <=  0.833 & unc_rawben_rel_max >  1.500 & utilities > 46.500",251,0.0518,0.0277
"2-3","married >   0.5 & months_since_cert_n >  11.5 & shelter_expenses_by_hh_size <= 346.0",220,0.05,0.0254
"2-3","married <=   0.50 & months_since_cert_n >  11.50 & shelter_expenses_by_hh_size <= 346.00 & unc_rawben_rel_max >   1.33",18,0.1111,0.0252
"2-3","married >   0.500 & months_since_cert_n >  11.500 & rawben_rel_max >   0.586 & shelter_expenses_by_hh_size <= 346.000",68,0.0588,0.0197
"2-3","married <=   0.500 & medical_deductions > 200.000 & rawben_rel_max >   0.479 & shelter_expenses_by_hh_size > 346.000",13,0.2308,0.0682
"2-3","married >   0.500 & rawben_rel_max >   0.479 & shelter_expenses_by_hh_size > 346.000 & shelter_expenses_by_hh_size <= 358.000",44,0.0909,0.0306
"2-3","married <=   0.50 & shelter_expenses_by_hh_size > 755.00 & unc_rawben_rel_max <=   1.53 & utilities <= 312.00",33,0.1515,0.0574
"2-3","rawben_rel_max >   0.984 & total_deductions_by_hh_size > 543.000",236,0.1102,0.0712
"2-3","married <=   0.50 & total_deductions_by_hh_size <= 543.00 & unc_rawben_rel_max >   1.54",29,0.3793,0.205
"2-3","children_i <=   0.500 & rawben_rel_max >   0.984 & total_deductions_by_hh_size > 543.000",138,0.1304,0.0775
"2-3","children_i >   0.500 & rawben_rel_max >   0.984 & total_deductions_by_hh_size > 543.000",98,0.0816,0.0372
"2-3","count_divisible_by_100 >   0.50 & married <=   0.50 & total_deductions_by_hh_size <= 543.00 & unc_rawben_rel_max <=   1.54",1204,0.0507,0.0379
"2-3","children_i <=   0.500 & count_divisible_by_100 <=   0.500 & rawben_rel_max >   0.984 & total_deductions_by_hh_size > 543.000",127,0.1339,0.0784
"2-3","children_i <=   0.500 & count_divisible_by_100 >   0.500 & rawben_rel_max >   0.984 & total_deductions_by_hh_size > 543.000",11,0.0909,0.0126
"2-3","married >   0.50 & total_deductions_by_hh_size <= 625.00 & unc_rawben_rel_max >   1.57",23,0.3478,0.167
"2-3","total_deductions_by_hh_size >  628 & total_deductions_by_hh_size <= 1240",270,0.0852,0.0534
"2-3","total_deductions_by_hh_size >  628.00 & total_deductions_by_hh_size <= 1240.00 & unc_rawben_rel_max >    1.88",34,0.4412,0.2651
"2-3","count_divisible_by_100 > 0.500 & rawben_rel_max > 0.122",1389,0.0569,0.0441
"2-3","count_divisible_by_100 > 0.500 & rawben_rel_max > 0.122 & rawben_rel_max <= 0.971",725,0.0621,0.0443
"2-3","count_divisible_by_100 > 0.500 & rawben_rel_max > 0.122 & rawben_rel_max <= 0.971 & unc_rawben_rel_max <= 0.964",718,0.0599,0.0424
"2-3","cat_elig <=   0.5 & months_since_cert_n >  12.5 & utilities <= 429.0",65,0.1077,0.0468
"2-3","cat_elig <=   0.500 & months_since_cert_n >  12.500 & rawben_rel_max <=   0.774 & utilities <= 429.000",55,0.1091,0.0445
