"hh","id_i","id_j","n_lists_codeployed","n_catch_i","n_catch_j","catch_inter","complementarity","n_flag_tr_i","n_flag_tr_j","n_errcase_tr_i","n_errcase_tr_j","d_i1_fresh_overlap","d_i2_spectral","d_i3_nb_hellinger","d_i4_profile_tv","d_i5_signature","d_i6_consensus","d_sec_profile_tv_nature","d_sec_profile_tv_timing","d_sec_profile_tv_cause","rule_i","rule_j"
"1",2,14,1,3,137,2,0.333333333333333,36,2001,22,254,0.222222222222222,0.0952228814255425,0.188534949426992,0.41737504250255,1,0.54666794868649,0.231723903434206,0.189901394083645,0.134648078884733,"cat_elig <=   1.50 & total_deductions_by_hh_size <= 754.00 & unc_rawben_rel_max >   1.93 & utilities <= 451.00","count_divisible_by_100 <=   0.5 & shelter_expenses_by_hh_size > 544.0 & shelter_expenses_by_hh_size <= 862.0 & total_deductions_by_hh_size > 539.0"
"1",2,21,2,3,15,1,0.666666666666667,36,79,22,39,0.805555555555556,0.0150662644594533,0.1532550197256,0.176470588235294,0.666666666666667,0.382184470324733,0.333333333333333,0.127450980392157,0.0588235294117647,"cat_elig <=   1.50 & total_deductions_by_hh_size <= 754.00 & unc_rawben_rel_max >   1.93 & utilities <= 451.00","elderly_disabled_i >   0.50 & shelter_expenses_by_hh_size <= 852.00 & unc_rawben_rel_max >   1.46 & utilities <=  29.50"
"1",2,27,2,3,111,2,0.333333333333333,36,487,22,174,0.75,0.140642961635424,0.244583782261965,0.600193923723335,0.666666666666667,0.742207724185619,0.390540831717302,0.331932773109244,0.229799612152553,"cat_elig <=   1.50 & total_deductions_by_hh_size <= 754.00 & unc_rawben_rel_max >   1.93 & utilities <= 451.00","elderly_disabled_i >   0.500 & total_deductions_by_hh_size > 438.000 & unc_rawben_rel_max >   0.316 & utilities <= 276.000"
"1",2,30,2,3,31,3,0,36,142,22,69,0.722222222222222,0.0195790577002675,0.1649803597748,0.149372108393919,0.666666666666667,0.37416592663363,0.282220753469927,0.0472571050892267,0.128552544613351,"cat_elig <=   1.50 & total_deductions_by_hh_size <= 754.00 & unc_rawben_rel_max >   1.93 & utilities <= 451.00","elderly_disabled_i >=   1.00 & rawben_rel_max >=   1.00 & unc_rawben_rel_max >=   1.52 & utilities < 313.00"
"1",2,33,2,3,39,3,0,36,259,22,110,0.416666666666667,0.0324433028802655,0.157125073947641,0.0874239350912779,0.6,0.290395031441796,0.232860040567951,0.100405679513185,0.0870182555780933,"cat_elig <=   1.50 & total_deductions_by_hh_size <= 754.00 & unc_rawben_rel_max >   1.93 & utilities <= 451.00","elderly_disabled_i >=   1.00 & unc_rawben_rel_max >=   1.52 & utilities < 379.00"
"1",2,54,2,3,14,0,1,36,77,22,39,1,0.176548352735009,0.224865085387467,0.645394006659267,0.857142857142857,0.86732291479833,0.487791342952275,0.447835738068812,0.0543840177580467,"cat_elig <=   1.50 & total_deductions_by_hh_size <= 754.00 & unc_rawben_rel_max >   1.93 & utilities <= 451.00","medical_deductions > 200.000 & rawben_rel_max >   0.473 & rawben_rel_max <=   0.991 & utilities <= 392.000"
"1",2,59,1,3,36,0,1,36,249,22,86,1,0.187824892016476,0.256458260791115,0.695916383082159,0.857142857142857,0.905585910199538,0.436801166747691,0.425980392156863,0.0257656781720953,"cat_elig <=   1.50 & total_deductions_by_hh_size <= 754.00 & unc_rawben_rel_max >   1.93 & utilities <= 451.00","medical_deductions > 96.200 & rawben_rel_max >  0.885 & rawben_rel_max <=  0.998 & unc_rawben_rel_max >  0.279"
"1",2,85,2,3,23,0,1,36,69,22,38,1,0.190092031984686,0.230655777232281,0.798395721925134,0.666666666666667,0.888782190157814,0.51283422459893,0.50855614973262,0.182887700534759,"cat_elig <=   1.50 & total_deductions_by_hh_size <= 754.00 & unc_rawben_rel_max >   1.93 & utilities <= 451.00","rawben_rel_max <    1.000 & shelter_expenses_by_hh_size >= 1180.000 & unc_rawben_rel_max >=    0.986 & utilities <  645.000"
"1",2,90,1,3,84,0,1,36,454,22,149,1,0.194661453738949,0.253024958027323,0.746880570409982,0.666666666666667,0.909235219058861,0.405525846702317,0.435828877005348,0.274806892453951,"cat_elig <=   1.50 & total_deductions_by_hh_size <= 754.00 & unc_rawben_rel_max >   1.93 & utilities <= 451.00","rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 535.000 & unc_rawben_rel_max >=   0.964 & utilities < 645.000"
"1",2,93,1,3,45,0,1,36,168,22,62,1,0.183617516062909,0.232118431001806,0.631074168797954,0.666666666666667,0.876944031756012,0.372122762148338,0.476342710997443,0.148337595907928,"cat_elig <=   1.50 & total_deductions_by_hh_size <= 754.00 & unc_rawben_rel_max >   1.93 & utilities <= 451.00","rawben_rel_max <   1.000 & total_deductions_by_hh_size >= 968.000 & unc_rawben_rel_max >=   0.304 & utilities < 511.000"
"1",2,99,2,3,43,0,1,36,73,22,44,1,0.175359659285082,0.244883822591573,0.765441176470588,0.666666666666667,0.896106677336331,0.480147058823529,0.342647058823529,0.277205882352941,"cat_elig <=   1.50 & total_deductions_by_hh_size <= 754.00 & unc_rawben_rel_max >   1.93 & utilities <= 451.00","rawben_rel_max <=   0.992 & shelter_expenses_by_hh_size > 906.000 & unc_rawben_rel_max >   0.557 & utilities <=  29.500"
"1",2,111,2,3,87,0,1,36,303,22,130,1,0.188327288969493,0.254663817606623,0.675634234736549,0.857142857142857,0.90284716428408,0.394898243657653,0.394898243657653,0.237663785893504,"cat_elig <=   1.50 & total_deductions_by_hh_size <= 754.00 & unc_rawben_rel_max >   1.93 & utilities <= 451.00","rawben_rel_max >=   0.236 & rawben_rel_max <   1.000 & total_deductions_by_hh_size >= 511.000 & utilities < 249.000"
"1",2,128,2,3,14,3,0,36,97,22,49,0,0.0467838102015762,0.0689835173503958,0.0751633986928105,0.25,0.201404591054533,0.126633986928105,0.0620915032679738,0.0686274509803922,"cat_elig <=   1.50 & total_deductions_by_hh_size <= 754.00 & unc_rawben_rel_max >   1.93 & utilities <= 451.00","total_deductions_by_hh_size <= 842.00 & unc_rawben_rel_max >   1.93 & utilities <= 606.00"
"1",3,4,2,23,41,2,0.91304347826087,33,234,17,85,0.878787878787879,0.0569858867632283,0.151527188475122,NA,0.666666666666667,0.510758457107359,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","cat_elig >   0.500 & medical_deductions > 226.000 & unc_rawben_rel_max >   0.316 & unc_rawben_rel_max <=   0.991"
"1",3,5,1,23,7,0,1,33,40,17,20,0.96969696969697,0.0451540187446586,0.11193213361397,NA,0.666666666666667,0.472754026969874,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","cat_elig >   0.500 & medical_deductions > 498.000 & months_since_cert_n <=  10.500 & unc_rawben_rel_max <=   0.998"
"1",3,6,1,23,12,1,0.916666666666667,33,34,17,20,0.96969696969697,0.0516749687255746,0.0965556420672844,NA,0.833333333333333,0.470865257305648,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","cat_elig >   0.500 & medical_deductions > 602.000 & rawben_rel_max <=   0.991"
"1",3,7,1,23,39,4,0.826086956521739,33,125,17,50,0.787878787878788,0.0746747924487172,0.0939835928904099,NA,0.6,0.402675024943055,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","cat_elig >=    1 & rawben_rel_max <    1 & total_deductions_by_hh_size >= 1340"
"1",3,8,10,23,22,0,1,33,104,17,46,1,0.112577832316016,0.179084724622794,NA,0.857142857142857,0.718814906847888,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","cat_elig >=    1.00 & shelter_expenses_by_hh_size < 1720.00 & unc_rawben_rel_max >=    2.49 & utilities <  875.00"
"1",3,10,1,23,107,3,0.869565217391304,33,525,17,176,0.909090909090909,0.0757034932236221,0.185032811817191,NA,0.666666666666667,0.615127099765943,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","cat_elig >=   1 & rawben_rel_max <   1 & total_deductions_by_hh_size >= 450 & utilities < 277"
"1",3,11,2,23,69,1,0.956521739130435,33,321,17,118,0.939393939393939,0.077547100759048,0.200877530105962,NA,0.857142857142857,0.666399979920057,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","cat_elig >=   1.000 & rawben_rel_max <   0.992 & unc_rawben_rel_max >=   0.986 & utilities < 626.000"
"1",3,12,6,23,28,0,1,33,144,17,67,1,0.167113868925371,0.282704866733854,NA,1,0.891828718083871,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","count_divisible_by_100 <   1.00 & months_since_cert_n >=   7.00 & unc_rawben_rel_max >=   1.63 & utilities < 353.00"
"1",3,13,3,23,31,4,0.826086956521739,33,89,17,39,0.878787878787879,0.0707685509494292,0.0901133034580469,NA,0.666666666666667,0.437065065291191,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","count_divisible_by_100 <=    0.500 & shelter_expenses_by_hh_size > 1300.000 & total_deductions_by_hh_size > 1370.000 & unc_rawben_rel_max <=    0.998"
"1",3,16,6,23,14,0,1,33,86,17,45,1,0.195369343442788,0.228307465266439,NA,1,0.851888455915112,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","count_divisible_by_100 <=   0.50 & months_since_cert_n >   3.50 & total_deductions_by_hh_size <= 810.00 & unc_rawben_rel_max >   1.93"
"1",3,19,1,23,22,1,0.954545454545455,33,55,17,25,0.939393939393939,0.0576451218457059,0.0855945099264102,NA,0.833333333333333,0.451657536567459,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","elderly_disabled_i >    0.500 & shelter_expenses_by_hh_size > 2070.000 & unc_rawben_rel_max <=    0.991"
"1",3,23,2,23,37,0,1,33,203,17,84,1,0.209150818101019,0.250889387942736,NA,1,0.888427677691811,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","elderly_disabled_i >   0.500 & rawben_rel_max >   0.315 & shelter_expenses_by_hh_size <= 810.000 & unc_rawben_rel_max >   1.790"
"1",3,24,2,23,43,2,0.91304347826087,33,139,17,67,0.939393939393939,0.0775221037855216,0.232478007351844,NA,1,0.722222222222222,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","elderly_disabled_i >   0.500 & rawben_rel_max >   0.881 & shelter_expenses_by_hh_size > 474.000 & utilities <=  28.500"
"1",3,25,1,23,64,0,1,33,429,17,136,1,0.19077515227801,0.282636746007814,NA,1,0.903236635856504,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","elderly_disabled_i >   0.500 & rawben_rel_max >   0.994 & shelter_expenses_by_hh_size <= 814.000 & unc_rawben_rel_max >   1.470"
"1",3,26,1,23,22,0,1,33,109,17,50,1,0.168194243405882,0.239398725282317,NA,1,0.853551326217503,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","elderly_disabled_i >   0.500 & rawben_rel_max >   0.998 & shelter_expenses_by_hh_size <= 676.000 & unc_rawben_rel_max >   1.790"
"1",3,27,1,23,111,3,0.869565217391304,33,487,17,174,0.939393939393939,0.0796659103216206,0.237785268083621,NA,0.857142857142857,0.730210274655974,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","elderly_disabled_i >   0.500 & total_deductions_by_hh_size > 438.000 & unc_rawben_rel_max >   0.316 & utilities <= 276.000"
"1",3,29,1,23,35,0,1,33,204,17,81,1,0.20507122380868,0.234399282236191,NA,1,0.866496614647064,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","elderly_disabled_i >=   1.00 & expedited_i <   1.00 & shelter_expenses_by_hh_size < 922.00 & unc_rawben_rel_max >=   1.82"
"1",3,30,4,23,31,0,1,33,142,17,69,1,0.169442471616543,0.283320418111378,NA,1,0.893165289308058,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","elderly_disabled_i >=   1.00 & rawben_rel_max >=   1.00 & unc_rawben_rel_max >=   1.52 & utilities < 313.00"
"1",3,32,2,23,39,0,1,33,267,17,111,1,0.198280444445182,0.287615191642289,NA,1,0.909630842792869,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","elderly_disabled_i >=   1.00 & total_deductions_by_hh_size < 914.00 & unc_rawben_rel_max >=   1.57 & utilities < 462.00"
"1",3,36,2,23,20,0,1,33,111,17,49,1,0.202259304413242,0.22745580040469,NA,1,0.854511398505299,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","expedited_i <=   0.50 & percent_abawd <=   0.50 & shelter_expenses_by_hh_size <= 850.00 & unc_rawben_rel_max >   1.93"
"1",3,38,1,23,19,0,1,33,131,17,64,1,0.21008083573349,0.216973415752537,NA,1,0.842017908799408,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00"
"1",3,43,1,23,65,3,0.869565217391304,33,255,17,98,0.909090909090909,0.0803661165407861,0.155815157631015,NA,0.666666666666667,0.552791425864222,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","married <=   0.500 & total_deductions_by_hh_size > 505.000 & unc_rawben_rel_max <=   0.992 & utilities <=  29.500"
"1",3,44,3,23,34,3,0.869565217391304,33,101,17,43,0.939393939393939,0.0622710109403803,0.158284922439539,NA,1,0.562486273476277,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","medical_deductions <=  604.000 & rawben_rel_max >    0.987 & rawben_rel_max <=    0.998 & shelter_expenses_by_hh_size > 1270.000"
"1",3,45,1,23,80,4,0.826086956521739,33,765,17,169,0.878787878787879,0.0570617578452529,0.186960478300219,NA,1,0.588574512277003,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","medical_deductions >   2.500 & medical_deductions <= 203.000 & rawben_rel_max >   0.565 & rawben_rel_max <=   0.973"
"1",3,53,2,23,9,0,1,33,32,17,16,1,0.0840465923438428,0.157233403682282,NA,1,0.658549977096315,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","medical_deductions > 132.00 & unc_rawben_rel_max >   2.03 & utilities >  29.50"
"1",3,54,6,23,14,1,0.928571428571429,33,77,17,39,0.96969696969697,0.0464967713951082,0.196308411990452,NA,1,0.640132904124546,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","medical_deductions > 200.000 & rawben_rel_max >   0.473 & rawben_rel_max <=   0.991 & utilities <= 392.000"
"1",3,55,2,23,8,0,1,33,30,17,20,0.966666666666667,0.0535951727809982,0.128277759978934,NA,0.857142857142857,0.510080759021856,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","medical_deductions > 506.000 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 282.000 & unc_rawben_rel_max >   0.761"
"1",3,56,1,23,9,0,1,33,37,17,21,0.96969696969697,0.0471170585666768,0.128753829664193,NA,0.666666666666667,0.501273821401454,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","medical_deductions > 610.00 & total_deductions_by_hh_size >   8.80 & unc_rawben_rel_max <=   1.05 & utilities <= 636.00"
"1",3,59,1,23,36,3,0.869565217391304,33,249,17,86,0.848484848484849,0.057979772981882,0.174367786333006,NA,1,0.547485928352252,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","medical_deductions > 96.200 & rawben_rel_max >  0.885 & rawben_rel_max <=  0.998 & unc_rawben_rel_max >  0.279"
"1",3,61,1,23,8,0,1,33,99,17,40,1,0.015965050454128,0.194329694339112,NA,1,0.581486919799452,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","medical_deductions >= 111.000 & medical_deductions < 130.000 & rawben_rel_max >=   0.274 & shelter_expenses_by_hh_size < 868.000"
"1",3,62,2,23,4,0,1,33,81,17,35,0.96969696969697,0.0116689784361191,0.161273783161168,NA,1,0.421531346673946,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","medical_deductions >= 117.000 & medical_deductions < 130.000 & rawben_rel_max >=   0.498"
"1",3,65,3,23,12,0,1,33,71,17,31,0.939393939393939,0.0467424911669789,0.150526162750461,NA,0.857142857142857,0.520550566944648,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","medical_deductions >= 201.000 & rawben_rel_max >=   0.762 & rawben_rel_max <   0.936 & total_deductions_by_hh_size >= 784.000"
"1",3,66,2,23,6,0,1,33,32,17,21,0.96875,0.0445090063060744,0.132400393852131,NA,0.857142857142857,0.500188249468195,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","medical_deductions >= 358.000 & rawben_rel_max >=   0.833 & rawben_rel_max <   0.916 & unc_rawben_rel_max <   1.520"
"1",3,67,2,23,9,1,0.888888888888889,33,37,17,18,1,0.0548481113484754,0.180340118528154,NA,1,0.685513575924148,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","medical_deductions >= 5.000 & medical_deductions < 9.000 & rawben_rel_max < 0.488"
"1",3,68,1,23,18,2,0.888888888888889,33,54,17,25,0.909090909090909,0.0487461284059686,0.100277573844275,NA,0.833333333333333,0.431088144675991,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","months_since_cert_n <=    5.500 & rawben_rel_max <=    0.998 & total_deductions_by_hh_size > 1330.000"
"1",3,69,2,23,24,0,1,33,152,17,67,1,0.20784058179372,0.226319806321838,NA,0.857142857142857,0.855979744357222,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","months_since_cert_n >   2.50 & total_deductions_by_hh_size <= 919.00 & unc_rawben_rel_max >   1.93 & unc_rawben_rel_max <=   2.23"
"1",3,70,1,23,45,0,1,33,304,17,112,1,0.178578887284349,0.226691198142703,NA,1,0.840831937149778,NA,NA,NA,"cat_elig >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 991.000 & unc_rawben_rel_max <=   0.991","months_since_cert_n >   2.50 & unc_rawben_rel_max >   1.93 & utilities >  14.00 & utilities <= 680.00"
