"rule","hh","pool","engines","mined_frames","n_flagged_train","precision_train","precision_train_lcb","dollars_per_flag_train","n_flagged_state","n_new_at_rank","rank","role"
"married >   0.500 & percent_abawd <=   0.167 & rawben_rel_max <=   0.997 & total_deductions_by_hh_size > 208.000","2-3","state","ranger","any_error",54,0.5185,0.366,103.24,54,2,57,"buffer"
"months_since_cert_n <   4.500 & rawben_rel_max <   0.714 & total_deductions_by_hh_size >= 241.000","2-3","state","xgboost","any_error",54,0.5185,0.366,86.22,54,21,58,"buffer"
"months_since_cert_n >=   6.50 & unc_rawben_rel_max >=   1.79 & utilities < 466.00","1","national","xgboost","any_error",358,0.4246,0.3654,80.81,41,18,59,"buffer"
"children_i <   0.500 & rawben_rel_max <   0.997 & total_deductions_by_hh_size >= 571.000","2-3","national","xgboost","any_error",243,0.4362,0.3644,80.61,4,1,60,"buffer"
"HH_size_n >   2.5 & total_deductions_by_hh_size > 242.0 & unc_rawben_rel_max <=   0.7","2-3","state","ranger","any_error",43,0.5349,0.3642,77.56,43,4,61,"buffer"
"count_divisible_by_100 <   0.5 & total_deductions_by_hh_size >= 424.0 & total_deductions_by_hh_size < 506.0","2-3","state","xgboost","any_error",30,0.5667,0.3625,127.8,30,3,62,"buffer"
"elderly_disabled_i <= 0.500 & married > 0.500 & unc_rawben_rel_max > 0.533 & unc_rawben_rel_max <= 0.968","2-3","state","ranger","any_error",30,0.5667,0.3625,98.1,30,7,63,"buffer"
"elderly_disabled_i >   0.50 & medical_deductions <= 282.00 & unc_rawben_rel_max >   1.26 & utilities <=  29.50","1","national","ranger","any_error",182,0.4451,0.3622,81.87,5,1,64,"buffer"
"elderly_disabled_i >   0.5 & medical_deductions <= 282.0 & total_deductions_by_hh_size > 504.0 & utilities <=  18.5","1","national","ranger","any_error",328,0.4238,0.3621,68.68,12,1,65,"buffer"
"rawben_rel_max <=   0.688 & shelter_expenses_by_hh_size <= 466.000 & total_deductions_by_hh_size > 240.000","2-3","state","ranger","any_error",41,0.5366,0.362,75.02,41,4,66,"buffer"
"HH_size_n >=   4.5 & months_since_cert_n >=  10.5 & shelter_expenses_by_hh_size >= 341.0 & total_deductions_by_hh_size >= 151.0","4+","national","xgboost","any_error",41,0.5366,0.362,163.44,3,3,67,"buffer"
"elderly_disabled_i >=   0.50 & total_deductions_by_hh_size >= 293.00 & unc_rawben_rel_max >=   1.52 & utilities < 388.00","1","national","xgboost","any_error",363,0.4187,0.3601,74.72,17,5,68,"buffer"
