"rule","hh","pool","engines","mined_frames","n_flagged_train","precision_train","precision_train_lcb","dollars_per_flag_train","n_flagged_state","n_new_at_rank","rank","role"
"months_since_cert_n >=  12.500 & rawben_rel_max >=   0.584 & shelter_expenses_by_hh_size < 794.000 & total_deductions_by_hh_size >= 602.000","1","national","xgboost","any_error",146,0.3973,0.3084,63.38,6,4,87,"buffer"
"percent_abawd > 0.125 & rawben_rel_max <= 0.700 & unc_rawben_rel_max > 0.675","2-3","national","ranger","any_error",50,0.46,0.3081,79.32,3,3,88,"buffer"
"total_deductions_by_hh_size >= 954.00 & unc_rawben_rel_max <   1.99","2-3","national","xgboost","any_error",85,0.4235,0.3071,106.12,1,1,89,"buffer"
"cat_elig >=   1.500 & homeless <   0.500 & rawben_rel_max <   0.325 & shelter_expenses_by_hh_size >= 948.000","2-3","national","xgboost","any_error",45,0.4667,0.3068,74.93,2,1,90,"buffer"
"cat_elig >   0.500 & percent_abawd >   0.125 & rawben_rel_max <=   0.997 & total_deductions_by_hh_size > 543.000","2-3","national","ranger","any_error",77,0.4286,0.3064,88.03,4,3,91,"buffer"
"cat_elig <   1.500 & medical_deductions >= 104.000 & rawben_rel_max >=   0.886 & utilities < 682.000","2-3","national","xgboost","any_error",53,0.4528,0.3056,107.3,2,1,92,"buffer"
"count_divisible_by_100 <   0.500 & medical_deductions >= 140.000 & rawben_rel_max >=   0.948 & rawben_rel_max <   0.970","1","national","xgboost","any_error",61,0.4426,0.3055,58.49,1,1,93,"buffer"
"unc_rawben_rel_max >=  -0.00915 & unc_rawben_rel_max <  -0.00172 & utilities >= 506.00000","1","national","xgboost","any_error",80,0.425,0.3052,80.47,3,3,94,"buffer"
"expedited_i <= 0.500 & HH_size_n > 5.500 & months_since_cert_n > 5.500 & percent_abawd > 0.236","4+","national","ranger","any_error",30,0.5,0.3046,183.37,1,1,95,"buffer"
"elderly_disabled_i >=   0.500 & rawben_rel_max <   0.817 & shelter_expenses_by_hh_size >= 401.000 & utilities < 740.000","4+","national","xgboost","any_error",108,0.4074,0.3044,98.24,10,7,96,"buffer"
"HH_size_n > 5.500 & months_since_cert_n > 5.500 & rawben_rel_max > 0.558 & unc_rawben_rel_max <= 0.961","4+","national","ranger","any_error",498,0.3514,0.3035,82.45,7,4,97,"buffer"
"count_divisible_by_100 >= 0.500 & months_since_cert_n < 5.500 & rawben_rel_max >= 0.403 & rawben_rel_max < 0.486","2-3","national","xgboost","any_error",75,0.4267,0.3032,53.69,1,1,98,"buffer"
"expedited_i >   0.500 & total_deductions_by_hh_size >   9.060 & total_deductions_by_hh_size <= 111.000 & unc_rawben_rel_max <=   0.948","4+","national","ranger","any_error",140,0.3929,0.3026,65.44,4,3,99,"buffer"
"months_since_cert_n >   5.5 & shelter_expenses_by_hh_size > 542.0 & total_deductions_by_hh_size <= 662.0 & utilities <= 315.0","2-3","national","ranger","any_error",89,0.4157,0.3025,93.67,2,2,100,"buffer"
"cat_elig >=   0.5 & shelter_expenses_by_hh_size >= 707.0 & total_deductions_by_hh_size >= 224.0 & utilities < 346.0","2-3","national","xgboost","any_error",146,0.3904,0.302,97.52,2,1,101,"buffer"
"elderly_disabled_i <=  0.500 & expedited_i >  0.500 & rawben_rel_max <=  0.535 & utilities > 18.500","1","national","ranger","any_error",112,0.4018,0.301,76.62,6,4,102,"buffer"
"cat_elig >=   0.50000 & total_deductions_by_hh_size < 652.00000 & unc_rawben_rel_max >=  -0.00700 & unc_rawben_rel_max <  -0.00172","1","national","xgboost","any_error",248,0.3669,0.2993,63.1,3,3,103,"buffer"
"expedited_i >  0.500 & total_deductions_by_hh_size >  9.500 & unc_rawben_rel_max <=  0.914 & utilities <= 31.500","2-3","national","ranger","any_error",110,0.4,0.2985,77.6,2,2,104,"buffer"
"cat_elig >   0.500 & rawben_rel_max >   0.917 & shelter_expenses_by_hh_size > 862.000 & unc_rawben_rel_max <=   0.996","2-3","national","ranger","any_error",79,0.4177,0.298,115.97,3,2,105,"buffer"
