"rule","hh","pool","engines","mined_frames","n_flagged_train","precision_train","precision_train_lcb","n_flagged_state","n_new_at_rank","rank","role"
"rawben_rel_max >   0.991 & shelter_expenses_by_hh_size <= 970.000 & unc_rawben_rel_max >   1.930 & utilities <= 680.000","1","national","ranger","any_error",262,0.4313,0.3622,2,1,47,"buffer"
"months_since_cert_n >=   5.0 & shelter_expenses_by_hh_size >=  35.5 & total_deductions_by_hh_size >= 763.0 & utilities < 992.0","2-3","national","xgboost","any_error",112,0.4643,0.3589,3,1,48,"buffer"
"medical_deductions > 216.000 & rawben_rel_max >   0.315 & rawben_rel_max <=   0.997 & utilities <= 414.000","1","national","ranger","any_error",143,0.4476,0.3545,9,6,49,"buffer"
"elderly_disabled_i >   0.5 & expedited_i <=   0.5 & total_deductions_by_hh_size > 539.0 & utilities <= 490.0","2-3","national","ranger","any_error",148,0.4459,0.3545,5,1,50,"buffer"
"months_since_cert_n >=   4.00000 & shelter_expenses_by_hh_size >= 382.00000 & unc_rawben_rel_max >=  -0.00400 & unc_rawben_rel_max <  -0.00344","1","national","xgboost","any_error",77,0.4805,0.3538,4,4,51,"buffer"
"cat_elig >   0.5 & elderly_disabled_i >   0.5 & total_deductions_by_hh_size > 494.0 & utilities <=  30.5","1","national","ranger","any_error",400,0.4075,0.352,9,1,52,"buffer"
"months_since_cert_n >=   7.00 & unc_rawben_rel_max >=   1.88 & utilities < 469.00","1","national","xgboost","any_error",254,0.4213,0.3516,6,3,53,"buffer"
"elderly_disabled_i >   0.50 & medical_deductions <=   4.50 & total_deductions_by_hh_size <= 850.00 & unc_rawben_rel_max >   1.79","1","national","ranger","any_error",304,0.4145,0.3508,1,1,54,"buffer"
"rawben_rel_max <   0.905 & total_deductions_by_hh_size >= 606.000 & utilities < 551.000","2-3","national","xgboost","any_error",160,0.4375,0.3498,6,1,55,"buffer"
"elderly_disabled_i >   0.5 & shelter_expenses_by_hh_size > 922.0 & total_deductions_by_hh_size > 343.0 & utilities <=   8.0","1","national","ranger","any_error",227,0.4229,0.3493,5,2,56,"buffer"
"expedited_i <=  0.500 & months_since_cert_n >  3.500 & rawben_rel_max <=  0.494 & utilities > 56.500","4+","state","ranger","any_error",31,0.5484,0.3492,31,15,57,"buffer"
"elderly_disabled_i >   0.5 & homeless >   0.5 & shelter_expenses_by_hh_size > 620.0 & utilities <= 428.0","1","national","ranger","any_error",47,0.5106,0.3489,2,2,58,"buffer"
"children_i <   1.000 & rawben_rel_max <   0.996 & shelter_expenses_by_hh_size >= 851.000 & utilities < 471.000","2-3","national","xgboost","any_error",78,0.4744,0.3488,3,1,59,"buffer"
"months_since_cert_n <    4.000 & rawben_rel_max >=    0.896 & rawben_rel_max <    0.992 & total_deductions_by_hh_size >= 1070.000","1","national","xgboost","any_error",59,0.4915,0.3473,1,1,60,"buffer"
"elderly_disabled_i <= 0.500 & rawben_rel_max > 0.612 & unc_rawben_rel_max <= 0.724","2-3","state","ranger","any_error",38,0.5263,0.3467,38,4,61,"buffer"
"elderly_disabled_i >   0.5 & total_deductions_by_hh_size > 512.0 & unc_rawben_rel_max <=   1.0 & utilities <= 199.0","1","national","ranger","any_error",450,0.3978,0.3456,15,2,62,"buffer"
"cat_elig >  0.50 & unc_rawben_rel_max >  1.55 & utilities > 29.50","2-3","national","ranger","any_error",227,0.4185,0.3451,5,1,63,"buffer"
"months_since_cert_n >=   7.00 & shelter_expenses_by_hh_size < 954.00 & unc_rawben_rel_max >=   1.48 & utilities <  74.00","1","national","xgboost","any_error",152,0.4342,0.3446,5,1,64,"buffer"
"married <=   0.500 & total_deductions_by_hh_size > 187.000 & unc_rawben_rel_max <=   0.794 & utilities > 382.000","2-3","state","ranger","any_error",36,0.5278,0.3437,36,24,65,"buffer"
"months_since_cert_n <=  15.500 & shelter_expenses_by_hh_size <= 674.000 & unc_rawben_rel_max >   0.612 & unc_rawben_rel_max <=   0.703","2-3","state","ranger","any_error",36,0.5278,0.3437,36,2,66,"buffer"
"married <=   0.5 & months_since_cert_n >   5.5 & unc_rawben_rel_max >   1.8 & utilities <= 456.0","1","national","ranger","any_error",377,0.4005,0.3436,11,4,67,"buffer"
"HH_size_n > 4.500 & percent_abawd > 0.050 & rawben_rel_max > 0.851 & unc_rawben_rel_max <= 0.982","4+","national","ranger","any_error",43,0.5116,0.3432,11,6,68,"buffer"
"married <   1.000 & percent_abawd <   0.500 & rawben_rel_max <   0.724 & total_deductions_by_hh_size >= 174.000","2-3","state","xgboost","any_error",67,0.4776,0.3427,67,31,69,"buffer"
"shelter_expenses_by_hh_size < 488.00 & total_deductions_by_hh_size >= 320.00 & unc_rawben_rel_max <   1.02 & utilities >= 368.00","4+","national","xgboost","any_error",247,0.413,0.3427,4,1,70,"buffer"
"children_i <=   0.500 & total_deductions_by_hh_size > 471.000 & unc_rawben_rel_max <=   0.863 & utilities <= 490.000","2-3","national","ranger","any_error",135,0.437,0.3421,5,1,71,"buffer"
"months_since_cert_n > 6.500 & months_since_cert_n <= 9.500 & unc_rawben_rel_max <= 0.988","4+","state","ranger","any_error",41,0.5122,0.3401,41,7,72,"buffer"
"total_deductions_by_hh_size >= 676.00 & unc_rawben_rel_max >=   1.90 & unc_rawben_rel_max <   2.23 & utilities < 415.00","1","national","xgboost","any_error",108,0.4444,0.3385,2,1,73,"buffer"
"children_i > 0.50 & HH_size_n > 2.50 & unc_rawben_rel_max > 1.41","2-3","national","ranger","any_error",68,0.4706,0.3372,1,1,74,"buffer"
"elderly_disabled_i >   0.50 & medical_deductions <=   0.50 & percent_abawd >   0.75 & total_deductions_by_hh_size > 684.00","1","national","ranger","any_error",32,0.5312,0.3369,5,3,75,"buffer"
"married <= 0.500 & rawben_rel_max > 0.629 & rawben_rel_max <= 0.731","2-3","state","ranger","any_error",32,0.5312,0.3369,32,2,76,"buffer"
"rawben_rel_max >   0.608 & rawben_rel_max <=   0.732 & shelter_expenses_by_hh_size <= 819.000 & total_deductions_by_hh_size >  87.100","2-3","state","ranger","any_error",39,0.5128,0.3368,39,1,77,"buffer"
"HH_size_n >= 5.000 & months_since_cert_n >= 6.000 & percent_abawd >= 0.273 & percent_abawd < 0.667","4+","national","xgboost","any_error",56,0.4821,0.3354,19,2,78,"buffer"
"HH_size_n >= 5.000 & rawben_rel_max >= 0.871 & rawben_rel_max < 0.882","4+","national","xgboost","any_error",91,0.4505,0.3354,2,1,79,"buffer"
"months_since_cert_n >=  6.00 & months_since_cert_n < 10.00 & shelter_expenses_by_hh_size >= 83.30 & unc_rawben_rel_max <  1.19","4+","state","xgboost","any_error",61,0.4754,0.3349,61,5,80,"buffer"
"children_i <=   0.500 & rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 504.000 & utilities <=  14.500","1","national","ranger","any_error",415,0.388,0.3341,11,2,81,"buffer"
"HH_size_n >   5.5 & HH_size_n <=   6.5 & months_since_cert_n >   1.5 & total_deductions_by_hh_size > 205.0","4+","national","ranger","any_error",154,0.4221,0.3337,2,2,82,"buffer"
