"hh_size","rule_id","rule","n_conditions","role","coefficient","importance","workload_pct","n_flagged","errors_caught","clean_flagged","precision","recall","dollar_recall","lift","base_rate","error_tag","collapsed","dominated","dominated_by","pruned_conditions","rule_pruned","precision_recomputed","n_flagged_recomputed"
"1","rule24611","shelter_expenses >= 1208 & shelter_expenses < 1300 & rawunearn >= 1036 & rawben_rel_max >= 0.6133",4,"INCLUDE",-0.452,0.04,0.8,67,14,53,0.209,0.025,0.019,3.13,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","shelter_expenses >= 1208 & shelter_expenses < 1300 & rawunearn >= 1036 & rawben_rel_max >= 0.6133",NA,NA
"1","rule14780","rawben_rel_max >= 0.5212 & total_deductions < 802.5 & shelter_expenses >= 1248 & total_deductions >= 648",4,"INCLUDE",-0.228,0.024,1.2,97,20,77,0.206,0.036,0.039,3.09,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","rawben_rel_max >= 0.5212 & total_deductions < 802.5 & shelter_expenses >= 1248 & total_deductions >= 648",NA,NA
"1","rule9847","shelter_expenses >= 1124 & utilities >= 416 & utilities < 471",3,"INCLUDE",-0.065,0.006,0.9,79,16,63,0.203,0.028,0.029,3.04,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","shelter_expenses >= 1124 & utilities >= 416 & utilities < 471",NA,NA
"2","rule3281","unc_rawben_rel_max >= 1.286 & rawunearn < 7.5 & elderly_disabled_i %in% c(""TRUE"")",3,"INCLUDE",-0.648,0.079,1.5,62,38,24,0.613,0.138,0.204,9.19,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max >= 1.286 & rawunearn < 7.5 & elderly_disabled_i %in% c(""TRUE"")",NA,NA
"2","rule1840","elderly_disabled_i %in% c(""TRUE"") & rawunearn < 496.5 & married < 0.5",3,"INCLUDE",-0.052,0.006,1.4,56,23,33,0.411,0.083,0.129,6.16,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","elderly_disabled_i %in% c(""TRUE"") & rawunearn < 496.5 & married < 0.5",NA,NA
"2","rule11659","count_divisible_by_100 >= 0.5 & married < 0.5 & rawunearn < 50",3,"INCLUDE",-0.312,0.046,2.2,93,29,64,0.312,0.105,0.088,4.68,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","count_divisible_by_100 >= 0.5 & married < 0.5 & rawunearn < 50",NA,NA
"2","rule16953","months_since_cert_n < 5.5 & count_divisible_by_100 >= 0.5 & rawunearn < 75",3,"INCLUDE",-0.374,0.054,2.1,88,27,61,0.307,0.098,0.085,4.6,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","months_since_cert_n < 5.5 & count_divisible_by_100 >= 0.5 & rawunearn < 75",NA,NA
"2","rule1692","count_divisible_by_100 >= 0.5 & rawunearn < 75",2,"INCLUDE",-0.104,0.017,2.7,112,31,81,0.277,0.112,0.099,4.15,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","count_divisible_by_100 >= 0.5 & rawunearn < 75",NA,NA
"2","rule12120","cat_elig >= 0.5 & months_since_cert_n < 2.5 & count_divisible_by_100 >= 0.5",3,"INCLUDE",-0.108,0.017,2.4,100,25,75,0.25,0.091,0.07,3.75,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","cat_elig >= 0.5 & months_since_cert_n < 2.5 & count_divisible_by_100 >= 0.5",NA,NA
"2","rule6412","rawben_rel_max >= 0.3368 & elderly_disabled_i %in% c(""TRUE"") & rawunearn < 839.5",3,"INCLUDE",-0.531,0.128,6.2,258,57,201,0.221,0.207,0.294,3.31,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","rawben_rel_max >= 0.3368 & elderly_disabled_i %in% c(""TRUE"") & rawunearn < 839.5",NA,NA
"3","rule13232","elderly_disabled_i %in% c(""TRUE"") & rawunearn < 221",2,"INCLUDE",-0.087,0.009,1,28,16,12,0.571,0.088,0.137,8.57,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","elderly_disabled_i %in% c(""TRUE"") & rawunearn < 221",NA,NA
"3","rule15779","rawearn < 1263 & count_divisible_by_100 >= 0.5 & rawunearn < 50",3,"INCLUDE",-0.33,0.051,2.4,66,20,46,0.303,0.11,0.144,4.55,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","rawearn < 1263 & count_divisible_by_100 >= 0.5 & rawunearn < 50",NA,NA
"3","rule5099","unc_rawben_rel_max < 1.087 & count_divisible_by_100 >= 0.5 & rawunearn < 96.5",3,"INCLUDE",-0.431,0.066,2.4,65,19,46,0.292,0.105,0.099,4.38,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 1.087 & count_divisible_by_100 >= 0.5 & rawunearn < 96.5",NA,NA
"3","rule527","total_deductions < 1338 & count_divisible_by_100 >= 0.5 & rawunearn < 50",3,"INCLUDE",-0.125,0.022,3.3,89,23,66,0.258,0.127,0.155,3.88,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","total_deductions < 1338 & count_divisible_by_100 >= 0.5 & rawunearn < 50",NA,NA
"3","rule14190","rawunearn < 344 & total_deductions >= 732.1 & rawearn < 894",3,"INCLUDE",-0.419,0.07,2.8,77,19,58,0.247,0.105,0.16,3.7,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","rawunearn < 344 & total_deductions >= 732.1 & rawearn < 894",NA,NA
"4","rule8658","rawben_rel_max >= 0.495 & count_divisible_by_100 >= 0.5 & rawunearn < 72.5",3,"INCLUDE",-0.078,0.013,2.9,61,19,42,0.311,0.135,0.114,4.67,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","rawben_rel_max >= 0.495 & count_divisible_by_100 >= 0.5 & rawunearn < 72.5",NA,NA
"4","rule7544","count_divisible_by_100 < 0.5 & elderly_disabled_i %in% c(""TRUE"") & rawunearn < 780.5",3,"INCLUDE",-0.071,0.01,2,42,13,29,0.31,0.092,0.12,4.64,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","count_divisible_by_100 < 0.5 & elderly_disabled_i %in% c(""TRUE"") & rawunearn < 780.5",NA,NA
"4","rule8609","rawearn < 3120 & count_divisible_by_100 >= 0.5 & rawunearn < 72.5",3,"INCLUDE",-0.393,0.069,3.2,67,20,47,0.299,0.142,0.126,4.48,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","rawearn < 3120 & count_divisible_by_100 >= 0.5 & rawunearn < 72.5",NA,NA
"4","rule3534","total_deductions < 1382 & count_divisible_by_100 >= 0.5 & rawunearn < 50",3,"INCLUDE",-0.384,0.067,3.2,67,20,47,0.299,0.142,0.126,4.48,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","total_deductions < 1382 & count_divisible_by_100 >= 0.5 & rawunearn < 50",NA,NA
"5+","rule5045","elderly_disabled_i %in% c(""TRUE"") & rawunearn < 584",2,"INCLUDE",-0.286,0.036,1.6,34,13,21,0.382,0.093,0.124,5.74,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","elderly_disabled_i %in% c(""TRUE"") & rawunearn < 584",NA,NA
"1","rule14952","rawgross >= 1032 & unc_rawben_rel_max >= -0.006995 & unc_rawben_rel_max < -0.001718",3,"INCLUDE",-0.327,0.047,2.1,75,65,10,0.867,0.272,0.355,13,0.067,"underissuance",FALSE,FALSE,NA,"","rawgross >= 1032 & unc_rawben_rel_max >= -0.006995 & unc_rawben_rel_max < -0.001718",NA,NA
"1","rule6212","rawben_rel_max < 0.5581 & unc_rawben_rel_max >= -0.006995 & unc_rawben_rel_max < 0",3,"INCLUDE",-1.017,0.152,2.3,82,71,11,0.866,0.297,0.39,12.99,0.067,"underissuance",FALSE,FALSE,NA,"","rawben_rel_max < 0.5581 & unc_rawben_rel_max >= -0.006995 & unc_rawben_rel_max < 0",NA,NA
"1","rule12790","rawgross < 2008 & unc_rawben_rel_max < 0 & unc_rawben_rel_max >= -0.008",3,"INCLUDE",-0.82,0.127,2.5,88,73,15,0.83,0.305,0.402,12.44,0.067,"underissuance",FALSE,FALSE,NA,"","rawgross < 2008 & unc_rawben_rel_max < 0 & unc_rawben_rel_max >= -0.008",NA,NA
"1","rule1792","rawben_rel_max < 0.794 & elderly_disabled_i %in% c(""FALSE"") & total_deductions < 114.4",3,"INCLUDE",-0.359,0.044,1.5,55,40,15,0.727,0.167,0.172,10.91,0.067,"underissuance",FALSE,FALSE,NA,"","rawben_rel_max < 0.794 & elderly_disabled_i %in% c(""FALSE"") & total_deductions < 114.4",NA,NA
"1","rule2285","unc_rawben_rel_max < 0.7637 & elderly_disabled_i %in% c(""FALSE"") & rawgross < 1139",3,"INCLUDE",-0.358,0.063,3.2,116,70,46,0.603,0.293,0.269,9.05,0.067,"underissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 0.7637 & elderly_disabled_i %in% c(""FALSE"") & rawgross < 1139",NA,NA
"1","rule17301","rawunearn >= 206 & elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.8041",3,"INCLUDE",-0.226,0.038,2.9,103,61,42,0.592,0.255,0.263,8.88,0.067,"underissuance",FALSE,FALSE,NA,"","rawunearn >= 206 & elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.8041",NA,NA
"1","rule10831","rawearn >= 154.5 & rawben_rel_max < 0.6546 & rawben_rel_max >= 0.4626",3,"INCLUDE",-0.026,0.003,1.4,49,29,20,0.592,0.121,0.092,8.88,0.067,"underissuance",FALSE,FALSE,NA,"","rawearn >= 154.5 & rawben_rel_max < 0.6546 & rawben_rel_max >= 0.4626",NA,NA
"1","rule1798","unc_rawben_rel_max < 0.8024 & elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n >= 6.5",3,"INCLUDE",-0.258,0.036,2,72,42,30,0.583,0.176,0.163,8.75,0.067,"underissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 0.8024 & elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n >= 6.5",NA,NA
"1","rule16776","rawearn < 911.5 & rawben_rel_max < 0.8043 & elderly_disabled_i %in% c(""FALSE"")",3,"INCLUDE",-0.244,0.047,3.8,137,76,61,0.555,0.318,0.299,8.32,0.067,"underissuance",FALSE,FALSE,NA,"","rawearn < 911.5 & rawben_rel_max < 0.8043 & elderly_disabled_i %in% c(""FALSE"")",NA,NA
"1","rule263","rawben_rel_max < 0.7928 & elderly_disabled_i %in% c(""FALSE"") & total_deductions < 402.6",3,"INCLUDE",-0.004,0.001,4.6,164,89,75,0.543,0.372,0.386,8.14,0.067,"underissuance",FALSE,FALSE,NA,"","rawben_rel_max < 0.7928 & elderly_disabled_i %in% c(""FALSE"") & total_deductions < 402.6",NA,NA
"1","rule14925","rawearn < 934 & rawearn >= 165 & rawben_rel_max < 0.6587",3,"INCLUDE",-0.293,0.042,2.1,74,40,34,0.541,0.167,0.139,8.11,0.067,"underissuance",FALSE,FALSE,NA,"","rawearn < 934 & rawearn >= 165 & rawben_rel_max < 0.6587",NA,NA
"1","rule5870","unc_rawben_rel_max < 0.8008 & elderly_disabled_i %in% c(""FALSE"") & total_deductions < 422.5",3,"INCLUDE",-0.256,0.055,4.9,174,92,82,0.529,0.385,0.392,7.93,0.067,"underissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 0.8008 & elderly_disabled_i %in% c(""FALSE"") & total_deductions < 422.5",NA,NA
"1","rule13488","rawearn >= 463.5 & rawben_rel_max >= 0.2835 & rawben_rel_max < 0.6581",3,"INCLUDE",-0.042,0.007,2.5,90,44,46,0.489,0.184,0.156,7.33,0.067,"underissuance",FALSE,FALSE,NA,"","rawearn >= 463.5 & rawben_rel_max >= 0.2835 & rawben_rel_max < 0.6581",NA,NA
"1","rule548","rawben_rel_max < 0.7928 & rawunearn < 582.5 & total_deductions < 477",3,"INCLUDE",-0.132,0.027,4.3,155,71,84,0.458,0.297,0.278,6.87,0.067,"underissuance",FALSE,FALSE,NA,"","rawben_rel_max < 0.7928 & rawunearn < 582.5 & total_deductions < 477",NA,NA
"1","rule2762","unc_rawben_rel_max < 0.8023 & rawunearn < 671.9 & rawben_rel_max >= 0.5892",3,"INCLUDE",-0.686,0.115,2.9,103,46,57,0.447,0.192,0.116,6.7,0.067,"underissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 0.8023 & rawunearn < 671.9 & rawben_rel_max >= 0.5892",NA,NA
"1","rule29093","rawgross < 1008 & elderly_disabled_i %in% c(""FALSE"") & rawunearn >= 384",3,"INCLUDE",-0.694,0.107,2.4,87,37,50,0.425,0.155,0.15,6.38,0.067,"underissuance",FALSE,FALSE,NA,"","rawgross < 1008 & elderly_disabled_i %in% c(""FALSE"") & rawunearn >= 384",NA,NA
"1","rule25717","shelter_expenses >= 1208 & rawben_rel_max < 0.7148 & rawben_rel_max >= 0.4269",3,"INCLUDE",-0.311,0.041,1.8,64,21,43,0.328,0.088,0.065,4.92,0.067,"underissuance",FALSE,FALSE,NA,"","shelter_expenses >= 1208 & rawben_rel_max < 0.7148 & rawben_rel_max >= 0.4269",NA,NA
"1","rule28245","cat_elig >= 1.5 & rawgross < 1017 & rawben_rel_max < 0.6591",3,"INCLUDE",-0.166,0.025,2.3,81,24,57,0.296,0.1,0.103,4.44,0.067,"underissuance",FALSE,FALSE,NA,"","cat_elig >= 1.5 & rawgross < 1017 & rawben_rel_max < 0.6591",NA,NA
"1","rule4722","unc_rawben_rel_max < 0.782 & months_since_cert_n < 2.5 & shelter_expenses < 471.5",3,"INCLUDE",-0.016,0.003,4.3,154,44,110,0.286,0.184,0.203,4.29,0.067,"underissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 0.782 & months_since_cert_n < 2.5 & shelter_expenses < 471.5",NA,NA
"1","rule27660","rawgross < 1846 & shelter_expenses >= 1224 & rawben_rel_max < 0.816",3,"INCLUDE",-0.13,0.023,3.3,117,33,84,0.282,0.138,0.123,4.23,0.067,"underissuance",FALSE,FALSE,NA,"","rawgross < 1846 & shelter_expenses >= 1224 & rawben_rel_max < 0.816",NA,NA
"1","rule17208","rawunearn < 1132 & rawgross >= 1041 & cat_elig < 1.5",3,"INCLUDE",-0.103,0.028,7.8,280,67,213,0.239,0.28,0.292,3.59,0.067,"underissuance",FALSE,FALSE,NA,"","rawunearn < 1132 & rawgross >= 1041 & cat_elig < 1.5",NA,NA
"1","rule13598","rawben_rel_max < 0.8043 & shelter_expenses < 136.5 & total_deductions < 115.1",3,"INCLUDE",-0.273,0.058,4.8,173,40,133,0.231,0.167,0.157,3.47,0.067,"underissuance",FALSE,FALSE,NA,"","rawben_rel_max < 0.8043 & shelter_expenses < 136.5 & total_deductions < 115.1",NA,NA
"1","rule14482","rawgross >= 977.5 & unc_rawben_rel_max >= -0.007155 & total_deductions < 624.5",3,"INCLUDE",-0.139,0.049,14.5,519,118,401,0.227,0.494,0.558,3.41,0.067,"underissuance",FALSE,FALSE,NA,"","rawgross >= 977.5 & unc_rawben_rel_max >= -0.007155 & total_deductions < 624.5",NA,NA
"1","rule23172","rawgross < 979 & cat_elig >= 1.5 & rawgross >= 673.5",3,"INCLUDE",-0.275,0.045,2.8,100,22,78,0.22,0.092,0.086,3.3,0.067,"underissuance",FALSE,FALSE,NA,"","rawgross < 979 & cat_elig >= 1.5 & rawgross >= 673.5",NA,NA
"1","rule8486","rawgross >= 1276 & unc_rawben_rel_max >= 0.2481 & cat_elig < 1.5",3,"INCLUDE",-0.17,0.029,3.1,110,24,86,0.218,0.1,0.085,3.27,0.067,"underissuance",FALSE,FALSE,NA,"","rawgross >= 1276 & unc_rawben_rel_max >= 0.2481 & cat_elig < 1.5",NA,NA
"1","rule20409","rawben_rel_max < 0.2354 & unc_rawben_rel_max >= -0.006 & total_deductions < 306",3,"INCLUDE",-0.001,0,8.6,308,67,241,0.218,0.28,0.322,3.26,0.067,"underissuance",FALSE,FALSE,NA,"","rawben_rel_max < 0.2354 & unc_rawben_rel_max >= -0.006 & total_deductions < 306",NA,NA
"1","rule10030","unc_rawben_rel_max < 0.8043 & cat_elig < 1.5 & total_deductions >= 598.9",3,"INCLUDE",-0.051,0.011,5.2,187,39,148,0.209,0.163,0.154,3.13,0.067,"underissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 0.8043 & cat_elig < 1.5 & total_deductions >= 598.9",NA,NA
"1","rule13608","rawearn >= 194.5 & elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n < 6.5",3,"INCLUDE",0.072,0.018,6.3,226,47,179,0.208,0.197,0.196,3.12,0.067,"underissuance",FALSE,FALSE,NA,"","rawearn >= 194.5 & elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n < 6.5",NA,NA
"2","rule30667","rawben_rel_max < 0.281 & unc_rawben_rel_max >= -0.01035 & unc_rawben_rel_max < 0.001003",3,"INCLUDE",-0.41,0.04,1,26,15,11,0.577,0.084,0.117,8.65,0.067,"underissuance",FALSE,FALSE,NA,"","rawben_rel_max < 0.281 & unc_rawben_rel_max >= -0.01035 & unc_rawben_rel_max < 0.001003",NA,NA
"2","rule18326","elderly_disabled_i %in% c(""FALSE"") & rawunearn >= 772 & total_deductions < 86.5",3,"INCLUDE",-0.017,0.002,1.6,42,19,23,0.452,0.106,0.143,6.79,0.067,"underissuance",FALSE,FALSE,NA,"","elderly_disabled_i %in% c(""FALSE"") & rawunearn >= 772 & total_deductions < 86.5",NA,NA
"2","rule28470","rawearn >= 195 & rawunearn >= 334 & rawgross < 2019",3,"INCLUDE",-0.078,0.013,2.9,79,27,52,0.342,0.151,0.158,5.13,0.067,"underissuance",FALSE,FALSE,NA,"","rawearn >= 195 & rawunearn >= 334 & rawgross < 2019",NA,NA
"2","rule19173","shelter_expenses < 1.5 & rawben_rel_max < 0.8892 & rawben_rel_max >= 0.4001",3,"INCLUDE",-0.082,0.016,3.8,103,33,70,0.32,0.184,0.166,4.81,0.067,"underissuance",FALSE,FALSE,NA,"","shelter_expenses < 1.5 & rawben_rel_max < 0.8892 & rawben_rel_max >= 0.4001",NA,NA
"2","rule9480","rawearn < 2120 & rawearn >= 410.5 & rawunearn >= 337.5",3,"INCLUDE",-0.041,0.008,3.8,103,33,70,0.32,0.184,0.212,4.81,0.067,"underissuance",FALSE,FALSE,NA,"","rawearn < 2120 & rawearn >= 410.5 & rawunearn >= 337.5",NA,NA
"2","rule24040","rawunearn < 972 & months_since_cert_n >= 7.5 & rawgross >= 1070",3,"INCLUDE",-0.061,0.012,3.9,104,33,71,0.317,0.184,0.187,4.76,0.067,"underissuance",FALSE,FALSE,NA,"","rawunearn < 972 & months_since_cert_n >= 7.5 & rawgross >= 1070",NA,NA
"2","rule2475","unc_rawben_rel_max < 0.8951 & rawearn >= 0.5 & rawearn < 934",3,"INCLUDE",-0.063,0.013,4.3,115,35,80,0.304,0.196,0.19,4.57,0.067,"underissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 0.8951 & rawearn >= 0.5 & rawearn < 934",NA,NA
"2","rule28299","rawearn >= 1478 & percent_abawd < 0.25 & rawearn < 1835",3,"INCLUDE",-0.04,0.008,4.5,121,35,86,0.289,0.196,0.185,4.34,0.067,"underissuance",FALSE,FALSE,NA,"","rawearn >= 1478 & percent_abawd < 0.25 & rawearn < 1835",NA,NA
"2","rule17969","unc_rawben_rel_max < 0.2304 & unc_rawben_rel_max >= -0.01324 & children_i %in% c(""TRUE"")",3,"INCLUDE",-0.1,0.019,3.8,102,28,74,0.275,0.156,0.228,4.12,0.067,"underissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 0.2304 & unc_rawben_rel_max >= -0.01324 & children_i %in% c(""TRUE"")",NA,NA
"2","rule23648","rawgross < 1270 & rawben_rel_max < 0.8922 & elderly_disabled_i %in% c(""FALSE"")",3,"INCLUDE",-0.847,0.23,8,215,59,156,0.274,0.33,0.265,4.12,0.067,"underissuance",FALSE,FALSE,NA,"","rawgross < 1270 & rawben_rel_max < 0.8922 & elderly_disabled_i %in% c(""FALSE"")",NA,NA
"2","rule164","rawearn < 666 & unc_rawben_rel_max < 0.8932 & elderly_disabled_i %in% c(""FALSE"")",3,"INCLUDE",-0.185,0.048,7.1,191,49,142,0.257,0.274,0.291,3.85,0.067,"underissuance",FALSE,FALSE,NA,"","rawearn < 666 & unc_rawben_rel_max < 0.8932 & elderly_disabled_i %in% c(""FALSE"")",NA,NA
"2","rule24524","total_deductions < 1111 & months_since_cert_n >= 7.5 & rawearn >= 213",3,"INCLUDE",-0.09,0.02,5,133,34,99,0.256,0.19,0.193,3.83,0.067,"underissuance",FALSE,FALSE,NA,"","total_deductions < 1111 & months_since_cert_n >= 7.5 & rawearn >= 213",NA,NA
"2","rule514","rawben_rel_max < 0.8922 & elderly_disabled_i %in% c(""FALSE"") & rawearn < 1855",3,"INCLUDE",-0.377,0.145,18,482,122,360,0.253,0.682,0.656,3.8,0.067,"underissuance",FALSE,FALSE,NA,"","rawben_rel_max < 0.8922 & elderly_disabled_i %in% c(""FALSE"") & rawearn < 1855",NA,NA
"2","rule25044","rawgross < 2000 & elderly_disabled_i %in% c(""FALSE"") & rawunearn >= 761",3,"INCLUDE",-0.228,0.049,4.8,130,32,98,0.246,0.179,0.221,3.69,0.067,"underissuance",FALSE,FALSE,NA,"","rawgross < 2000 & elderly_disabled_i %in% c(""FALSE"") & rawunearn >= 761",NA,NA
"2","rule14634","rawearn >= 1198 & utilities < 466.5 & rawben_rel_max >= 0.1211",3,"INCLUDE",-0.107,0.027,6.6,178,43,135,0.242,0.24,0.231,3.62,0.067,"underissuance",FALSE,FALSE,NA,"","rawearn >= 1198 & utilities < 466.5 & rawben_rel_max >= 0.1211",NA,NA
"2","rule9007","utilities >= 786.5 & rawben_rel_max < 0.7402 & utilities < 1002",3,"INCLUDE",-0.283,0.049,3.1,83,20,63,0.241,0.112,0.135,3.61,0.067,"underissuance",FALSE,FALSE,NA,"","utilities >= 786.5 & rawben_rel_max < 0.7402 & utilities < 1002",NA,NA
"2","rule31479","rawgross < 1672 & rawben_rel_max < 0.8922 & rawunearn < 826.5",3,"INCLUDE",-0.19,0.064,12.9,347,83,264,0.239,0.464,0.376,3.59,0.067,"underissuance",FALSE,FALSE,NA,"","rawgross < 1672 & rawben_rel_max < 0.8922 & rawunearn < 826.5",NA,NA
"2","rule3467","rawearn >= 238 & total_deductions < 709.5 & shelter_expenses >= 728.5",3,"INCLUDE",-0.002,0,4.4,117,28,89,0.239,0.156,0.203,3.59,0.067,"underissuance",FALSE,FALSE,NA,"","rawearn >= 238 & total_deductions < 709.5 & shelter_expenses >= 728.5",NA,NA
"2","rule6369","rawben_rel_max < 0.8932 & elderly_disabled_i %in% c(""FALSE"") & total_deductions < 880.6",3,"INCLUDE",-0.012,0.005,19.1,512,121,391,0.236,0.676,0.699,3.54,0.067,"underissuance",FALSE,FALSE,NA,"","rawben_rel_max < 0.8932 & elderly_disabled_i %in% c(""FALSE"") & total_deductions < 880.6",NA,NA
"2","rule25664","total_deductions < 1162 & elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.8911",3,"INCLUDE",-0.001,0,23.8,639,142,497,0.222,0.793,0.791,3.33,0.067,"underissuance",FALSE,FALSE,NA,"","total_deductions < 1162 & elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.8911",NA,NA
"2","rule5932","total_deductions >= 916.9 & rawgross < 2333 & months_since_cert_n >= 7.5",3,"INCLUDE",-0.11,0.017,2.4,64,14,50,0.219,0.078,0.059,3.28,0.067,"underissuance",FALSE,FALSE,NA,"","total_deductions >= 916.9 & rawgross < 2333 & months_since_cert_n >= 7.5",NA,NA
"2","rule18446","rawearn < 1710 & rawben_rel_max < 0.8551 & rawunearn < 930.5",3,"INCLUDE",-0.032,0.012,15.8,425,92,333,0.216,0.514,0.483,3.25,0.067,"underissuance",FALSE,FALSE,NA,"","rawearn < 1710 & rawben_rel_max < 0.8551 & rawunearn < 930.5",NA,NA
"2","rule19473","rawben_rel_max < 0.431 & unc_rawben_rel_max >= -0.01409 & rawgross >= 1944",3,"INCLUDE",-0.004,0.001,6.5,175,37,138,0.211,0.207,0.266,3.17,0.067,"underissuance",FALSE,FALSE,NA,"","rawben_rel_max < 0.431 & unc_rawben_rel_max >= -0.01409 & rawgross >= 1944",NA,NA
"2","rule4270","utilities >= 648 & rawben_rel_max < 0.7915 & rawgross < 2052",3,"INCLUDE",-0.013,0.003,4.4,119,25,94,0.21,0.14,0.168,3.15,0.067,"underissuance",FALSE,FALSE,NA,"","utilities >= 648 & rawben_rel_max < 0.7915 & rawgross < 2052",NA,NA
"2","rule3995","rawben_rel_max < 0.8858 & utilities >= 648.5 & utilities < 856",3,"INCLUDE",-0.208,0.049,6,160,33,127,0.206,0.184,0.234,3.09,0.067,"underissuance",FALSE,FALSE,NA,"","rawben_rel_max < 0.8858 & utilities >= 648.5 & utilities < 856",NA,NA
"2","rule11600","utilities >= 625 & unc_rawben_rel_max < 0.772 & utilities < 872",3,"INCLUDE",-0.065,0.015,6,161,33,128,0.205,0.184,0.249,3.07,0.067,"underissuance",FALSE,FALSE,NA,"","utilities >= 625 & unc_rawben_rel_max < 0.772 & utilities < 872",NA,NA
"3","rule13044","rawearn >= 47.5 & rawearn < 921 & rawben_rel_max < 0.9186",3,"INCLUDE",-0.222,0.044,4.1,135,37,98,0.274,0.167,0.149,4.11,0.067,"underissuance",FALSE,FALSE,NA,"","rawearn >= 47.5 & rawearn < 921 & rawben_rel_max < 0.9186",NA,NA
"3","rule6230","rawgross >= 1318 & utilities < 369.5 & cat_elig < 0.5",3,"INCLUDE",-0.059,0.01,2.9,96,26,70,0.271,0.117,0.13,4.06,0.067,"underissuance",FALSE,FALSE,NA,"","rawgross >= 1318 & utilities < 369.5 & cat_elig < 0.5",NA,NA
"3","rule9758","months_since_cert_n < 9.5 & shelter_expenses < 17.5 & rawgross >= 446",3,"INCLUDE",-0.136,0.027,4.2,141,31,110,0.22,0.14,0.138,3.3,0.067,"underissuance",FALSE,FALSE,NA,"","months_since_cert_n < 9.5 & shelter_expenses < 17.5 & rawgross >= 446",NA,NA
"3","rule17509","rawunearn >= 102 & rawearn >= 27 & rawben_rel_max >= 0.4602",3,"INCLUDE",-0.093,0.023,6.8,226,48,178,0.212,0.216,0.197,3.19,0.067,"underissuance",FALSE,FALSE,NA,"","rawunearn >= 102 & rawearn >= 27 & rawben_rel_max >= 0.4602",NA,NA
"3","rule20833","rawgross >= 1013 & cat_elig < 0.5 & months_since_cert_n < 5.5",3,"INCLUDE",-0.18,0.041,5.6,185,39,146,0.211,0.176,0.183,3.16,0.067,"underissuance",FALSE,FALSE,NA,"","rawgross >= 1013 & cat_elig < 0.5 & months_since_cert_n < 5.5",NA,NA
"3","rule12548","rawunearn >= 55 & elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.8313",3,"INCLUDE",-0.141,0.046,11.8,392,82,310,0.209,0.369,0.39,3.14,0.067,"underissuance",FALSE,FALSE,NA,"","rawunearn >= 55 & elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.8313",NA,NA
"4","rule3661","rawgross >= 1188 & utilities < 292.5 & utilities >= 50.5",3,"INCLUDE",-0.126,0.022,3.3,90,21,69,0.233,0.114,0.124,3.5,0.067,"underissuance",FALSE,FALSE,NA,"","rawgross >= 1188 & utilities < 292.5 & utilities >= 50.5",NA,NA
"4","rule8622","rawunearn >= 200.5 & rawgross >= 765.5 & shelter_expenses < 337",3,"INCLUDE",-0.126,0.023,3.6,98,22,76,0.224,0.12,0.104,3.37,0.067,"underissuance",FALSE,FALSE,NA,"","rawunearn >= 200.5 & rawgross >= 765.5 & shelter_expenses < 337",NA,NA
