"hh_size","rule","source","n_flagged_train","precision_train","n_flagged","workload_pct","errors_caught","clean_flagged","precision_holdout","recall_holdout","dollar_recall","precision_any_holdout"
"4+","rawben_rel_max > 0.992291880781089 & count_divisible_by_100 <= 1.5 & total_deductions_by_hh_size > 437.75 & medical_deductions <= 615.5","rf",21,0.238,10,0.24,2,8,0.2,0.008,0.008,0.333
"4+","total_deductions_by_hh_size >= 187.9 & total_deductions_by_hh_size < 189.9","boosted",42,0.238,22,0.52,3,19,0.136,0.012,0.016,0.269
"4+","unc_rawben_rel_max > 0.974824343248986 & total_deductions_by_hh_size > 420.75 & count_divisible_by_100 <= 0.5","rf",21,0.238,9,0.21,1,8,0.111,0.004,0.006,0.273
"4+","unc_rawben_rel_max >= 1.348","boosted",21,0.238,18,0.42,4,14,0.222,0.016,0.014,0.333
"4+","elderly_disabled_i %in% c(FALSE) & children_i %in% c(TRUE) & months_since_cert_n <= 32.5 & utilities > 974 & shelter_expenses_by_hh_size > 424.5","rf",38,0.237,45,1.06,6,39,0.133,0.024,0.016,0.188
"4+","HH_size_n <= 7.5 & homeless %in% c(FALSE) & count_divisible_by_100 <= 0.5 & utilities > 1001.5 & shelter_expenses_by_hh_size > 504.5","rf",17,0.235,29,0.68,1,28,0.034,0.004,0.002,0.097
"4+","HH_size_n > 4.5 & cat_elig <= 2.5 & percent_abawd > 0.236111111111111 & unc_rawben_rel_max > 0.949620048410371","rf",17,0.235,11,0.26,1,10,0.091,0.004,0.01,0.286
"4+","children_i %in% c(TRUE) & HH_size_n <= 12.5 & elderly_disabled_i %in% c(TRUE) & shelter_expenses_by_hh_size > 430.7 & unc_rawben_rel_max > 1.15878725590956","rf",17,0.235,7,0.16,1,6,0.143,0.004,0.006,0.143
"4+","count_divisible_by_100 > 0.5 & utilities > 851","rf",34,0.235,18,0.42,3,15,0.167,0.012,0.013,0.375
"4+","elderly_disabled_i %in% c(TRUE) & shelter_expenses_by_hh_size > 430.7 & HH_size_n <= 5.5 & rawben_rel_max <= 0.617873493413062 & married > 0.5","rf",17,0.235,6,0.14,0,6,0,0,0,0
"4+","expedited_i %in% c(TRUE) & months_since_cert_n <= 13 & married > 0.5 & months_since_cert_n > 7.5 & cat_elig <= 1.5 & medical_deductions <= 65","rf",17,0.235,12,0.28,0,12,0,0,0,0.143
"4+","months_since_cert_n > 5.5 & total_deductions_by_hh_size > 41.0333333333333 & total_deductions_by_hh_size <= 45.3166666666667","rf",17,0.235,10,0.24,1,9,0.1,0.004,0.001,0.182
"4+","percent_abawd <= 0.354166666666667 & count_divisible_by_100 > 1.5 & count_divisible_by_100 <= 2.5 & rawben_rel_max > 0.987425149700599","rf",17,0.235,3,0.07,0,3,0,0,0,0.25
"4+","rawben_rel_max > 0.338419586911116 & utilities > 600.5 & unc_rawben_rel_max <= 0.364546344105212 & elderly_disabled_i %in% c(FALSE)","rf",34,0.235,14,0.33,1,13,0.071,0.004,0.001,0.071
"4+","rawben_rel_max > 0.951677618943806 & percent_abawd <= 0.775 & total_deductions_by_hh_size > 429.8 & married <= 0.5","rf",17,0.235,5,0.12,0,5,0,0,0,0.286
"4+","rawben_rel_max > 0.951696457082749 & HH_size_n <= 7.5 & total_deductions_by_hh_size > 437.75 & elderly_disabled_i %in% c(TRUE)","rf",17,0.235,6,0.14,2,4,0.333,0.008,0.008,0.429
"4+","total_deductions_by_hh_size <= 160.09 & cat_elig <= 0.5 & total_deductions_by_hh_size > 44.9041666666667 & unc_rawben_rel_max > 0.352671280814993 & HH_size_n > 8.5","rf",17,0.235,11,0.26,0,11,0,0,0,0.154
"4+","unc_rawben_rel_max <= 0.913544489084057 & count_divisible_by_100 <= 0.5 & unc_rawben_rel_max > 0.910552384443513","rf",17,0.235,11,0.26,1,10,0.091,0.004,0.011,0.167
"4+","unc_rawben_rel_max > 0.340774439272112 & count_divisible_by_100 <= 1.5 & unc_rawben_rel_max <= 0.343551857324312","rf",17,0.235,8,0.19,0,8,0,0,0,0
"4+","utilities <= 598 & months_since_cert_n > 23.5 & count_divisible_by_100 <= 0.5","rf",17,0.235,2,0.05,1,1,0.5,0.004,0.001,0.5
"4+","utilities > 851 & count_divisible_by_100 <= 0.5 & shelter_expenses_by_hh_size > 623.5","rf",17,0.235,23,0.54,1,22,0.043,0.004,0.002,0.12
"4+","months_since_cert_n > 6.5 & cat_elig <= 2.5 & utilities > 957.5 & unc_rawben_rel_max <= 0.99743062692703","rf",47,0.234,55,1.3,13,42,0.236,0.052,0.036,0.391
"4+","unc_rawben_rel_max < 1.342 & shelter_expenses_by_hh_size < 228.9 & total_deductions_by_hh_size < 103.3 & total_deductions_by_hh_size >= 102.3","boosted",30,0.233,21,0.49,0,21,0,0,0,0
"4+","cat_elig <= 0.5 & rawben_rel_max <= 0.762981160206018 & married <= 0.5 & HH_size_n > 6.5","rf",26,0.231,9,0.21,1,8,0.111,0.004,0.001,0.2
"4+","children_i %in% c(FALSE) & medical_deductions <= 615.5 & shelter_expenses_by_hh_size > 421.375","rf",13,0.231,6,0.14,1,5,0.167,0.004,0.002,0.375
"4+","children_i %in% c(TRUE) & rawben_rel_max <= 0.951696457082749 & medical_deductions <= 4.5 & cat_elig > 1.5 & rawben_rel_max <= 0.950144819209567 & married > 0.5 & count_divisible_by_100 <= 1.5 & unc_rawben_rel_max > 0.923413379521184","rf",13,0.231,5,0.12,0,5,0,0,0,0.167
"4+","count_divisible_by_100 <= 1.5 & percent_abawd > 0.267857142857143 & shelter_expenses_by_hh_size > 451.9","rf",13,0.231,6,0.14,1,5,0.167,0.004,0.005,0.444
"4+","count_divisible_by_100 > 0.5 & utilities > 902 & unc_rawben_rel_max <= 0.883350462487153","rf",13,0.231,10,0.24,1,9,0.1,0.004,0.006,0.438
"4+","elderly_disabled_i %in% c(TRUE) & rawben_rel_max <= 0.618923287330598 & total_deductions_by_hh_size > 349.6","rf",13,0.231,6,0.14,0,6,0,0,0,0
"4+","expedited_i %in% c(FALSE) & months_since_cert_n <= 0.5 & elderly_disabled_i %in% c(FALSE) & HH_size_n > 8.5","rf",13,0.231,3,0.07,1,2,0.333,0.004,0.001,0.333
"4+","expedited_i %in% c(FALSE) & percent_abawd > 0.3875 & total_deductions_by_hh_size > 268.325","rf",13,0.231,5,0.12,0,5,0,0,0,0.286
"4+","expedited_i %in% c(TRUE) & months_since_cert_n <= 13 & married > 0.5 & months_since_cert_n > 7.5 & cat_elig <= 1.5 & medical_deductions <= 65 & cat_elig > 0.5","rf",13,0.231,12,0.28,0,12,0,0,0,0.143
"4+","expedited_i %in% c(TRUE) & utilities > 902 & elderly_disabled_i %in% c(FALSE) & HH_size_n <= 6","rf",13,0.231,11,0.26,0,11,0,0,0,0.083
"4+","homeless %in% c(FALSE) & children_i %in% c(FALSE) & total_deductions_by_hh_size > 238.65 & cat_elig > 0.5","rf",13,0.231,5,0.12,1,4,0.2,0.004,0.002,0.429
"4+","homeless %in% c(FALSE) & children_i %in% c(FALSE) & total_deductions_by_hh_size > 250.625","rf",13,0.231,5,0.12,1,4,0.2,0.004,0.002,0.429
"4+","homeless %in% c(FALSE) & shelter_expenses_by_hh_size > 228.291666666667 & percent_abawd > 0.236111111111111 & rawben_rel_max > 0.590177917546203 & HH_size_n > 4.5","rf",13,0.231,13,0.31,1,12,0.077,0.004,0.004,0.25
"4+","married <= 0.5 & elderly_disabled_i %in% c(TRUE) & HH_size_n > 7.5 & shelter_expenses_by_hh_size <= 70.4375","rf",13,0.231,4,0.09,0,4,0,0,0,0.2
"4+","married > 0.5 & total_deductions_by_hh_size > 319.75 & utilities > 598.5","rf",39,0.231,27,0.64,3,24,0.111,0.012,0.012,0.2
"4+","percent_abawd <= 0.775 & shelter_expenses_by_hh_size <= 167.125 & rawben_rel_max > 0.902264162695817 & count_divisible_by_100 > 1.5","rf",13,0.231,1,0.02,0,1,0,0,0,0.5
"4+","percent_abawd > 0.126984126984127 & shelter_expenses_by_hh_size > 520.625 & elderly_disabled_i %in% c(FALSE)","rf",13,0.231,11,0.26,2,9,0.182,0.008,0.007,0.25
"4+","percent_abawd > 0.375 & utilities > 766 & elderly_disabled_i %in% c(FALSE)","rf",13,0.231,9,0.21,1,8,0.111,0.004,0.004,0.2
"4+","rawben_rel_max <= 0.951696457082749 & utilities > 851 & months_since_cert_n > 9.5 & total_deductions_by_hh_size <= 222.233333333333","rf",26,0.231,20,0.47,4,16,0.2,0.016,0.01,0.385
"4+","rawben_rel_max > 0.951677618943806 & total_deductions_by_hh_size <= 134.266666666667 & count_divisible_by_100 > 1.5","rf",13,0.231,1,0.02,0,1,0,0,0,0
"4+","rawben_rel_max > 0.972056121336697 & children_i %in% c(TRUE) & count_divisible_by_100 > 1.5 & utilities > 332.5","rf",13,0.231,5,0.12,0,5,0,0,0,0
"4+","shelter_expenses_by_hh_size <= 279.325 & unc_rawben_rel_max > 0.972943722943723 & unc_rawben_rel_max <= 1.27724550898204 & count_divisible_by_100 > 1.5","rf",13,0.231,2,0.05,0,2,0,0,0,0
"4+","shelter_expenses_by_hh_size <= 643.625 & unc_rawben_rel_max > 0.962874251497006 & months_since_cert_n > 23.5","rf",13,0.231,1,0.02,0,1,0,0,0,0
"4+","shelter_expenses_by_hh_size > 257.071428571429 & shelter_expenses_by_hh_size > 257.196428571429 & HH_size_n > 4.5 & utilities > 974","rf",39,0.231,50,1.18,8,42,0.16,0.032,0.031,0.276
"4+","shelter_expenses_by_hh_size > 390.25 & cat_elig > 0.5 & percent_abawd > 0.45 & percent_abawd <= 0.625","rf",13,0.231,11,0.26,1,10,0.091,0.004,0.005,0.167
"4+","shelter_expenses_by_hh_size > 413.875 & rawben_rel_max > 0.33761831176357 & total_deductions_by_hh_size > 167.85 & percent_abawd > 0.45","rf",13,0.231,10,0.24,1,9,0.1,0.004,0.005,0.182
"4+","shelter_expenses_by_hh_size > 453.425 & percent_abawd > 0.225 & children_i %in% c(TRUE) & percent_abawd <= 0.325 & utilities > 444.5","rf",13,0.231,13,0.31,1,12,0.077,0.004,0.002,0.077
"4+","shelter_expenses_by_hh_size > 517.266666666667 & total_deductions_by_hh_size <= 302.84 & shelter_expenses_by_hh_size <= 536","rf",26,0.231,22,0.52,2,20,0.091,0.008,0.016,0.167
"4+","total_deductions_by_hh_size <= 10.225 & shelter_expenses_by_hh_size <= 85.5535714285714 & months_since_cert_n > 0.5 & utilities > 420.5","rf",13,0.231,5,0.12,0,5,0,0,0,0.167
"4+","total_deductions_by_hh_size > 188.126666666667 & utilities > 851 & HH_size_n <= 4.5 & married <= 0.5 & shelter_expenses_by_hh_size > 476.125","rf",26,0.231,38,0.9,4,34,0.105,0.016,0.009,0.227
"4+","total_deductions_by_hh_size > 26.005 & count_divisible_by_100 > 1.5 & HH_size_n <= 5.5 & rawben_rel_max > 0.987425149700599","rf",13,0.231,5,0.12,0,5,0,0,0,0.167
"4+","total_deductions_by_hh_size > 41.6 & children_i %in% c(FALSE) & rawben_rel_max > 0.92538768524351","rf",13,0.231,5,0.12,1,4,0.2,0.004,0.002,0.333
"4+","total_deductions_by_hh_size >= 183.6 & total_deductions_by_hh_size < 204.3 & cat_elig >= 1.5 & months_since_cert_n >= 4.5","boosted",52,0.231,3,0.07,0,3,0,0,0,0
"4+","total_deductions_by_hh_size >= 29.18 & rawben_rel_max < 0.898 & utilities >= 880.5 & months_since_cert_n >= 6.5","boosted",78,0.231,64,1.51,13,51,0.203,0.052,0.045,0.378
"4+","unc_rawben_rel_max > 1.181973770855 & married <= 0.5 & months_since_cert_n > 14","rf",13,0.231,5,0.12,1,4,0.2,0.004,0.008,0.2
"4+","utilities <= 974 & months_since_cert_n <= 0.5 & HH_size_n > 8.5 & utilities > 162.5","rf",13,0.231,6,0.14,1,5,0.167,0.004,0.001,0.167
"4+","utilities > 974 & unc_rawben_rel_max > 0.87410071942446 & HH_size_n > 4.5","rf",13,0.231,20,0.47,3,17,0.15,0.012,0.015,0.227
"4+","unc_rawben_rel_max < 1.334 & total_deductions_by_hh_size >= 232.8 & months_since_cert_n >= 6.5 & utilities < 494.5","boosted",61,0.23,41,0.97,4,37,0.098,0.016,0.013,0.26
"4+","HH_size_n < 5.5 & shelter_expenses_by_hh_size >= 317.9 & months_since_cert_n >= 9.5 & utilities >= 820","boosted",35,0.229,33,0.78,6,27,0.182,0.024,0.011,0.289
"4+","HH_size_n >= 5.5 & months_since_cert_n < 1.5 & utilities < 334.5 & shelter_expenses_by_hh_size >= 97.58","boosted",35,0.229,16,0.38,0,16,0,0,0,0.059
"4+","shelter_expenses_by_hh_size >= 497.3 & rawben_rel_max >= 0.5817 & rawben_rel_max < 0.6817","boosted",35,0.229,25,0.59,1,24,0.04,0.004,0.006,0.077
"4+","homeless %in% c(FALSE) & medical_deductions <= 125.5 & months_since_cert_n > 10.5 & utilities > 889","rf",22,0.227,23,0.54,7,16,0.304,0.028,0.012,0.407
"4+","percent_abawd > 0.225 & count_divisible_by_100 <= 0.5 & total_deductions_by_hh_size > 285.175","rf",22,0.227,11,0.26,0,11,0,0,0,0.154
"4+","shelter_expenses_by_hh_size <= 247.988095238095 & months_since_cert_n > 23 & count_divisible_by_100 <= 1","rf",22,0.227,3,0.07,1,2,0.333,0.004,0.001,0.333
"4+","total_deductions_by_hh_size > 168.025 & utilities > 1015.5 & months_since_cert_n <= 10.5","rf",22,0.227,59,1.39,7,52,0.119,0.028,0.03,0.235
"4+","total_deductions_by_hh_size >= 187.9 & total_deductions_by_hh_size >= 189.9 & utilities >= 598 & total_deductions_by_hh_size < 201.7","boosted",66,0.227,37,0.87,3,34,0.081,0.012,0.01,0.171
"4+","unc_rawben_rel_max >= 1.342","boosted",22,0.227,19,0.45,4,15,0.211,0.016,0.014,0.318
"4+","HH_size_n >= 5.5 & rawben_rel_max < 0.735 & unc_rawben_rel_max >= 0.7127","boosted",31,0.226,19,0.45,0,19,0,0,0,0.095
"4+","count_divisible_by_100 <= 1.5 & medical_deductions <= 136 & rawben_rel_max <= 0.992291880781089 & utilities > 974 & total_deductions_by_hh_size > 177.075","rf",62,0.226,69,1.63,12,57,0.174,0.048,0.037,0.296
"4+","count_divisible_by_100 > 0.5 & utilities > 851 & expedited_i %in% c(FALSE)","rf",31,0.226,17,0.4,3,14,0.176,0.012,0.013,0.391
"4+","total_deductions_by_hh_size >= 12.36 & cat_elig < 2.5 & total_deductions_by_hh_size < 47.35 & total_deductions_by_hh_size >= 45.1","boosted",31,0.226,21,0.49,1,20,0.048,0.004,0.002,0.231
"4+","utilities > 851 & count_divisible_by_100 > 0.5 & cat_elig > 0.5","rf",31,0.226,18,0.42,3,15,0.167,0.012,0.013,0.375
"4+","utilities > 851 & unc_rawben_rel_max <= 0.928571428571429 & rawben_rel_max > 0.879989264767491","rf",31,0.226,14,0.33,2,12,0.143,0.008,0.015,0.25
"4+","married <= 0.5 & HH_size_n > 7.5 & elderly_disabled_i %in% c(FALSE) & rawben_rel_max <= 0.899083924349882","rf",40,0.225,22,0.52,3,19,0.136,0.012,0.02,0.24
"4+","months_since_cert_n > 6.5 & expedited_i %in% c(TRUE) & rawben_rel_max <= 0.838772064226638","rf",40,0.225,20,0.47,1,19,0.05,0.004,0.007,0.24
"4+","total_deductions_by_hh_size >= 218.8 & months_since_cert_n >= 6.5 & utilities < 514.5","boosted",89,0.225,53,1.25,5,48,0.094,0.02,0.022,0.25
"4+","total_deductions_by_hh_size >= 159.4 & utilities >= 889 & months_since_cert_n >= 6.5","boosted",76,0.224,62,1.46,14,48,0.226,0.056,0.049,0.351
"4+","HH_size_n < 5.5 & unc_rawben_rel_max >= 1.184 & unc_rawben_rel_max < 1.188","boosted",18,0.222,9,0.21,0,9,0,0,0,0.1
"4+","HH_size_n <= 5.5 & unc_rawben_rel_max <= 1.38335046248715 & unc_rawben_rel_max > 0.922417390762714 & count_divisible_by_100 > 1.5","rf",18,0.222,5,0.12,0,5,0,0,0,0.286
"4+","HH_size_n <= 7.5 & married <= 0.5 & homeless %in% c(FALSE) & rawben_rel_max <= 0.980880230880231 & expedited_i %in% c(TRUE) & shelter_expenses_by_hh_size > 427.2","rf",18,0.222,8,0.19,0,8,0,0,0,0.2
"4+","HH_size_n > 4.5 & HH_size_n <= 12.5 & months_since_cert_n > 23.5","rf",18,0.222,2,0.05,1,1,0.5,0.004,0.001,0.667
"4+","HH_size_n > 5.5 & unc_rawben_rel_max > 0.894458384667262 & percent_abawd > 0.0714285714285714","rf",18,0.222,13,0.31,2,11,0.154,0.008,0.011,0.214
"4+","HH_size_n > 6.5 & expedited_i %in% c(TRUE) & HH_size_n <= 7.5","rf",27,0.222,10,0.24,1,9,0.1,0.004,0.006,0.25
"4+","HH_size_n >= 4.5 & rawben_rel_max < 0.9023 & unc_rawben_rel_max >= 0.89","boosted",54,0.222,21,0.49,3,18,0.143,0.012,0.03,0.28
"4+","HH_size_n >= 5.5 & total_deductions_by_hh_size >= 139.3 & shelter_expenses_by_hh_size >= 191.1 & total_deductions_by_hh_size < 142","boosted",18,0.222,3,0.07,0,3,0,0,0,0.4
"4+","HH_size_n >= 6.5 & shelter_expenses_by_hh_size < 145.9 & total_deductions_by_hh_size >= 63.74 & shelter_expenses_by_hh_size < 72.25","boosted",27,0.222,20,0.47,1,19,0.05,0.004,0.004,0.095
"4+","count_divisible_by_100 > 0.5 & rawben_rel_max > 0.356855566028953 & rawben_rel_max > 0.359160295349811 & rawben_rel_max > 0.366738816738817 & utilities <= 957.5 & count_divisible_by_100 > 1.5 & rawben_rel_max > 0.987425149700599","rf",18,0.222,5,0.12,0,5,0,0,0,0.167
"4+","elderly_disabled_i %in% c(TRUE) & count_divisible_by_100 <= 0.5 & months_since_cert_n > 2.5 & shelter_expenses_by_hh_size > 457.875","rf",36,0.222,26,0.61,1,25,0.038,0.004,0.006,0.219
"4+","elderly_disabled_i %in% c(TRUE) & utilities <= 532 & unc_rawben_rel_max <= 0.935765673175745 & shelter_expenses_by_hh_size > 457.875","rf",18,0.222,5,0.12,0,5,0,0,0,0.167
"4+","expedited_i %in% c(TRUE) & months_since_cert_n <= 13 & married > 0.5 & months_since_cert_n > 7.5 & cat_elig <= 1.5","rf",18,0.222,12,0.28,0,12,0,0,0,0.143
"4+","expedited_i %in% c(TRUE) & rawben_rel_max <= 0.928675241624882 & utilities <= 1015.5 & total_deductions_by_hh_size > 255.855","rf",18,0.222,12,0.28,0,12,0,0,0,0.2
"4+","married <= 0.5 & percent_abawd > 0.225 & unc_rawben_rel_max > 1.16716808371485","rf",18,0.222,6,0.14,1,5,0.167,0.004,0.005,0.286
"4+","married > 0.5 & count_divisible_by_100 > 0.5 & HH_size_n <= 6.5 & utilities > 737","rf",18,0.222,9,0.21,1,8,0.111,0.004,0.002,0.385
"4+","married > 0.5 & utilities > 974 & rawben_rel_max > 0.223345998525855 & HH_size_n > 5.5","rf",18,0.222,16,0.38,2,14,0.125,0.008,0.011,0.333
"4+","married >= 0.5 & months_since_cert_n < 0.5 & unc_rawben_rel_max >= 1.151","boosted",27,0.222,4,0.09,2,2,0.5,0.008,0.007,0.6
"4+","medical_deductions <= 136 & medical_deductions <= 134.5 & HH_size_n > 7.5 & shelter_expenses_by_hh_size <= 17.9375","rf",18,0.222,15,0.35,3,12,0.2,0.012,0.015,0.333
"4+","months_since_cert_n <= 6.5 & total_deductions_by_hh_size > 423.875 & total_deductions_by_hh_size <= 499.175 & unc_rawben_rel_max > 0.76110747765424","rf",18,0.222,8,0.19,0,8,0,0,0,0.111
"4+","rawben_rel_max <= 0.951696457082749 & utilities > 851 & months_since_cert_n > 9.5","rf",45,0.222,35,0.82,8,27,0.229,0.032,0.017,0.372
"4+","rawben_rel_max > 0.951696457082749 & shelter_expenses_by_hh_size > 495.75 & elderly_disabled_i %in% c(TRUE)","rf",18,0.222,7,0.16,1,6,0.143,0.004,0.002,0.143
"4+","rawben_rel_max > 0.974824343248986 & children_i %in% c(TRUE) & percent_abawd <= 0.126984126984127 & count_divisible_by_100 > 1.5","rf",18,0.222,4,0.09,0,4,0,0,0,0.2
"4+","rawben_rel_max > 0.974824343248986 & total_deductions_by_hh_size > 467.5","rf",18,0.222,3,0.07,1,2,0.333,0.004,0.002,0.6
"4+","shelter_expenses_by_hh_size <= 390.25 & rawben_rel_max > 0.974824343248986 & count_divisible_by_100 > 1.5","rf",18,0.222,3,0.07,0,3,0,0,0,0.25
"4+","shelter_expenses_by_hh_size > 458 & total_deductions_by_hh_size <= 515.175 & total_deductions_by_hh_size > 436.75","rf",18,0.222,9,0.21,1,8,0.111,0.004,0.006,0.2
"4+","shelter_expenses_by_hh_size >= 166.9 & cat_elig >= 1.5 & unc_rawben_rel_max >= 1.152 & months_since_cert_n < 0.5","boosted",27,0.222,2,0.05,1,1,0.5,0.004,0.002,0.667
"4+","total_deductions_by_hh_size > 139.51 & total_deductions_by_hh_size > 139.543333333333 & homeless %in% c(FALSE) & utilities > 851 & utilities <= 863.5","rf",45,0.222,33,0.78,4,29,0.121,0.016,0.011,0.194
"4+","unc_rawben_rel_max <= 0.83277973132317 & shelter_expenses_by_hh_size <= 11.025 & cat_elig <= 0.5 & unc_rawben_rel_max > 0.729722715334226","rf",27,0.222,10,0.24,1,9,0.1,0.004,0.001,0.25
"4+","unc_rawben_rel_max > 0.974824343248986 & unc_rawben_rel_max > 1.20558877573266 & expedited_i %in% c(FALSE) & percent_abawd > 0.225","rf",18,0.222,8,0.19,1,7,0.125,0.004,0.005,0.222
"4+","utilities <= 286.5 & percent_abawd <= 0.133928571428571 & shelter_expenses_by_hh_size <= 286 & HH_size_n > 6.5 & unc_rawben_rel_max <= 0.785896443253153","rf",45,0.222,22,0.52,2,20,0.091,0.008,0.012,0.2
"4+","utilities <= 425.5 & total_deductions_by_hh_size > 26.125 & months_since_cert_n <= 6.5 & shelter_expenses_by_hh_size > 561.375","rf",18,0.222,19,0.45,1,18,0.053,0.004,0.002,0.053
"4+","utilities <= 598 & rawben_rel_max > 0.951696457082749 & count_divisible_by_100 > 1.5","rf",18,0.222,3,0.07,0,3,0,0,0,0.25
"4+","total_deductions_by_hh_size >= 159.4 & utilities >= 742.5 & HH_size_n >= 4.5 & total_deductions_by_hh_size < 197.6","boosted",77,0.221,46,1.08,5,41,0.109,0.02,0.026,0.196
"4+","HH_size_n > 5.5 & unc_rawben_rel_max > 1.18881827392466 & utilities <= 663.5","rf",41,0.22,23,0.54,4,19,0.174,0.016,0.021,0.269
"4+","children_i %in% c(TRUE) & utilities > 889 & months_since_cert_n > 9.5","rf",41,0.22,41,0.97,7,34,0.171,0.028,0.012,0.306
"4+","married < 0.5 & HH_size_n >= 7.5 & shelter_expenses_by_hh_size < 71.19","boosted",41,0.22,14,0.33,1,13,0.071,0.004,0.003,0.278
"4+","rawben_rel_max <= 0.991428175827654 & utilities > 974 & shelter_expenses_by_hh_size > 370.183333333333","rf",59,0.22,60,1.41,9,51,0.15,0.036,0.026,0.301
"4+","total_deductions_by_hh_size >= 68.01 & total_deductions_by_hh_size < 69.39","boosted",41,0.22,25,0.59,2,23,0.08,0.008,0.009,0.179
"4+","unc_rawben_rel_max <= 1.38900308324769 & HH_size_n <= 13 & married <= 0.5 & elderly_disabled_i %in% c(FALSE) & utilities > 851 & shelter_expenses_by_hh_size > 435.25","rf",50,0.22,54,1.27,9,45,0.167,0.036,0.031,0.262
"4+","unc_rawben_rel_max >= 1.187 & married >= 0.5 & total_deductions_by_hh_size < 112.5","boosted",50,0.22,17,0.4,1,16,0.059,0.004,0.008,0.059
"4+","count_divisible_by_100 > 0.5 & percent_abawd <= 0.1 & utilities > 851","rf",32,0.219,16,0.38,3,13,0.188,0.012,0.013,0.381
"4+","expedited_i %in% c(FALSE) & total_deductions_by_hh_size <= 160.155 & unc_rawben_rel_max <= 0.898003910797645 & rawben_rel_max > 0.8905003684259 & elderly_disabled_i %in% c(FALSE)","rf",32,0.219,3,0.07,1,2,0.333,0.004,0.006,0.714
"4+","medical_deductions <= 0.5 & total_deductions_by_hh_size > 161.075 & expedited_i %in% c(FALSE) & total_deductions_by_hh_size <= 162.475","rf",32,0.219,16,0.38,1,15,0.062,0.004,0.012,0.118
"4+","unc_rawben_rel_max > 0.350555918901243 & married > 0.5 & percent_abawd <= 0.0625 & unc_rawben_rel_max <= 0.36545160670487","rf",32,0.219,18,0.42,0,18,0,0,0,0.053
"4+","count_divisible_by_100 > 0.5 & unc_rawben_rel_max > 1.21071277431836 & elderly_disabled_i %in% c(FALSE)","rf",23,0.217,10,0.24,2,8,0.2,0.008,0.01,0.273
"4+","elderly_disabled_i %in% c(TRUE) & shelter_expenses_by_hh_size > 478.5 & percent_abawd <= 0.125 & married > 0.5","rf",23,0.217,17,0.4,2,15,0.118,0.008,0.008,0.167
"4+","married > 0.5 & total_deductions_by_hh_size <= 136.35 & months_since_cert_n > 12.5","rf",23,0.217,13,0.31,0,13,0,0,0,0
"4+","months_since_cert_n < 23.5 & shelter_expenses_by_hh_size >= 440.9 & utilities >= 851 & utilities < 934","boosted",60,0.217,37,0.87,3,34,0.081,0.012,0.015,0.209
"4+","rawben_rel_max <= 0.971601382488479 & utilities > 851 & utilities <= 863.5 & HH_size_n > 4.5","rf",23,0.217,14,0.33,1,13,0.071,0.004,0.002,0.188
"4+","rawben_rel_max > 0.951895797305697 & shelter_expenses_by_hh_size > 458.5 & months_since_cert_n > 6.5","rf",23,0.217,18,0.42,4,14,0.222,0.016,0.014,0.333
"4+","rawben_rel_max > 0.970864103217044 & total_deductions_by_hh_size > 437.75","rf",23,0.217,10,0.24,2,8,0.2,0.008,0.008,0.333
"4+","shelter_expenses_by_hh_size > 57.1 & shelter_expenses_by_hh_size <= 59.5857142857143 & percent_abawd <= 0.1","rf",23,0.217,17,0.4,0,17,0,0,0,0.105
"4+","unc_rawben_rel_max >= 1.333","boosted",23,0.217,20,0.47,4,16,0.2,0.016,0.014,0.304
"4+","utilities > 598 & married > 0.5 & unc_rawben_rel_max <= 0.966397229102209 & unc_rawben_rel_max > 0.913363182516408","rf",23,0.217,18,0.42,1,17,0.056,0.004,0.011,0.15
"4+","count_divisible_by_100 <= 0.5 & HH_size_n <= 7.5 & percent_abawd <= 0.45 & total_deductions_by_hh_size > 316.85 & married > 0.5 & unc_rawben_rel_max > 0.550929645893675","rf",37,0.216,27,0.64,3,24,0.111,0.012,0.012,0.172
"4+","elderly_disabled_i %in% c(TRUE) & utilities > 532 & expedited_i %in% c(FALSE) & total_deductions_by_hh_size > 334.425","rf",37,0.216,21,0.49,2,19,0.095,0.008,0.008,0.136
"4+","expedited_i %in% c(FALSE) & total_deductions_by_hh_size <= 160.155 & unc_rawben_rel_max <= 0.898003910797645 & rawben_rel_max > 0.8905003684259","rf",37,0.216,11,0.26,1,10,0.091,0.004,0.006,0.333
"4+","shelter_expenses_by_hh_size > 260.255555555556 & rawben_rel_max > 0.815775401069519 & utilities > 974","rf",37,0.216,52,1.23,7,45,0.135,0.028,0.029,0.196
"4+","unc_rawben_rel_max >= 1.271 & shelter_expenses_by_hh_size >= 461.9","boosted",51,0.216,7,0.16,2,5,0.286,0.008,0.004,0.375
"4+","shelter_expenses_by_hh_size >= 468.6 & unc_rawben_rel_max >= 1.192","boosted",65,0.215,29,0.68,4,25,0.138,0.016,0.011,0.286
"4+","utilities > 851 & months_since_cert_n > 6.5 & HH_size_n <= 6.5 & unc_rawben_rel_max > 0.463514902363823","rf",107,0.215,85,2,14,71,0.165,0.056,0.053,0.29
"4+","HH_size_n <= 13 & months_since_cert_n <= 5.5 & total_deductions_by_hh_size > 166.535 & children_i %in% c(FALSE)","rf",14,0.214,9,0.21,0,9,0,0,0,0.1
