"hh","rule","source","n_flagged_train","errors_train","precision_train","precision_train_lcb","n_flagged_holdout","errors_caught_holdout","precision_holdout","recall_holdout","dollar_recall_holdout","workload_pct_holdout","n_flagged_any","errors_caught_any","precision_any","recall_any","dollar_recall_any","workload_pct_any"
"1","elderly_disabled_i >   0.5 & percent_abawd >   0.5 & total_deductions_by_hh_size > 890.0","ranger",12,7,0.5833,0.2814,4,1,0.25,8e-04,7e-04,0.018,4,1,0.25,8e-04,7e-04,0.018
"1","medical_deductions >   0.500 & months_since_cert_n >  31.500 & rawben_rel_max >   0.376 & shelter_expenses_by_hh_size <= 991.000","ranger",12,7,0.5833,0.2814,3,1,0.3333,8e-04,3e-04,0.014,3,1,0.3333,8e-04,3e-04,0.014
"1","cat_elig >   1.5 & total_deductions_by_hh_size >   8.9 & unc_rawben_rel_max >   2.4 & utilities > 428.0","ranger",46,20,0.4348,0.2807,5,0,0,0,0,0.023,5,0,0,0,0,0.023
"1","homeless <=   0.50 & unc_rawben_rel_max >   1.93 & utilities <= 364.00","ranger",66,27,0.4091,0.2805,40,15,0.375,0.0116,0.0154,0.184,40,15,0.375,0.0116,0.0154,0.184
"1","total_deductions_by_hh_size >   8.80 & unc_rawben_rel_max >   1.96 & unc_rawben_rel_max <=   2.53 & utilities <= 303.00","ranger",35,16,0.4571,0.2805,18,5,0.2778,0.0039,0.0049,0.083,18,5,0.2778,0.0039,0.0049,0.083
"1","medical_deductions >=   2.44 & rawben_rel_max >=   0.44 & total_deductions_by_hh_size >= 696.00 & unc_rawben_rel_max >=   2.46","xgboost",27,13,0.4815,0.2804,10,4,0.4,0.0031,0.0048,0.046,10,4,0.4,0.0031,0.0048,0.046
"1","medical_deductions > 0.500 & medical_deductions <= 7.500 & unc_rawben_rel_max <= 0.737","ranger",72,29,0.4028,0.2797,27,12,0.4444,0.0093,0.0051,0.124,27,12,0.4444,0.0093,0.0051,0.124
"1","total_deductions_by_hh_size < 853.00 & unc_rawben_rel_max >=   1.94 & utilities < 551.00","xgboost",52,22,0.4231,0.2785,24,11,0.4583,0.0085,0.0102,0.11,24,11,0.4583,0.0085,0.0102,0.11
"1","homeless >   0.500 & medical_deductions <=   0.500 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 680.000","ranger",17,9,0.5294,0.277,11,3,0.2727,0.0023,0.0037,0.051,11,3,0.2727,0.0023,0.0037,0.051
"1","medical_deductions >    0.500 & rawben_rel_max >    0.311 & shelter_expenses_by_hh_size <= 1830.000 & unc_rawben_rel_max >    2.580","ranger",17,9,0.5294,0.277,7,4,0.5714,0.0031,0.0048,0.032,7,4,0.5714,0.0031,0.0048,0.032
"1","medical_deductions >    3.500 & medical_deductions <=    5.500 & shelter_expenses_by_hh_size <= 1650.000 & unc_rawben_rel_max >    0.266","ranger",17,9,0.5294,0.277,7,3,0.4286,0.0023,0.001,0.032,7,3,0.4286,0.0023,0.001,0.032
"1","percent_abawd <=   0.50 & unc_rawben_rel_max >   1.96 & utilities <= 288.00","ranger",41,18,0.439,0.2765,15,7,0.4667,0.0054,0.0077,0.069,15,7,0.4667,0.0054,0.0077,0.069
"1","shelter_expenses_by_hh_size >= 1330.00 & shelter_expenses_by_hh_size < 1800.00 & unc_rawben_rel_max >=    2.46","xgboost",67,27,0.403,0.276,29,7,0.2414,0.0054,0.0089,0.133,29,7,0.2414,0.0054,0.0089,0.133
