"hh","rule","source","n_flagged_train","errors_train","precision_train","precision_train_lcb","n_flagged_holdout","errors_caught_holdout","precision_holdout","recall_holdout","dollar_recall_holdout","workload_pct_holdout","n_flagged_any","errors_caught_any","precision_any","recall_any","dollar_recall_any","workload_pct_any"
"1","elderly_disabled_i >=  1.00000 & rawben_rel_max <  0.80400 & unc_rawben_rel_max >= -0.00400 & unc_rawben_rel_max <  0.00344","xgboost",155,26,0.1677,0.1094,80,17,0.2125,0.2267,0.2665,0.389,80,17,0.2125,0.0131,0.0152,0.368
"1","months_since_cert_n > 2.500 & percent_abawd > 0.750 & unc_rawben_rel_max > 0.756 & unc_rawben_rel_max <= 0.802","ranger",23,6,0.2609,0.1094,11,0,0,0,0,0.054,13,2,0.1538,0.0015,0.0015,0.06
"1","rawben_rel_max >=  0.08000 & rawben_rel_max <  0.40900 & unc_rawben_rel_max >= -0.01600 & unc_rawben_rel_max <  0.00344","xgboost",170,28,0.1647,0.1091,152,25,0.1645,0.3333,0.4465,0.74,152,25,0.1645,0.0193,0.0254,0.698
"1","count_divisible_by_100 <=  0.500 & elderly_disabled_i <=  0.500 & total_deductions_by_hh_size <= 56.600 & unc_rawben_rel_max <=  0.649","ranger",99,18,0.1818,0.109,54,5,0.0926,0.0667,0.0689,0.263,55,6,0.1091,0.0046,0.0043,0.253
"1","elderly_disabled_i <  1.000 & months_since_cert_n <  6.000 & total_deductions_by_hh_size < 93.000 & unc_rawben_rel_max <  0.608","xgboost",72,14,0.1944,0.109,36,4,0.1111,0.0533,0.0531,0.175,36,4,0.1111,0.0031,0.003,0.165
"1","months_since_cert_n >=  2.00000 & months_since_cert_n <  7.00000 & unc_rawben_rel_max >= -0.00400 & unc_rawben_rel_max <  0.00344","xgboost",72,14,0.1944,0.109,38,8,0.2105,0.1067,0.1324,0.185,38,8,0.2105,0.0062,0.0075,0.175
"1","elderly_disabled_i <=   0.500 & rawben_rel_max <=   0.802 & total_deductions_by_hh_size <= 136.000 & unc_rawben_rel_max >  -0.008","ranger",208,33,0.1587,0.1085,95,11,0.1158,0.1467,0.1337,0.462,103,19,0.1845,0.0147,0.0123,0.473
"1","elderly_disabled_i <=  0.500 & months_since_cert_n > 10.500 & rawben_rel_max <=  0.788 & total_deductions_by_hh_size <= 56.700","ranger",18,5,0.2778,0.1078,7,0,0,0,0,0.034,8,1,0.125,8e-04,4e-04,0.037
"1","months_since_cert_n < 25.00000 & rawben_rel_max <  0.72800 & unc_rawben_rel_max >= -0.01600 & unc_rawben_rel_max <  0.00344","xgboost",325,48,0.1477,0.1077,147,25,0.1701,0.3333,0.4465,0.715,147,25,0.1701,0.0193,0.0254,0.675
"1","shelter_expenses_by_hh_size < 1630.00000 & unc_rawben_rel_max >=   -0.01600 & unc_rawben_rel_max <    0.00344","xgboost",325,48,0.1477,0.1077,150,24,0.16,0.32,0.4216,0.73,150,24,0.16,0.0186,0.024,0.689
"1","months_since_cert_n >  4.500 & percent_abawd >  0.750 & rawben_rel_max <=  0.799 & total_deductions_by_hh_size <= 82.500","ranger",29,7,0.2414,0.1076,17,0,0,0,0,0.083,17,0,0,0,0,0.078
"1","percent_abawd >  0.5000 & rawben_rel_max <=  0.7820 & total_deductions_by_hh_size <= 56.7000 & unc_rawben_rel_max > -0.0398","ranger",47,10,0.2128,0.1076,23,2,0.087,0.0267,0.0269,0.112,23,2,0.087,0.0015,0.0015,0.106
"1","unc_rawben_rel_max >= -0.01600 & unc_rawben_rel_max <  0.00344","xgboost",334,49,0.1467,0.1073,152,25,0.1645,0.3333,0.4465,0.74,152,25,0.1645,0.0193,0.0254,0.698
"1","percent_abawd >  0.500 & shelter_expenses_by_hh_size <= 30.000 & total_deductions_by_hh_size <=  8.800 & unc_rawben_rel_max <=  0.798","ranger",35,8,0.2286,0.107,14,1,0.0714,0.0133,0.0118,0.068,14,1,0.0714,8e-04,7e-04,0.064
"1","months_since_cert_n <    4.00000 & shelter_expenses_by_hh_size < 1220.00000 & unc_rawben_rel_max >=   -0.01600 & unc_rawben_rel_max <    0.00344","xgboost",94,17,0.1809,0.1068,40,6,0.15,0.08,0.138,0.195,40,6,0.15,0.0046,0.0078,0.184
"1","cat_elig >  0.500 & elderly_disabled_i <=  0.500 & total_deductions_by_hh_size <= 79.000 & unc_rawben_rel_max <=  0.802","ranger",159,26,0.1635,0.1066,67,5,0.0746,0.0667,0.056,0.326,69,7,0.1014,0.0054,0.0044,0.317
"1","count_divisible_by_100 <=  0.500 & elderly_disabled_i <=  0.500 & rawben_rel_max <=  0.802 & total_deductions_by_hh_size <= 82.500","ranger",159,26,0.1635,0.1066,74,8,0.1081,0.1067,0.0899,0.36,75,9,0.12,0.007,0.0055,0.345
"1","elderly_disabled_i <   1.000 & rawben_rel_max <   0.732 & total_deductions_by_hh_size < 122.000","xgboost",183,29,0.1585,0.1056,76,8,0.1053,0.1067,0.1137,0.37,81,13,0.1605,0.0101,0.0095,0.372
"1","cat_elig >  0.500 & elderly_disabled_i <=  0.500 & rawben_rel_max <=  0.713 & total_deductions_by_hh_size <= 63.700","ranger",124,21,0.1694,0.1053,52,3,0.0577,0.04,0.0428,0.253,54,5,0.0926,0.0039,0.0037,0.248
"1","expedited_i <= 0.500 & percent_abawd > 0.750 & rawben_rel_max <= 0.802 & total_deductions_by_hh_size <= 5.000","ranger",48,10,0.2083,0.1053,25,1,0.04,0.0133,0.0118,0.122,25,1,0.04,8e-04,7e-04,0.115
