"hh","rule","source","n_flagged_train","errors_train","precision_train","precision_train_lcb","n_flagged_holdout","errors_caught_holdout","precision_holdout","recall_holdout","dollar_recall_holdout","workload_pct_holdout","n_flagged_any","errors_caught_any","precision_any","recall_any","dollar_recall_any","workload_pct_any"
"2-3","children_i <= 0.50 & expedited_i <= 0.50 & HH_size_n <= 2.50 & unc_rawben_rel_max > 1.69","ranger",29,11,0.3793,0.205,20,5,0.25,0.0385,0.056,0.24,22,7,0.3182,0.0071,0.0087,0.24
"2-3","children_i >   0.50 & elderly_disabled_i >   0.50 & unc_rawben_rel_max >   1.39 & utilities <= 590.00","ranger",29,11,0.3793,0.205,9,2,0.2222,0.0154,0.0218,0.108,11,4,0.3636,0.0041,0.0077,0.12
"2-3","children_i > 0.500 & elderly_disabled_i > 0.500 & percent_abawd <= 0.583 & unc_rawben_rel_max > 1.540","ranger",29,11,0.3793,0.205,11,3,0.2727,0.0231,0.0247,0.132,16,8,0.5,0.0081,0.0128,0.174
"2-3","unc_rawben_rel_max > 1.93","ranger",29,11,0.3793,0.205,15,5,0.3333,0.0385,0.0511,0.18,19,9,0.4737,0.0091,0.014,0.207
"2-3","count_divisible_by_100 <= 0.500 & percent_abawd <= 0.167 & unc_rawben_rel_max > 1.770","ranger",36,13,0.3611,0.2047,26,7,0.2692,0.0538,0.0736,0.312,32,13,0.4062,0.0132,0.0202,0.348
"2-3","unc_rawben_rel_max > 1.77","ranger",47,16,0.3404,0.2038,29,8,0.2759,0.0615,0.0759,0.348,35,14,0.4,0.0142,0.0205,0.381
"2-3","HH_size_n >   2.50 & shelter_expenses_by_hh_size <= 627.00 & unc_rawben_rel_max >   1.61","ranger",10,5,0.5,0.2037,4,0,0,0,0,0.048,4,0,0,0,0,0.044
"2-3","cat_elig <=   2.5 & total_deductions_by_hh_size <= 627.0 & unc_rawben_rel_max >   1.8","ranger",10,5,0.5,0.2037,3,0,0,0,0,0.036,4,1,0.25,0.001,0.0027,0.044
"2-3","cat_elig >   0.50 & married >   0.50 & total_deductions_by_hh_size <= 831.00 & unc_rawben_rel_max >   1.78","ranger",10,5,0.5,0.2037,9,3,0.3333,0.0231,0.0213,0.108,10,4,0.4,0.0041,0.0055,0.109
"2-3","count_divisible_by_100 <=   0.50 & shelter_expenses_by_hh_size > 849.00 & total_deductions_by_hh_size > 881.00 & unc_rawben_rel_max >   1.98","ranger",10,5,0.5,0.2037,8,2,0.25,0.0154,0.026,0.096,9,3,0.3333,0.003,0.004,0.098
"2-3","count_divisible_by_100 <=   0.500 & percent_abawd <=   0.583 & unc_rawben_rel_max >   1.930 & utilities > 801.000","ranger",10,5,0.5,0.2037,6,1,0.1667,0.0077,0.0195,0.072,6,1,0.1667,0.001,0.0027,0.065
"2-3","months_since_cert_n >   2.50 & total_deductions_by_hh_size <= 486.00 & unc_rawben_rel_max >   1.61","ranger",10,5,0.5,0.2037,2,0,0,0,0,0.024,2,0,0,0,0,0.022
"2-3","percent_abawd <=   0.583 & total_deductions_by_hh_size <= 485.000 & unc_rawben_rel_max >   1.610 & unc_rawben_rel_max <=   1.700","ranger",10,5,0.5,0.2037,3,0,0,0,0,0.036,3,0,0,0,0,0.033
"2-3","shelter_expenses_by_hh_size <= 605.0 & unc_rawben_rel_max >   1.8","ranger",10,5,0.5,0.2037,4,0,0,0,0,0.048,5,1,0.2,0.001,0.0027,0.054
"2-3","shelter_expenses_by_hh_size <= 650.00 & total_deductions_by_hh_size <= 485.00 & unc_rawben_rel_max >   1.62","ranger",10,5,0.5,0.2037,1,0,0,0,0,0.012,1,0,0,0,0,0.011
"2-3","shelter_expenses_by_hh_size <= 957.0 & total_deductions_by_hh_size > 831.0 & unc_rawben_rel_max >   1.7","ranger",10,5,0.5,0.2037,3,0,0,0,0,0.036,3,0,0,0,0,0.033
"2-3","children_i <=   0.500 & percent_abawd <=   0.167 & unc_rawben_rel_max >   1.770 & utilities <= 708.000","ranger",16,7,0.4375,0.2034,11,5,0.4545,0.0385,0.0467,0.132,13,7,0.5385,0.0071,0.0094,0.142
"2-3","married >   0.50 & unc_rawben_rel_max >   1.83 & utilities > 562.00","ranger",16,7,0.4375,0.2034,9,2,0.2222,0.0154,0.0269,0.108,10,3,0.3,0.003,0.0041,0.109
"2-3","percent_abawd <=   0.417 & shelter_expenses_by_hh_size > 808.000 & unc_rawben_rel_max >   1.900","ranger",16,7,0.4375,0.2034,8,2,0.25,0.0154,0.026,0.096,10,4,0.4,0.0041,0.0059,0.109
"2-3","percent_abawd <=   0.583 & rawben_rel_max >   0.977 & total_deductions_by_hh_size > 881.000 & unc_rawben_rel_max >   1.750","ranger",16,7,0.4375,0.2034,11,2,0.1818,0.0154,0.026,0.132,13,4,0.3077,0.0041,0.0044,0.142
"2-3","percent_abawd <=   0.75 & shelter_expenses_by_hh_size > 857.00 & unc_rawben_rel_max >   1.77","ranger",16,7,0.4375,0.2034,10,2,0.2,0.0154,0.026,0.12,13,5,0.3846,0.0051,0.0063,0.142
"2-3","rawben_rel_max >   0.20 & total_deductions_by_hh_size > 933.00 & unc_rawben_rel_max >   1.75","ranger",16,7,0.4375,0.2034,10,2,0.2,0.0154,0.026,0.12,11,3,0.2727,0.003,0.004,0.12
"2-3","elderly_disabled_i >  0.50 & months_since_cert_n <= 26.50 & unc_rawben_rel_max >  1.62","ranger",66,21,0.3182,0.203,32,9,0.2812,0.0692,0.1087,0.384,42,19,0.4524,0.0193,0.0327,0.457
"2-3","cat_elig >   0.500 & medical_deductions > 312.000 & medical_deductions <= 352.000 & unc_rawben_rel_max >   0.294","ranger",13,6,0.4615,0.2024,4,0,0,0,0,0.048,4,0,0,0,0,0.044
"2-3","shelter_expenses_by_hh_size <= 634.00 & unc_rawben_rel_max >   1.77","ranger",13,6,0.4615,0.2024,7,1,0.1429,0.0077,0.0152,0.084,8,2,0.25,0.002,0.0047,0.087
"2-3","total_deductions_by_hh_size <= 485.00 & unc_rawben_rel_max >   1.61","ranger",13,6,0.4615,0.2024,3,0,0,0,0,0.036,3,0,0,0,0,0.033
"2-3","elderly_disabled_i >   0.50 & total_deductions_by_hh_size > 544.00 & unc_rawben_rel_max >   1.73","ranger",40,14,0.35,0.2023,28,9,0.3214,0.0692,0.0835,0.336,34,15,0.4412,0.0152,0.0202,0.37
"2-3","elderly_disabled_i > 0.50 & married <= 0.50 & unc_rawben_rel_max > 1.54","ranger",40,14,0.35,0.2023,17,7,0.4118,0.0538,0.0813,0.204,22,12,0.5455,0.0122,0.0205,0.24
"2-3","HH_size_n <= 2.50 & unc_rawben_rel_max > 1.93","ranger",26,10,0.3846,0.2016,14,5,0.3571,0.0385,0.0511,0.168,16,7,0.4375,0.0071,0.0115,0.174
"2-3","married > 0.50 & unc_rawben_rel_max > 1.76","ranger",26,10,0.3846,0.2016,18,6,0.3333,0.0462,0.0636,0.216,20,8,0.4,0.0081,0.0117,0.218
"2-3","shelter_expenses_by_hh_size >= 204.00 & unc_rawben_rel_max >=   1.68 & utilities >= 601.00","xgboost",26,10,0.3846,0.2016,15,4,0.2667,0.0308,0.0457,0.18,21,10,0.4762,0.0101,0.0126,0.229
"2-3","children_i <=   0.50 & total_deductions_by_hh_size > 489.00 & unc_rawben_rel_max >   1.73","ranger",33,12,0.3636,0.2013,25,8,0.32,0.0615,0.0813,0.3,28,11,0.3929,0.0112,0.0148,0.305
"2-3","cat_elig > 0.50 & unc_rawben_rel_max > 1.69","ranger",59,19,0.322,0.2007,32,10,0.3125,0.0769,0.1031,0.384,44,22,0.5,0.0223,0.0344,0.479
"2-3","cat_elig >=  1.00 & unc_rawben_rel_max >=  1.68 & utilities >= 54.00","xgboost",59,19,0.322,0.2007,31,10,0.3226,0.0769,0.1031,0.372,43,22,0.5116,0.0223,0.0344,0.468
"2-3","children_i >= 1.00 & elderly_disabled_i >= 1.00 & unc_rawben_rel_max >= 1.43","xgboost",44,15,0.3409,0.2005,16,3,0.1875,0.0231,0.0247,0.192,21,8,0.381,0.0081,0.0128,0.229
"2-3","percent_abawd <= 0.167 & unc_rawben_rel_max > 1.740","ranger",44,15,0.3409,0.2005,32,9,0.2812,0.0692,0.0835,0.384,40,17,0.425,0.0172,0.0242,0.435
"4+","elderly_disabled_i >   0.50 & HH_size_n >   4.50 & medical_deductions <= 144.00 & unc_rawben_rel_max >   1.26","ranger",10,5,0.5,0.2037,9,1,0.1111,0.0109,0.0043,0.22,9,1,0.1111,0.0014,5e-04,0.191
"4+","count_divisible_by_100 <= 0.50 & elderly_disabled_i > 0.50 & expedited_i <= 0.50 & unc_rawben_rel_max > 1.26","ranger",16,7,0.4375,0.2034,14,2,0.1429,0.0217,0.0088,0.343,14,2,0.1429,0.0028,0.001,0.297
"4+","count_divisible_by_100 <=   0.50 & elderly_disabled_i >   0.50 & shelter_expenses_by_hh_size <= 485.00 & unc_rawben_rel_max >   1.26","ranger",13,6,0.4615,0.2024,15,3,0.2,0.0326,0.0222,0.367,15,3,0.2,0.0042,0.0025,0.319
