"","Alabama","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"Missouri",0.2245,-0.2502,0.3164,-0.164,0.1595,-0.0281,-0.1373,-0.1403,-0.4354,0.0286,-0.0239,-0.2472,-0.2105,-0.0905,0.9109,-0.3779,0.2958,-0.3514,-0.4274,0.1499,0.2178,-0.1404,-0.1756,1,0.0195,-0.3296,-0.2565,-0.1958,-0.0371,-0.3023,-0.0225,-0.3929,0.3286,-0.1647,-0.0327,-0.1092,0.0145,0.3002,-0.2229,0.2579,-0.0453,-0.0434,0.0138,0.4673,0.1285,-0.262,0.1027,-0.1814,0.5053
"Montana",-0.3942,0.2947,-0.2086,0.2941,0.1957,0.4945,0.0627,0.4526,-0.5443,-0.406,-0.2255,0.0226,-0.4037,-0.3104,0.0325,-0.1311,-0.1241,-0.1709,-0.2564,0.0487,0.5375,0.1596,-0.3023,0.0195,1,0.0836,0.0248,-0.3843,0.3266,0.4542,0.0793,-0.4538,-0.0514,0.0328,0.2648,-0.211,0.4723,0.4241,-0.6782,-0.1096,-0.3187,-0.338,-0.0298,0.2181,-0.0306,-0.0498,0.4362,0.1455,-0.2906
"Nebraska",-0.1922,0.0084,-0.5314,-0.188,-0.0639,-0.1153,-0.5439,0.171,0.052,0.0043,0.5706,-0.1473,0.0958,0.4989,-0.1347,-0.2793,-0.6419,0.1026,0.1525,-0.3772,-0.1265,-0.0843,-0.51,-0.3296,0.0836,1,0.0717,0.281,-0.0392,-0.1956,-0.1246,0.2462,0.554,0.0191,-0.0068,0.0046,0.0753,-0.3385,-0.0495,0.179,-0.1093,-0.0866,0.2133,0.2593,-0.3733,-0.0629,-0.1832,0.7428,0.3743
"Nevada",0.0281,0.1408,-0.0111,-0.0596,-0.1141,-0.2698,0.1061,-0.1744,0.2467,0.2082,-0.0435,0.1,0.107,0.1384,-0.2796,0.0432,-0.0434,-0.0364,0.2199,-0.2337,-0.1656,-0.0802,0.0256,-0.2565,0.0248,0.0717,1,0.0407,-0.1462,0.0197,-0.2832,0.2007,-0.0226,0.0267,0.0156,0.0379,-0.2772,-0.2602,0.1829,-0.0673,0.1779,0.1975,0.2384,-0.3042,-0.2099,-0.1472,-0.1719,0.0847,-0.0092
"New Hampshire",-0.1219,0.1332,-0.0715,-0.2597,-0.0515,-0.3694,-0.2502,-0.1748,0.3934,0.1386,0.2316,0.307,0.0771,0.315,-0.1045,-0.2674,-0.2329,0.2268,0.2488,-0.1877,-0.6726,0.52,-0.1852,-0.1958,-0.3843,0.281,0.0407,1,-0.1369,-0.4776,-0.2357,0.3156,0.097,-0.108,-0.388,-0.0284,-0.253,0.0483,0.2334,-0.0043,0.131,0.0517,0.1368,-0.0164,-0.172,-0.2252,-0.4598,0.0921,0.2662
"New Jersey",-0.3012,0.155,0.0793,-0.0713,0.299,0.507,0.1397,0.3807,-0.1923,-0.4547,-0.2339,-0.4404,-0.1353,-0.675,-0.0496,0.081,-0.0487,0.1732,0.0765,0.1627,-0.0437,0.0146,0.0026,-0.0371,0.3266,-0.0392,-0.1462,-0.1369,1,0.1057,0.5554,-0.183,-0.4437,-0.1328,0.1988,-0.6136,0.6941,0.1341,-0.2726,-0.2797,-0.4468,-0.282,-0.3221,0.3329,0.0408,-0.0297,0.49,-0.1242,-0.3435
"New Mexico",-0.1167,0.4291,-0.0765,0.5517,0.1375,0.4895,0.3596,0.5061,-0.2864,-0.3021,-0.2775,0.107,0.177,-0.3949,-0.2991,0.3485,0.202,-0.2328,-0.1489,-0.0598,0.3718,-0.0631,-0.0426,-0.3023,0.4542,-0.1956,0.0197,-0.4776,0.1057,1,-0.169,-0.3845,-0.4362,0.0591,0.5852,0.0287,0.1557,0.1517,-0.3191,-0.0785,0.0365,-0.3779,0.1606,-0.2852,0.3118,0.0989,0.2397,-0.34,-0.5573
"New York",-0.3517,-0.2963,-0.008,-0.052,0.0169,0.3138,-0.2265,0.3006,-0.3222,-0.5579,-0.2688,-0.3966,-0.2535,-0.5268,0.0114,-0.0255,-0.176,0.3474,-0.1494,0.488,-0.0022,0.0344,0.2216,-0.0225,0.0793,-0.1246,-0.2832,-0.2357,0.5554,-0.169,1,-0.2816,-0.241,-0.2256,-0.1223,-0.4097,0.5317,0.0898,-0.209,0.1014,-0.4319,-0.1538,-0.4871,0.3701,0.0937,0.5722,0.1715,-0.0847,-0.2797
"North Carolina",0.3635,0.0964,0.0508,-0.3341,-0.3042,-0.4283,0.166,-0.5675,0.827,0.6009,0.3462,0.07,0.2484,0.4929,-0.3789,0.4067,0.0614,0.1256,0.4758,-0.396,-0.3127,-0.293,0.4312,-0.3929,-0.4538,0.2462,0.2007,0.3156,-0.183,-0.3845,-0.2816,1,-0.0378,0.1882,-0.1933,0.1786,-0.1982,-0.5388,0.7395,-0.3339,0.1273,0.6362,-0.0364,-0.4134,-0.2956,-0.1225,-0.0126,0.3548,0.0804
"North Dakota",0.1777,-0.231,-0.3148,-0.3233,-0.1475,-0.3852,-0.5377,-0.2545,-0.198,0.3085,0.5596,0.0739,-0.092,0.6565,0.3476,-0.4486,-0.5076,-0.1478,-0.0706,-0.2073,0.0795,-0.118,-0.4558,0.3286,-0.0514,0.554,-0.0226,0.097,-0.4437,-0.4362,-0.241,-0.0378,1,0.013,-0.1307,0.2444,-0.3333,-0.045,0.0191,0.3785,-0.0311,0.0729,0.0949,0.402,-0.2998,-0.1621,-0.2561,0.5518,0.7605
"Ohio",0.118,-0.2177,0.0643,-0.2398,0.0481,0.2314,0.6044,-0.3264,0.4121,-0.1122,0.3249,-0.1292,0.0676,0.475,-0.0939,0.4287,0.0853,0.0751,0.2838,-0.0894,0.439,0.1367,0.3332,-0.1647,0.0328,0.0191,0.0267,-0.108,-0.1328,0.0591,-0.2256,0.1882,0.013,1,0.2485,-0.0036,-0.1391,-0.4085,0.0069,-0.4555,0.1809,0.1983,-0.0915,-0.3824,-0.304,-0.0958,0.4251,0.1504,-0.2866
"Oklahoma",0.3443,0.5458,0.0333,-0.1437,0.0756,0.2383,0.2419,0.0999,-0.166,-0.3311,0.1831,-0.2089,0.6071,-0.1405,-0.0259,0.431,0.0699,-0.2029,-0.2593,-0.0758,0.352,-0.1877,0.0211,-0.0327,0.2648,-0.0068,0.0156,-0.388,0.1988,0.5852,-0.1223,-0.1933,-0.1307,0.2485,1,-0.3853,0.0155,-0.0513,-0.0995,-0.2696,-0.1662,-0.1057,0.0695,-0.2016,-0.2391,-0.1673,0.3493,-0.1243,-0.2974
"Oregon",0.3168,-0.3295,-0.28,0.3537,-0.3758,-0.326,-0.0824,-0.0861,0.134,0.631,-0.1225,0.5521,-0.0049,0.3354,-0.211,-0.152,-0.0457,-0.089,0.0013,-0.1703,0.0327,-0.0637,-0.127,-0.1092,-0.211,0.0046,0.0379,-0.0284,-0.6136,0.0287,-0.4097,0.1786,0.2444,-0.0036,-0.3853,1,-0.3567,0.0397,0.168,0.1654,0.3429,0.0424,0.1368,-0.0931,0.1263,0.0372,-0.4194,0.249,0.1289
"Pennsylvania",-0.4436,-0.1094,-0.2007,0.148,0.3395,0.7929,-0.1211,0.6377,-0.3471,-0.548,-0.0604,-0.4808,-0.4393,-0.4825,0.1409,-0.0461,-0.0601,0.0213,-0.3043,0.1945,0.2382,-0.0966,-0.0968,0.0145,0.4723,0.0753,-0.2772,-0.253,0.6941,0.1557,0.5317,-0.1982,-0.3333,-0.1391,0.0155,-0.3567,1,0.2691,-0.5214,-0.1768,-0.6393,-0.2702,-0.39,0.5624,0.2119,0.2179,0.5831,-0.0322,-0.3811
"Rhode Island",-0.1212,0.1873,-0.1855,0.2285,0.1589,0.2679,-0.2171,0.34,-0.5487,-0.1478,-0.3222,0.4195,-0.3612,-0.435,0.1728,-0.3861,-0.0386,-0.1946,-0.4841,0.247,0.1851,0.4389,-0.2978,0.3002,0.4241,-0.3385,-0.2602,0.0483,0.1341,0.1517,0.0898,-0.5388,-0.045,-0.4085,-0.0513,0.0397,0.2691,1,-0.4431,-0.0363,-0.381,-0.3167,-0.2003,0.4017,0.2275,0.008,0.0437,-0.3475,-0.1403
"South Carolina",0.5535,0.1395,0.0681,-0.2168,-0.2753,-0.6464,0.2157,-0.6241,0.6888,0.6526,0.1882,0.1271,0.4216,0.3341,-0.3766,0.4481,0.0082,-0.0492,0.5559,-0.2675,-0.4565,-0.1901,0.5803,-0.2229,-0.6782,-0.0495,0.1829,0.2334,-0.2726,-0.3191,-0.209,0.7395,0.0191,0.0069,-0.0995,0.168,-0.5214,-0.4431,1,-0.108,0.1922,0.5185,-0.0541,-0.4303,-0.2717,0.0122,-0.3049,-0.0264,0.1525
"South Dakota",-0.2754,-0.2423,-0.0449,0.0971,-0.3568,-0.2971,-0.535,0.141,-0.4326,0.0119,-0.2199,0.0988,-0.0724,-0.0484,0.3574,-0.4216,-0.0216,-0.2396,-0.0998,-0.101,-0.1608,-0.1588,-0.279,0.2579,-0.1096,0.179,-0.0673,-0.0043,-0.2797,-0.0785,0.1014,-0.3339,0.3785,-0.4555,-0.2696,0.1654,-0.1768,-0.0363,-0.108,1,0.4193,-0.4135,0.4525,0.224,0.2996,0.2821,-0.481,0.1908,0.6054
"Tennessee",0.0268,-0.0968,0.3714,0.0259,-0.4617,-0.4538,0.2451,-0.3824,0.2597,0.3356,-0.308,0.3803,0.266,0.1606,-0.0197,0.076,0.4919,-0.0932,0.3701,-0.2849,-0.1256,-3e-04,0.0936,-0.0453,-0.3187,-0.1093,0.1779,0.131,-0.4468,0.0365,-0.4319,0.1273,-0.0311,0.1809,-0.1662,0.3429,-0.6393,-0.381,0.1922,0.4193,1,-0.0939,0.6041,-0.6236,0.2443,-0.1118,-0.3464,0.0945,0.305
"Texas",0.3666,-0.0051,0.424,-0.3937,-0.1073,-0.3261,0.1656,-0.6066,0.6072,0.4426,0.3602,-0.0585,0.0154,0.5015,-0.0838,0.2414,0.1121,0.4206,0.1113,-0.2715,-0.0548,-0.3306,0.4154,-0.0434,-0.338,-0.0866,0.1975,0.0517,-0.282,-0.3779,-0.1538,0.6362,0.0729,0.1983,-0.1057,0.0424,-0.2702,-0.3167,0.5185,-0.4135,-0.0939,1,-0.1167,-0.3136,-0.3343,-0.1376,0.0629,0.0306,0.0331
"Utah",-0.1795,0.1624,0.1119,0.0049,-0.0429,-0.3545,-0.0909,0.0257,0.1482,0.1899,-0.2214,0.1654,0.1868,0.1444,0.0617,-0.3798,0.1907,-0.1356,0.1138,-0.355,-0.0236,-0.0961,-0.2501,0.0138,-0.0298,0.2133,0.2384,0.1368,-0.3221,0.1606,-0.4871,-0.0364,0.0949,-0.0915,0.0695,0.1368,-0.39,-0.2003,-0.0541,0.4525,0.6041,-0.1167,1,-0.2976,-0.1234,-0.0733,-0.451,0.1834,0.2967
"Vermont",-0.1776,-0.3447,-0.3663,0.0313,0.2973,0.2871,-0.5939,0.4823,-0.5797,-0.2511,0.1655,-0.3615,-0.4212,-0.1409,0.5002,-0.5929,-0.4942,-0.0496,-0.443,0.2287,-0.0257,0.0014,-0.5413,0.4673,0.2181,0.2593,-0.3042,-0.0164,0.3329,-0.2852,0.3701,-0.4134,0.402,-0.3824,-0.2016,-0.0931,0.5624,0.4017,-0.4303,0.224,-0.6236,-0.3136,-0.2976,1,-0.0147,-0.0185,0.034,0.1343,0.2852
"Virginia",-0.2658,-0.1055,0.2458,0.3493,-0.1054,0.355,-3e-04,0.2093,-0.3777,-0.1034,-0.3064,0.14,-0.2387,-0.4423,0.1888,0.0989,0.5456,-0.1875,-0.1418,0.0541,0.0659,-0.1445,-0.0492,0.1285,-0.0306,-0.3733,-0.2099,-0.172,0.0408,0.3118,0.0937,-0.2956,-0.2998,-0.304,-0.2391,0.1263,0.2119,0.2275,-0.2717,0.2996,0.2443,-0.3343,-0.1234,-0.0147,1,0.1719,0.1851,-0.4009,0.0126
"Washington",-0.3621,-0.2373,-0.3271,0.1253,-0.0522,0.1901,-0.1653,0.2425,-0.0374,-0.2637,-0.2603,-0.0503,-0.2282,-0.2012,-0.2473,0.0125,-0.0612,-0.0435,0.079,0.1706,0.2628,0.0234,0.4241,-0.262,-0.0498,-0.0629,-0.1472,-0.2252,-0.0297,0.0989,0.5722,-0.1225,-0.1621,-0.0958,-0.1673,0.0372,0.2179,0.008,0.0122,0.2821,-0.1118,-0.1376,-0.0733,-0.0185,0.1719,1,-0.0735,-0.0867,-0.3192
"West Virginia",-0.0679,0.0823,0.2044,-0.2179,0.1863,0.6975,0.4441,-0.0254,-0.1107,-0.3172,0.1511,-0.3238,-0.2671,-0.1955,0.1743,0.4726,0.3354,-0.1353,-0.0945,0.0657,0.5821,-0.2688,0.2647,0.1027,0.4362,-0.1832,-0.1719,-0.4598,0.49,0.2397,0.1715,-0.0126,-0.2561,0.4251,0.3493,-0.4194,0.5831,0.0437,-0.3049,-0.481,-0.3464,0.0629,-0.451,0.034,0.1851,-0.0735,1,-0.0626,-0.3502
"Wisconsin",0.014,-0.1187,-0.3272,-0.3516,-0.4313,-0.3152,-0.3714,-0.1818,0.0936,0.256,0.2881,0.0893,0.0069,0.4888,-0.0535,-0.2183,-0.3998,0.0639,0.1051,-0.2737,0.0527,-0.2314,-0.2902,-0.1814,0.1455,0.7428,0.0847,0.0921,-0.1242,-0.34,-0.0847,0.3548,0.5518,0.1504,-0.1243,0.249,-0.0322,-0.3475,-0.0264,0.1908,0.0945,0.0306,0.1834,0.1343,-0.4009,-0.0867,-0.0626,1,0.4089
"Wyoming",0.1535,-0.1609,0.0859,-0.3569,-0.2868,-0.5709,-0.52,-0.3741,-0.1387,0.4313,0.3177,0.0569,0.0045,0.4118,0.5441,-0.4379,-0.0791,-0.2068,0.0145,-0.2981,-0.2596,-0.2577,-0.4046,0.5053,-0.2906,0.3743,-0.0092,0.2662,-0.3435,-0.5573,-0.2797,0.0804,0.7605,-0.2866,-0.2974,0.1289,-0.3811,-0.1403,0.1525,0.6054,0.305,0.0331,0.2967,0.2852,0.0126,-0.3192,-0.3502,0.4089,1
