"","Alabama","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"Massachusetts",0.3799,0.3207,0.3619,0.5534,0.6498,0.5912,0.4762,0.5308,0.2922,0.2615,0.3066,0.3973,0.3346,0.2509,0.4757,0.3821,0.3941,0.4915,0.3049,1,0.4934,0.5706,0.4566,0.5202,0.4975,0.2678,0.3151,0.3774,0.557,0.4133,0.7329,0.2706,0.3637,0.4276,0.3957,0.3885,0.5819,0.6132,0.2922,0.4224,0.2914,0.3091,0.2387,0.5939,0.4538,0.5527,0.4864,0.3343,0.268
"Michigan",0.4415,0.4103,0.3855,0.4759,0.5336,0.7254,0.5913,0.4949,0.32,0.3626,0.4488,0.4465,0.3158,0.4598,0.552,0.4934,0.5606,0.3237,0.3463,0.4934,1,0.4177,0.5062,0.5719,0.762,0.4151,0.3688,0.1278,0.4616,0.653,0.4708,0.3204,0.5096,0.7142,0.6364,0.4988,0.6096,0.5691,0.217,0.3941,0.3946,0.4357,0.4283,0.449,0.4775,0.6143,0.7713,0.5128,0.3089
"Minnesota",0.3176,0.4689,0.3081,0.5885,0.5676,0.5048,0.5162,0.5454,0.4442,0.3112,0.3683,0.6388,0.3891,0.4265,0.362,0.3423,0.3068,0.5452,0.5414,0.5706,0.4177,1,0.4046,0.3945,0.5715,0.4379,0.418,0.726,0.4948,0.437,0.4869,0.3292,0.4113,0.5603,0.3692,0.4523,0.4368,0.6874,0.3523,0.3924,0.4595,0.3034,0.3964,0.4622,0.3647,0.4981,0.3444,0.3725,0.3142
"Mississippi",0.5773,0.4559,0.612,0.3639,0.3756,0.3957,0.7645,0.2343,0.7177,0.5292,0.3757,0.4391,0.487,0.4308,0.3221,0.8182,0.66,0.4177,0.655,0.4566,0.5062,0.4046,1,0.3767,0.3037,0.2007,0.4831,0.342,0.4511,0.4564,0.5289,0.6615,0.2111,0.6285,0.4872,0.3822,0.3921,0.2651,0.7595,0.2986,0.5149,0.6771,0.3156,0.1295,0.4156,0.671,0.6004,0.3173,0.235
"Missouri",0.5862,0.3281,0.6313,0.3841,0.526,0.4264,0.4055,0.3905,0.2337,0.4816,0.4458,0.3526,0.3606,0.4116,0.9468,0.2783,0.6271,0.2799,0.2469,0.5202,0.5719,0.3945,0.3767,1,0.4753,0.2939,0.3219,0.3428,0.4429,0.3211,0.4273,0.2548,0.6095,0.3853,0.4541,0.4109,0.4624,0.5886,0.3427,0.5967,0.4657,0.4426,0.4676,0.6597,0.5275,0.3397,0.5222,0.3831,0.7184
"Montana",0.2681,0.6052,0.3303,0.6283,0.5648,0.7226,0.5123,0.6856,0.1819,0.263,0.3507,0.4941,0.2591,0.3061,0.4742,0.3974,0.3797,0.3979,0.3389,0.4975,0.762,0.5715,0.3037,0.4753,1,0.5211,0.464,0.2738,0.6524,0.6992,0.5111,0.2506,0.4451,0.5103,0.6009,0.3793,0.723,0.6842,0.1093,0.4196,0.3005,0.2949,0.4273,0.5713,0.4229,0.458,0.7004,0.5613,0.2946
"Nebraska",0.3646,0.4844,0.1682,0.376,0.4577,0.3986,0.1976,0.5383,0.4979,0.4868,0.7696,0.3987,0.5057,0.7352,0.3854,0.3224,0.1116,0.5145,0.555,0.2678,0.4151,0.4379,0.2007,0.2939,0.5211,1,0.5097,0.614,0.4531,0.3676,0.393,0.611,0.7585,0.4922,0.4621,0.4746,0.509,0.285,0.4456,0.5471,0.4002,0.4353,0.5684,0.5705,0.2452,0.4471,0.3837,0.8551,0.6493
"Nevada",0.4673,0.5519,0.439,0.4221,0.4201,0.2952,0.5119,0.3648,0.6067,0.586,0.4621,0.5098,0.4906,0.5552,0.305,0.4833,0.4131,0.4244,0.5867,0.3151,0.3688,0.418,0.4831,0.3219,0.464,0.5097,1,0.4835,0.3771,0.4767,0.2875,0.5678,0.4503,0.4691,0.4672,0.4692,0.3048,0.2967,0.5734,0.3972,0.542,0.5869,0.5869,0.2603,0.3214,0.3868,0.3654,0.5049,0.4537
"New Hampshire",0.3787,0.5348,0.3767,0.3224,0.4513,0.2847,0.3333,0.3455,0.669,0.5367,0.5871,0.6117,0.4776,0.6256,0.3783,0.3049,0.299,0.5872,0.5997,0.3774,0.1278,0.726,0.342,0.3428,0.2738,0.614,0.4835,1,0.4018,0.2101,0.3547,0.6436,0.5305,0.4103,0.2505,0.4468,0.3394,0.4887,0.5763,0.4564,0.5039,0.4939,0.5196,0.449,0.3325,0.3489,0.2146,0.5114,0.578
"New Jersey",0.3135,0.5357,0.4676,0.4466,0.613,0.7308,0.5501,0.6456,0.3629,0.2343,0.346,0.2624,0.3961,0.1184,0.4272,0.4997,0.4141,0.5703,0.5092,0.557,0.4616,0.4948,0.4511,0.4429,0.6524,0.4531,0.3771,0.4018,1,0.5249,0.7554,0.3831,0.2425,0.4184,0.5665,0.178,0.8289,0.5379,0.3119,0.3295,0.2337,0.3225,0.2781,0.6303,0.4612,0.4678,0.7166,0.4241,0.2621
"New Mexico",0.4302,0.686,0.4179,0.7522,0.5209,0.6916,0.655,0.7359,0.323,0.3216,0.3336,0.5334,0.5636,0.2693,0.3183,0.6644,0.5621,0.3436,0.389,0.4133,0.653,0.437,0.4564,0.3211,0.6992,0.3676,0.4767,0.2101,0.5249,1,0.3584,0.2645,0.2303,0.5013,0.7843,0.4837,0.5354,0.516,0.3115,0.4154,0.4931,0.2889,0.533,0.2832,0.6116,0.5222,0.5964,0.3072,0.1616
"New York",0.2578,0.2875,0.3919,0.4347,0.4599,0.6464,0.3486,0.5793,0.2835,0.1628,0.3059,0.2644,0.3042,0.1738,0.4312,0.415,0.3255,0.6583,0.3802,0.7329,0.4708,0.4869,0.5289,0.4273,0.5111,0.393,0.2875,0.3547,0.7554,0.3584,1,0.3268,0.3448,0.3553,0.3734,0.2651,0.7454,0.5307,0.3201,0.5204,0.2136,0.3655,0.1715,0.6731,0.4655,0.7489,0.5338,0.4252,0.2746
"North Carolina",0.6336,0.5239,0.448,0.2947,0.3314,0.2519,0.5482,0.1568,0.886,0.7784,0.6519,0.5014,0.5738,0.7242,0.252,0.6545,0.4552,0.5344,0.7167,0.2706,0.3204,0.3292,0.6615,0.2548,0.2506,0.611,0.5678,0.6436,0.3831,0.2645,0.3268,1,0.4691,0.5724,0.3583,0.5571,0.3769,0.1926,0.8364,0.2938,0.5106,0.7925,0.435,0.2438,0.2793,0.4099,0.4561,0.6539,0.4953
"North Dakota",0.5344,0.3528,0.2573,0.2906,0.4054,0.2702,0.1855,0.3059,0.3637,0.6266,0.7527,0.4943,0.3935,0.7992,0.6088,0.2183,0.1607,0.3921,0.4344,0.3637,0.5096,0.4113,0.2111,0.6095,0.4451,0.7585,0.4503,0.5305,0.2425,0.2303,0.3448,0.4691,1,0.4759,0.3818,0.5808,0.3014,0.4408,0.4714,0.6512,0.422,0.5025,0.4949,0.653,0.2646,0.3787,0.3253,0.7424,0.829
"Ohio",0.5263,0.3494,0.475,0.3572,0.4915,0.5888,0.7842,0.3012,0.6616,0.4143,0.6256,0.4191,0.4946,0.7037,0.4149,0.682,0.4905,0.5203,0.609,0.4276,0.7142,0.5603,0.6285,0.3853,0.5103,0.4922,0.4691,0.4103,0.4184,0.5013,0.3553,0.5724,0.4759,1,0.5937,0.4795,0.4199,0.2652,0.4552,0.2464,0.5548,0.5667,0.3975,0.266,0.2906,0.4374,0.699,0.5649,0.3
"Oklahoma",0.6649,0.7451,0.4718,0.3981,0.4838,0.5553,0.588,0.5284,0.374,0.3072,0.5654,0.3679,0.7872,0.392,0.454,0.7079,0.4903,0.3511,0.3242,0.3957,0.6364,0.3692,0.4872,0.4541,0.6009,0.4621,0.4672,0.2505,0.5665,0.7843,0.3734,0.3583,0.3818,0.5937,1,0.2672,0.458,0.4031,0.4218,0.3153,0.39,0.4184,0.4826,0.3155,0.3263,0.3842,0.6507,0.4113,0.2897
"Oregon",0.6167,0.2885,0.2861,0.6646,0.2793,0.3104,0.4464,0.4111,0.5271,0.7778,0.3986,0.765,0.4495,0.6278,0.3497,0.3781,0.4176,0.4355,0.4742,0.3885,0.4988,0.4523,0.3822,0.4109,0.3793,0.4746,0.4692,0.4468,0.178,0.4837,0.2651,0.5571,0.5808,0.4795,0.2672,1,0.3025,0.4906,0.5263,0.547,0.6288,0.4857,0.5064,0.4147,0.5087,0.508,0.2693,0.615,0.5004
"Pennsylvania",0.2276,0.3901,0.3219,0.5457,0.6314,0.8821,0.4167,0.7683,0.2774,0.1818,0.4198,0.2373,0.2232,0.2132,0.5159,0.4248,0.4064,0.4969,0.3101,0.5819,0.6096,0.4368,0.3921,0.4624,0.723,0.509,0.3048,0.3394,0.8289,0.5354,0.7454,0.3769,0.3014,0.4199,0.458,0.3025,1,0.6165,0.1748,0.3855,0.1293,0.3219,0.2336,0.7509,0.5434,0.5879,0.7651,0.4661,0.2393
"Rhode Island",0.3681,0.5225,0.2996,0.5765,0.5311,0.6214,0.3552,0.604,0.1651,0.3655,0.2726,0.6753,0.2421,0.2185,0.5109,0.2288,0.3934,0.3818,0.2096,0.6132,0.5691,0.6874,0.2651,0.5886,0.6842,0.285,0.2967,0.4887,0.5379,0.516,0.5307,0.1926,0.4408,0.2652,0.4031,0.4906,0.6165,1,0.1972,0.4518,0.2347,0.2796,0.3135,0.679,0.535,0.4649,0.4715,0.2923,0.3417
"South Carolina",0.7471,0.5532,0.4781,0.3372,0.3302,0.0982,0.5589,0.1494,0.8212,0.8113,0.5779,0.52,0.6641,0.6467,0.2583,0.6972,0.4422,0.4087,0.7455,0.2922,0.217,0.3523,0.7595,0.3427,0.1093,0.4456,0.5734,0.5763,0.3119,0.3115,0.3201,0.8364,0.4714,0.4552,0.4218,0.5263,0.1748,0.1972,1,0.3774,0.5527,0.7424,0.4334,0.1873,0.2938,0.4571,0.2995,0.4438,0.5309
"South Dakota",0.3127,0.3164,0.4216,0.51,0.2646,0.3281,0.195,0.517,0.2167,0.4519,0.3315,0.5159,0.4189,0.4146,0.643,0.2354,0.4423,0.3574,0.397,0.4224,0.3941,0.3924,0.2986,0.5967,0.4196,0.5471,0.3972,0.4564,0.3295,0.4154,0.5204,0.2938,0.6512,0.2464,0.3153,0.547,0.3855,0.4518,0.3774,1,0.6735,0.2357,0.6663,0.5725,0.6044,0.6034,0.2208,0.5634,0.7475
"Tennessee",0.4864,0.4064,0.6685,0.4734,0.2111,0.206,0.5891,0.2733,0.5833,0.6334,0.3029,0.6602,0.5989,0.5372,0.4831,0.512,0.7347,0.4046,0.6377,0.2914,0.3946,0.4595,0.5149,0.4657,0.3005,0.4002,0.542,0.5039,0.2337,0.4931,0.2136,0.5106,0.422,0.5548,0.39,0.6288,0.1293,0.2347,0.5527,0.6735,1,0.4205,0.77,0.1017,0.5921,0.4096,0.2953,0.5145,0.6187
"Texas",0.6528,0.482,0.6592,0.2673,0.4254,0.2803,0.5542,0.1587,0.7958,0.7109,0.6656,0.4427,0.4557,0.7425,0.4188,0.5922,0.509,0.6671,0.5379,0.3091,0.4357,0.3034,0.6771,0.4426,0.2949,0.4353,0.5869,0.4939,0.3225,0.2889,0.3655,0.7925,0.5025,0.5667,0.4184,0.4857,0.3219,0.2796,0.7424,0.2357,0.4205,1,0.4151,0.2688,0.2716,0.4048,0.4954,0.4892,0.4777
"Utah",0.3513,0.55,0.5068,0.4433,0.4432,0.2392,0.3987,0.4487,0.5453,0.5647,0.3587,0.5268,0.5322,0.5451,0.4971,0.2538,0.5503,0.3618,0.5185,0.2387,0.4283,0.3964,0.3156,0.4676,0.4273,0.5684,0.5869,0.5196,0.2781,0.533,0.1715,0.435,0.4949,0.3975,0.4826,0.5064,0.2336,0.3135,0.4334,0.6663,0.77,0.4151,1,0.2504,0.3758,0.4116,0.2101,0.54,0.6283
"Vermont",0.3255,0.2428,0.196,0.4641,0.5861,0.6256,0.1536,0.6518,0.1375,0.2974,0.504,0.2681,0.199,0.3518,0.6633,0.112,0.1508,0.4516,0.2175,0.5939,0.449,0.4622,0.1295,0.6597,0.5713,0.5705,0.2603,0.449,0.6303,0.2832,0.6731,0.2438,0.653,0.266,0.3155,0.4147,0.7509,0.679,0.1873,0.5725,0.1017,0.2688,0.2504,1,0.3891,0.4429,0.4543,0.5241,0.5417
"Virginia",0.3169,0.3782,0.5786,0.6259,0.3675,0.6052,0.4471,0.5593,0.2429,0.3895,0.2788,0.5315,0.3267,0.209,0.5601,0.5009,0.7402,0.339,0.3621,0.4538,0.4775,0.3647,0.4156,0.5275,0.4229,0.2452,0.3214,0.3325,0.4612,0.6116,0.4655,0.2793,0.2646,0.2906,0.3263,0.5087,0.5434,0.535,0.2938,0.6044,0.5921,0.2716,0.3758,0.3891,1,0.5336,0.542,0.2452,0.4472
"Washington",0.2843,0.3435,0.2763,0.5506,0.4433,0.5625,0.4079,0.5826,0.4463,0.3415,0.3376,0.4639,0.3463,0.3692,0.34,0.4706,0.4176,0.4566,0.5184,0.5527,0.6143,0.4981,0.671,0.3397,0.458,0.4471,0.3868,0.3489,0.4678,0.5222,0.7489,0.4099,0.3787,0.4374,0.3842,0.508,0.5879,0.4649,0.4571,0.6034,0.4096,0.4048,0.4116,0.4429,0.5336,1,0.4463,0.4487,0.2876
"West Virginia",0.4414,0.4959,0.5552,0.3693,0.5505,0.8032,0.7008,0.4562,0.3933,0.3102,0.5372,0.3207,0.3328,0.3662,0.5545,0.7146,0.621,0.3999,0.4119,0.4864,0.7713,0.3444,0.6004,0.5222,0.7004,0.3837,0.3654,0.2146,0.7166,0.5964,0.5338,0.4561,0.3253,0.699,0.6507,0.2693,0.7651,0.4715,0.2995,0.2208,0.2953,0.4954,0.2101,0.4543,0.542,0.4463,1,0.4549,0.2671
"Wisconsin",0.4786,0.4067,0.2783,0.3092,0.2555,0.3121,0.3039,0.3736,0.5122,0.6028,0.6145,0.5345,0.4697,0.7166,0.4394,0.3593,0.2497,0.5119,0.5304,0.3343,0.5128,0.3725,0.3173,0.3831,0.5613,0.8551,0.5049,0.5114,0.4241,0.3072,0.4252,0.6539,0.7424,0.5649,0.4113,0.615,0.4661,0.2923,0.4438,0.5634,0.5145,0.4892,0.54,0.5241,0.2452,0.4487,0.4549,1,0.6523
"Wyoming",0.5112,0.3794,0.5003,0.2605,0.3177,0.1274,0.1805,0.239,0.3864,0.6823,0.6233,0.4715,0.4398,0.6718,0.7406,0.2204,0.4112,0.3223,0.4642,0.268,0.3089,0.3142,0.235,0.7184,0.2946,0.6493,0.4537,0.578,0.2621,0.1616,0.2746,0.4953,0.829,0.3,0.2897,0.5004,0.2393,0.3417,0.5309,0.7475,0.6187,0.4777,0.6283,0.5417,0.4472,0.2876,0.2671,0.6523,1
