"state","year","category","status"
"Vermont",2016,"Combined Application Project (CAP)","No"
"Vermont",2016,"Online Application","Apply & recertify"
"Vermont",2016,"Online Case Management","No"
"Vermont",2016,"Electronic Case Files","Partially electronic files statewide"
"Vermont",2016,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept initial application, accept recertification applications, & conduct interviews"
"Vermont",2016,"Mobile Technology","No"
"Virgin Islands",2016,"Program Administration","State-administered"
"Virgin Islands",2016,"SNAP Certification Workflow and Case Management","Casebanking statewide"
"Virgin Islands",2016,"Joint Processing—Medicaid","Joint application & processing in some cases"
"Virgin Islands",2016,"Joint Processing—TANF","Joint application & processing"
"Virgin Islands",2016,"Reporting Requirements","Simplified reporting only"
"Virgin Islands",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"Virgin Islands",2016,"Simplified Reporting—Certification Length","12 months only"
"Virgin Islands",2016,"Simplified Income and Resources","Neither"
"Virgin Islands",2016,"Simplified Self-Employment Determination","No"
"Virgin Islands",2016,"Simplified Homeless Housing Cost","Yes"
"Virgin Islands",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Virgin Islands",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Virgin Islands",2016,"Child Support Related Disqualification","None"
"Virgin Islands",2016,"Comparable Disqualifications","No"
"Virgin Islands",2016,"Drug Felony Disqualifications","No ban"
"Virgin Islands",2016,"Work Requirements and Disqualification Policy","Extended DQ & entire household DQ"
"Virgin Islands",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Virgin Islands",2016,"Transitional Benefits Alternative (TBA)","No"
"Virgin Islands",2016,"Demonstrations for the Elderly and Disabled","None"
"Virgin Islands",2016,"Combined Application Project (CAP)","No"
"Virgin Islands",2016,"Online Application","No"
"Virgin Islands",2016,"Online Case Management",""
"Virgin Islands",2016,"Electronic Case Files","No areas"
"Virgin Islands",2016,"Call Centers","No call center"
"Virgin Islands",2016,"Mobile Technology","No"
"Virginia",2016,"Program Administration","County-administered"
"Virginia",2016,"SNAP Certification Workflow and Case Management","Varies by project area"
"Virginia",2016,"Joint Processing—Medicaid","Joint application & processing in some cases"
"Virginia",2016,"Joint Processing—TANF","Joint application & processing in some cases"
"Virginia",2016,"Reporting Requirements","Simplified & change reporting"
"Virginia",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"Virginia",2016,"Simplified Reporting—Certification Length","4, 6, 12, & 24 months"
"Virginia",2016,"Simplified Income and Resources","Income & resources"
"Virginia",2016,"Simplified Self-Employment Determination","No"
"Virginia",2016,"Simplified Homeless Housing Cost","Yes"
"Virginia",2016,"Standard Utility Allowances (SUAs)","SUAs that are not mandatory"
"Virginia",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Virginia",2016,"Child Support Related Disqualification","None"
"Virginia",2016,"Comparable Disqualifications","No"
"Virginia",2016,"Drug Felony Disqualifications","Modified ban: limiting the circumstances in which the permanent disqualification applies (only when convictions involve distribution)"
"Virginia",2016,"Work Requirements and Disqualification Policy","Extended DQ & entire household DQ"
"Virginia",2016,"Broad Based Categorical Eligibility (BBCE)","No"
"Virginia",2016,"Transitional Benefits Alternative (TBA)","Yes"
"Virginia",2016,"Demonstrations for the Elderly and Disabled","SMD"
"Virginia",2016,"Combined Application Project (CAP)","Modified CAP"
"Virginia",2016,"Online Application","Apply & recertify"
"Virginia",2016,"Online Case Management","View case information, report changes, & upload documents for verification"
"Virginia",2016,"Electronic Case Files","Partially electronic files statewide"
"Virginia",2016,"Call Centers","No call center"
"Virginia",2016,"Mobile Technology","No"
"Washington",2016,"Program Administration","State-administered"
"Washington",2016,"SNAP Certification Workflow and Case Management","Casebanking statewide"
"Washington",2016,"Joint Processing—Medicaid","Neither joint application or processing"
"Washington",2016,"Joint Processing—TANF","Joint application & processing"
"Washington",2016,"Reporting Requirements","Simplified reporting only"
"Washington",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"Washington",2016,"Simplified Reporting—Certification Length","12 months only"
"Washington",2016,"Simplified Income and Resources","Income only"
"Washington",2016,"Simplified Self-Employment Determination","Flat percentage: 50%"
"Washington",2016,"Simplified Homeless Housing Cost","No"
"Washington",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Washington",2016,"Treatment of Child Support Payments","Child support expense income exclusion Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Washington",2016,"Child Support Related Disqualification","None"
"Washington",2016,"Comparable Disqualifications","Yes"
"Washington",2016,"Drug Felony Disqualifications","No ban"
"Washington",2016,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Washington",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Washington",2016,"Transitional Benefits Alternative (TBA)","Yes"
"Washington",2016,"Demonstrations for the Elderly and Disabled","ESAP"
"Washington",2016,"Combined Application Project (CAP)","Standard CAP"
"Washington",2016,"Online Application","Apply & recertify"
"Washington",2016,"Online Case Management","View case information & report changes"
"Washington",2016,"Electronic Case Files","Partially electronic files statewide"
"Washington",2016,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept initial application, accept recertification applications, & conduct interviews"
"Washington",2016,"Mobile Technology","No"
"West Virginia",2016,"Program Administration","State-administered"
"West Virginia",2016,"SNAP Certification Workflow and Case Management","Varies by project area"
"West Virginia",2016,"Joint Processing—Medicaid","Joint application & processing"
"West Virginia",2016,"Joint Processing—TANF","Joint application & processing"
"West Virginia",2016,"Reporting Requirements","Simplified & change reporting"
"West Virginia",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"West Virginia",2016,"Simplified Reporting—Certification Length","12 & 24 months only"
"West Virginia",2016,"Simplified Income and Resources","Income & resources"
"West Virginia",2016,"Simplified Self-Employment Determination","No"
"West Virginia",2016,"Simplified Homeless Housing Cost","Yes"
"West Virginia",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"West Virginia",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"West Virginia",2016,"Child Support Related Disqualification","None"
"West Virginia",2016,"Comparable Disqualifications","No"
"West Virginia",2016,"Drug Felony Disqualifications","Lifetime ban"
"West Virginia",2016,"Work Requirements and Disqualification Policy","Extended DQ"
"West Virginia",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"West Virginia",2016,"Transitional Benefits Alternative (TBA)","No"
"West Virginia",2016,"Demonstrations for the Elderly and Disabled","None"
"West Virginia",2016,"Combined Application Project (CAP)","No"
"West Virginia",2016,"Online Application","Apply & recertify"
"West Virginia",2016,"Online Case Management","Report changes"
"West Virginia",2016,"Electronic Case Files","Partially electronic files statewide"
"West Virginia",2016,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept initial applications, & accept recertification applications"
"West Virginia",2016,"Mobile Technology","No"
"Wisconsin",2016,"Program Administration","County-administered"
"Wisconsin",2016,"SNAP Certification Workflow and Case Management","Varies by project area"
"Wisconsin",2016,"Joint Processing—Medicaid","Joint application & processing"
"Wisconsin",2016,"Joint Processing—TANF","Joint application & processing in some cases"
"Wisconsin",2016,"Reporting Requirements","Simplified & change reporting"
"Wisconsin",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"Wisconsin",2016,"Simplified Reporting—Certification Length","12 months only"
"Wisconsin",2016,"Simplified Income and Resources","Income & resources"
"Wisconsin",2016,"Simplified Self-Employment Determination","No"
"Wisconsin",2016,"Simplified Homeless Housing Cost","No"
"Wisconsin",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Wisconsin",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Wisconsin",2016,"Child Support Related Disqualification","None"
"Wisconsin",2016,"Comparable Disqualifications","No"
"Wisconsin",2016,"Drug Felony Disqualifications","Modified ban: requiring drug testing; & impos‐ ing temporary DQ period"
"Wisconsin",2016,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Wisconsin",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Wisconsin",2016,"Transitional Benefits Alternative (TBA)","Yes"
"Wisconsin",2016,"Demonstrations for the Elderly and Disabled","None"
"Wisconsin",2016,"Combined Application Project (CAP)","No"
"Wisconsin",2016,"Online Application","Apply & recertify"
"Wisconsin",2016,"Online Case Management","View case information, report changes, & upload documents for verification"
"Wisconsin",2016,"Electronic Case Files","Completely electronic files statewide"
"Wisconsin",2016,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept initial applications, accept recertification Applications, & conduct interviews"
"Wisconsin",2016,"Mobile Technology","No"
"Wyoming",2016,"Program Administration","State-administered"
"Wyoming",2016,"SNAP Certification Workflow and Case Management","Traditional case management"
"Wyoming",2016,"Joint Processing—Medicaid","Neither joint application or processing"
"Wyoming",2016,"Joint Processing—TANF","Joint application & processing"
"Wyoming",2016,"Reporting Requirements","Simplified reporting only"
"Wyoming",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"Wyoming",2016,"Simplified Reporting—Certification Length","4, 5, 6, & 12 Months"
"Wyoming",2016,"Simplified Income and Resources","Neither"
"Wyoming",2016,"Simplified Self-Employment Determination","No"
"Wyoming",2016,"Simplified Homeless Housing Cost","No"
"Wyoming",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Wyoming",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Wyoming",2016,"Child Support Related Disqualification","None"
"Wyoming",2016,"Comparable Disqualifications","No"
"Wyoming",2016,"Drug Felony Disqualifications","No ban"
"Wyoming",2016,"Work Requirements and Disqualification Policy","Extended DQ"
"Wyoming",2016,"Broad Based Categorical Eligibility (BBCE)","No"
"Wyoming",2016,"Transitional Benefits Alternative (TBA)","No"
"Wyoming",2016,"Demonstrations for the Elderly and Disabled","SMD"
"Wyoming",2016,"Combined Application Project (CAP)","No"
"Wyoming",2016,"Online Application","No"
"Wyoming",2016,"Online Case Management","No"
"Wyoming",2016,"Electronic Case Files","No electronic files"
"Wyoming",2016,"Call Centers","No call center"
"Wyoming",2016,"Mobile Technology","No"
