report_year,source,jurisdiction,page,variable,label_raw,label_norm,value_raw
2018,snap_options_2018.csv,New Mexico,,,Online Case Management,online case management,View case information & report changes
2018,snap_options_2018.csv,New Mexico,,,Call Centers,call centers,"Respond to general inquiries, respond to application or case-specific inquiries, accept client-reported case changes, process case changes, initial application intake, recertification application intake, & conduct interviews"
2018,snap_options_2018.csv,New Mexico,,,Mobile Technology,mobile technology,No
2018,snap_options_2018.csv,New York,,program_admin,Program Administration,program administration,County-administered
2018,snap_options_2018.csv,New York,,,SNAP Certification Workflow and Case Management,snap certification workflow and case management,Varies by project area
2018,snap_options_2018.csv,New York,,,Joint Processing—Medicaid,joint processing medicaid,Joint application & processing in some cases
2018,snap_options_2018.csv,New York,,,Joint Processing—TANF,joint processing tanf,Joint application & processing in some cases
2018,snap_options_2018.csv,New York,,reporting,Reporting Requirements,reporting requirements,Simplified & change reporting
2018,snap_options_2018.csv,New York,,cert_periods,Simplified Reporting—Certification Length,simplified reporting certification length,"6, 12, & 24 months"
2018,snap_options_2018.csv,New York,,,Income and Resource Alignment with Medicaid and TANF,income and resource alignment with medicaid and tanf,Income & resources
2018,snap_options_2018.csv,New York,,self_employment,Treatment of Self-Employment Income,treatment of self employment income,Actual costs only
2018,snap_options_2018.csv,New York,,,Simplified Homeless Housing Cost,simplified homeless housing cost,Yes
2018,snap_options_2018.csv,New York,,suas,Standard Utility Allowances (SUAs),standard utility allowances suas,Mandatory SUAs
2018,snap_options_2018.csv,New York,,child_support,Treatment of Child Support Payments,treatment of child support payments,Child support income expense exclusion
2018,snap_options_2018.csv,New York,,child_support_disq,Child Support Related Disqualification,child support related disqualification,None
2018,snap_options_2018.csv,New York,,comparable_disq,Comparable Disqualifications,comparable disqualifications,Yes
2018,snap_options_2018.csv,New York,,drug_felony,Drug Felony Disqualifications,drug felony disqualifications,No ban
2018,snap_options_2018.csv,New York,,work_requirements,Work Requirements and Disqualification Policy,work requirements and disqualification policy,Extended DQ
2018,snap_options_2018.csv,New York,,bbce,Broad Based Categorical Eligibility (BBCE),broad based categorical eligibility bbce,Yes
2018,snap_options_2018.csv,New York,,tba,Transitional Benefits Alternative (TBA),transitional benefits alternative tba,Yes
2018,snap_options_2018.csv,New York,,demonstrations,Demonstrations for the Elderly and Disabled,demonstrations for the elderly and disabled,None
2018,snap_options_2018.csv,New York,,cap,Combined Application Projects (CAPs),combined application projects caps,Standard CAP
2018,snap_options_2018.csv,New York,,,Electronic Case Files,electronic case files,Partially electronic files in specific project areas
2018,snap_options_2018.csv,New York,,,Online Application,online application,Apply & recertify
2018,snap_options_2018.csv,New York,,,Online Case Management,online case management,"View case information, report changes, & upload documents for verification"
2018,snap_options_2018.csv,New York,,,Call Centers,call centers,"Respond to general inquiries, respond to application or case-specific inquiries, accept client-reported case changes, process case changes, recertification application intake, conduct interviews"
2018,snap_options_2018.csv,New York,,,Mobile Technology,mobile technology,Mobile app for New York City only SNAP State Options Report • 68
2018,snap_options_2018.csv,North Carolina,,program_admin,Program Administration,program administration,County-administered
2018,snap_options_2018.csv,North Carolina,,,SNAP Certification Workflow and Case Management,snap certification workflow and case management,Varies by project area
2018,snap_options_2018.csv,North Carolina,,,Joint Processing—Medicaid,joint processing medicaid,Joint application & processing in some cases
2018,snap_options_2018.csv,North Carolina,,,Joint Processing—TANF,joint processing tanf,Joint processing in some cases
2018,snap_options_2018.csv,North Carolina,,reporting,Reporting Requirements,reporting requirements,Simplified reporting only
2018,snap_options_2018.csv,North Carolina,,cert_periods,Simplified Reporting—Certification Length,simplified reporting certification length,6 & 12 months
2018,snap_options_2018.csv,North Carolina,,,Income and Resource Alignment with Medicaid and TANF,income and resource alignment with medicaid and tanf,Income & resources
2018,snap_options_2018.csv,North Carolina,,self_employment,Treatment of Self-Employment Income,treatment of self employment income,Actual costs only
2018,snap_options_2018.csv,North Carolina,,,Simplified Homeless Housing Cost,simplified homeless housing cost,No
2018,snap_options_2018.csv,North Carolina,,suas,Standard Utility Allowances (SUAs),standard utility allowances suas,Mandatory SUAs Count all for gross income test
2018,snap_options_2018.csv,North Carolina,,child_support,Treatment of Child Support Payments,treatment of child support payments,Child support income expense deduction
2018,snap_options_2018.csv,North Carolina,,child_support_disq,Child Support Related Disqualification,child support related disqualification,None
2018,snap_options_2018.csv,North Carolina,,comparable_disq,Comparable Disqualifications,comparable disqualifications,No
2018,snap_options_2018.csv,North Carolina,,drug_felony,Drug Felony Disqualifications,drug felony disqualifications,"Modified ban: requiring participation in a drug treatment program, imposing a temporary disqualification period"
2018,snap_options_2018.csv,North Carolina,,work_requirements,Work Requirements and Disqualification Policy,work requirements and disqualification policy,Extended DQ
2018,snap_options_2018.csv,North Carolina,,bbce,Broad Based Categorical Eligibility (BBCE),broad based categorical eligibility bbce,Yes
2018,snap_options_2018.csv,North Carolina,,tba,Transitional Benefits Alternative (TBA),transitional benefits alternative tba,Yes
2018,snap_options_2018.csv,North Carolina,,demonstrations,Demonstrations for the Elderly and Disabled,demonstrations for the elderly and disabled,None
2018,snap_options_2018.csv,North Carolina,,cap,Combined Application Projects (CAPs),combined application projects caps,Modified CAP
2018,snap_options_2018.csv,North Carolina,,,Electronic Case Files,electronic case files,Partially electronic files in specific project areas
2018,snap_options_2018.csv,North Carolina,,,Online Application,online application,Apply
2018,snap_options_2018.csv,North Carolina,,,Online Case Management,online case management,No
2018,snap_options_2018.csv,North Carolina,,,Call Centers,call centers,Respond to general inquiries
2018,snap_options_2018.csv,North Carolina,,,Mobile Technology,mobile technology,No
2018,snap_options_2018.csv,North Dakota,,program_admin,Program Administration,program administration,County-administered
2018,snap_options_2018.csv,North Dakota,,,SNAP Certification Workflow and Case Management,snap certification workflow and case management,Varies by project area
2018,snap_options_2018.csv,North Dakota,,,Joint Processing—Medicaid,joint processing medicaid,Joint application & processing
2018,snap_options_2018.csv,North Dakota,,,Joint Processing—TANF,joint processing tanf,Joint application & processing
2018,snap_options_2018.csv,North Dakota,,reporting,Reporting Requirements,reporting requirements,Simplified reporting only
2018,snap_options_2018.csv,North Dakota,,cert_periods,Simplified Reporting—Certification Length,simplified reporting certification length,6 & 12 months
2018,snap_options_2018.csv,North Dakota,,,Income and Resource Alignment with Medicaid and TANF,income and resource alignment with medicaid and tanf,Neither
2018,snap_options_2018.csv,North Dakota,,self_employment,Treatment of Self-Employment Income,treatment of self employment income,Actual costs only
2018,snap_options_2018.csv,North Dakota,,,Simplified Homeless Housing Cost,simplified homeless housing cost,No
2018,snap_options_2018.csv,North Dakota,,suas,Standard Utility Allowances (SUAs),standard utility allowances suas,Mandatory SUAs
2018,snap_options_2018.csv,North Dakota,,child_support,Treatment of Child Support Payments,treatment of child support payments,Child support income expense deduction
2018,snap_options_2018.csv,North Dakota,,child_support_disq,Child Support Related Disqualification,child support related disqualification,None
2018,snap_options_2018.csv,North Dakota,,comparable_disq,Comparable Disqualifications,comparable disqualifications,YNo
2018,snap_options_2018.csv,North Dakota,,drug_felony,Drug Felony Disqualifications,drug felony disqualifications,No ban
2018,snap_options_2018.csv,North Dakota,,work_requirements,Work Requirements and Disqualification Policy,work requirements and disqualification policy,Extended DQ only
2018,snap_options_2018.csv,North Dakota,,bbce,Broad Based Categorical Eligibility (BBCE),broad based categorical eligibility bbce,Yes
2018,snap_options_2018.csv,North Dakota,,tba,Transitional Benefits Alternative (TBA),transitional benefits alternative tba,No
2018,snap_options_2018.csv,North Dakota,,demonstrations,Demonstrations for the Elderly and Disabled,demonstrations for the elderly and disabled,SMD
2018,snap_options_2018.csv,North Dakota,,cap,Combined Application Projects (CAPs),combined application projects caps,No
2018,snap_options_2018.csv,North Dakota,,,Electronic Case Files,electronic case files,Completely electronic files in specific project areas
2018,snap_options_2018.csv,North Dakota,,,Online Application,online application,Apply & recertify
2018,snap_options_2018.csv,North Dakota,,,Online Case Management,online case management,Upload documents for verifications
2018,snap_options_2018.csv,North Dakota,,,Call Centers,call centers,No call center
2018,snap_options_2018.csv,North Dakota,,,Mobile Technology,mobile technology,SMS messaging SNAP State Options Report • 70
2018,snap_options_2018.csv,Ohio,,program_admin,Program Administration,program administration,County-administered
2018,snap_options_2018.csv,Ohio,,,SNAP Certification Workflow and Case Management,snap certification workflow and case management,Varies by project area
2018,snap_options_2018.csv,Ohio,,,Joint Processing—Medicaid,joint processing medicaid,Joint application & processing in some cases
2018,snap_options_2018.csv,Ohio,,,Joint Processing—TANF,joint processing tanf,Joint application & processing in some cases
2018,snap_options_2018.csv,Ohio,,reporting,Reporting Requirements,reporting requirements,Simplified reporting only
2018,snap_options_2018.csv,Ohio,,cert_periods,Simplified Reporting—Certification Length,simplified reporting certification length,"4, 6, 12, & 24 months"
2018,snap_options_2018.csv,Ohio,,,Income and Resource Alignment with Medicaid and TANF,income and resource alignment with medicaid and tanf,Income & resources
2018,snap_options_2018.csv,Ohio,,self_employment,Treatment of Self-Employment Income,treatment of self employment income,Another method
2018,snap_options_2018.csv,Ohio,,,Simplified Homeless Housing Cost,simplified homeless housing cost,Yes
2018,snap_options_2018.csv,Ohio,,suas,Standard Utility Allowances (SUAs),standard utility allowances suas,Mandatory SUAs
2018,snap_options_2018.csv,Ohio,,child_support,Treatment of Child Support Payments,treatment of child support payments,Child support income expense deduction
2018,snap_options_2018.csv,Ohio,,child_support_disq,Child Support Related Disqualification,child support related disqualification,None
2018,snap_options_2018.csv,Ohio,,comparable_disq,Comparable Disqualifications,comparable disqualifications,Yes
2018,snap_options_2018.csv,Ohio,,drug_felony,Drug Felony Disqualifications,drug felony disqualifications,No ban
2018,snap_options_2018.csv,Ohio,,work_requirements,Work Requirements and Disqualification Policy,work requirements and disqualification policy,Regulatory minimum
2018,snap_options_2018.csv,Ohio,,bbce,Broad Based Categorical Eligibility (BBCE),broad based categorical eligibility bbce,Yes
2018,snap_options_2018.csv,Ohio,,tba,Transitional Benefits Alternative (TBA),transitional benefits alternative tba,No
2018,snap_options_2018.csv,Ohio,,demonstrations,Demonstrations for the Elderly and Disabled,demonstrations for the elderly and disabled,None
2018,snap_options_2018.csv,Ohio,,cap,Combined Application Projects (CAPs),combined application projects caps,No
2018,snap_options_2018.csv,Ohio,,,Electronic Case Files,electronic case files,Completely electronic files in specific project areas
2018,snap_options_2018.csv,Ohio,,,Online Application,online application,Apply & recertify
2018,snap_options_2018.csv,Ohio,,,Online Case Management,online case management,Report changes
2018,snap_options_2018.csv,Ohio,,,Call Centers,call centers,No call center
2018,snap_options_2018.csv,Ohio,,,Mobile Technology,mobile technology,No
2018,snap_options_2018.csv,Oklahoma,,program_admin,Program Administration,program administration,State-administered
2018,snap_options_2018.csv,Oklahoma,,,SNAP Certification Workflow and Case Management,snap certification workflow and case management,Varies by project area
2018,snap_options_2018.csv,Oklahoma,,,Joint Processing—Medicaid,joint processing medicaid,Joint application & processing
2018,snap_options_2018.csv,Oklahoma,,,Joint Processing—TANF,joint processing tanf,Joint application & processing in some cases
2018,snap_options_2018.csv,Oklahoma,,reporting,Reporting Requirements,reporting requirements,Simplified & change reporting
2018,snap_options_2018.csv,Oklahoma,,cert_periods,Simplified Reporting—Certification Length,simplified reporting certification length,12 & 24 months
2018,snap_options_2018.csv,Oklahoma,,,Income and Resource Alignment with Medicaid and TANF,income and resource alignment with medicaid and tanf,Resources only
2018,snap_options_2018.csv,Oklahoma,,self_employment,Treatment of Self-Employment Income,treatment of self employment income,Another method
2018,snap_options_2018.csv,Oklahoma,,,Simplified Homeless Housing Cost,simplified homeless housing cost,No
2018,snap_options_2018.csv,Oklahoma,,suas,Standard Utility Allowances (SUAs),standard utility allowances suas,Mandatory SUAs
2018,snap_options_2018.csv,Oklahoma,,child_support,Treatment of Child Support Payments,treatment of child support payments,Child support income expense deduction
2018,snap_options_2018.csv,Oklahoma,,child_support_disq,Child Support Related Disqualification,child support related disqualification,None
2018,snap_options_2018.csv,Oklahoma,,comparable_disq,Comparable Disqualifications,comparable disqualifications,No
2018,snap_options_2018.csv,Oklahoma,,drug_felony,Drug Felony Disqualifications,drug felony disqualifications,Lifetime ban
2018,snap_options_2018.csv,Oklahoma,,work_requirements,Work Requirements and Disqualification Policy,work requirements and disqualification policy,Regulatory minimum
2018,snap_options_2018.csv,Oklahoma,,bbce,Broad Based Categorical Eligibility (BBCE),broad based categorical eligibility bbce,Yes
2018,snap_options_2018.csv,Oklahoma,,tba,Transitional Benefits Alternative (TBA),transitional benefits alternative tba,Yes
2018,snap_options_2018.csv,Oklahoma,,demonstrations,Demonstrations for the Elderly and Disabled,demonstrations for the elderly and disabled,None
2018,snap_options_2018.csv,Oklahoma,,cap,Combined Application Projects (CAPs),combined application projects caps,No
2018,snap_options_2018.csv,Oklahoma,,,Electronic Case Files,electronic case files,Completely electronic files statewide
2018,snap_options_2018.csv,Oklahoma,,,Online Application,online application,Apply & recertify
2018,snap_options_2018.csv,Oklahoma,,,Online Case Management,online case management,"View case information, report changes, & upload documents for verification"
2018,snap_options_2018.csv,Oklahoma,,,Call Centers,call centers,"Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept initial applications, accept recertifications, & conduct interviews"
2018,snap_options_2018.csv,Oklahoma,,,Mobile Technology,mobile technology,Mobile app SNAP State Options Report • 72
2018,snap_options_2018.csv,Oregon,,program_admin,Program Administration,program administration,State-administered
2018,snap_options_2018.csv,Oregon,,,SNAP Certification Workflow and Case Management,snap certification workflow and case management,Varies by project area
2018,snap_options_2018.csv,Oregon,,,Joint Processing—Medicaid,joint processing medicaid,Joint processing n some cases only
2018,snap_options_2018.csv,Oregon,,,Joint Processing—TANF,joint processing tanf,Joint application & processing
2018,snap_options_2018.csv,Oregon,,reporting,Reporting Requirements,reporting requirements,Simplified & change reporting
2018,snap_options_2018.csv,Oregon,,cert_periods,Simplified Reporting—Certification Length,simplified reporting certification length,"4, 6, 12, & 24 months"
2018,snap_options_2018.csv,Oregon,,,Income and Resource Alignment with Medicaid and TANF,income and resource alignment with medicaid and tanf,Neither
2018,snap_options_2018.csv,Oregon,,self_employment,Treatment of Self-Employment Income,treatment of self employment income,Another method
2018,snap_options_2018.csv,Oregon,,,Simplified Homeless Housing Cost,simplified homeless housing cost,No
2018,snap_options_2018.csv,Oregon,,suas,Standard Utility Allowances (SUAs),standard utility allowances suas,Mandatory SUAs
2018,snap_options_2018.csv,Oregon,,child_support,Treatment of Child Support Payments,treatment of child support payments,Child support income expense deduction
2018,snap_options_2018.csv,Oregon,,child_support_disq,Child Support Related Disqualification,child support related disqualification,None
2018,snap_options_2018.csv,Oregon,,comparable_disq,Comparable Disqualifications,comparable disqualifications,No
2018,snap_options_2018.csv,Oregon,,drug_felony,Drug Felony Disqualifications,drug felony disqualifications,No Ban
2018,snap_options_2018.csv,Oregon,,work_requirements,Work Requirements and Disqualification Policy,work requirements and disqualification policy,Regulatory minimum
2018,snap_options_2018.csv,Oregon,,bbce,Broad Based Categorical Eligibility (BBCE),broad based categorical eligibility bbce,Yes
2018,snap_options_2018.csv,Oregon,,tba,Transitional Benefits Alternative (TBA),transitional benefits alternative tba,Yes
2018,snap_options_2018.csv,Oregon,,demonstrations,Demonstrations for the Elderly and Disabled,demonstrations for the elderly and disabled,None
2018,snap_options_2018.csv,Oregon,,cap,Combined Application Projects (CAPs),combined application projects caps,No
2018,snap_options_2018.csv,Oregon,,,Electronic Case Files,electronic case files,Completely electronic files statewide
2018,snap_options_2018.csv,Oregon,,,Online Application,online application,Apply & recertify
2018,snap_options_2018.csv,Oregon,,,Call Centers,call centers,"No case changes, process changes, accept initial application, accept recertification applications, & conduct interviews"
2018,snap_options_2018.csv,Oregon,,,Mobile Technology,mobile technology,No
2018,snap_options_2018.csv,Pennsylvania,,program_admin,Program Administration,program administration,State-administered
2018,snap_options_2018.csv,Pennsylvania,,,SNAP Certification Workflow and Case Management,snap certification workflow and case management,Varies by project area
2018,snap_options_2018.csv,Pennsylvania,,,Joint Processing—Medicaid,joint processing medicaid,Joint application & processing
2018,snap_options_2018.csv,Pennsylvania,,,Joint Processing—TANF,joint processing tanf,Joint application & processing
2018,snap_options_2018.csv,Pennsylvania,,reporting,Reporting Requirements,reporting requirements,Simplified & change reporting
2018,snap_options_2018.csv,Pennsylvania,,cert_periods,Simplified Reporting—Certification Length,simplified reporting certification length,12 & 24 months
2018,snap_options_2018.csv,Pennsylvania,,,Income and Resource Alignment with Medicaid and TANF,income and resource alignment with medicaid and tanf,Income only
2018,snap_options_2018.csv,Pennsylvania,,self_employment,Treatment of Self-Employment Income,treatment of self employment income,Actual costs only
2018,snap_options_2018.csv,Pennsylvania,,,Simplified Homeless Housing Cost,simplified homeless housing cost,Yes
2018,snap_options_2018.csv,Pennsylvania,,suas,Standard Utility Allowances (SUAs),standard utility allowances suas,Mandatory SUAs
2018,snap_options_2018.csv,Pennsylvania,,child_support,Treatment of Child Support Payments,treatment of child support payments,Child support expense income deduction
2018,snap_options_2018.csv,Pennsylvania,,comparable_disq,Comparable Disqualifications,comparable disqualifications,None no
2018,snap_options_2018.csv,Pennsylvania,,drug_felony,Drug Felony Disqualifications,drug felony disqualifications,No ban
2018,snap_options_2018.csv,Pennsylvania,,work_requirements,Work Requirements and Disqualification Policy,work requirements and disqualification policy,Regulatory minimum
2018,snap_options_2018.csv,Pennsylvania,,bbce,Broad Based Categorical Eligibility (BBCE),broad based categorical eligibility bbce,Yes
2018,snap_options_2018.csv,Pennsylvania,,tba,Transitional Benefits Alternative (TBA),transitional benefits alternative tba,Yes
2018,snap_options_2018.csv,Pennsylvania,,demonstrations,Demonstrations for the Elderly and Disabled,demonstrations for the elderly and disabled,ESAP
2018,snap_options_2018.csv,Pennsylvania,,cap,Combined Application Projects (CAPs),combined application projects caps,Standard CAP
2018,snap_options_2018.csv,Pennsylvania,,,Electronic Case Files,electronic case files,Partially electronic files statewide
2018,snap_options_2018.csv,Pennsylvania,,,Online Application,online application,Apply & recertify
2018,snap_options_2018.csv,Pennsylvania,,,Online Case Management,online case management,"View case information, report changes, & upload documents for verification"
2018,snap_options_2018.csv,Pennsylvania,,,Call Centers,call centers,"Respond to general inquiries, respond to appli cation or case-specific inquiries, accept case changes, & process changes"
2018,snap_options_2018.csv,Pennsylvania,,,Mobile Technology,mobile technology,Mobile app SNAP State Options Report • 74
2018,snap_options_2018.csv,Rhode Island,,program_admin,Program Administration,program administration,State-administered
2018,snap_options_2018.csv,Rhode Island,,,SNAP Certification Workflow and Case Management,snap certification workflow and case management,Varies by project area
2018,snap_options_2018.csv,Rhode Island,,,Joint Processing—Medicaid,joint processing medicaid,Joint application & processing in some cases
2018,snap_options_2018.csv,Rhode Island,,,Joint Processing—TANF,joint processing tanf,Joint application & processing in some cases
2018,snap_options_2018.csv,Rhode Island,,reporting,Reporting Requirements,reporting requirements,Simplified & change reporting
2018,snap_options_2018.csv,Rhode Island,,cert_periods,Simplified Reporting—Certification Length,simplified reporting certification length,12 months only
2018,snap_options_2018.csv,Rhode Island,,,Income and Resource Alignment with Medicaid and TANF,income and resource alignment with medicaid and tanf,Resources only
2018,snap_options_2018.csv,Rhode Island,,self_employment,Treatment of Self-Employment Income,treatment of self employment income,Actual costs only
2018,snap_options_2018.csv,Rhode Island,,,Simplified Homeless Housing Cost,simplified homeless housing cost,Yes
2018,snap_options_2018.csv,Rhode Island,,suas,Standard Utility Allowances (SUAs),standard utility allowances suas,Mandatory SUAs
2018,snap_options_2018.csv,Rhode Island,,child_support,Treatment of Child Support Payments,treatment of child support payments,Child support income expense exclusion
2018,snap_options_2018.csv,Rhode Island,,child_support_disq,Child Support Related Disqualification,child support related disqualification,None
2018,snap_options_2018.csv,Rhode Island,,comparable_disq,Comparable Disqualifications,comparable disqualifications,No
2018,snap_options_2018.csv,Rhode Island,,drug_felony,Drug Felony Disqualifications,drug felony disqualifications,No ban
2018,snap_options_2018.csv,Rhode Island,,work_requirements,Work Requirements and Disqualification Policy,work requirements and disqualification policy,Regulatory minimum
2018,snap_options_2018.csv,Rhode Island,,bbce,Broad Based Categorical Eligibility (BBCE),broad based categorical eligibility bbce,Yes
2018,snap_options_2018.csv,Rhode Island,,tba,Transitional Benefits Alternative (TBA),transitional benefits alternative tba,No
2018,snap_options_2018.csv,Rhode Island,,demonstrations,Demonstrations for the Elderly and Disabled,demonstrations for the elderly and disabled,SMD
2018,snap_options_2018.csv,Rhode Island,,cap,Combined Application Projects (CAPs),combined application projects caps,No
2018,snap_options_2018.csv,Rhode Island,,,Electronic Case Files,electronic case files,Completely electronic files statewide
2018,snap_options_2018.csv,Rhode Island,,,Online Application,online application,Apply
2018,snap_options_2018.csv,Rhode Island,,,Online Case Management,online case management,"View case information, report changes, upload documents for verifications"
2018,snap_options_2018.csv,Rhode Island,,,Call Centers,call centers,"Respond to general inquiries, respond to application or case-specific inquiries, accept client reported case changes, process case changes, recertification application intake, conduct interviews"
2018,snap_options_2018.csv,Rhode Island,,,Mobile Technology,mobile technology,No
2018,snap_options_2018.csv,South Carolina,,program_admin,Program Administration,program administration,State-administered
2018,snap_options_2018.csv,South Carolina,,,SNAP Certification Workflow and Case Management,snap certification workflow and case management,Varies by project area
2018,snap_options_2018.csv,South Carolina,,,Joint Processing—Medicaid,joint processing medicaid,Neither joint application or processing
2018,snap_options_2018.csv,South Carolina,,,Joint Processing—TANF,joint processing tanf,Joint application & processing
2018,snap_options_2018.csv,South Carolina,,reporting,Reporting Requirements,reporting requirements,Simplified reporting only
2018,snap_options_2018.csv,South Carolina,,cert_periods,Simplified Reporting—Certification Length,simplified reporting certification length,12 & 24 months
2018,snap_options_2018.csv,South Carolina,,,Income and Resource Alignment with Medicaid and TANF,income and resource alignment with medicaid and tanf,Income only
2018,snap_options_2018.csv,South Carolina,,self_employment,Treatment of Self-Employment Income,treatment of self employment income,Another method
2018,snap_options_2018.csv,South Carolina,,,Simplified Homeless Housing Cost,simplified homeless housing cost,Yes
2018,snap_options_2018.csv,South Carolina,,suas,Standard Utility Allowances (SUAs),standard utility allowances suas,Mandatory SUAs
2018,snap_options_2018.csv,South Carolina,,child_support,Treatment of Child Support Payments,treatment of child support payments,Child support income expense deduction
2018,snap_options_2018.csv,South Carolina,,child_support_disq,Child Support Related Disqualification,child support related disqualification,None
2018,snap_options_2018.csv,South Carolina,,comparable_disq,Comparable Disqualifications,comparable disqualifications,No
2018,snap_options_2018.csv,South Carolina,,drug_felony,Drug Felony Disqualifications,drug felony disqualifications,Lifetime ban
2018,snap_options_2018.csv,South Carolina,,work_requirements,Work Requirements and Disqualification Policy,work requirements and disqualification policy,Regulatory minimum
2018,snap_options_2018.csv,South Carolina,,bbce,Broad Based Categorical Eligibility (BBCE),broad based categorical eligibility bbce,Yes
2018,snap_options_2018.csv,South Carolina,,tba,Transitional Benefits Alternative (TBA),transitional benefits alternative tba,No
2018,snap_options_2018.csv,South Carolina,,demonstrations,Demonstrations for the Elderly and Disabled,demonstrations for the elderly and disabled,SMD & ESAP
2018,snap_options_2018.csv,South Carolina,,cap,Combined Application Projects (CAPs),combined application projects caps,Standard CAP
2018,snap_options_2018.csv,South Carolina,,,Electronic Case Files,electronic case files,Completely electronic files statewide
2018,snap_options_2018.csv,South Carolina,,,Online Application,online application,Apply
2018,snap_options_2018.csv,South Carolina,,,Call Centers,call centers,"No application or case specific inquiries, & accept case changes"
2018,snap_options_2018.csv,South Carolina,,,Mobile Technology,mobile technology,No
2018,snap_options_2018.csv,South Dakota,,program_admin,Program Administration,program administration,State-administered
2018,snap_options_2018.csv,South Dakota,,,SNAP Certification Workflow and Case Management,snap certification workflow and case management,Varies by project area
2018,snap_options_2018.csv,South Dakota,,,Joint Processing—Medicaid,joint processing medicaid,Joint application & processing
2018,snap_options_2018.csv,South Dakota,,,Joint Processing—TANF,joint processing tanf,Joint application & processing
2018,snap_options_2018.csv,South Dakota,,reporting,Reporting Requirements,reporting requirements,Simplified reporting only
2018,snap_options_2018.csv,South Dakota,,cert_periods,Simplified Reporting—Certification Length,simplified reporting certification length,12 months only
2018,snap_options_2018.csv,South Dakota,,,Income and Resource Alignment with Medicaid and TANF,income and resource alignment with medicaid and tanf,Neither
2018,snap_options_2018.csv,South Dakota,,self_employment,Treatment of Self-Employment Income,treatment of self employment income,Another method
2018,snap_options_2018.csv,South Dakota,,,Simplified Homeless Housing Cost,simplified homeless housing cost,No
2018,snap_options_2018.csv,South Dakota,,suas,Standard Utility Allowances (SUAs),standard utility allowances suas,Mandatory SUAs
2018,snap_options_2018.csv,South Dakota,,child_support,Treatment of Child Support Payments,treatment of child support payments,Child support income expense exclusion
2018,snap_options_2018.csv,South Dakota,,child_support_disq,Child Support Related Disqualification,child support related disqualification,None
2018,snap_options_2018.csv,South Dakota,,comparable_disq,Comparable Disqualifications,comparable disqualifications,Yes
2018,snap_options_2018.csv,South Dakota,,drug_felony,Drug Felony Disqualifications,drug felony disqualifications,No ban
2018,snap_options_2018.csv,South Dakota,,work_requirements,Work Requirements and Disqualification Policy,work requirements and disqualification policy,Extended DQ
2018,snap_options_2018.csv,South Dakota,,bbce,Broad Based Categorical Eligibility (BBCE),broad based categorical eligibility bbce,No
2018,snap_options_2018.csv,South Dakota,,tba,Transitional Benefits Alternative (TBA),transitional benefits alternative tba,No
2018,snap_options_2018.csv,South Dakota,,demonstrations,Demonstrations for the Elderly and Disabled,demonstrations for the elderly and disabled,SMD
2018,snap_options_2018.csv,South Dakota,,cap,Combined Application Projects (CAPs),combined application projects caps,Modified CAP
2018,snap_options_2018.csv,South Dakota,,,Electronic Case Files,electronic case files,Completely electronic files statewide
2018,snap_options_2018.csv,South Dakota,,,Online Application,online application,Apply & recertify
2018,snap_options_2018.csv,South Dakota,,,Online Case Management,online case management,Report changes & upload documents for verification
2018,snap_options_2018.csv,South Dakota,,,Call Centers,call centers,No call center
2018,snap_options_2018.csv,South Dakota,,,Mobile Technology,mobile technology,No
2018,snap_options_2018.csv,Tennessee,,program_admin,Program Administration,program administration,State-administered
2018,snap_options_2018.csv,Tennessee,,,SNAP Certification Workflow and Case Management,snap certification workflow and case management,Varies by project area
2018,snap_options_2018.csv,Tennessee,,,Joint Processing—Medicaid,joint processing medicaid,Neither joint application or processing
2018,snap_options_2018.csv,Tennessee,,,Joint Processing—TANF,joint processing tanf,Joint application & processing in some cases
2018,snap_options_2018.csv,Tennessee,,reporting,Reporting Requirements,reporting requirements,Simplified & change reporting
2018,snap_options_2018.csv,Tennessee,,cert_periods,Simplified Reporting—Certification Length,simplified reporting certification length,12 months only
2018,snap_options_2018.csv,Tennessee,,,Income and Resource Alignment with Medicaid and TANF,income and resource alignment with medicaid and tanf,Neither
2018,snap_options_2018.csv,Tennessee,,self_employment,Treatment of Self-Employment Income,treatment of self employment income,Actual costs only
2018,snap_options_2018.csv,Tennessee,,,Simplified Homeless Housing Cost,simplified homeless housing cost,Yes
2018,snap_options_2018.csv,Tennessee,,suas,Standard Utility Allowances (SUAs),standard utility allowances suas,SUAs that are not mandatory
2018,snap_options_2018.csv,Tennessee,,child_support,Treatment of Child Support Payments,treatment of child support payments,Child support income expense deduction
2018,snap_options_2018.csv,Tennessee,,child_support_disq,Child Support Related Disqualification,child support related disqualification,None
2018,snap_options_2018.csv,Tennessee,,comparable_disq,Comparable Disqualifications,comparable disqualifications,No
2018,snap_options_2018.csv,Tennessee,,drug_felony,Drug Felony Disqualifications,drug felony disqualifications,Modified ban: requiring participation in a drug treatment program
2018,snap_options_2018.csv,Tennessee,,work_requirements,Work Requirements and Disqualification Policy,work requirements and disqualification policy,Regulatory minimum
2018,snap_options_2018.csv,Tennessee,,bbce,Broad Based Categorical Eligibility (BBCE),broad based categorical eligibility bbce,No
2018,snap_options_2018.csv,Tennessee,,tba,Transitional Benefits Alternative (TBA),transitional benefits alternative tba,Yes
