Year,State,ProgramAdministration,ReportingRequirements,CertificationPeriods,SelfEmploymentIncome,SUAs,IneligibleNoncitizensPrePRWORA,IneligibleNoncitizensPostPRWORA,ChildSupportPayments,ChildSupportDisqualifications,ComparableDisqualification,DrugFelonyDisqualifications,WorkRequirements,SNAPETPrograms,ABAWDTimeLimitWaiver,ABAWDDiscretionaryExemptions,BBCE,TBA,DemonstrationsElderlyDisability,CAP
2016,Alabama,State-administered,Simplified Reporting only,12 months only,Flat percentage: 40%,Mandatory SUAs,,,No,No,No,Lifetime ban,Regulatory minimum,,,,Yes,No,ESAP/SMD,No
2016,Alaska,State-administered,Simplified & change reporting,6 months only,Flat percentage: 50%,Mandatory SUAs,,,No,None,Yes,Lifetime ban,Regulatory minimum,,,,No,No,None,No
2016,Arizona,State-administered,Simplified & change reporting,6 months only,Flat percentage: 40%,Mandatory SUAs,,,No,None,No,Lifetime ban,Extended DQ & entire household DQ,,,,Yes,Yes,None,Modified CAP
2016,Arkansas,State-administered,Simplified & change reporting,12 & 24 months only,No,SUAs that are not mandatory,,,No,None,No,Lifetime ban,Regulatory minimum,,,,No,No,SMD,No
2016,California,County-administered,Simplified & change reporting,12 & 24 months only,No,Mandatory SUAs,,,Yes,None,Yes,No ban,Extended DQ,,,,Yes,Yes,None,No
2016,Colorado,County-administered,Simplified & change reporting,6 & 24 months only,No,Mandatory SUAs,,,Yes,None,No,Modifications include: Limiting the circumstances in which the permanent DQ applies,Regulatory minimum,,,,Yes,No,None,No
2016,Connecticut,State-administered,Simplified Reporting only,12 & 24 months only,No,Mandatory SUAs,,,No,None,No,Modifications include: imposing a temporary DQ period,Extended DQ & entire household DQ,,,,Yes,No,None,No
2016,Delaware,State-administered,Simplified reporting only,12 & 24 months only,Flat percentage: 51%,Mandatory SUAs,,,Yes,None,No,No ban,Entire household DQ,,,,Yes,No,None,No
2016,District of Columbia,State-administered,Simplified & change reporting,6 & 12 months only,Another method: uses an average of income to determine monthly income,Mandatory SUAs,,,No,None,No,No ban,Regulatory minimum,,,,Yes,No,None,No
2016,Florida,State-administered,Simplified & change reporting,6 & 24 months only,No,Mandatory SUAs,,,No,Failure to cooperate,Yes,Lifetime ban,Entire household DQ,,,,Yes,No,ESAP,Standard CAP
2016,Georgia,State-administered,Simplified reporting only,6 & 12 months,Flat percentage: 40%,Mandatory SUAs,,,No,None,Yes,Lifetime ban,Regulatory minimum,,,,Yes,Yes,SMD & ESAP,No
2016,Guam,State-administered,Simplified reporting only,12 months only,No,Mandatory SUAs,,,No,None,Yes,Lifetime ban,Regulatory minimum,,,,Yes,No,None,No
2016,Hawaii,State-administered,Simplified & change reporting,12 & 24 months only,No,SUAs that are not mandatory,,,Yes,None,No,Modifications include: DQ for refusing treatment or failing to comply with treatment,Regulatory minimum,,,,Yes,Yes,None,No
2016,Idaho,State-administered,Simplified reporting only,6 & 24 months only,Flat percentage: 50%,Mandatory SUAs,,,Yes,Failure to cooperate,Yes,"Modifications include: DQ unless in compliance with the terms of a withheld judgment, probation, or parole",Regulatory minimum,,,,Yes,No,SMD,No
2016,Illinois,State-administered,Simplified & change reporting,12 months only,No,Mandatory SUAs,,,Yes,None,No,No ban,Extended DQ,,,,Yes,Yes,SMD,No
2016,Indiana,State-administered,Simplified reporting only,12 months only,Flat percentage: 40%,Mandatory SUAs,,,No,None,No,Lifetime ban,Regulatory minimum,,,,No,No,None,No
2016,Iowa,State-administered,Simplified reporting only,6 & 12 months only,Flat percentage: 40%,Mandatory SUAs,,,Yes,None,No,No ban,Extended DQ,,,,Yes,No,SMD,No
2016,Kansas,State-administered,Simplified & change reporting,12 & 24 months only,Flat percentage: 25%,Mandatory SUAs,,,No,Failure to cooperate,Yes,"Modified ban: Requiring drug testing, participation in drug treatment, imposing temporary DQ period, & 2nd conviction after 7/1/2015 results in permanent DQ",Extended DQ,,,,No,No,SMD,No
2016,Kentucky,State-administered,Simplified reporting only,6 & 12 months only,No,Mandatory SUAs,,,No,None,Yes,"Modified ban: requiring participation in drug treatment program & excludes individuals assessed as chemically dependent, resident of a drug/alcohol treatment center, or pregnant",Extended DQ,,,,Yes,No,None,Modified CAP
2016,Louisiana,State-administered,Simplified reporting only,12 & 24 months only,No,Mandatory SUAs,,,Yes,None,Yes,Modified ban: imposing temporary DQ period,Extended DQ & entire household DQ,,,,No,No,None,Modified CAP
2016,Maine,State-administered,Simplified reporting only,12 months only,No,Mandatory SUAs,,,Yes,None,Yes,No ban,Regulatory minimum,,,,Yes,Yes,None,No
2016,Maryland,State-administered,Simplified reporting only,12 months only,Flat percentage: 30%,SUAs that are not mandatory,,,Yes,None,Yes,"Modifications include: requiring drug testing, participation in drug treatment program, & imposing temporary DQ period",Regulatory minimum,,,,Yes,Yes,ESAP,Modified CAP
2016,Massachusetts,State-administered,Simplified & change reporting,"6, 12, & 24 months",No,Mandatory SUAs,,,Yes,None,Yes,No ban,Regulatory minimum,,,,Yes,Yes,SMD,Standard CAP
2016,Michigan,State-administered,Simplified & change reporting,12 months only,Flat percentage: 25%,Mandatory SUAs,,,No,Failure to cooperate,No,Lifetime ban,Extended DQ,,,,Yes,No,None,Modified CAP
2016,Minnesota,County-administered,"Simplified, change, & monthly reporting",12 months only,Another method: provides clients two methods based on either 50% current gross selfemployment income or their annual selfemployment taxable income filed with the IRS within the last twelve months,Mandatory SUAs,,,No,None,No,"Modifications include: requiring drug testing, imposing a temporary DQ period, & 1st occurrence, 30% sanction until passes drug test, 2nd occurrence, permanent DQ",Regulatory minimum,,,,Yes,No,None,No
2016,Mississippi,State-administered,Simplified reporting only,12 & 24 months only,No,Mandatory SUAs,,,No,Failure to cooperate & arrearage on support payments,Yes,Lifetime ban,"Extended DQ, entire household DQ, & permanent DQ",,,,Yes,No,ESAP,Standard CAP
2016,Missouri,State-administered,Simplified reporting only,12 & 24 months only,No,Mandatory SUAs,,,Yes,None,No,"Modifications include: limiting circumstances in which permanent DQ applies, requiring drug testing, & requiring participation in drug treatment program",Regulatory minimum,,,,No,No,SMD,No
2016,Montana,State-administered,Simplified & change reporting,12 months only,No,Mandatory SUAs,,,No,None,No,Modified ban,Regulatory minimum,,,,Yes,No,None,No
2016,Nebraska,State-administered,Simplified & change reporting,6 months only,No,Mandatory SUAs,,,No,Failure to cooperate,Yes,Modifications include: limiting circumstances in which the permanent DQ applies & imposing a temporary DQ period,Entire household DQ,,,,Yes,Yes,None,No
2016,Nevada,State-administered,Simplified & change reporting,6 months only,No,Mandatory SUAs,,,No,None,No,Modifications include: requiring participation in a drug treatment program,Regulatory minimum,,,,Yes,No,None,No
2016,New Hampshire,State-administered,Simplified reporting only,6 months only,No,Mandatory SUAs,,,No,None,No,No ban,Extended DQ & permanent DQ,,,,Yes,Yes,SMD,No
2016,New Jersey,County-administered,Simplified & change reporting,12 & 24 months only,Flat percentage: 51%,Mandatory SUAs,,,Yes,None,Yes,No ban,Regulatory minimum,,,,Yes,No,None,Modified CAP
2016,New Mexico,State-administered,Simplified reporting only,12 & 24 months only,No,Mandatory SUAs,,,No,Failure to cooperate,Yes,No ban,Extended DQ,,,,Yes,Yes,None,No
2016,New York,County-administered,Simplified & change reporting,"6, 12, & 24 months",No,Mandatory SUAs,,,Yes,None,No,No ban,Extended DQ,,,,Yes,Yes,None,Standard CAP
2016,North Carolina,County-administered,Simplified & change reporting,6 & 12 months only,No,Mandatory SUAs,,,No,None,No,Modifications include: requiring participation in drug treatment program,Regulatory minimum,,,,Yes,Yes,None,Modified CAP
2016,North Dakota,County-administered,Simplified reporting only,6 & 12 months only,No,SUAs that are not mandatory,,,No,None,No,Modifications include: imposing temporary DQ period,Regulatory minimum,,,,Yes,No,SMD,No
2016,Ohio,County-administered,Simplified reporting only,12 & 24 months only,Flat percentage: 50%,Mandatory SUAs,,,No,Failure to cooperate,Yes,No ban,Regulatory minimum,,,,Yes,No,None,No
2016,Oklahoma,State-administered,Simplified & change reporting,12 & 24 months only,Flat percentage: 50%,Mandatory SUAs,,,No,None,No,No ban,Extended DQ & entire household DQ,,,,Yes,Yes,None,No
2016,Oregon,State-administered,Simplified & change reporting,12 months only,Flat percentage: 50%,Mandatory SUAs,,,No,None,Yes,No Ban,Regulatory minimum,,,,Yes,Yes,None,No
2016,Pennsylvania,State-administered,Simplified reporting only,12 & 24 months only,No,Mandatory SUAs,,,Yes,None,Yes,No ban,Regulatory minimum,,,,Yes,Yes,None,Standard CAP
2016,Rhode Island,State-administered,Simplified & change reporting,12 months only,No,Mandatory SUAs,,,Yes,None,No,No ban,Entire household DQ,,,,Yes,No,SMD,No
2016,South Carolina,State-administered,Simplified reporting only,6 & 24 months only,Flat percentage: 40%,Mandatory SUAs,,,No,None,Yes,Lifetime ban,Regulatory minimum,,,,Yes,No,SMD & ESAP,Standard CAP
2016,South Dakota,State-administered,Simplified reporting only,12 months only,Flat percentage: 55%,Mandatory SUAs,,,Yes,None,Yes,No ban,Extended DQ,,,,No,No,None,Modified CAP
2016,Tennessee,State-administered,Simplified reporting only,12 months only,No,SUAs that are not mandatory,,,No,None,Yes,Modifications include: requiring participation in a drug treatment program,Regulatory minimum,,,,No,Yes,None,No
2016,Texas,State-administered,Simplified reporting only,6 months only,No,Mandatory SUAs,,,No,None,No,"Modifications include: limiting circumstances in which the permanent DQ applies, & imposing a temporary DQ period",Entire household DQ,,,,Yes,No,SMD,Modified CAP
2016,Utah,State-administered,Simplified reporting only,6 & 12 months only,No,Mandatory SUAs,,,No,None,No,No ban,Extended DQ,,,,No,No,None,No
2016,Vermont,State-administered,Simplified & change reporting,12 months only,No,Mandatory SUAs,,,Yes,None,No,No ban,Regulatory minimum,,,,No,No,SMD,No
2016,Virgin Islands,State-administered,Simplified reporting only,6 & 12 months only,No,Mandatory SUAs,,,No,None,No,Lifetime ban,Entire household DQ,,,,Yes,Yes,None,No
2016,Virginia,County-administered,Simplified reporting only,12 months only,No,SUAs that are not mandatory,,,No,None,No,Lifetime ban,Regulatory minimum,,,,No,Yes,SMD,Modified CAP
2016,Washington,State-administered,Simplified reporting only,12 months only,Flat percentage: 50%,Mandatory SUAs,,,Yes,None,Yes,No ban,Regulatory minimum,,,,Yes,Yes,ESAP,Standard CAP
2016,West Virginia,State-administered,Simplified & change reporting,12 & 24 months only,Another method: use actual cost and average over time period for income,Mandatory SUAs,,,No,None,No,Lifetime ban,Regulatory minimum,,,,Yes,No,None,No
2016,Wisconsin,County-administered,Simplified & change reporting,12 months only,No,Mandatory SUAs,,,No,None,Yes,Modifications include: requiring drug testing & imposing temporary DQ period,Regulatory minimum,,,,Yes,Yes,None,No
2016,Wyoming,State-administered,Simplified reporting only,"4,5,6, & 24 Months",No,Mandatory SUAs,,,No,None,No,No ban,Regulatory minimum,,,,No,No,SMD,No
2017,Alabama,State-administered,Simplified reporting only,4 & 12 months,Flat percentage: 40%,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,No,Modified ban: requiring participation in a drug treatment program; completing sentence or probation satisfactorily,Extended DQ only,,,,Yes,No,ESAP & SMD,No
2017,Alaska,State-administered,Simplified & change reporting,6 months only,Flat percentage: 50%,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,Yes,"Modified ban: completing sentence or probation satisfactorily; requiring participation in a drug or alcohol treatment program; taking action toward rehabilitation, including participation in a drug or alcohol treatment program; or, successfully com‐ plying with the requirements of the person's reentry plan.",Regulatory minimum,,,,No,No,None,No
2017,Arizona,State-administered,Simplified & change reporting,6 months only,Flat percentage: 40%,Mandatory SUAs,Count all,Count all for gross income test then count all but a prorated share for net income test,Child support expense income deduction,None,No,Lifetime ban,Entire household DQ,,,,Yes,Yes,None,Modified CAP
2017,Arkansas,State-administered,Simplified & change reporting,12 months only,No,SUAs that are not mandatory,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,No,Modified ban: limiting the circumstances in which the permanent disqualification applies,Extended DQ,,,,No,No,SMD,No
2017,California,County-administered,Simplified reporting only,12 & 24 months,Flat percentage: 40%,Mandatory SUAs,Count all but prorated share,Count all but a prorated share,Child support expense income exclusion,None,Yes,No ban,Regulatory minimum,,,,Yes,Yes,None,No
2017,Colorado,County-administered,Simplified reporting only,6 & 24 months,No,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income exclusion,None,No,Modified ban: limiting the circumstances in which the permanent DQ applies,Regulatory minimum,,,,Yes,Yes,SMD,No
2017,Connecticut,State-administered,Simplified & change reporting,12 & 24 months,No,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,No,Modified ban: imposing a temporary DQ period,Extended DQ & entire household DQ,,,,Yes,Yes,None,No
2017,Delaware,State-administered,Simplified & change reporting,12 & 24 months,Flat percentage: 51%,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income exclusion,None,No,No ban,Regulatory minimum,,,,Yes,No,None,No
2017,District of Columbia,State-administered,Simplified & change reporting,6 & 12 months,Another method: uses an average of income to determine monthly income; uses actual cost of doing business by calculating the income and the expenses of the customer.,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,No,No ban,Regulatory minimum,,,,Yes,Yes,None,No
2017,Florida,State-administered,Simplified & change reporting,"4, 6, & 12 months",No,Mandatory SUAs,Count all but a prorated share,Count all but prorated share,Child support expense income deduction,For failure to cooperate,Yes,Modified ban: limiting the circumstances in which the permanent disqualification applies; DQ for drug trafficking felonies,Entire household DQ,,,,Yes,No,ESAP,Standard CAP
2017,Georgia,State-administered,Simplified reporting only,6 & 12 months,Flat percentage: 40%,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,Yes,No ban,Regulatory minimum,,,,Yes,Yes,SMD & ESAP,No
2017,Guam,State-administered,Simplified reporting only,12 months only,Another method: annualizes self-income and uses the actual costs of doing business,Mandatory SUAs,Count all,Count all but a prorated share,Child support expense income deduction,For failure to cooperate,Yes,Lifetime ban,Regulatory minimum,,,,Yes,No,None,No
2017,Hawaii,State-administered,Simplified & change reporting,"6, 12, & 24 months",No,SUAs that are not mandatory,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,Yes,Modified ban: requiring participation in a drug treatment program,Regulatory minimum,,,,Yes,Yes,None,No
2017,Idaho,State-administered,Simplified reporting only,6 & 24 months,Flat percentage: 50%,Mandatory SUAs,Count all Count all but prorated share,,Child support expense income deduction,For failure to cooperate,Yes,"Modified ban: limiting the circumstances in which the permanent disqualification applies; DQ unless in compliance with the terms of a withheld judgment, probation, or parole",Extended DQ,,,,Yes,No,SMD,No
2017,Illinois,State-administered,Simplified & change reporting,12 months only,No,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income exclusion,None,No,No ban,Extended DQ,,,,Yes,Yes,SMD,No
2017,Indiana,State-administered,Simplified reporting only,12 months only,Flat percentage: 40%,Mandatory SUAs,Count all for gross income test then count all but a prorated share for net income test,Count all but prorated share,Child support expense income deduction,None,No,Lifetime ban,Regulatory minimum,,,,No,No,None,No
2017,Iowa,State-administered,Simplified reporting only,"4, 6, & 12 months",Flat percentage: 40%,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income exclusion,None,No,No ban,Extended DQ,,,,Yes,No,SMD,No
2017,Kansas,State-administered,Simplified reporting only,12 & 24 months,Flat percentage: 25%,Mandatory SUAs,Count all,Count all but prorated share,Child support expense income deduction,For failure to cooperate,Yes,"Modified ban: requiring drug testing, participation in drug treatment; imposing temporary DQ period; & 2nd conviction after 7/1/2015 results in permanent DQ",Extended DQ,,,,No,No,SMD,No
2017,Kentucky,State-administered,Simplified reporting only,6 & 12 months,No,Mandatory SUAs,Count all for gross income test then count all but a prorated share for net income test,Count all but prorated share,Child support expense income deduction,None,Yes,Modified ban: requiring participation in drug treatment program,Extended DQ,,,,Yes,No,None,Modified CAP
2017,Louisiana,State-administered,Simplified reporting only,12 & 24 months,No,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income exclusion,None,Yes,Modified ban: imposing temporary DQ period,Extended DQ & entire household DQ,,,,No,No,None,Modified CAP
2017,Maine,State-administered,Change reporting only,Change reporting only,No,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income exclusion,None,Yes,No ban,Regulatory minimum,,,,Yes,Yes,None,No
2017,Maryland,State-administered,"Simplified, change, & monthly reporting",6 months only,Flat percentage: 50%,SUAs that are not mandatory,Count all for gross income test then count all but a prorated share for net income test,Count all but prorated share,Child support expense income deduction,None,Yes,"Modified ban: requiring drug testing, participation in drug treatment program; & imposing temporary DQ period",Regulatory minimum,,,,Yes,Yes,ESAP,Modified CAP
2017,Massachusetts,State-administered,Simplified & change reporting,"6, 12, & 24 months",No,Mandatory SUAs,Count all,Count all but prorated share,Child support expense income deduction,None,No,No ban,Entire household DQ,,,,Yes,Yes,SMD,Standard CAP
2017,Michigan,State-administered,Simplified & change reporting,6 months only,No,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income exclusion,For failure to cooperate,Yes,Modified ban: limiting the circumstances in which the permanent disqualification applies; DQ after 2 drug trafficking felonies,Extended DQ,,,,Yes,No,None,Modified CAP
2017,Minnesota,County-administered,"Simplified, change, & monthly reporting",12 months only,Flat percentage: 50%,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,No,"Modified ban: requiring drug testing; imposing a temporary DQ period; & after 1st failed drug test, 30% sanction until passes drug test, after 2nd failed drug test permanent DQ",Entire household DQ,,,,Yes,No,None,No
2017,Mississippi,State-administered,Simplified & change reporting,"4, 12 & 24 months",No,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income deduction,For failure to cooperate & arrearage on support payments,Yes,Lifetime ban,"Extended DQ, entire household DQ, & perma‐ nent DQ",,,,Yes,No,ESAP,Standard CAP
2017,Missouri,State-administered,Simplified reporting only,12 months only,No,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,No,Modified ban: limiting circumstances in which permanent DQ applies; requiring drug testing; & requiring participation in drug treatment program,Regulatory minimum,,,,No,No,SMD,No
2017,Montana,State-administered,Simplified & change reporting,12 months only,No,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,No,Modified ban: requiring participation in a drug treatment program; requiring compliance with the conditions of supervision or the sentence associated with the felony conviction,Regulatory minimum,,,,Yes,No,None,No
2017,Nebraska,State-administered,Simplified reporting only,6 months only,Flat percentage: 49%,Mandatory SUAs,Count all,Count all but prorated share,Child support expense income deduction,None,Yes,Modified ban: limiting circumstances in which the permanent DQ applies; & requiring participation in a drug treatment program,Entire household DQ,,,,Yes,Yes,None,No
2017,Nevada,State-administered,Simplified & change reporting,6 months only,No,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,No,Modified ban: requiring participation in a drug treatment program,Extended DQ,,,,Yes,No,None,No
2017,New Hampshire,State-administered,Simplified reporting only,6 months only,No,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,No,No ban,Extended DQ,,,,Yes,Yes,SMD,No
2017,New Jersey,County-administered,Simplified & change reporting,12 & 24 months,Flat percentage: 51%,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income exclusion,None,Yes,No ban,Regulatory minimum,,,,Yes,No,None,Modified CAP
2017,New Mexico,State-administered,Simplified reporting only,"6, 12, &, 24 months",No,Mandatory SUAs,Count all but a prorated share,Count all but prorated share,Child support expense income deduction,None,Yes,No ban,Regulatory minimum,,,,Yes,No,None,No
2017,New York,County-administered,Simplified & change reporting,"6, 12, & 24 months",No,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income exclusion,None,Yes,No ban,Extended DQ,,,,Yes,Yes,None,Standard CAP
2017,North Carolina,County-administered,Simplified & change reporting,6 & 12 months,No,Mandatory SUAs,Count all for gross income test then count all but a prorated share for net in‐ come test,Count all but prorated share,Child support expense income deduction,None,No,Modified ban: imposing a temporary DQ period,Extended DQ,,,,Yes,Yes,None,Modified CAP
2017,North Dakota,County-administered,Simplified reporting only,6 & 12 months,No,SUAs that are not mandatory,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,Yes,Modified ban: imposing temporary DQ period,Regulatory minimum,,,,Yes,No,SMD,No
2017,Ohio,County-administered,Simplified reporting only,"4, 6, 12, & 24 months",Flat percentage: 50%,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,Yes,No ban,Regulatory minimum,,,,Yes,No,None,No
2017,Oklahoma,State-administered,Simplified & change reporting,12 & 24 months,Another method: Net income from income tax return** switching to a flat percentage 3/2017,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,No,No ban,Regulatory minimum,,,,Yes,Yes,None,No
2017,Oregon,State-administered,Simplified & change reporting,"4, 6, 12, & 24 months",Flat percentage: 50%,Mandatory SUAs,Count all but prorated share,Count none,Child support expense income deduction,None,No,No Ban,Regulatory minimum,,,,Yes,Yes,None,No
2017,Pennsylvania,State-administered,Simplified & change reporting,12 & 24 months,No,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,Yes,No ban,Regulatory minimum,,,,Yes,Yes,ESAP,Standard CAP
2017,Rhode Island,State-administered,Simplified & change reporting,12 months only,No,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income exclusion,None,No,No ban,Entire household DQ,,,,Yes,No,SMD,No
2017,South Carolina,State-administered,Simplified reporting only,12 & 24 months,Flat percentage: 40%,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,Yes,Lifetime ban,Regulatory minimum,,,,Yes,No,SMD & ESAP,Standard CAP
2017,South Dakota,State-administered,Simplified reporting only,12 months only,Flat percentage: 55%,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income exclusion,None,Yes,No ban,Extended DQ,,,,No,No,SMD,Modified CAP
2017,Tennessee,State-administered,Simplified reporting only,12 months only,No,SUAs that are not mandatory,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,No,Modified ban: requiring participation in a drug treatment program,Extended DQ,,,,No,Yes,None,No
2017,Texas,State-administered,Simplified reporting only,6 months only,No,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,No,Modified ban: limiting circumstances in which the permanent DQ applies; & imposing a tem‐ porary DQ period,Entire household DQ,,,,Yes,No,SMD,Modified CAP
2017,Utah,State-administered,Simplified reporting only,6 & 12 months,No,Mandatory SUAs,Count all,Count all but prorated share,Child support expense income deduction,None,No,Lifetime ban,Extended DQ,,,,No,No,None,No
2017,Vermont,State-administered,Simplified & change reporting,12 months only,No,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income exclusion,None,No,No ban,Regulatory minimum,,,,Yes,No,SMD,No
2017,Virgin Islands,State-administered,Simplified reporting only,12 months only,No,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,No,No ban,Extended DQ & entire household DQ,,,,Yes,No,None,No
2017,Virginia,County-administered,Simplified & change reporting,"4, 6, 12, & 24 months",No,SUAs that are not mandatory,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,No,Modified ban: limiting the circumstances in which the permanent disqualification applies (only when convictions involve distribution),Extended DQ & entire household DQ,,,,No,Yes,SMD,Modified CAP
2017,Washington,State-administered,Simplified reporting only,12 months only,Flat percentage: 50%,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income exclusion,None,Yes,No ban,Regulatory minimum,,,,Yes,Yes,ESAP,Standard CAP
2017,West Virginia,State-administered,Simplified & change reporting,12 & 24 months only,No,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,No,Lifetime ban,Extended DQ,,,,Yes,No,None,No
2017,Wisconsin,County-administered,Simplified & change reporting,12 months only,No,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,No,Modified ban: requiring drug testing; & impos‐ ing temporary DQ period,Regulatory minimum,,,,Yes,Yes,None,No
2017,Wyoming,State-administered,Simplified reporting only,"4, 5, 6, & 12 Months",No,Mandatory SUAs,Count all but prorated share,Count all but prorated share,Child support expense income deduction,None,No,No ban,Extended DQ,,,,No,No,SMD,No
2018,Alabama,State-administered,Simplified reporting only,4 & 12 months,Another method,Mandatory SUAs,,,Child support income expense deduction,None,No Modified ban: requiring participation in a drug treatment program; imposing a temporary,DQ period; requiring completion of probation sentence satisfactorily,Extended DQ only,,,,Yes,No,ESAP & SMD,No
2018,Alaska,State-administered,Simplified & change reporting,6 months only,Another method,Mandatory SUAs,,,Child support income expense deduction,None,No,"Modified ban: completing sentence or probation satisfactorily; requiring participation in a drug or alcohol treatment program; taking action toward rehabilitation, including participation in a drug or alcohol treatment program; or, successfully complying with the requirements of the person's re-entry plan.",Regulatory minimum,,,,No,No,None,No
2018,Arizona,State-administered,Simplified & change reporting,6 months only,Another method,Mandatory SUAs,,,Child support income expense deduction,None,No,Modified ban: requiring the person convicted to submit to drug testing; requiring participation in a drug treatment program; requiring completion of prohibition satisfactorily,Regulatory minimum & entire household DQ,,,,Yes,Yes,None,Modified CAP
2018,Arkansas,State-administered,Simplified & change reporting,12 months only,Actual costs only,SUAs that are not mandatory Count all for gross income test,,,Child support income expense deduction,None,No,No ban,Extended DQ only,,,,No,No,SMD,No
2018,California,County-administered,Simplified reporting only,12 & 24 months,Another method,Mandatory SUAs,,,Child support income expense exclusion,None,No,No ban,Regulatory minimum,,,,Yes,Yes,SMD & ESAP,No
2018,Colorado,County-administered,Simplified reporting only,6 & 24 months,Actual costs only,Mandatory SUAs,,,Child support income expense exclusion,None,No,Modified ban: limiting the circumstances in which the permanent DQ applies,Regulatory minimum,,,,Yes,Yes,SMD,No
2018,Connecticut,State-administered,Simplified & change reporting,12 & 24 months,Actual costs only,Mandatory SUAs,,,Child support income expense deduction,None,No,Modified ban: imposing a temporary DQ period,Extended DQ & entire household DQ,,,,Yes,Yes,None,No
2018,Delaware,State-administered,Simplified reporting only,12 & 24 months,Another method,Mandatory SUAs,,,Child support income expense exclusion,None,No,No ban,Regulatory minimum,,,,Yes,No,None,No
2018,District of Columbia,State-administered,Simplified & change reporting,6 & 12 months,Actual costs only,Mandatory SUAs,,,Child support income expense deduction,None,No,No ban,Regulatory minimum,,,,Yes,Yes,None,No
2018,Florida,State-administered,Simplified & change reporting,"4, 6, & 12 months",Actual costs only,Mandatory SUAs,,,Child support income expense deduction,For failure to cooperate-DQ for custodial parent,No,Modified ban: limiting the circumstances in which the permanent disqualification applies,Regulatory minimum & entire household DQ,,,,Yes,No,ESAP,Standard CAP
2018,Georgia,State-administered,Simplified reporting only,6 & 12 months,Another method,Mandatory SUAs,,,Child support income expense deduction,None,Yes,Modified ban: requiring compliance with terms of parole or probation,Regulatory minimum,,,,Yes,Yes,SMD & ESAP,No
2018,Guam,State-administered,Simplified reporting & change reporting,12 months only,Actual costs only Another method: annualizes self-income and Simplified Self-Employment Determination uses the actual costs of doing business,Mandatory SUAs,,,Child support income expense deduction,For failure to cooperate-DQ for custodial parent,Yes,Lifetime ban,Regulatory minimum,,,,Yes,No,None,No
2018,Hawaii,State-administered,Simplified & change reporting,12 & 24 months,Actual costs only,SUAs that are not mandatory,,,Child support income expense deduction,None,No,Modified ban: requiring participation in a drug treatment program,Regulatory minimum,,,,Yes,Yes,None,No
2018,Idaho,State-administered,Simplified reporting only,6 & 24 months,Another method,Mandatory SUAs,,,Child support income expense deduction,For failure to cooperate-DQ for custodial parent,Yes,Modified ban: requiring completion of prohibition satisfactorily,Regulatory minimum,,,,Yes,No,SMD,No
2018,Illinois,State-administered,Simplified & change reporting,12 months only,Actual costs only,Mandatory SUAs Count all for gross income test,,,Child support income expense exclusion,None,No,No ban,Extended DQ,,,,Yes,Yes,SMD,No
