"state","year","category","status"
"Arizona",2015,"Simplified Reporting - Certification Length","6 months only"
"Arizona",2015,"Simplified Income and Resources","Income & Resources"
"Arizona",2015,"Simplified Self-Employment Determination","Flat percentage: 40%"
"Arizona",2015,"Simplified Homeless Housing Cost","Yes"
"Arizona",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Arizona",2015,"Treatment of Vehicles","All vehicles excluded"
"Arizona",2015,"Child Support Expense Exclusion","No"
"Arizona",2015,"Child Support Related Disqualification","None"
"Arizona",2015,"Comparable Disqualifications","No"
"Arizona",2015,"Drug Felony Disqualifications","Lifetime ban"
"Arizona",2015,"Work Requirements and Disqualification Policy","Extended DQ & entire household DQ"
"Arizona",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Arizona",2015,"Transitional Benefits Alternative (TBA)","Yes"
"Arizona",2015,"Document Imaging","Completely electronic files statewide"
"Arizona",2015,"Demonstrations for the Elderly and Disabled","None"
"Arizona",2015,"Combined Application Project (CAP)","Modified CAP"
"Arizona",2015,"Online Application","Apply & recertify"
"Arizona",2015,"Online Case Management","Report changes & upload documents for verification"
"Arizona",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, & accept initial applications"
"Arizona",2015,"Mobile Technology","SMS messaging only"
"Arkansas",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Arkansas",2015,"Program Administration","State-administered"
"Arkansas",2015,"Reporting Requirements","Simplified & change reporting"
"Arkansas",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Arkansas",2015,"Simplified Reporting - Certification Length","12 & 24 months only"
"Arkansas",2015,"Simplified Income and Resources","Neither"
"Arkansas",2015,"Simplified Self-Employment Determination","No"
"Arkansas",2015,"Simplified Homeless Housing Cost","No"
"Arkansas",2015,"Standard Utility Allowances (SUAs)","SUAs that are not mandatory"
"Arkansas",2015,"Treatment of Vehicles","At least one vehicle excluded"
"Arkansas",2015,"Child Support Expense Exclusion","No"
"Arkansas",2015,"Child Support Related Disqualification","None"
"Arkansas",2015,"Comparable Disqualifications","No"
"Arkansas",2015,"Drug Felony Disqualifications","Lifetime ban"
"Arkansas",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Arkansas",2015,"Broad Based Categorical Eligibility (BBCE)","No"
"Arkansas",2015,"Transitional Benefits Alternative (TBA)","No"
"Arkansas",2015,"Document Imaging","Completely electronic files statewide"
"Arkansas",2015,"Demonstrations for the Elderly and Disabled","SMD"
"Arkansas",2015,"Combined Application Project (CAP)","No"
"Arkansas",2015,"Online Application","Apply"
"Arkansas",2015,"Online Case Management","No"
"Arkansas",2015,"Call Centers","No call center"
"Arkansas",2015,"Mobile Technology","No"
"California",2015,"SNAP Name","CalFresh"
"California",2015,"Program Administration","County-administered"
"California",2015,"Reporting Requirements","Simplified & change reporting"
"California",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"California",2015,"Simplified Reporting - Certification Length","12 & 24 months only"
"California",2015,"Simplified Income and Resources","Income & Resources"
"California",2015,"Simplified Self-Employment Determination","No"
"California",2015,"Simplified Homeless Housing Cost","No"
"California",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"California",2015,"Treatment of Vehicles","All vehicles excluded"
"California",2015,"Child Support Expense Exclusion","Yes"
"California",2015,"Child Support Related Disqualification","None"
"California",2015,"Comparable Disqualifications","Yes"
"California",2015,"Drug Felony Disqualifications","No ban"
"California",2015,"Work Requirements and Disqualification Policy","Extended DQ"
"California",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"California",2015,"Transitional Benefits Alternative (TBA)","Yes"
"California",2015,"Document Imaging","Completely electronic files statewide"
"California",2015,"Demonstrations for the Elderly and Disabled","None"
"California",2015,"Combined Application Project (CAP)","No"
"California",2015,"Online Application","Apply & recertify"
"California",2015,"Online Case Management","View case information, report changes, & upload documents for verification"
"California",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, accept initial applications, & accept recertifications"
"California",2015,"Mobile Technology","SMS messaging and mobile app"
"Colorado",2015,"SNAP Name","Food Assistance Program"
"Colorado",2015,"Program Administration","County-administered"
"Colorado",2015,"Reporting Requirements","Simplified & change reporting"
"Colorado",2015,"Simplified Reporting - Action on Changes","Act only on changes that result in an increase in household benefits"
"Colorado",2015,"Simplified Reporting - Certification Length","6 & 24 months only"
"Colorado",2015,"Simplified Income and Resources","Neither"
"Colorado",2015,"Simplified Self-Employment Determination","No"
"Colorado",2015,"Simplified Homeless Housing Cost","Yes"
"Colorado",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Colorado",2015,"Treatment of Vehicles","All vehicles excluded"
"Colorado",2015,"Child Support Expense Exclusion","Yes"
"Colorado",2015,"Child Support Related Disqualification","None"
"Colorado",2015,"Comparable Disqualifications","No Modifications include:"
"Colorado",2015,"Drug Felony Disqualifications","Limiting the circumstances in which the permanent DQ applies"
"Colorado",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Colorado",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Colorado",2015,"Transitional Benefits Alternative (TBA)","No"
"Colorado",2015,"Document Imaging","Partially electronic files in specific project areas"
"Colorado",2015,"Demonstrations for the Elderly and Disabled","None"
"Colorado",2015,"Combined Application Project (CAP)","No"
"Colorado",2015,"Online Application","Apply & recertify"
"Colorado",2015,"Online Case Management","View case information, report changes, & upload documents for verification"
"Colorado",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, & process changes"
"Colorado",2015,"Mobile Technology","No"
"Connecticut",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Connecticut",2015,"Program Administration","State-administered"
"Connecticut",2015,"Reporting Requirements","Simplified Reporting only"
"Connecticut",2015,"Simplified Reporting - Action on Changes","Act only on changes that result in an increase in household benefits"
"Connecticut",2015,"Simplified Reporting - Certification Length","12 & 24 months only"
"Connecticut",2015,"Simplified Income and Resources","Neither"
"Connecticut",2015,"Simplified Self-Employment Determination","No"
"Connecticut",2015,"Simplified Homeless Housing Cost","No"
"Connecticut",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Connecticut",2015,"Treatment of Vehicles","All vehicles excluded"
"Connecticut",2015,"Child Support Expense Exclusion","No"
"Connecticut",2015,"Child Support Related Disqualification","None"
"Connecticut",2015,"Comparable Disqualifications","No Modifications include: imposing a temporary"
"Connecticut",2015,"Drug Felony Disqualifications","DQ period"
"Connecticut",2015,"Work Requirements and Disqualification Policy","Extended DQ & entire household DQ"
"Connecticut",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Connecticut",2015,"Transitional Benefits Alternative (TBA)","No"
"Connecticut",2015,"Document Imaging","Partially electronic files statewide"
"Connecticut",2015,"Demonstrations for the Elderly and Disabled","None"
"Connecticut",2015,"Combined Application Project (CAP)","No"
"Connecticut",2015,"Online Application","Apply"
"Connecticut",2015,"Online Case Management","View case information"
"Connecticut",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept initial application, accept recertification applications, & conduct interviews"
"Connecticut",2015,"Mobile Technology","No"
"Delaware",2015,"SNAP Name","Food Benefits"
"Delaware",2015,"Program Administration","State-administered"
"Delaware",2015,"Reporting Requirements","Simplified reporting only"
"Delaware",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Delaware",2015,"Simplified Reporting - Certification Length","12 & 24 months only"
"Delaware",2015,"Simplified Income and Resources","Neither"
"Delaware",2015,"Simplified Self-Employment Determination","Flat percentage: 51%"
"Delaware",2015,"Simplified Homeless Housing Cost","Yes"
"Delaware",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Delaware",2015,"Treatment of Vehicles","At least one vehicle excluded"
"Delaware",2015,"Child Support Expense Exclusion","Yes"
"Delaware",2015,"Child Support Related Disqualification","None"
"Delaware",2015,"Comparable Disqualifications","No"
"Delaware",2015,"Drug Felony Disqualifications","No ban"
"Delaware",2015,"Work Requirements and Disqualification Policy","Entire household DQ"
"Delaware",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Delaware",2015,"Transitional Benefits Alternative (TBA)","No"
"Delaware",2015,"Document Imaging","Completely electronic files statewide"
"Delaware",2015,"Demonstrations for the Elderly and Disabled","None"
"Delaware",2015,"Combined Application Project (CAP)","No"
"Delaware",2015,"Online Application","Apply & recertify"
"Delaware",2015,"Online Case Management","View case information, report changes, & upload documents for verification"
"Delaware",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, & process changes"
"Delaware",2015,"Mobile Technology","No"
"District of Columbia",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"District of Columbia",2015,"Program Administration","State-administered"
"District of Columbia",2015,"Reporting Requirements","Simplified & change reporting"
"District of Columbia",2015,"Simplified Reporting - Action on Changes","Act only on changes that result in an increase in household benefits"
"District of Columbia",2015,"Simplified Reporting - Certification Length","6 & 12 months only"
"District of Columbia",2015,"Simplified Income and Resources","Income only"
"District of Columbia",2015,"Simplified Self-Employment Determination","Another method: uses an average of income to determine monthly income"
"District of Columbia",2015,"Simplified Homeless Housing Cost","Yes"
"District of Columbia",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"District of Columbia",2015,"Treatment of Vehicles","All vehicles excluded"
"District of Columbia",2015,"Child Support Expense Exclusion","No"
"District of Columbia",2015,"Child Support Related Disqualification","None"
"District of Columbia",2015,"Comparable Disqualifications","No"
"District of Columbia",2015,"Drug Felony Disqualifications","No ban"
"District of Columbia",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"District of Columbia",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"District of Columbia",2015,"Transitional Benefits Alternative (TBA)","No"
"District of Columbia",2015,"Document Imaging","Completely electronic files statewide"
"District of Columbia",2015,"Demonstrations for the Elderly and Disabled","None"
"District of Columbia",2015,"Combined Application Project (CAP)","No"
"District of Columbia",2015,"Online Application","No"
"District of Columbia",2015,"Online Case Management",""
"District of Columbia",2015,"Call Centers","No application or case-specific inquiries"
"District of Columbia",2015,"Mobile Technology","No"
"Florida",2015,"SNAP Name","Food Assistance Program"
"Florida",2015,"Program Administration","State-administered"
"Florida",2015,"Reporting Requirements","Simplified & change reporting"
"Florida",2015,"Simplified Reporting - Action on Changes","Act only on changes that result in an increase in household benefits"
"Florida",2015,"Simplified Reporting - Certification Length","6 & 24 months only"
"Florida",2015,"Simplified Income and Resources","Income & Resources"
"Florida",2015,"Simplified Self-Employment Determination","No"
"Florida",2015,"Simplified Homeless Housing Cost","Yes"
"Florida",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Florida",2015,"Treatment of Vehicles","All vehicles excluded"
"Florida",2015,"Child Support Expense Exclusion","No"
"Florida",2015,"Child Support Related Disqualification","Failure to cooperate"
"Florida",2015,"Comparable Disqualifications","Yes"
"Florida",2015,"Drug Felony Disqualifications","Lifetime ban"
"Florida",2015,"Work Requirements and Disqualification Policy","Entire household DQ"
"Florida",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Florida",2015,"Transitional Benefits Alternative (TBA)","No"
"Florida",2015,"Document Imaging","Completely electronic files statewide"
"Florida",2015,"Demonstrations for the Elderly and Disabled","ESAP"
"Florida",2015,"Combined Application Project (CAP)","Standard CAP"
"Florida",2015,"Online Application","Apply & recertify"
"Florida",2015,"Online Case Management","View case information, report changes, & upload documents for verification"
"Florida",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept recertification applications, & conduct interviews"
"Florida",2015,"Mobile Technology","No"
"Georgia",2015,"SNAP Name","Food Stamps program"
"Georgia",2015,"Program Administration","State-administered"
"Georgia",2015,"Reporting Requirements","Simplified reporting only"
"Georgia",2015,"Simplified Reporting - Action on Changes","Act only on changes that result in an increase in household benefits"
"Georgia",2015,"Simplified Reporting - Certification Length","6 & 12 months"
"Georgia",2015,"Simplified Income and Resources","Income only"
"Georgia",2015,"Simplified Self-Employment Determination","Flat percentage: 40%"
"Georgia",2015,"Simplified Homeless Housing Cost","No"
"Georgia",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Georgia",2015,"Treatment of Vehicles","All vehicles excluded"
"Georgia",2015,"Child Support Expense Exclusion","No"
"Georgia",2015,"Child Support Related Disqualification","None"
"Georgia",2015,"Comparable Disqualifications","Yes"
"Georgia",2015,"Drug Felony Disqualifications","Lifetime ban"
"Georgia",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Georgia",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Georgia",2015,"Transitional Benefits Alternative (TBA)","Yes"
"Georgia",2015,"Document Imaging","Partially electronic files statewide"
"Georgia",2015,"Demonstrations for the Elderly and Disabled","SMD & ESAP"
"Georgia",2015,"Combined Application Project (CAP)","No"
"Georgia",2015,"Online Application","Apply & recertify"
"Georgia",2015,"Online Case Management","View case information, report changes, & upload documents for verification"
"Georgia",2015,"Call Centers","Respond to general inquiries, accept case changes, & process changes"
"Georgia",2015,"Mobile Technology","No"
"Guam",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Guam",2015,"Program Administration","State-administered"
"Guam",2015,"Reporting Requirements","Simplified reporting only"
"Guam",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Guam",2015,"Simplified Reporting - Certification Length","12 months only"
"Guam",2015,"Simplified Income and Resources","Neither"
"Guam",2015,"Simplified Self-Employment Determination","No"
"Guam",2015,"Simplified Homeless Housing Cost","Yes"
"Guam",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Guam",2015,"Treatment of Vehicles","All vehicles excluded"
"Guam",2015,"Child Support Expense Exclusion","No"
"Guam",2015,"Child Support Related Disqualification","None"
"Guam",2015,"Comparable Disqualifications","Yes"
"Guam",2015,"Drug Felony Disqualifications","Lifetime ban"
"Guam",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Guam",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Guam",2015,"Transitional Benefits Alternative (TBA)","No"
"Guam",2015,"Document Imaging","Partially electronic files statewide"
"Guam",2015,"Demonstrations for the Elderly and Disabled","None"
"Guam",2015,"Combined Application Project (CAP)","No"
"Guam",2015,"Online Application","No"
"Guam",2015,"Online Case Management","No"
"Guam",2015,"Call Centers","No call center"
"Guam",2015,"Mobile Technology","No"
"Hawaii",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Hawaii",2015,"Program Administration","State-administered"
"Hawaii",2015,"Reporting Requirements","Simplified & change reporting"
"Hawaii",2015,"Simplified Reporting - Action on Changes","Act only on changes that result in an increase in household benefits"
"Hawaii",2015,"Simplified Reporting - Certification Length","12 & 24 months only"
"Hawaii",2015,"Simplified Income and Resources","Resources only"
"Hawaii",2015,"Simplified Self-Employment Determination","No"
"Hawaii",2015,"Simplified Homeless Housing Cost","No"
"Hawaii",2015,"Standard Utility Allowances (SUAs)","SUAs that are not mandatory"
"Hawaii",2015,"Treatment of Vehicles","All vehicles excluded"
"Hawaii",2015,"Child Support Expense Exclusion","Yes"
"Hawaii",2015,"Child Support Related Disqualification","None"
"Hawaii",2015,"Comparable Disqualifications","No Modifications include:"
"Hawaii",2015,"Drug Felony Disqualifications","DQ for refusing treatment or failing to comply with treatment"
"Hawaii",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Hawaii",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Hawaii",2015,"Transitional Benefits Alternative (TBA)","Yes"
"Hawaii",2015,"Document Imaging","Completely electronic files statewide"
"Hawaii",2015,"Demonstrations for the Elderly and Disabled","None"
"Hawaii",2015,"Combined Application Project (CAP)","No"
"Hawaii",2015,"Online Application","No"
"Hawaii",2015,"Online Case Management","View case information"
"Hawaii",2015,"Call Centers","No call center"
"Hawaii",2015,"Mobile Technology","No"
"Idaho",2015,"SNAP Name","Food Stamps"
"Idaho",2015,"Program Administration","State-administered"
"Idaho",2015,"Reporting Requirements","Simplified reporting only"
"Idaho",2015,"Simplified Reporting - Action on Changes","Act only on changes that result in an increase in household benefits"
"Idaho",2015,"Simplified Reporting - Certification Length","6 & 24 months only"
"Idaho",2015,"Simplified Income and Resources","Income & Resources"
"Idaho",2015,"Simplified Self-Employment Determination","Flat percentage: 50%"
"Idaho",2015,"Simplified Homeless Housing Cost","Yes"
"Idaho",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Idaho",2015,"Treatment of Vehicles","At least one vehicle excluded"
"Idaho",2015,"Child Support Expense Exclusion","Yes"
"Idaho",2015,"Child Support Related Disqualification","Failure to cooperate"
"Idaho",2015,"Comparable Disqualifications","Yes Modifications include:"
"Idaho",2015,"Drug Felony Disqualifications","DQ unless in compliance with the terms of a withheld judgment, probation, or parole"
"Idaho",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Idaho",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Idaho",2015,"Transitional Benefits Alternative (TBA)","No"
"Idaho",2015,"Document Imaging","Completely electronic files statewide"
"Idaho",2015,"Demonstrations for the Elderly and Disabled","SMD"
"Idaho",2015,"Combined Application Project (CAP)","No"
"Idaho",2015,"Online Application","Recertify"
"Idaho",2015,"Online Case Management","View case information, report changes, & upload documents for verification"
"Idaho",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept recertification applications, & conduct interviews"
"Idaho",2015,"Mobile Technology","No"
"Illinois",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Illinois",2015,"Program Administration","State-administered"
"Illinois",2015,"Reporting Requirements","Simplified & change reporting"
"Illinois",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Illinois",2015,"Simplified Reporting - Certification Length","12 months only"
"Illinois",2015,"Simplified Income and Resources","Income & Resources"
"Illinois",2015,"Simplified Self-Employment Determination","No"
"Illinois",2015,"Simplified Homeless Housing Cost","No"
"Illinois",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Illinois",2015,"Treatment of Vehicles","All vehicles excluded"
"Illinois",2015,"Child Support Expense Exclusion","Yes"
"Illinois",2015,"Child Support Related Disqualification","None"
"Illinois",2015,"Comparable Disqualifications","No"
"Illinois",2015,"Drug Felony Disqualifications","No ban"
"Illinois",2015,"Work Requirements and Disqualification Policy","Extended DQ"
"Illinois",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Illinois",2015,"Transitional Benefits Alternative (TBA)","Yes"
"Illinois",2015,"Document Imaging","Partially electronic files statewide"
"Illinois",2015,"Demonstrations for the Elderly and Disabled","SMD"
"Illinois",2015,"Combined Application Project (CAP)","No"
"Illinois",2015,"Online Application","Apply"
"Illinois",2015,"Online Case Management","Report changes"
"Illinois",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept initial application, accept recertification applications, & conduct interviews"
"Illinois",2015,"Mobile Technology","No"
"Indiana",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Indiana",2015,"Program Administration","State-administered"
"Indiana",2015,"Reporting Requirements","Simplified reporting only"
"Indiana",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Indiana",2015,"Simplified Reporting - Certification Length","12 months only"
"Indiana",2015,"Simplified Income and Resources","Resources only"
"Indiana",2015,"Simplified Self-Employment Determination","Flat percentage: 40%"
"Indiana",2015,"Simplified Homeless Housing Cost","No"
"Indiana",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Indiana",2015,"Treatment of Vehicles","At least one vehicle excluded"
"Indiana",2015,"Child Support Expense Exclusion","No"
"Indiana",2015,"Child Support Related Disqualification","None"
"Indiana",2015,"Comparable Disqualifications","No"
"Indiana",2015,"Drug Felony Disqualifications","Lifetime ban"
"Indiana",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Indiana",2015,"Broad Based Categorical Eligibility (BBCE)","No"
"Indiana",2015,"Transitional Benefits Alternative (TBA)","No"
"Indiana",2015,"Document Imaging","Completely electronic files statewide"
"Indiana",2015,"Demonstrations for the Elderly and Disabled","None"
"Indiana",2015,"Combined Application Project (CAP)","No"
"Indiana",2015,"Online Application","Apply"
"Indiana",2015,"Online Case Management","View case information"
"Indiana",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, & accept initial applications"
"Indiana",2015,"Mobile Technology","No"
"Iowa",2015,"SNAP Name","Food Assistance"
"Iowa",2015,"Program Administration","State-administered"
"Iowa",2015,"Reporting Requirements","Simplified reporting only"
"Iowa",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Iowa",2015,"Simplified Reporting - Certification Length","6 & 12 months only"
"Iowa",2015,"Simplified Income and Resources","Income & Resources"
"Iowa",2015,"Simplified Self-Employment Determination","Flat percentage: 40%"
"Iowa",2015,"Simplified Homeless Housing Cost","No"
"Iowa",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Iowa",2015,"Treatment of Vehicles","At least one vehicle excluded"
"Iowa",2015,"Child Support Expense Exclusion","Yes"
"Iowa",2015,"Child Support Related Disqualification","None"
"Iowa",2015,"Comparable Disqualifications","No"
"Iowa",2015,"Drug Felony Disqualifications","No ban"
"Iowa",2015,"Work Requirements and Disqualification Policy","Extended DQ"
"Iowa",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Iowa",2015,"Transitional Benefits Alternative (TBA)","No"
"Iowa",2015,"Document Imaging","Completely electronic files statewide"
"Iowa",2015,"Demonstrations for the Elderly and Disabled","SMD"
"Iowa",2015,"Combined Application Project (CAP)","No"
"Iowa",2015,"Online Application","Apply"
"Iowa",2015,"Online Case Management","No"
"Iowa",2015,"Call Centers","Accept case changes, & process changes"
"Iowa",2015,"Mobile Technology","No"
"Kansas",2015,"SNAP Name","Food Assistance program"
"Kansas",2015,"Program Administration","State-administered"
"Kansas",2015,"Reporting Requirements","Simplified & change reporting"
"Kansas",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Kansas",2015,"Simplified Reporting - Certification Length","12 & 24 months only"
"Kansas",2015,"Simplified Income and Resources","Income only"
"Kansas",2015,"Simplified Self-Employment Determination","Flat percentage: 25%"
"Kansas",2015,"Simplified Homeless Housing Cost","No"
"Kansas",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Kansas",2015,"Treatment of Vehicles","At least one vehicle excluded"
"Kansas",2015,"Child Support Expense Exclusion","No"
"Kansas",2015,"Child Support Related Disqualification","Failure to cooperate"
"Kansas",2015,"Comparable Disqualifications","Yes Modified ban:"
"Kansas",2015,"Drug Felony Disqualifications","Requiring drug testing, participation in drug treatment, imposing temporary DQ period, & 2nd conviction after 7/1/2015 results in permanent DQ"
"Kansas",2015,"Work Requirements and Disqualification Policy","Extended DQ"
"Kansas",2015,"Broad Based Categorical Eligibility (BBCE)","No"
"Kansas",2015,"Transitional Benefits Alternative (TBA)","No"
"Kansas",2015,"Document Imaging","Completely electronic files statewide"
"Kansas",2015,"Demonstrations for the Elderly and Disabled","SMD"
"Kansas",2015,"Combined Application Project (CAP)","No"
"Kansas",2015,"Online Application","Apply"
"Kansas",2015,"Online Case Management","Upload documents for verification"
"Kansas",2015,"Call Centers","No call center"
"Kansas",2015,"Mobile Technology","No"
"Kentucky",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Kentucky",2015,"Program Administration","State-administered"
"Kentucky",2015,"Reporting Requirements","Simplified reporting only"
"Kentucky",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Kentucky",2015,"Simplified Reporting - Certification Length","6 & 12 months only"
"Kentucky",2015,"Simplified Income and Resources","Income & Resources"
"Kentucky",2015,"Simplified Self-Employment Determination","No"
"Kentucky",2015,"Simplified Homeless Housing Cost","Yes"
"Kentucky",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Kentucky",2015,"Treatment of Vehicles","All vehicles excluded"
"Kentucky",2015,"Child Support Expense Exclusion","No"
"Kentucky",2015,"Child Support Related Disqualification","None"
"Kentucky",2015,"Comparable Disqualifications","Yes"
"Kentucky",2015,"Drug Felony Disqualifications","Modified ban: requiring participation in drug treatment program & excludes individuals assessed as chemically dependent, resident of a drug/alcohol treatment center, or pregnant"
"Kentucky",2015,"Work Requirements and Disqualification Policy","Extended DQ"
"Kentucky",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Kentucky",2015,"Transitional Benefits Alternative (TBA)","No"
"Kentucky",2015,"Document Imaging","Completely electronic files statewide"
"Kentucky",2015,"Demonstrations for the Elderly and Disabled","None"
"Kentucky",2015,"Combined Application Project (CAP)","Modified CAP"
"Kentucky",2015,"Online Application","Apply"
"Kentucky",2015,"Online Case Management","View case information & report changes"
