"state","year","category","status"
"Oklahoma",2015,"Child Support Related Disqualification","None"
"Oklahoma",2015,"Comparable Disqualifications","No"
"Oklahoma",2015,"Drug Felony Disqualifications","No ban"
"Oklahoma",2015,"Work Requirements and Disqualification Policy","Extended DQ & entire household DQ"
"Oklahoma",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Oklahoma",2015,"Transitional Benefits Alternative (TBA)","Yes"
"Oklahoma",2015,"Document Imaging","Completely electronic files statewide"
"Oklahoma",2015,"Demonstrations for the Elderly and Disabled","None"
"Oklahoma",2015,"Combined Application Project (CAP)","No"
"Oklahoma",2015,"Online Application","Apply & recertify"
"Oklahoma",2015,"Online Case Management","View case information & report changes"
"Oklahoma",2015,"Call Centers","Respond to general inquiries, respond to appli‐ cation or case-specific inquiries, accept case changes, accept initial applications, &accept recertifications"
"Oklahoma",2015,"Mobile Technology","No"
"Oregon",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Oregon",2015,"Program Administration","State-administered"
"Oregon",2015,"Reporting Requirements","Simplified & change reporting"
"Oregon",2015,"Simplified Reporting - Action on Changes","Act only on changes that result in an increase in household benefits"
"Oregon",2015,"Simplified Reporting - Certification Length","12 months only"
"Oregon",2015,"Simplified Income and Resources","Neither"
"Oregon",2015,"Simplified Self-Employment Determination","Flat percentage: 50%"
"Oregon",2015,"Simplified Homeless Housing Cost","No"
"Oregon",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Oregon",2015,"Treatment of Vehicles","At least one vehicle excluded"
"Oregon",2015,"Child Support Expense Exclusion","No"
"Oregon",2015,"Child Support Related Disqualification","None"
"Oregon",2015,"Comparable Disqualifications","Yes"
"Oregon",2015,"Drug Felony Disqualifications","No Ban"
"Oregon",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Oregon",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Oregon",2015,"Transitional Benefits Alternative (TBA)","Yes"
"Oregon",2015,"Document Imaging","Partially electronic files statewide"
"Oregon",2015,"Demonstrations for the Elderly and Disabled","None"
"Oregon",2015,"Combined Application Project (CAP)","No"
"Oregon",2015,"Online Application","Apply & recertify"
"Oregon",2015,"Online Case Management",""
"Oregon",2015,"Call Centers","No case changes, process changes, accept initial application, accept recertification applications, & conduct interviews"
"Oregon",2015,"Mobile Technology","No"
"Pennsylvania",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Pennsylvania",2015,"Program Administration","State-administered"
"Pennsylvania",2015,"Reporting Requirements","Simplified reporting only"
"Pennsylvania",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Pennsylvania",2015,"Simplified Reporting - Certification Length","12 & 24 months only"
"Pennsylvania",2015,"Simplified Income and Resources","Income only"
"Pennsylvania",2015,"Simplified Self-Employment Determination","No"
"Pennsylvania",2015,"Simplified Homeless Housing Cost","Yes"
"Pennsylvania",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Pennsylvania",2015,"Treatment of Vehicles","At least one vehicle excluded"
"Pennsylvania",2015,"Child Support Expense Exclusion","Yes"
"Pennsylvania",2015,"Child Support Related Disqualification","None"
"Pennsylvania",2015,"Comparable Disqualifications","Yes"
"Pennsylvania",2015,"Drug Felony Disqualifications","No ban"
"Pennsylvania",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Pennsylvania",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Pennsylvania",2015,"Transitional Benefits Alternative (TBA)","Yes"
"Pennsylvania",2015,"Document Imaging","Partially electronic files statewide"
"Pennsylvania",2015,"Demonstrations for the Elderly and Disabled","None"
"Pennsylvania",2015,"Combined Application Project (CAP)","Standard CAP"
"Pennsylvania",2015,"Online Application","Apply & recertify"
"Pennsylvania",2015,"Online Case Management","View case information, report changes, & upload documents for verification"
"Pennsylvania",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, & process changes"
"Pennsylvania",2015,"Mobile Technology","No"
"Rhode Island",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Rhode Island",2015,"Program Administration","State-administered"
"Rhode Island",2015,"Reporting Requirements","Simplified & change reporting"
"Rhode Island",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Rhode Island",2015,"Simplified Reporting - Certification Length","12 months only"
"Rhode Island",2015,"Simplified Income and Resources","Neither"
"Rhode Island",2015,"Simplified Self-Employment Determination","No"
"Rhode Island",2015,"Simplified Homeless Housing Cost","Yes"
"Rhode Island",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Rhode Island",2015,"Treatment of Vehicles","At least one vehicle excluded"
"Rhode Island",2015,"Child Support Expense Exclusion","Yes"
"Rhode Island",2015,"Child Support Related Disqualification","None"
"Rhode Island",2015,"Comparable Disqualifications","No"
"Rhode Island",2015,"Drug Felony Disqualifications","No ban"
"Rhode Island",2015,"Work Requirements and Disqualification Policy","Entire household DQ"
"Rhode Island",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Rhode Island",2015,"Transitional Benefits Alternative (TBA)","No"
"Rhode Island",2015,"Document Imaging","Partially electronic files in specific project areas"
"Rhode Island",2015,"Demonstrations for the Elderly and Disabled","SMD"
"Rhode Island",2015,"Combined Application Project (CAP)","No"
"Rhode Island",2015,"Online Application","Apply & recertify"
"Rhode Island",2015,"Online Case Management","View case information"
"Rhode Island",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept initial application, accept recertification applications, & conduct interviews"
"Rhode Island",2015,"Mobile Technology","No"
"South Carolina",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"South Carolina",2015,"Program Administration","State-administered"
"South Carolina",2015,"Reporting Requirements","Simplified reporting only"
"South Carolina",2015,"Simplified Reporting - Action on Changes","Act only on changes that result in an increase in household benefits"
"South Carolina",2015,"Simplified Reporting - Certification Length","6 & 24 months only"
"South Carolina",2015,"Simplified Income and Resources","Income only"
"South Carolina",2015,"Simplified Self-Employment Determination","Flat percentage: 40%"
"South Carolina",2015,"Simplified Homeless Housing Cost","Yes"
"South Carolina",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"South Carolina",2015,"Treatment of Vehicles","At least one vehicle excluded"
"South Carolina",2015,"Child Support Expense Exclusion","No"
"South Carolina",2015,"Child Support Related Disqualification","None"
"South Carolina",2015,"Comparable Disqualifications","Yes"
"South Carolina",2015,"Drug Felony Disqualifications","Lifetime ban"
"South Carolina",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"South Carolina",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"South Carolina",2015,"Transitional Benefits Alternative (TBA)","No"
"South Carolina",2015,"Document Imaging","Completely electronic files statewide"
"South Carolina",2015,"Demonstrations for the Elderly and Disabled","SMD & ESAP"
"South Carolina",2015,"Combined Application Project (CAP)","Standard CAP"
"South Carolina",2015,"Online Application","Apply"
"South Carolina",2015,"Online Case Management",""
"South Carolina",2015,"Call Centers","No cation or case specific inquiries & accept case changes"
"South Carolina",2015,"Mobile Technology","Developing mobile app"
"South Dakota",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"South Dakota",2015,"Program Administration","State-administered"
"South Dakota",2015,"Reporting Requirements","Simplified reporting only"
"South Dakota",2015,"Simplified Reporting - Action on Changes","Act only on changes that result in an increase in household benefits"
"South Dakota",2015,"Simplified Reporting - Certification Length","12 months only"
"South Dakota",2015,"Simplified Income and Resources","Neither"
"South Dakota",2015,"Simplified Self-Employment Determination","Flat percentage: 55%"
"South Dakota",2015,"Simplified Homeless Housing Cost","No"
"South Dakota",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"South Dakota",2015,"Treatment of Vehicles","At least one vehicle excluded"
"South Dakota",2015,"Child Support Expense Exclusion","Yes"
"South Dakota",2015,"Child Support Related Disqualification","None"
"South Dakota",2015,"Comparable Disqualifications","Yes"
"South Dakota",2015,"Drug Felony Disqualifications","No ban"
"South Dakota",2015,"Work Requirements and Disqualification Policy","Extended DQ"
"South Dakota",2015,"Broad Based Categorical Eligibility (BBCE)","No"
"South Dakota",2015,"Transitional Benefits Alternative (TBA)","No"
"South Dakota",2015,"Document Imaging","Completely electronic files statewide"
"South Dakota",2015,"Demonstrations for the Elderly and Disabled","None"
"South Dakota",2015,"Combined Application Project (CAP)","Modified CAP"
"South Dakota",2015,"Online Application","Apply & recertify"
"South Dakota",2015,"Online Case Management","Report changes & upload documents for verification"
"South Dakota",2015,"Call Centers","No call center"
"South Dakota",2015,"Mobile Technology","No"
"Tennessee",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Tennessee",2015,"Program Administration","State-administered"
"Tennessee",2015,"Reporting Requirements","Simplified reporting only"
"Tennessee",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Tennessee",2015,"Simplified Reporting - Certification Length","12 months only"
"Tennessee",2015,"Simplified Income and Resources","Resources only"
"Tennessee",2015,"Simplified Self-Employment Determination","No"
"Tennessee",2015,"Simplified Homeless Housing Cost","Yes"
"Tennessee",2015,"Standard Utility Allowances (SUAs)","SUAs that are not mandatory"
"Tennessee",2015,"Treatment of Vehicles","All vehicles excluded"
"Tennessee",2015,"Child Support Expense Exclusion","No"
"Tennessee",2015,"Child Support Related Disqualification","None"
"Tennessee",2015,"Comparable Disqualifications","Yes"
"Tennessee",2015,"Drug Felony Disqualifications","Modifications include: requiring participation in a drug treatment program"
"Tennessee",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Tennessee",2015,"Broad Based Categorical Eligibility (BBCE)","No"
"Tennessee",2015,"Transitional Benefits Alternative (TBA)","Yes"
"Tennessee",2015,"Document Imaging","Partially electronic files statewide"
"Tennessee",2015,"Demonstrations for the Elderly and Disabled","None"
"Tennessee",2015,"Combined Application Project (CAP)","No"
"Tennessee",2015,"Online Application","No"
"Tennessee",2015,"Online Case Management","View case information & report changes"
"Tennessee",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, & conduct interviews"
"Tennessee",2015,"Mobile Technology","No"
"Texas",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Texas",2015,"Program Administration","State-administered"
"Texas",2015,"Reporting Requirements","Simplified reporting only"
"Texas",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Texas",2015,"Simplified Reporting - Certification Length","6 months only"
"Texas",2015,"Simplified Income and Resources","Income & Resources"
"Texas",2015,"Simplified Self-Employment Determination","No"
"Texas",2015,"Simplified Homeless Housing Cost","Yes"
"Texas",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Texas",2015,"Treatment of Vehicles","At least one vehicle excluded"
"Texas",2015,"Child Support Expense Exclusion","No"
"Texas",2015,"Child Support Related Disqualification","None"
"Texas",2015,"Comparable Disqualifications","No"
"Texas",2015,"Drug Felony Disqualifications","Modifications include: limiting circumstances in which the permanent DQ applies, & imposing a temporary DQ period"
"Texas",2015,"Work Requirements and Disqualification Policy","Entire household DQ"
"Texas",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Texas",2015,"Transitional Benefits Alternative (TBA)","No"
"Texas",2015,"Document Imaging","Completely electronic files statewide"
"Texas",2015,"Demonstrations for the Elderly and Disabled","SMD"
"Texas",2015,"Combined Application Project (CAP)","Modified CAP"
"Texas",2015,"Online Application","Apply & recertify"
"Texas",2015,"Online Case Management","View case information, report changes, & upload documents for verification"
"Texas",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, & process changes"
"Texas",2015,"Mobile Technology","SMS messaging and mobile app"
"Utah",2015,"SNAP Name","Food Stamps"
"Utah",2015,"Program Administration","State-administered"
"Utah",2015,"Reporting Requirements","Simplified reporting only"
"Utah",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Utah",2015,"Simplified Reporting - Certification Length","6 & 12 months only"
"Utah",2015,"Simplified Income and Resources","Income & Resources"
"Utah",2015,"Simplified Self-Employment Determination","No"
"Utah",2015,"Simplified Homeless Housing Cost","Yes"
"Utah",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Utah",2015,"Treatment of Vehicles","Al vehicles excluded"
"Utah",2015,"Child Support Expense Exclusion","No"
"Utah",2015,"Child Support Related Disqualification","None"
"Utah",2015,"Comparable Disqualifications","No"
"Utah",2015,"Drug Felony Disqualifications","No ban"
"Utah",2015,"Work Requirements and Disqualification Policy","Extended DQ"
"Utah",2015,"Broad Based Categorical Eligibility (BBCE)","No"
"Utah",2015,"Transitional Benefits Alternative (TBA)","No"
"Utah",2015,"Document Imaging","Completely electronic files statewide"
"Utah",2015,"Demonstrations for the Elderly and Disabled","None"
"Utah",2015,"Combined Application Project (CAP)","No"
"Utah",2015,"Online Application","Apply & recertify"
"Utah",2015,"Online Case Management","View case information & report changes"
"Utah",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept initial application, accept recertification applications, & conduct interviews"
"Utah",2015,"Mobile Technology","SMS messaging only"
"Vermont",2015,"SNAP Name","3 Squares Vermont"
"Vermont",2015,"Program Administration","State-administered"
"Vermont",2015,"Reporting Requirements","Simplified & change reporting"
"Vermont",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Vermont",2015,"Simplified Reporting - Certification Length","12 months only"
"Vermont",2015,"Simplified Income and Resources","Neither"
"Vermont",2015,"Simplified Self-Employment Determination","No"
"Vermont",2015,"Simplified Homeless Housing Cost","No"
"Vermont",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Vermont",2015,"Treatment of Vehicles","At least one vehicle excluded"
"Vermont",2015,"Child Support Expense Exclusion","Yes"
"Vermont",2015,"Child Support Related Disqualification","None"
"Vermont",2015,"Comparable Disqualifications","No"
"Vermont",2015,"Drug Felony Disqualifications","No ban"
"Vermont",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Vermont",2015,"Broad Based Categorical Eligibility (BBCE)","No"
"Vermont",2015,"Transitional Benefits Alternative (TBA)","No"
"Vermont",2015,"Document Imaging","Partially electronic files statewide"
"Vermont",2015,"Demonstrations for the Elderly and Disabled","SMD"
"Vermont",2015,"Combined Application Project (CAP)","No"
"Vermont",2015,"Online Application","Apply & recertify"
"Vermont",2015,"Online Case Management",""
"Vermont",2015,"Call Centers","No case changes, process changes, accept initial application, accept recertification applications, & conduct interviews"
"Vermont",2015,"Mobile Technology","No"
"Virgin Islands",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Virgin Islands",2015,"Program Administration","State-administered"
"Virgin Islands",2015,"Reporting Requirements","Simplified reporting only"
"Virgin Islands",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Virgin Islands",2015,"Simplified Reporting - Certification Length","6 & 12 months only"
"Virgin Islands",2015,"Simplified Income and Resources","Neither"
"Virgin Islands",2015,"Simplified Self-Employment Determination","No"
"Virgin Islands",2015,"Simplified Homeless Housing Cost","Yes"
"Virgin Islands",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Virgin Islands",2015,"Treatment of Vehicles","All vehicles excluded"
"Virgin Islands",2015,"Child Support Expense Exclusion","No"
"Virgin Islands",2015,"Child Support Related Disqualification","None"
"Virgin Islands",2015,"Comparable Disqualifications","No"
"Virgin Islands",2015,"Drug Felony Disqualifications","Lifetime ban"
"Virgin Islands",2015,"Work Requirements and Disqualification Policy","Entire household DQ"
"Virgin Islands",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Virgin Islands",2015,"Transitional Benefits Alternative (TBA)","Yes"
"Virgin Islands",2015,"Document Imaging","Partially electronic files statewide"
"Virgin Islands",2015,"Demonstrations for the Elderly and Disabled","None"
"Virgin Islands",2015,"Combined Application Project (CAP)","No"
"Virgin Islands",2015,"Online Application","No"
"Virgin Islands",2015,"Online Case Management","No"
"Virgin Islands",2015,"Call Centers","No call center"
"Virgin Islands",2015,"Mobile Technology","No"
"Virginia",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Virginia",2015,"Program Administration","County-administered"
"Virginia",2015,"Reporting Requirements","Simplified reporting only"
"Virginia",2015,"Simplified Reporting - Action on Changes","Act only on changes that result in an increase in household benefits"
"Virginia",2015,"Simplified Reporting - Certification Length","12 months only"
"Virginia",2015,"Simplified Income and Resources","Neither"
"Virginia",2015,"Simplified Self-Employment Determination","No"
"Virginia",2015,"Simplified Homeless Housing Cost","Yes"
"Virginia",2015,"Standard Utility Allowances (SUAs)","SUAs that are not mandatory"
"Virginia",2015,"Treatment of Vehicles","All vehicles excluded"
"Virginia",2015,"Child Support Expense Exclusion","No"
"Virginia",2015,"Child Support Related Disqualification","None"
"Virginia",2015,"Comparable Disqualifications","No"
"Virginia",2015,"Drug Felony Disqualifications","Lifetime ban"
"Virginia",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Virginia",2015,"Broad Based Categorical Eligibility (BBCE)","No"
"Virginia",2015,"Transitional Benefits Alternative (TBA)","Yes"
"Virginia",2015,"Document Imaging","Partially electronic files statewide"
"Virginia",2015,"Demonstrations for the Elderly and Disabled","SMD"
"Virginia",2015,"Combined Application Project (CAP)","Modified CAP"
"Virginia",2015,"Online Application","Apply & recertify"
"Virginia",2015,"Online Case Management","Report changes & upload documents for verification"
"Virginia",2015,"Call Centers","No call center"
"Virginia",2015,"Mobile Technology","No"
"Washington",2015,"SNAP Name","Basic Food"
"Washington",2015,"Program Administration","State-administered"
"Washington",2015,"Reporting Requirements","Simplified reporting only"
"Washington",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Washington",2015,"Simplified Reporting - Certification Length","12 months only"
"Washington",2015,"Simplified Income and Resources","Income only"
"Washington",2015,"Simplified Self-Employment Determination","Flat percentage: 50%"
"Washington",2015,"Simplified Homeless Housing Cost","No"
"Washington",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Washington",2015,"Treatment of Vehicles","At least one vehicle excluded"
"Washington",2015,"Child Support Expense Exclusion","Yes"
"Washington",2015,"Child Support Related Disqualification","None"
"Washington",2015,"Comparable Disqualifications","Yes"
"Washington",2015,"Drug Felony Disqualifications","No ban"
"Washington",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Washington",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Washington",2015,"Transitional Benefits Alternative (TBA)","Yes"
"Washington",2015,"Document Imaging","Completely electronic files statewide"
"Washington",2015,"Demonstrations for the Elderly and Disabled","ESAP"
"Washington",2015,"Combined Application Project (CAP)","Standard CAP"
"Washington",2015,"Online Application","Apply & recertify"
"Washington",2015,"Online Case Management","View case information, report changes, & upload documents for verification"
"Washington",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept initial application, & accept recertification applications"
"Washington",2015,"Mobile Technology","No"
"West Virginia",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"West Virginia",2015,"Program Administration","State-administered"
"West Virginia",2015,"Reporting Requirements","Simplified & change reporting"
"West Virginia",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"West Virginia",2015,"Simplified Reporting - Certification Length","12 & 24 months only"
"West Virginia",2015,"Simplified Income and Resources","Neither"
"West Virginia",2015,"Simplified Self-Employment Determination","Another method: use actual cost and average over time period for income"
"West Virginia",2015,"Simplified Homeless Housing Cost","Yes"
"West Virginia",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"West Virginia",2015,"Treatment of Vehicles","All vehicles excluded"
"West Virginia",2015,"Child Support Expense Exclusion","No"
"West Virginia",2015,"Child Support Related Disqualification","None"
"West Virginia",2015,"Comparable Disqualifications","No"
"West Virginia",2015,"Drug Felony Disqualifications","Lifetime ban"
"West Virginia",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"West Virginia",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"West Virginia",2015,"Transitional Benefits Alternative (TBA)","No"
"West Virginia",2015,"Document Imaging","No electronic files"
"West Virginia",2015,"Demonstrations for the Elderly and Disabled","None"
"West Virginia",2015,"Combined Application Project (CAP)","No"
"West Virginia",2015,"Online Application","Apply & recertify"
"West Virginia",2015,"Online Case Management","View case information & report changes"
"West Virginia",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, & process changes"
"West Virginia",2015,"Mobile Technology","No"
"Wisconsin",2015,"SNAP Name","FoodShare"
"Wisconsin",2015,"Program Administration","County-administered"
"Wisconsin",2015,"Reporting Requirements","Simplified & change reporting"
"Wisconsin",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Wisconsin",2015,"Simplified Reporting - Certification Length","12 months only"
"Wisconsin",2015,"Simplified Income and Resources","Income & Resources"
"Wisconsin",2015,"Simplified Self-Employment Determination","No"
"Wisconsin",2015,"Simplified Homeless Housing Cost","No"
"Wisconsin",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Wisconsin",2015,"Treatment of Vehicles","All vehicles excluded"
"Wisconsin",2015,"Child Support Expense Exclusion","No"
"Wisconsin",2015,"Child Support Related Disqualification","None"
"Wisconsin",2015,"Comparable Disqualifications","Yes"
"Wisconsin",2015,"Drug Felony Disqualifications","Modifications include: requiring drug testing & imposing temporary DQ period"
"Wisconsin",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Wisconsin",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Wisconsin",2015,"Transitional Benefits Alternative (TBA)","Yes"
"Wisconsin",2015,"Document Imaging","Completely electronic files statewide"
"Wisconsin",2015,"Demonstrations for the Elderly and Disabled","None"
"Wisconsin",2015,"Combined Application Project (CAP)","No"
"Wisconsin",2015,"Online Application","Apply & recertify"
"Wisconsin",2015,"Online Case Management","View case information, report changes, & upload documents for verification"
"Wisconsin",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept initial applications, & accept recertification applications"
"Wisconsin",2015,"Mobile Technology","No"
"Wyoming",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Wyoming",2015,"Program Administration","State-administered"
"Wyoming",2015,"Reporting Requirements","Simplified reporting only"
"Wyoming",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Wyoming",2015,"Simplified Reporting - Certification Length","4,5,6, & 24 Months"
"Wyoming",2015,"Simplified Income and Resources","Income & Resources"
"Wyoming",2015,"Simplified Self-Employment Determination","No"
"Wyoming",2015,"Simplified Homeless Housing Cost","No"
"Wyoming",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Wyoming",2015,"Treatment of Vehicles","All vehicles excluded"
"Wyoming",2015,"Child Support Expense Exclusion","No"
"Wyoming",2015,"Child Support Related Disqualification","None"
"Wyoming",2015,"Comparable Disqualifications","No"
"Wyoming",2015,"Drug Felony Disqualifications","No ban"
"Wyoming",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Wyoming",2015,"Broad Based Categorical Eligibility (BBCE)","No"
"Wyoming",2015,"Transitional Benefits Alternative (TBA)","No"
"Wyoming",2015,"Document Imaging","No electronic files"
"Wyoming",2015,"Demonstrations for the Elderly and Disabled","SMD"
"Wyoming",2015,"Combined Application Project (CAP)","No"
"Wyoming",2015,"Online Application","No"
"Wyoming",2015,"Online Case Management","No"
"Wyoming",2015,"Call Centers","No call center"
"Wyoming",2015,"Mobile Technology","No"
